metesdescriptionlineid	metesdescription	metesdescriptionline	thencepoint	northsouth	degree	eastwest	foot	topoint	curveleftright	curveradiusfoot	curvetangent	manualxchange	manualychange	metesdescriptionlinenotes	curveinternalangle
16312	3984	5	[2]	N	58	E	825.19	point		\N	0	\N	\N		\N
16313	3984	2	continuing along said line dividing the County of Lehigh from the County of Northampton, and also the Borough of Catasauqua from the Borough of North Catasauqua	N	64.1503888888889	E	1412	point, in the centerline of Catasauqua Creek		\N	0	\N	\N		\N
16314	3984	3	continuing along said line dividing the County of Lehigh from the County of Northampton, being also the line dividing said Borough of Catasauqua from Allen Township	N	64.1503888888889	E	2124.5	point in the line dividing the said Borough of Catasauqua from Hanover Township		\N	0	\N	\N		\N
16315	3984	4	along said line dividing the Borough of Catasauqua from Hanover Township the following seven (7) courses and distances [1]	S	23.0829444444444	E	3023.11	point		\N	0	\N	\N		\N
16316	3984	6	[3]	S	78.5833333333333	E	214.25	point		\N	0	\N	\N		\N
16317	3984	7	[4]	S	6.83333333333333	E	630.95	point		\N	0	\N	\N		\N
16318	3984	8	[5]	N	75.6666666666667	E	816.92	point		\N	0	\N	\N		\N
16319	3984	10	[7]	S	88	W	707.75	point		\N	0	\N	\N		\N
16320	3984	11	continuing along said line dividing the Borough of Catasauqua from Hanover Township, being in part the easterly property line of Irving Street	S	6.83333333333333	E	1570.13	point located in the centerline of Bethlehem Road		\N	0	\N	\N		\N
16321	3984	1	along said line dividing the County of Lehigh from the County of Northampton, being also the line dividing said Borough of Catasauqqua from the Borough of North Catasauqqua in a northeasterly direction	N	\N	E	3000	monument set in the triangular property located between the easterly property line of Sixth Street and the westerly property line of Howertown Road at Walnut Street		\N	0	1e-13	1e-13		\N
16322	3984	12	along said centerline of Bethlehem Road	N	72.7416666666667	W	45.88	point		\N	0	\N	\N		\N
16323	3984	13	along the westerly property line of Irving Street	N	6.83333333333333	W	198.41	point		\N	0	\N	\N		\N
16324	3984	14	continuing along said line dividing the Borough of Catasauqua from Hanover Township the following seven (7) courses and distances [1]	N	72.7416666666667	W	315.82	point		\N	0	\N	\N		\N
16325	3984	18	[5]	S	74.8083333333333	W	867.66	point, located in the centerline of Morgan Street		\N	0	\N	\N		\N
16326	3984	19	[6] Along said centerline of Morgan Street	S	15.1916666666667	E	930	point, located in the centerline of Main Street		\N	0	\N	\N		\N
16327	3984	21	continuing along said line dividing the Borough of Catasauqua from Hanover Township, the following four (4) courses and distances [1]	S	15.1916666666667	E	180	point in the centerline of Franklin Street		\N	0	\N	\N		\N
16328	3984	22	[2] Along said centerline of Franklin Street	S	74.8083333333333	W	90	point located in the right-of-way of Williams Street		\N	0	\N	\N		\N
16329	3984	23	[3]	S	14.8662777777778	E	399.29	point		\N	0	\N	\N		\N
16330	3984	24	[4]	S	76.0170555555556	W	1175	point in the eastern edge of the River Lehigh at low water mark		\N	0	\N	\N		\N
16331	3984	25	along said eastern edge of the River Lehigh in a Northwesterly direction the several courses and distances thereof to low water mark	N	\N	W	7295	point, the place of beginning		\N	0	\N	\N		\N
16332	3065	8	continuing in said road	S	44.7166666666667	W	97	point in said road		\N	0	\N	\N		\N
16333	3065	15	by lands of the same	N	77.95	W	644	point		\N	0	\N	\N		\N
16334	3065	6	along lands of the said Bernard Clabaugh	N	27.9666666666667	W	700	point in Pennsylvania State Legislative Route No. 01003, leading to Two Taverns		\N	0	\N	\N		\N
16335	3065	7	in said Route No. 01003	S	22.5	W	160	point		\N	0	\N	\N		\N
16336	3065	9	leaving said road and still by lands of Bernard Clabaugh	N	55.5333333333333	W	740	point		\N	0	\N	\N		\N
16337	3065	10	by lands of the same	N	36.5	W	510	point at lands of Mrs. Mary Gebhart		\N	0	\N	\N		\N
16338	3065	5	dividing the lands of said Staub and Breighner	N	14.25	W	590	iron pin at corner of lands of Bernard Clabaugh		\N	0	\N	\N		\N
16339	3065	11	dividing said lands of Bernard Clabaugh and Mrs. Mary Gebhart	S	29.6666666666667	W	970	post		\N	0	\N	\N		\N
16340	3065	22	dividing lands of the same	N	60.5	E	627	post		\N	0	\N	\N		\N
16341	3065	1	in the center of said State Highway	S	51.25	E	377.85	point in the center of said State Highway		\N	0	\N	\N		\N
16342	3065	2	by land of Joseph Andrews	S	41	W	1270.5	post		\N	0	\N	\N		\N
16343	3065	3	dividing the land of said Joseph Andrews and land formerly of Nicholas Gebhart, crossing the Township Road known as T-440, and by land of Eugene Craig	N	39	W	2425	point		\N	0	\N	\N		\N
16344	3065	4	dividing the said land of Eugene Craig and Raymond Staub	S	43.7666666666667	W	1368	point at corner of lands of Parr Breighner		\N	0	\N	\N		\N
16345	3065	12	through the lands of Mrs. Mary Gebhart and Raymond Gebhart	N	42.25	W	1299.1	stone at corner of lands Helen Chrismer		\N	0	\N	\N		\N
16346	3065	13	by said Chrismer land	N	35.5	E	1148	point		\N	0	\N	\N		\N
16347	3065	14	by lands of the same	N	5.83333333333333	W	845	point		\N	0	\N	\N		\N
16348	3065	16	by lands of the same	N	13.4	E	185	point in the center of Pennsylvania State Route No. 116, leading from Gettysburg to Hanover		\N	0	\N	\N		\N
16349	3065	17	in the center of said Route No. 116 and by lands of said Helen Chrismer and John McMaster	N	76.5333333333333	W	1538	point in the center of said Route No. 116		\N	0	\N	\N		\N
16350	3065	18	leaving said Route No. 116 and dividing lands of Theron Dayhoff from lands of Mrs. James Kuhn	N	13.4666666666667	E	25	point on the south edge of a small stream		\N	0	\N	\N		\N
16351	3065	19	crossing said stream and still dividing said lands of Dayhoff and Kuhn	N	53	E	1192.95	post at corner of lands of Charles Koller and Mrs. James Kuhn		\N	0	\N	\N		\N
16352	3065	20	dividing said lands of Charles Koller and Mrs. James Kuhn	S	87	E	359.7	post		\N	0	\N	\N		\N
16353	3065	21	dividing lands of the same	N	50	E	214.5	post		\N	0	\N	\N		\N
16354	3065	23	dividing lands of the same	N	44	E	198	post at corner of lands of Mrs. James Kuhn and R. E. Klinefelter		\N	0	\N	\N		\N
16355	3065	24	dividing lands of Mrs. James Kuhn from R. E. Klinefelter and crossing the small stream aforesaid mentioned	S	44.6666666666667	E	410.5	post		\N	0	\N	\N		\N
16356	3065	25	still dividing lands of R. E. Klinefelter and Walter Fairman from Mrs. James Kuhn	S	52.5166666666667	E	1443.2	post at corner of land of Walter Fairman, Mrs. James Kuhn and Thomas Gebhart		\N	0	\N	\N		\N
16357	3065	26	dividing lands of Thomas Gebhart from Mrs. James Kuhn	S	23.5833333333333	W	538	point		\N	0	\N	\N		\N
16358	3065	27	by lands of Thomas Gebhart	S	82.0833333333333	E	300	point		\N	0	\N	\N		\N
16359	3065	28	by lands of the same	N	43.6666666666667	E	440	point		\N	0	\N	\N		\N
16360	3065	29	by lands of the same	S	86.4166666666667	E	180	point in Pennsylvania State Highway, Legislative Route No. 01058, leading from Route No. 116 to Hunterstown		\N	0	\N	\N		\N
16361	3065	30	in said State Highway, Legislative Route No. 01058	N	3.35	E	100	point in said Route No. 01058 at corner of land of Willard Doss		\N	0	\N	\N		\N
16362	3065	31	leaving said State Highway and running by land of Willard Doss	S	86.9166666666667	E	520	point		\N	0	\N	\N		\N
16363	3065	33	in the center of said State Highway, Legislative Route No. 01003 and by land of Ambrose Myers	N	46.5833333333333	E	1510	point in the center of said State Highway		\N	0	\N	\N		\N
16364	3065	34	leaving said State Highway and dividing lands of Ambrose Myers and Paul Walter from F. C. Lowe	S	43.7166666666667	E	1737.26	point in the center of Township Road T-440		\N	0	\N	\N		\N
16365	3065	35	in said Township Road, T-440, and by lands of H. H. Crouse	S	37.5	W	735	point in said Township Road		\N	0	\N	\N		\N
16366	3065	36	leaving said Township Road and still by land of H. H. Crouse	S	63.5	E	360	point at corner of lands of Mrs. Charles Yingling		\N	0	\N	\N		\N
16367	3065	37	by land of Mrs. Charles Yingling	S	22.5	W	235	point in the center of Pennsylvania State Route No. 116, just east of the intersection of Township Route No. T-440 with said Route No. 116		\N	0	\N	\N		\N
16368	3065	38	running in said Pennsylvania State Route No. 116 and dividing lands of Mrs. Charles Yingling from Joseph Andrew	S	71.75	E	900	point in said Highway No. 116		\N	0	\N	\N		\N
16369	3065	39	leaving said Highway No. 116 and still dividing lands of Mrs. Charles Yingling from Joseph Andrews	S	17.3	W	250	point		\N	0	\N	\N		\N
16370	3065	40		S	81.4166666666667	E	545	point		\N	0	\N	\N		\N
16371	3065	41	dividing lands of said Joseph Andrews from Mrs. Charles Yingling and land formerly of William Weikert	S	36.5	W	2024.55	point in the center of Pennsylvania State Highway, Legislative Route No. 01013, the place of Beginning		\N	0	\N	\N		\N
16372	3065	32		S	36.9166666666667	E	970	point in the center of Pennsylvania State Highway, Legislative Route No. 01003, leading from State Highway Route No. 116 to New Oxford		\N	0	\N	\N		\N
16373	3265	3		S	43.1316666666667	E	473.02	steel pin at other land of Mrs. Charles Yingling		\N	0	\N	\N		\N
16374	3265	1	running in the center of said Township Road	N	38.6091666666667	E	735	center of said road at the Northeast corner of the present Borough Line		\N	0	\N	\N		\N
16375	3265	2		S	43.7105555555556	E	19.94	steel pin		\N	0	\N	\N		\N
16376	3265	4	by other land of Mrs. Charles Yingling	S	45.7088888888889	W	609.09	steel pine, said steel pin being North 45 degrees 42 minutes 32 seconds East from the center of the Hanover Road, Route No. 116, 191.71 feet through a steel pin to the steel pin aforementioned		\N	0	\N	\N		\N
16377	3265	5	by other land of Borough	N	59.66	W	416.92	point in the center of Township Road No. T-440, the place of BEGINNING		\N	0	\N	\N		\N
16378	3266	5	by the same	S	43.4122222222222	E	663.8	steel pin		\N	0	\N	\N		\N
16379	3266	1	by said Myers land	N	39.1775	W	938.69	steel pin, which steel pin is North 72 degrees 18 minutes 6 seconds East 494.68 feet from the center of the Pennsylvania State Legislative Route No. 01058 through a steel pin set back along the line		\N	0	\N	\N		\N
16380	3266	2	by land now or formerly of George Gebhart and Berger	N	23.1577777777778	E	1145.54	steel pin		\N	0	\N	\N		\N
16381	3266	3	by land of Earl McMaster	N	81.7430555555556	E	747.51	steel pin		\N	0	\N	\N		\N
16382	3266	4	by land of Jacob Kayser	S	2.44833333333333	E	340.73	steel pin		\N	0	\N	\N	May be 51 seconds	\N
16383	3266	6	by the same and into the center of the road, being Legislative Route No. 01003	S	43.7105555555556	E	41.79	center of said Legislative Route		\N	0	\N	\N		\N
16384	3266	7	in the center of said Legislative Route	S	45.8941666666667	W	1510	steel pin in the center of said Legislative Route No. 01003, the place of BEGINNING		\N	0	\N	\N		\N
16385	3438	13		N	16.8666666666667	W	172.41	point		\N	0	\N	\N		\N
16386	3438	33		N	53.2166666666667	E	742.9	point		\N	0	\N	\N		\N
16387	3438	34		S	77.55	E	788.54	point		\N	0	\N	\N		\N
16388	3438	22		S	9.11666666666667	W	536.78	point		\N	0	\N	\N		\N
16389	3438	47		N	50.3333333333333	E	364	point		\N	0	\N	\N		\N
16390	3438	35		N	31.15	E	3026.34	point		\N	0	\N	\N		\N
16391	3438	51		N	19.2666666666667	W	1514.85	point		\N	0	\N	\N		\N
16392	3438	52		N	58.35	E	710.7	point		\N	0	\N	\N		\N
16393	3438	10		S	16.2666666666667	W	1500.04	point		\N	0	\N	\N		\N
16394	3438	41		N	11.5833333333333	E	160	point		\N	0	\N	\N		\N
16395	3438	53		N	89.6166666666667	E	1219	point		\N	0	\N	\N		\N
16396	3438	27		N	32	E	188.66	point		\N	0	\N	\N		\N
16397	3438	12		S	37.7333333333333	W	670.15	point		\N	0	\N	\N		\N
16398	3438	4		N	29.3666666666667	E	91.8			\N	0	\N	\N		\N
16399	3438	39		N	43.7166666666667	E	300	point		\N	0	\N	\N		\N
16400	3438	42		N	78	W	118	point		\N	0	\N	\N		\N
16401	3438	43		N	1.58333333333333	W	230	point		\N	0	\N	\N		\N
16402	3438	40		S	78	E	133	point		\N	0	\N	\N		\N
16403	3438	11		N	86.05	W	1087.59	point		\N	0	\N	\N		\N
16404	3438	37		N	76.2166666666667	E	1180	point		\N	0	\N	\N		\N
16405	3438	3		N	65.8	W	378.23	point		\N	0	\N	\N		\N
16406	3438	17		S	13.2333333333333	W	174.63	point		\N	0	\N	\N		\N
16407	3438	8		N	56.3166666666667	W	90.13	point		\N	0	\N	\N		\N
16408	3438	26		N	69.45	W	213.6	point		\N	0	\N	\N		\N
16409	3438	38	along the various meanderings of Indian Lake at Elevation 2290 feet (PDH)		\N		370	point		\N	0	130.67044050841	182.90043231279	-1	\N
16410	3438	54		S	0.533333333333333	W	858.03	point		\N	0	\N	\N		\N
16411	3438	18		S	81.7833333333333	W	454.67	point		\N	0	\N	\N		\N
16412	3438	66		S	65.6833333333333	W	1359.62	point		\N	0	\N	\N		\N
16413	3438	9		N	12.3833333333333	W	1771.22	point		\N	0	\N	\N		\N
16414	3438	48		N	21.25	E	2117.45	point		\N	0	\N	\N		\N
16415	3438	49		N	46.5	E	570.93	point		\N	0	\N	\N		\N
16416	3438	50		N	49.8333333333333	E	503.81	point		\N	0	\N	\N		\N
16417	3438	65		S	62.4333333333333	W	1253.28	point		\N	0	\N	\N		\N
16418	3438	14		S	86.6666666666667	W	515.87	point		\N	0	\N	\N		\N
16419	3438	15		S	18.4333333333333	W	110.67	point		\N	0	\N	\N		\N
16420	3438	19		N	0.716666666666667	E	400	point		\N	0	\N	\N		\N
16421	3438	23		S	74.1333333333333	W	493.81	point		\N	0	\N	\N		\N
16422	3438	36		N	11.7833333333333	W	855	point		\N	0	\N	\N		\N
16423	3438	1		N	59.0333333333333	W	408.17	point		\N	0	\N	\N		\N
16424	3438	2		S	32.4	W	550.73	point		\N	0	\N	\N		\N
16425	3438	5		N	60.4	W	506.05	point		\N	0	\N	\N		\N
16426	3438	6		S	55.6	W	442.36	point		\N	0	\N	\N		\N
16427	3438	7		S	10.6	E	869.84	point		\N	0	\N	\N		\N
16428	3438	16		S	74.4833333333333	W	93.39	point		\N	0	\N	\N		\N
16429	3438	20		N	88.3833333333333	W	1055.42	point		\N	0	\N	\N		\N
16430	3438	21		S	75.3166666666667	W	217.09	point		\N	0	\N	\N		\N
16431	3438	24		N	79.3833333333333	W	569.75	point		\N	0	\N	\N		\N
16432	3438	25		N	12.2666666666667	E	117.69	point		\N	0	\N	\N		\N
16433	3438	28		N	77.9333333333333	W	1625.91	point		\N	0	\N	\N		\N
16434	3438	29		N	4.51666666666667	E	1078.35	point		\N	0	\N	\N		\N
16435	3438	30		N	45.4833333333333	W	2524.37	point		\N	0	\N	\N		\N
16436	3438	31		N	59.7833333333333	W	595.97	point		\N	0	\N	\N		\N
16437	3438	32		N	33.9833333333333	E	277.37	point		\N	0	\N	\N		\N
16438	3438	44		S	76.2	E	260	point		\N	0	\N	\N		\N
16439	3438	45		S	7.28333333333333	W	268.16	point		\N	0	\N	\N		\N
16440	3438	46		N	75	E	708	point		\N	0	\N	\N		\N
16441	3438	55		S	86.7166666666667	E	2613.28	point		\N	0	\N	\N		\N
16442	3438	56		S	3.68333333333333	W	1604.32	point		\N	0	\N	\N		\N
16443	3438	57		S	65.85	E	1068.51	point		\N	0	\N	\N		\N
16444	3438	58		N	34.8833333333333	E	640	point		\N	0	\N	\N		\N
16445	3438	59		S	86.8166666666667	E	1495.3	point		\N	0	\N	\N		\N
16446	3438	60		S	4.08333333333333	W	3303.39	point		\N	0	\N	\N		\N
16447	3438	61		N	84.7666666666667	W	471.96	point		\N	0	\N	\N		\N
16448	3438	62		S	3.71666666666667	W	1234.59	point		\N	0	\N	\N		\N
16449	3438	63		S	84.7333333333333	E	316.33	point		\N	0	\N	\N		\N
16450	3438	64		S	2.68333333333333	W	1390.52	point		\N	0	\N	\N		\N
16451	3438	67		N	34.5	W	194.15	point		\N	0	\N	\N		\N
16452	3438	68		N	87.5166666666667	W	460.43	point		\N	0	\N	\N		\N
16453	3438	69		S	37.25	W	1206.03	point		\N	0	\N	\N		\N
16454	3438	70		S	55.9166666666667	E	1026.29	point		\N	0	\N	\N		\N
16455	3438	71		S	40.9333333333333	E	946.43	point		\N	0	\N	\N		\N
16456	3438	72		S	57.7	E	402.2	point		\N	0	\N	\N		\N
16457	3438	73		S	30.4666666666667	W	98.6	point on the westerly side of Pennsylvania State Route No. 160 at corner of land of Tyrus Daugherty, et ux, the place of beginning		\N	0	\N	\N		\N
16458	3389	9		N	79.8	W	975.9	point		\N	0	\N	\N		\N
16459	3389	10		N	0.5	E	1724.6	point		\N	0	\N	\N		\N
16460	3389	11		N	28.2666666666667	E	1414.3	point		\N	0	\N	\N		\N
16461	3389	2		N	76.0833333333333	E	1117.9	point		\N	0	\N	\N		\N
16462	3389	4		N	2.08333333333333	E	151.92	point		\N	0	\N	\N		\N
16463	3389	41		S	25.1	W	248	point		\N	0	\N	\N		\N
16464	3389	8		N	88.55	W	667.9	point		\N	0	\N	\N		\N
16465	3389	42		S	78.0833333333333	W	992.9	point		\N	0	\N	\N		\N
16466	3389	29		S	45.8666666666667	E	210.3	point		\N	0	\N	\N		\N
16467	3389	30		S	51.6833333333333	E	197.2	point		\N	0	\N	\N		\N
16468	3389	5		N	27.0166666666667	E	240.95	point		\N	0	\N	\N		\N
16469	3389	20		S	41.6833333333333	W	103.3	point		\N	0	\N	\N		\N
16470	3389	6		N	34	W	154.27	point		\N	0	\N	\N		\N
16471	3389	21		S	4.7	W	227.58	point		\N	0	\N	\N		\N
16472	3389	22		S	68.2333333333333	E	291	point		\N	0	\N	\N		\N
16473	3389	7		N	7.2	W	66.3	point		\N	0	\N	\N		\N
16474	3389	25		S	6.13333333333333	W	218.5	point		\N	0	\N	\N		\N
16475	3389	3		N	70.9166666666667	E	552.8	point		\N	0	\N	\N		\N
16476	3389	32		S	36.0833333333333	E	229.8	point		\N	0	\N	\N		\N
16477	3389	34		S	46.3333333333333	E	225.5	point		\N	0	\N	\N		\N
