metesdescriptionlineid	metesdescription	metesdescriptionline	thencepoint	northsouth	degree	eastwest	foot	topoint	curveleftright	curveradiusfoot	curvetangent	manualxchange	manualychange	metesdescriptionlinenotes	curveinternalangle
16085	4181	6	along the same	N	41.4833333333333	W	2457.5	stone, corner No. 9		\N	0	\N	\N		\N
16086	4181	7	along the same	N	46.8	E	1000	stone corner No. 8, the place of beginning		\N	0	\N	\N		\N
16087	1553	9	[2]	S	24.75	E	151.96	joint at or near the easterly right of way line of the Philadelphia and Reading Railway		\N	0	\N	\N		\N
16088	1553	11	[4] along the said Walnut Street	N	54.7666666666667	E	331.32	joint		\N	0	\N	\N		\N
16089	1553	13	along the said northerly side of said street	S	44.0333333333333	W	987.36	joint of beginning		\N	0	\N	\N		\N
16090	1553	1	by a new line	N	45.6166666666667	W	355.9	stone in the line formerly the southern boundary of the Borough of Sellersville, said new line being also the boundary line between the Townships of East Rockhill and West Rockhill		\N	0	\N	\N		\N
16091	1553	2	continuing along the present borough boundary line	N	57.9333333333333	E	590.18	stone		\N	0	\N	\N		\N
16092	1553	3	continuing around the present boundary line of the Borough of Sellersville and along lands now or late of Samuel Slotter, Sellersville Estates, Frederick Waltz Estate, Romanus Denner and Harry G. Wamsher, the following three courses and distances in a ccordance with the plan showing the former extension of the borough lines as prepared by I. Y. Baringer under date of June 1911 [1]	N	38.6333333333333	W	5354.5	stone at or near the center of the Philadelphia and Reading Railroad		\N	0	\N	\N		\N
16093	1553	4	[2]	N	39.55	W	926.4	stone		\N	0	\N	\N		\N
16094	1553	5	[3]	N	4.78333333333333	E	973.5	stone		\N	0	\N	\N		\N
16095	1553	6	by a new line, said line being an extension of the line from corner 4 to 5 according to the above mentioned plan by Mr Baringer	S	89.75	E	638.76	new stone corner, said stone being also a corner between the area which is to be annexed and the Township of East Rockhill		\N	0	\N	\N	First digit of feet difficult to read.	\N
16096	1553	7	partly by the township of East Rochkill and partly by the Borough of Perkasie said line being an extension of the southwesterly boundary line of the Borough of Perkasie, together with the said southwesterly boundary lines	S	37.0333333333333	E	834.25	stone in the center of Ninth Street		\N	0	\N	\N	Original has "482.80 feet and 351.45 feet"	\N
16097	1553	8	along the boundary of the Borough of Perkasie, according to a plan of the extension and annexation by the Borough of Perkasie, by Mr. I. Y. Baringer, dated January 6th 1913, and along the properties now or late of Harry G. Wamsher, Charles N. Cressman, Harry E. Grim, B. F. Cressman, Frank Pape, Sellersville Estates, and Samuel Slotter, the following six courses and distances [1]	S	33.7833333333333	E	352.93	stone at or near the westerly right of way line of the Philadelphia and Reading Railway		\N	0	\N	\N		\N
16098	1553	10	[3]	S	34.5833333333333	E	1169.52	joint at or near the center line of Walnut Street (called Fifth Street with the corporate limits of the Borough of Perkasie)		\N	0	\N	\N		\N
16099	1553	12	[5]	S	24.6833333333333	E	4344.12	stone on the northerly side of a public road leading from Diamond Street to the Borough of Perkasie		\N	0	\N	\N		\N
16100	1870	1	along the line between Samuel Althouse's and Wayside Gardens land	S	68.2166666666667	W	241.65	iron pipe a corner in line of Wayside Garden's land		\N	0	\N	\N		\N
16101	1870	2	along the same and land of Samuel Althouse's, the two following courses and distances [1]	N	40.3166666666667	W	96.07			\N	0	\N	\N		\N
16102	1870	3	[2]	S	67.0833333333333	W	85.96	point in the center line of Broadway Avenue, a proposed street forty-four feet wide		\N	0	\N	\N		\N
16103	1870	4	along the same, through lands of Alfred G. Walker	N	21.7833333333333	W	53.18	iron pipe at the intersection of the center lines of Broadway Avenue and Ridge Avenue		\N	0	\N	\N		\N
16104	1870	5	along the center line of Ridge Avenue (forty-four feet wide) and through lands of Alfred G. Walker	S	68.2166666666667	W	133.47	iron pipe in line of Wayside Gardens		\N	0	\N	\N		\N
16105	1870	6	along the same	N	89.0166666666667	W	50.46	iron pipe in the center of a proposed alley (sixteen feet wide)		\N	0	\N	\N		\N
16106	1870	7	along the center line of alley and through land of Alfred G. Walker	N	21.7833333333333	W	503.95	iron pipe in the borough line		\N	0	\N	\N		\N
16107	1870	8	along the borough line and through land of Alfred G. Walker, crossing said alley, Broadway Avenue, Ridge Avenue and through land of Samuel Althouse	S	60.55	E	859.66	place of BEGINNING		\N	0	\N	\N		\N
16108	2567	4	along the center line of the same	S	49.6666666666667	E	98.59	place of BEGINNING		\N	0	\N	\N		\N
16109	2567	1	through lands of Albert Ziegenfuss	S	32.6916666666667	W	309.82	corner in line of lands now or late of J. Paul Bergey		\N	0	\N	\N		\N
16110	2567	2	along the same	N	49.6666666666667	W	124.74	iron pin		\N	0	\N	\N		\N
16111	2567	3	along lands of John Martyn, Jr.	N	40.3333333333333	E	308.71	center line of Washington Avenue		\N	0	\N	\N		\N
16112	2568	1	along the center line of an extension and continuation of Diamond Street	S	46.1333333333333	E	893.43	corner		\N	0	\N	\N		\N
16113	2568	2	in and along the center line of a Township Road the next two courses and distances (1)	S	54.0916666666667	W	157.2	corner		\N	0	\N	\N		\N
16114	2568	3	(2)	S	61.3916666666667	W	610	iron pin		\N	0	\N	\N		\N
16115	2568	4	along the lands now or late Robert J. Matz	N	44.4166666666667	W	413.63	iron pin		\N	0	\N	\N		\N
16116	2568	5	still along the same	S	63.8666666666667	W	896.53	corner in the center line of the Old Bethlehem Pike		\N	0	\N	\N		\N
16117	2568	6	in and along the same the next two courses and distances (1)	N	10.55	W	69.76	corner		\N	0	\N	\N		\N
16118	2568	7	(2)	N	22.2333333333333	W	188.15	Borough Monument		\N	0	\N	\N		\N
16119	2568	8	along the present Borough line and lands of Joseph Schall and the Ridge Avenue Building lots	N	55.25	E	1469.65	place of BEGINNING		\N	0	\N	\N		\N
16120	3176	3		S	59.1305555555556	W	116.5	point		\N	0	\N	\N		\N
16121	3176	5		N	65.4694444444444	W	9.6	point of beginning		\N	0	\N	\N		\N
16122	3176	4		N	30.8694444444444	W	85.65	point		\N	0	\N	\N		\N
16123	3176	1		N	60.7583333333333	E	91.95	point		\N	0	\N	\N		\N
16124	3176	2		S	49.2277777777778	E	96.1	point		\N	0	\N	\N		\N
16125	3240	5	(2)	N	47.8236111111111	E	157.2	place of beginning		\N	0	\N	\N		\N
16126	3240	1	extending along the centerline of Diamond Street	S	52.4013888888889	E	251.7	point, a corner		\N	0	\N	\N		\N
16127	3240	2	along the township line between West Rockhill Township and Hilltown Township	S	36.0152777777778	W	751.2	point, a corner		\N	0	\N	\N		\N
16128	3240	3	leaving said township line	N	50.6847222222222	W	484.2	point, a corner in the centerline of the aforementioned Township Road 461 (said centerline also being the present boundary between the Borough of Sellersville and West Rockhill Township)		\N	0	\N	\N		\N
16129	3240	4	along said centerline and borough line the following two courses and distances: (1)	N	55.1236111111111	E	610	point, a corner		\N	0	\N	\N		\N
16130	3855	6	by the same	N	44.5	E	326.7	spruce		\N	0	\N	\N		\N
16131	3855	5	by said road and other land of John Fisher	N	81	E	198	stone		\N	0	\N	\N		\N
16132	3855	7	to other lands of John Fisher	N	13	E	148.5	spanish oak		\N	0	\N	\N		\N
16133	3855	2	by land of Franklin Reinheimer	S	35.5	E	1023	white oak		\N	0	\N	\N		\N
16134	3855	3	by the same	S	80	E	1089	post		\N	0	\N	\N		\N
16135	3855	8	by the same	S	82	E	297	stake		\N	0	\N	\N		\N
16136	3855	9	by the same	S	78	E	123.75	spanish oak		\N	0	\N	\N		\N
16137	3855	4	by the same and land of John Berger	S	21	E	594	stone on the north side of a public road		\N	0	\N	\N		\N
16138	3855	14	by the same and in said road	N	83	E	627	stone		\N	0	\N	\N		\N
16139	3855	15	by land of Abraham K. Moyer	N	5.5	W	1567.5	stone		\N	0	\N	\N		\N
16140	3855	1	by land of Levi Phillips	S	26	W	2079	pine		\N	0	\N	\N		\N
16141	3855	10	by the same and said road	N	70	E	841.5	stone		\N	0	\N	\N		\N
16142	3855	11	by the same	S	2.5	W	49.5	stone		\N	0	\N	\N		\N
16143	3855	12	by the same and mill race	S	83	E	523.05	stone		\N	0	\N	\N		\N
16144	3855	13	by land of the same	S	5.5	E	123.75	stone, in the center of said public road		\N	0	\N	\N		\N
16145	3855	16	by same	N	55	E	132	stone		\N	0	\N	\N		\N
16146	3855	17	by land of Abraham K. Moyer and brother	N	16.5	W	1716	River Schuylkill		\N	0	\N	\N		\N
16147	3855	18	by the River Schuylkill		\N		\N	place of beginning		\N	0	\N	\N		\N
16148	312	1		N	71	E	2050	stone corner		\N	0	\N	\N		\N
16149	312	2		N	18	W	3012	stone		\N	0	\N	\N		\N
16150	312	3		S	71	W	2050	stone		\N	0	\N	\N		\N
16151	312	4		S	18	E	3012	place of beginning		\N	0	\N	\N		\N
16152	341	1		S	18	E	100	post		\N	0	\N	\N		\N
16153	341	2		S	71	W	3900	post		\N	0	\N	\N		\N
16154	341	3		N	18	W	3112	post		\N	0	\N	\N	Originally E.	\N
16155	341	4		N	71	E	1850	post and stone the northwest corner of the present borough		\N	0	\N	\N		\N
16156	334	3	along it	S	64	W	4240.5	eastern line of the borough of St. Clair		\N	0	\N	\N		\N
16157	334	4	along it	N	24.75	W	6534	place of beginning		\N	0	\N	\N		\N
16158	334	1	on a continuation of the northern line of said borough and by the other part of the said township of New Castle	N	65.25	E	2805	line of Blythe township		\N	0	\N	\N		\N
16159	334	2	along it	S	39	E	6616.5	north-east corner of East Norwegian township		\N	0	\N	\N		\N
16160	285	3		N	80.75	E	9455	stake		\N	0	\N	\N		\N
16161	285	1		S	80.75	W	9455			\N	0	\N	\N		\N
16162	285	2		N	6.91666666666667	W	5375			\N	0	\N	\N	Originally E.	\N
16163	285	4		S	6.91666666666667	E	5375	place of beginning		\N	0	\N	\N	Originally W.	\N
16164	284	1		S	80.75	W	9455			\N	0	\N	\N		\N
16165	284	3		N	10	W	400	stone		\N	0	\N	\N		\N
16166	284	7		S	6.91666666666667	W	\N	place of beginning		\N	0	\N	\N		\N
16167	284	5	along the said county line		\N		\N	south line of the Mary Davidson survey		\N	0	\N	\N		\N
16168	284	6	along the line of said Mary Davidson tract	N	81.5	E	\N	point to intersect the east line of the borough of Ashland		\N	0	\N	\N		\N
16169	284	2		N	10	W	\N	county line between Schuylkill and Columbia counties		\N	0	-599.08621295091	3397.58674789212		\N
16170	284	4		N	80.75	E	\N	county line aforesaid		\N	0	1480.49454984035	241.113848405739		\N
16171	343	4	along the western line of it		\N		\N	place of beginning		\N	0	\N	\N		\N
16172	343	1	along said mountain	S	69.4166666666667	W	3564			\N	0	\N	\N		\N
16173	343	3		N	70.75	E	3663	north-west corner of the present borough		\N	0	\N	\N		\N
16174	343	2	passing along the western line of a farm late of Thomas Sillyman, deceased, along Franklin Street, in the town of Yorkville, and through land of Edward O'Conner and others	N	19.9	W	7656	post		\N	0	\N	\N		\N
16175	3915	4	along the centerline of said Eisenhart Boulevard	S	15.3902777777778	W	206.29	point		\N	0	\N	\N		\N
16176	3915	1	along land of said Constance Capobianco, et al.	N	44.3380555555556	E	329.68	iron pin		\N	0	\N	\N		\N
16177	3915	2	along land of Peter Boyle	N	44.3055555555556	E	622.06	iron pin		\N	0	\N	\N		\N
16178	3915	3	partly along land of the Borough of Bangor and partly through Eisenhart Boulevard (formerly Tenth Street)	S	49.6338888888889	E	865.84	point in the centerline of said Eisenhart Boulevard		\N	0	\N	\N		\N
16179	3915	5	along same	S	16.8713888888889	W	794.46	point marking the intersection of centerlines of Eisenhart Boulevard and State Route 1016, known as Delabole Road		\N	0	\N	\N		\N
16180	3915	6	along the centerline of said State Route 1016	S	76.01	W	81.49	point		\N	0	\N	\N		\N
16181	3915	7	partly through said State Route 1016 and partly along land of Paul Malavolta, passing an iron bar at 20.04 feet	N	45.2513888888889	W	107.68	iron pin		\N	0	\N	\N		\N
16182	3915	8	partly along land of said Paul Malavolta and partly along land of the aforementioned Charles Melvin	N	48.5613888888889	W	215.64	iron pin		\N	0	\N	\N		\N
16183	3915	9	along land of said Charles Melvin	N	48.4416666666667	W	965	place of Beginning		\N	0	\N	\N		\N
16184	3937	1	by PA SPC-S grid bearing	N	18.6113888888889	W	28633.84	concrete monument and disk set approximately 32 feet west of a small un-named tributary to the Yellow Breeches Creek on land now or formerly of Constantinos J. Mallios, having a PA SPC-S coordinate of North 284,041.030 feet and East 2,119,725.676 feet		\N	0	-9138.424	27136.433		\N
16185	3937	2	by PA SPC-S grid bearing	N	16.3483333333333	W	9734.53	railroad spike set in the center of the traveled cartway of Old York Road (SR 0174, PA 174), having a PA SPC-S coordinate of North 293,381.975 feet and East 2,116,985.637 feet		\N	0	-2740.038	9340.944		\N
16186	3937	3	by PA SPC-S grid bearing	N	25.5894444444444	W	11833.01	railroad spike set in the center of the traveled cartway of Walnut Bottom Road (SR 0465, PA 465), having a PA SPC-S coordinate of North 304,054.310 feet and East 2,111,874.728 feet		\N	0	-5110.908	10672.335		\N
16187	3937	4	by PA SPC-S grid bearing	N	13.3308333333333	W	9454.04	rebar and disk set near the center of a stone drive on land now or formerly of Osiris Holding of Pennsylvania, Inc., having a PA SPC-S coordinate of North 313,253.611 feet and East 2,109,694.878 feet		\N	0	-2179.85	9199.3		\N
16188	212	1	south	S	1e-13	E	1320			\N	0	\N	\N		\N
16189	212	2	west		\N	W	\N	east line of lot number thirty-five of the aforesaid allotment		\N	0	\N	\N		\N
16190	212	3	north along the line last aforesaid	N	\N		\N	south-east corner of lot number twenty-six of said allotment		\N	0	\N	\N		\N
16191	212	4	west along the north line of lots numbers thirty-six and thirty-seven of said allotment		\N	W	\N	south-west corner of land of the heirs of Leonard Starkweather, deceased		\N	0	\N	\N		\N
16192	212	5	westerly along the Delaware and Hudson Canal Company's railroad		\N	W	\N	west exterior line of said tract of land called "Elkforest"		\N	0	\N	\N		\N
16193	212	6	along the western external boundary lines of said tract called "Elkforest" northerly	N	\N		\N	south line of Clinton township		\N	0	\N	\N		\N
16194	212	7	east along the line last before mentioned		\N	E	\N	corner in the east line of lot number sixteen of the allotment of said "Elkforest"		\N	0	\N	\N		\N
16195	212	8	south along the west lines of lots number seventeen, twenty-four, and twenty-eight of the aforesaid allotment	S	\N		\N	place of beginning		\N	0	\N	\N		\N
16196	150	1	crossing Cochecton and Great Bend turnpike road	N	5	E	4950			\N	0	\N	\N		\N
16197	150	2		S	85	E	4950			\N	0	\N	\N	"east five degrees south"	\N
16198	150	3		S	5	W	4950			\N	0	\N	\N		\N
16199	150	4		N	85	W	4950	place of beginning		\N	0	\N	\N	"west five degrees north"	\N
16200	143	1	along the line of Dyberry and Texas	N	80	E	5280			\N	0	\N	\N		\N
16201	143	2		S	2	E	2640			\N	0	\N	\N		\N
16202	143	3		S	80	W	5280	east line of Canaan township		\N	0	\N	\N		\N
16203	143	4	along said line	N	2	E	2640	place of beginning		\N	0	\N	\N		\N
16204	3286	12	along the boundary line of Frank Bunnell	S	67	W	1650	corner		\N	0	\N	\N		\N
16205	3286	14	along the boundary line of William F. Bunnell	S	67	W	1050	corner in the center of Carley Brook		\N	0	\N	\N		\N
16206	3286	1	along the center line of Tryon street	N	76	E	86	corner of the Jacob Hafner property		\N	0	\N	\N		\N
16207	3286	3	along the boundary line of the Jacob Hafner property	N	66	E	202	corner		\N	0	\N	\N		\N
16208	3286	4	along the boundary line of Dorothy Bloxham	S	23	E	62	corner		\N	0	\N	\N		\N
16209	3286	5	along the boundary line of Dorothy Bloxham	N	67	E	544.2	corner		\N	0	\N	\N		\N
16210	3286	6	along the boundary line of E. Bayley	S	6.75	W	308.9	corner		\N	0	\N	\N		\N
16211	3286	7	along the boundary line of E. Bayley	S	83.25	E	191	corner		\N	0	\N	\N		\N
16212	3286	8	along the line of A. Weber	S	6.75	W	969.65	corner		\N	0	\N	\N		\N
16213	3286	9	continuing through the lands of Duane Schwab	S	6.75	W	800	point of intersection with the Honesdale Borough - Texas Township line		\N	0	\N	\N		\N
16214	3286	10	along the Honesdale Borough - Texas Township line, passing through lands of Schwab, Buckley and Maser	N	65	E	2820	point of intersection of the Honesdale Borough - Texas Township - Berlin Township line		\N	0	\N	\N		\N
16215	3286	11	along the boundary line between Berlin Township and Honesdale Borough; through lands of Maser, John Bunnell, Frank Bunnell, Andrew Weist and thence again through lands of Frank Bunnell	N	15	W	4550	point in the boundary line between Frank Bunnell and L. J. Bates		\N	0	\N	\N		\N
16216	3286	13	along the boundary line of William F. Bunnell	N	23	W	1211	corner		\N	0	\N	\N		\N
16217	3286	15	along the center of Carley Brook as it winds and turns in a general southeasterly direction through Freethy Pond and under the arched bridge on Tryon Street	S	\N	E	\N	point and place of BEGINNING		\N	0	\N	\N		\N
16218	3286	2	along the boundary line of Jacob Hafner	S	23.75	E	553	corner		\N	0	\N	\N		\N
16219	2542	3	by the same	S	30	W	479.81	point		\N	0	\N	\N		\N
16220	2542	4	along the easterly boundary line of Lewisberry Borough	N	60	W	185	point, the place of BEGINNING		\N	0	\N	\N		\N
16221	2542	1	extending thence along lands of Wilbur Brenneman and along the present southerly boundary line of Newberry Township	N	30	E	479.81	point		\N	0	\N	\N		\N
16222	2542	2		S	60	E	185	point on the northern boundary line of Lewisberry Borough		\N	0	\N	\N		\N
16223	3771	13	along property of Nebinger Cemetery	S	60	E	300.4	place of beginning		\N	0	\N	\N		\N
16224	3771	11	along property of I. B. Conley	S	35.25	E	337.2	point		\N	0	\N	\N		\N
16225	3771	12	along the same	N	37.5	E	516.45	point		\N	0	\N	\N		\N
16226	3771	1	along the center-line of said 20 feet wide public alley and along the present Lewisberry line	S	30	W	1371.58	point		\N	0	\N	\N		\N
16227	3771	6	along the same	N	14.5333333333333	E	120	point		\N	0	\N	\N		\N
16228	3771	7	along the same	N	16.7833333333333	E	245	point		\N	0	\N	\N		\N
16229	3771	4	along the southern line of said 20 feet wide public alley	N	60	W	65	point in the center of Township Road No. 926		\N	0	\N	\N		\N
16230	3771	5	along the center-line of Township Road No. 926	N	9.98333333333333	E	530.11	point		\N	0	\N	\N		\N
16231	3771	2	still following the present borough line and passing through lands of Lewis J. Mummert and Wayne E. Smith	N	60	W	364	point		\N	0	\N	\N		\N
16232	3771	3	still following the present borough line and passing through land of Paul Horvath	S	53.5	W	297	point on the southern line of a 20 feet wide public alley		\N	0	\N	\N		\N
16233	3771	8	along the same	N	1.51666666666667	E	420	point in the center-line of Township Road No. 926		\N	0	\N	\N		\N
16234	3771	9	along property of Barney H. Sample	S	52.4833333333333	E	360	point		\N	0	\N	\N		\N
16235	3771	10	along the same	N	22.3	E	100	point		\N	0	\N	\N		\N
16236	1510	7	by a line curved		\N		863		left	\N	0	\N	\N	No radius.	\N
16237	1510	5		S	9.75	E	2182	its intersection with the center line of the Pennsylvania Railroad		\N	0	\N	\N		\N
16238	1510	8		S	42.3666666666667	W	1259.5	York and Adams County line and place of the BEGINNING		\N	0	\N	\N		\N
16239	1510	1	northwardly, that is, due north	N	1e-13	E	7596.55	point where the said county line intersects the property line of C. J. Delone and the heirs of J. A. Poist		\N	0	\N	\N		\N
16240	1510	2	in a straight line, southeastwardly	S	33.75	E	2770	intersection of the center lines of Elm Avenue and Krug Avenue		\N	0	\N	\N		\N
16241	1510	3	in and along the center line of said Krug Avenue, southeastwardly	S	15	E	1265	borough line		\N	0	\N	\N		\N
16242	1510	4	along the western boundary line of the Borough of Hanover	S	65	W	787	point at the Western Maryland Railway		\N	0	\N	\N		\N
16243	1510	6	along said line of said railroad	S	45.5333333333333	W	101.2			\N	0	\N	\N		\N
16244	1543	1	running thence in and along the center line of said Krug Avenue, northwardly	N	15	W	1265	its intersection with the center line of Elm Avenue		\N	0	\N	\N		\N
16245	1543	2	in a straight line	N	33.25	W	2770	point where the York and Adams County line intersects the property line of C. J. Delone and the heirs of J. A. poist		\N	0	\N	\N		\N
16246	1543	3	in a straight line, northwardly	N	61.5	E	4274.5	point in the private road leading from the Carlisle pike to New Baltimore, 550 feet beyond the center of the first stream		\N	0	\N	\N		\N
16247	1543	4		S	8.83333333333333	W	2388	point in the center of a private road known as Felty's Lane at the intersection of the center line of the land leading to Jesse Menges farm and opposite the little burial ground		\N	0	\N	\N		\N
16248	1543	5	in and along the center line of said Felty's Lane, southwardly	S	74.4166666666667	E	1306			\N	0	\N	\N		\N
16249	1543	6	further along the center of said Felty's Lane	S	25.9166666666667	E	1562.5	present boundary line of the Borough of Hanover		\N	0	\N	\N		\N
16250	1543	7	along said boundary line, westwardly	N	83.5	W	433			\N	0	\N	\N		\N
16251	1543	8	further along said borough line	S	64.5	W	3344.5	said Krug Avenue and place of BEGINNING		\N	0	\N	\N		\N
16252	1473	8	in said center line [...] by a curved line		\N		1600		left	\N	0	\N	\N	No radius.	\N
16253	1473	10	in said center [...] by a line curved		\N		803	point in the eastern boundary line of the Borough of Hanover	right	\N	0	\N	\N	No radius.	\N
16254	1473	9	in said center	S	28.3666666666667	W	650			\N	0	\N	\N		\N
16255	1473	11	along said boundary line	N	31	W	898			\N	0	\N	\N		\N
16256	1473	1	running thence in and along the center line of said lane westwardly	N	25.9166666666667	W	1562.5			\N	0	\N	\N		\N
16257	1473	2	in said center line	N	74.4166666666667	W	1306	intersection of the lane leading to the farm buildings of Jesse Menges		\N	0	\N	\N		\N
16258	1473	3	by a straight line	N	8.83333333333333	E	2388	point in the center of the private road leading from State Highway, formerly known as the Carlisle Pike, to New Baltimore, 550 feet beyond the center of the first stream north of said pike		\N	0	\N	\N		\N
16259	1473	4	northeastwardly in a straight line	N	61.5	E	4375.5	point on the east side of the State Highway, formerly the Hanover and Berlin Turnpike, 250 feet north from the property line of J. H. Hertz		\N	0	\N	\N		\N
16260	1473	5		S	48.3333333333333	E	863	point on the east side of the public road leading from New Baltimore and Moulstown, 150 feet from the north end of the school house		\N	0	\N	\N		\N
16261	1473	6	by a straight line southeastwardly	S	24	E	4462	point in the center line of the Pennsylvania Railroad, 475 feet from the center of the public road leading from New Baltimore to the York Road		\N	0	\N	\N		\N
16262	1473	7	along the center of said Pennsylvania Railroad, southwestwardly	S	58.4166666666667	W	143.3			\N	0	\N	\N		\N
16263	1473	12	further along said boundary	S	86.25	W	708.18			\N	0	\N	\N		\N
16264	1473	13	further along said boundary	N	83.5	W	1354.84	said Felty's Lane and the place of Beginning		\N	0	\N	\N		\N
16265	2797	1	by the lands of said John Shopp	S	87.9	W	1061.98	post		\N	0	\N	\N		\N
16266	2797	2	by the same	S	68.3666666666667	W	1705.52	post		\N	0	\N	\N		\N
16267	2797	3	by the same	N	14.7666666666667	W	1733.65	point in the center of Trindle Road		\N	0	\N	\N		\N
16268	2797	4	by the center of said Trindle Road	N	69.725	E	1252.1	point at which the present borough line intersects said center line		\N	0	\N	\N		\N
16269	2797	5	by the present borough line and through the forementioned center of Trindle Road	N	69.075	E	1742.78	center line of South Thirty-second Street of aforesaid		\N	0	\N	\N		\N
16270	2797	6	through the center of South Thirty-second Street and along the present borough line	S	7.96666666666667	E	2085.18	point in the center of South Thirty-second Street at the northern line of lands of John Shopp and the place of BEGINNING		\N	0	\N	\N		\N
16271	2095	5	by the same	S	49.4833333333333	W	1187.4	point in said Twenty-first Street		\N	0	\N	\N		\N
16272	2095	7	by the same	N	9.7	W	1300	south side of the aforementioned state highway, the place of BEGINNING		\N	0	\N	\N		\N
16273	2095	4	by said borough line	S	11.2027777777778	E	1540.18	point		\N	0	\N	\N		\N
16274	2095	6	through said Twenty-first Street	N	10.3333333333333	W	1322	point		\N	0	\N	\N		\N
16275	2095	3	by said borough line	S	81.9027777777778	W	1024.84	point		\N	0	\N	\N		\N
16276	2095	2	in a southward direction	S	\N		500	point at the present borough line		\N	0	1e-13	1e-13		\N
16277	2095	1	along the southern side of said road		\N		2000	point		\N	0	1e-13	1e-13		\N
16278	3954	2		N	84.6405555555556	E	530.52	iron pipe		\N	0	\N	\N		\N
16279	3954	4	along land of Mary Panach	N	84.6405555555556	E	60.07	iron pipe		\N	0	\N	\N		\N
16280	3954	1	along the southern line of Hoover Avenue	N	85.9155555555556	E	438.45	iron pipe		\N	0	\N	\N		\N
16281	3954	3		N	2.48444444444444	W	31	iron pipe		\N	0	\N	\N		\N
16282	3954	5	along land of Northwest Swim Club	S	4.79388888888889	E	94.36	point		\N	0	\N	\N		\N
16283	3954	6	along a line parallel with and 400.00 feet north of the centerline of the track of the Allentown Branch of the Lehigh and New England Railroad	S	77.55	W	1042.02	point		\N	0	\N	\N		\N
16284	3954	7	along land of Vita-Frost Foods, Inc.	N	4.08444444444444	W	201.82	place of beginning		\N	0	\N	\N		\N
16285	3983	10	[7]	S	88	W	707.75	point		\N	0	\N	\N		\N
16286	3983	9	[6]	S	1.75	E	994.95	point		\N	0	\N	\N		\N
16287	3983	12	[9]	S	75.25	W	470	point		\N	0	\N	\N		\N
16288	3983	5	[2]	N	58	E	825.19	point		\N	0	\N	\N		\N
16289	3983	6	[3]	S	78.5833333333333	E	214.25	point		\N	0	\N	\N		\N
16290	3983	13	[10]	S	23.0829444444444	E	330	point		\N	0	\N	\N		\N
16291	3983	7	[4]	S	6.83333333333333	E	630.95	point		\N	0	\N	\N		\N
16292	3983	8	[5]	N	75.6666666666667	E	816.92	point		\N	0	\N	\N		\N
16293	3983	2	continuing along said line dividing the County of Lehigh from the County of Northampton, and also the Borough of Catasauqua from the Borough of North Catasauqua	N	64.1503888888889	E	1412	point, in the centerline of Catasauqua Creek		\N	0	\N	\N		\N
16294	3983	3	continuing along said line dividing the County of Lehigh from the County of Northampton, being also the line Dividing said Borough of Catasauqua from Allen Township	N	64.1503888888889	E	2124.5	point, in the line dividing the said Borough of Catasauqua from Hanover Township		\N	0	\N	\N		\N
16295	3983	4	along said line dividing the Borough of Catasauqua from Hanover Township the following ten courses and distances [1]	S	23.0829444444444	E	3023.11	point		\N	0	\N	\N		\N
16296	3983	11	[8]	S	6.83333333333333	E	491.6	point		\N	0	\N	\N		\N
16297	3983	14	continuing along said line dividing the Borough of Catasauqua from Hanover Township, the following three courses and distances [1]	S	73.0503888888889	W	1284.8	point		\N	0	\N	\N		\N
16298	3983	15	[2]	S	75.1337222222222	W	1299.3	point		\N	0	\N	\N		\N
16299	3983	16	[3]	S	14.8662777777778	E	782.76	point, the southerly property line of Penn Street		\N	0	\N	\N		\N
16300	3983	17	continuing along said line dividing the Borough of Catasauqua [f]rom Hanover Township the following three courses and distances [1] Along the southerly property line of Penn Street	N	74.8083333333333	E	871.54	point, in the centerling of Morgan Street		\N	0	\N	\N		\N
16301	3983	18	Along, the centerline of Morgan Street [2]	S	15.1916666666667	E	910	point, in the centerling of Main Street		\N	0	\N	\N		\N
16302	3983	19	Along the centerline of Main Street	S	74.8083333333333	W	876.71	point, in the right-of-way of Williams Street		\N	0	\N	\N		\N
16303	3983	20	continuing along said line dividing the Borough of Catasauqua from Hanover Township, the following two courses and distances [1]	S	14.8662777777778	E	579.29	point		\N	0	\N	\N		\N
16304	3983	21	[2]	S	76.0170555555556	W	1175	point in the eastern edge of the River Lehigh at low water mark		\N	0	\N	\N		\N
16305	3983	22	along said eastern edge of the River Lehigh in a Northwesterly direction the several courses and distances thereof at low water mark	N	\N	W	7295	point, the place of begmmng		\N	0	\N	\N		\N
16306	3983	1	along said line dividing the County of Lehigh from County of Northampton, being also the line dividing said Borough of Catasauqua from the Borough of North Catasauqua in a northeasterly direction	N	\N	E	3000	monument set in the triangular property located between the easterly property line of Sixth Street and the westerly property line of Howertown Road at Walnut Street		\N	0	1e-13	1e-13		\N
16307	3984	20	[7] Along said centerline of Main Street	S	74.8083333333333	W	786.71	point		\N	0	\N	\N		\N
16308	3984	16	[3] Along said centerline of Bethlehem Road	N	72.7416666666667	W	191.15	point		\N	0	\N	\N		\N
16309	3984	9	[6]	S	1.75	E	994.95	point		\N	0	\N	\N		\N
16310	3984	15	[2]	S	17.2583333333333	W	173	point, located in the centerline of Bethlehem Road		\N	0	\N	\N		\N
16311	3984	17	[4]	S	41.5888888888889	W	885.73	point		\N	0	\N	\N		\N
