recordingeventid	event	recording	recordingeventrelationship	recordingeventinclude
3056	10325	3385	direct	t
3057	10325	3387	direct	t
3058	10325	3384	direct	t
3059	10325	3386	direct	t
3060	10270	3354	reference	\N
3061	10270	3371	direct	t
3062	10270	3372	direct	t
3063	10270	3376	direct	t
3064	10270	3373	reference	\N
3065	10270	3374	reference	\N
3066	10270	3375	reference	\N
3067	10270	3370	direct	t
3068	10270	3377	direct	t
3069	10270	3156	reference*	\N
3070	10270	2592	direct	t
3071	10357	3368	direct	t
3072	10357	2603	direct	t
3073	11216	2833	unknown	\N
3074	11217	2833	unknown	\N
3075	11362	3141	direct	t
3076	11234	3008	direct	t
3077	11234	3421	direct	t
3078	11287	3069	direct	t
3079	11310	3060	direct	t
3080	11251	2951	unknown	\N
3081	11374	3397	reference*	\N
3082	11374	2898	direct	t
3083	11327	3159	direct	t
3084	11061	2967	unknown	\N
3085	11409	3536	direct	t
3086	11409	3097	direct	t
3087	11120	2939	direct	t
3088	11261	3537	direct	t
3089	11261	3029	direct	\N
3090	11319	3032	direct	\N
3091	11386	3532	direct	t
3092	11386	2916	direct	t
3093	11401	2916	direct	t
3094	11401	3535	direct	t
3095	10773	2792	direct	t
3096	11322	3031	unknown	\N
3097	11278	3070	direct	t
3098	11340	2932	direct	t
3099	11420	3086	direct	t
3100	11380	3636	reference*	\N
3101	11380	3090	direct	t
3102	11400	3095	direct	t
3103	11400	3637	reference*	\N
3104	11293	2886	unknown	\N
3105	11073	3797	reference*	\N
3106	11073	3798	reference*	\N
3107	11073	3799	reference*	\N
3108	11073	3824	direct	t
3109	11073	2782	direct	t
3110	11258	2899	direct	t
3111	11258	3812	direct	t
3112	11393	2917	direct	t
3113	11393	3814	direct	t
3114	11178	3827	reference	\N
3115	11178	3826	reference	\N
3116	11178	3005	direct	t
3117	11178	3807	direct	t
3118	11225	2974	direct	t
3119	11225	3811	direct	t
3120	11225	3829	reference*	\N
3121	11419	3087	direct	t
3122	11265	3028	direct	\N
3124	11219	2904	direct	\N
3125	11270	2882	unknown	\N
3126	11201	2942	direct	t
3127	11201	2537	direct	t
3128	11337	2930	direct	t
3129	11337	3760	reference*	\N
3130	11411	3058	unknown	\N
3131	11411	3761	reference*	\N
3132	10745	2807	unknown	\N
3133	10745	2698	unknown	\N
3134	11423	3088	direct	t
3135	11127	2984	direct	t
3136	11406	3096	direct	t
3137	11087	2929	unknown	\N
3138	11354	2934	direct	t
3139	11369	2875	direct	t
3140	11368	3599	reference*	\N
3141	11368	3598	reference*	\N
3142	11368	2876	direct	t
3143	10738	2804	unknown	\N
3144	10384	2570	direct	t
3145	11387	3091	direct	t
3146	11356	3092	direct	t
3147	10400	2624	direct	t
3148	10344	2625	direct	t
3149	10364	2625	direct	t
3150	10358	2625	direct	t
3151	11336	2933	direct	t
3152	11336	3265	reference*	\N
3153	11336	3264	reference*	\N
3154	11336	3266	reference*	\N
3155	11248	2978	unknown	\N
3156	11248	2980	unknown	\N
3157	11248	2953	unknown	\N
3158	10765	3310	direct	t
3159	10765	2808	unknown	\N
3160	11304	3080	direct	t
3161	11229	2861	direct	t
3162	11238	2949	unknown	\N
3163	10377	2587	direct	t
3164	11231	2823	unknown	\N
3165	11300	3267	reference*	\N
3166	11300	2901	unknown	\N
3167	11300	3268	reference*	\N
3168	10355	3206	direct	t
3169	10345	3206	direct	t
3170	11184	2653	direct	t
3171	11184	3269	reference*	\N
3172	11462	2955	direct	t
3173	11463	2956	direct	t
3174	11464	2957	direct	t
3175	11424	3047	direct	t
3176	11443	3048	direct	t
3177	11438	3231	direct	t
3178	11445	3044	direct	t
3179	11444	3049	direct	t
3180	11449	3050	direct	t
3181	11454	3057	direct	t
3182	11459	2912	direct	t
3183	11457	2913	direct	t
3184	11447	2914	direct	t
3185	11452	2915	direct	t
3186	11430	3045	direct	t
3187	11433	3046	direct	t
3188	11611	3083	direct	t
3189	11428	3085	direct	t
3190	11404	3093	direct	t
3191	11365	3104	direct	t
3192	11446	2663	direct	t
3193	11446	3815	direct	t
3194	11446	3835	reference*	\N
3195	11476	2665	direct	t
3196	11612	2666	direct	t
3197	11493	2609	direct	\N
3198	11518	3621	reference*	\N
3199	11518	2638	direct	t
3200	11521	3634	direct	t
3201	11521	2637	direct	t
3202	11530	2614	direct	\N
3203	11530	3609	direct	t
3204	11526	3779	direct	t
3205	11526	3834	direct	t
3206	11526	3820	direct	t
3207	11526	3233	direct	\N
3208	11526	3780	direct	t
3209	11540	2719	direct	t
3210	11540	3614	reference*	\N
3212	11551	2721	direct	t
3213	10612	2683	unknown	\N
3214	10619	2725	direct	t
3215	10597	2726	direct	t
3216	10635	2594	direct	t
3217	10635	3122	direct	t
3218	10640	3123	direct	t
3219	10652	3125	direct	t
3220	10664	3098	direct	t
3221	10671	3189	direct	t
3222	10671	3343	direct	t
3223	10681	3099	direct	t
3224	10691	2741	direct	t
3225	10691	3190	direct	t
3226	10672	2742	direct	t
3227	10689	2743	direct	t
3228	10689	3350	direct	t
3229	10673	2692	unknown	\N
3230	10673	3131	reference*	\N
3231	10674	3232	direct	t
3232	10690	2684	direct	\N
3234	10699	2691	unknown	\N
3235	10708	2707	unknown	\N
3236	10700	2690	unknown	\N
3237	10693	2685	unknown	\N
3238	10707	2575	unknown	\N
3239	10706	2682	unknown	\N
3240	10711	2576	unknown	\N
3241	10741	2686	unknown	\N
3242	10716	2708	direct	\N
3243	10720	2678	unknown	\N
3244	10734	3204	unknown	\N
3245	10730	2680	unknown	\N
3246	10732	2681	unknown	\N
3247	10714	2687	unknown	\N
3248	10726	2578	unknown	\N
3249	10733	2688	unknown	\N
3250	10727	2689	unknown	\N
3251	10748	2696	unknown	\N
3252	10752	2710	unknown	\N
3253	10758	2548	unknown	\N
3254	10761	2711	unknown	\N
3255	10756	2712	unknown	\N
3256	10757	2716	unknown	\N
3257	10767	2759	unknown	\N
3258	10755	2760	unknown	\N
3259	10766	2758	unknown	\N
3260	11357	3538	direct	t
3261	11357	3157	direct	t
3262	11370	3158	direct	t
3263	11308	3106	unknown	\N
3264	11314	3107	unknown	\N
3265	11323	2672	unknown	\N
3266	11318	3030	unknown	\N
3267	11334	3108	unknown	\N
3268	11334	2607	direct	\N
3269	11330	3149	direct	t
3270	11326	3109	unknown	\N
3271	11326	3117	direct	t
3272	11281	3166	direct	t
3273	11235	2923	unknown	\N
3274	11235	2979	unknown	\N
3275	11263	2671	unknown	\N
3276	11266	3014	unknown	\N
3277	11228	2862	reference*	\N
3278	11230	2863	direct	t
3279	11200	3034	unknown	\N
3280	11154	3420	direct	t
3281	11154	2990	direct	t
3282	11148	2962	direct	t
3283	11107	2991	direct	t
3284	11155	2992	direct	t
3285	11156	2993	direct	t
3286	11156	3369	direct	t
3287	11151	2994	direct	t
3288	11161	2995	direct	t
3289	11159	2999	direct	t
3290	10885	3234	reference*	\N
3291	10885	3000	direct	t
3292	11173	3002	direct	t
3293	11168	3003	direct	t
3294	11181	3004	direct	t
3295	11183	2857	direct	t
3296	11195	2941	direct	t
3297	11099	2983	direct	t
3298	11126	2985	direct	t
3299	11126	2986	direct	t
3300	11124	2783	direct	t
3301	11136	3162	direct	t
3302	11135	2988	direct	t
3303	11133	2784	direct	t
3304	11140	2853	reference*	\N
3305	11140	2785	direct	t
3306	11129	2786	direct	t
3307	11134	2848	direct	t
3308	11144	2849	direct	t
3309	11141	2850	direct	t
3310	11137	2851	direct	t
3311	11142	2852	direct	t
3312	11150	2854	direct	t
3313	11145	2855	direct	t
3314	10482	2580	direct	t
3315	11072	2890	unknown	\N
3316	11090	2697	unknown	\N
3317	11083	2709	unknown	\N
3318	11089	2892	unknown	\N
3319	11080	3187	direct	t
3320	11096	2891	unknown	\N
3321	11092	2928	unknown	\N
3322	11082	3076	direct	t
3323	11095	3102	unknown	\N
3324	11093	3039	unknown	\N
3325	11106	3383	direct	t
3326	11106	3040	unknown	\N
3327	11117	3038	unknown	\N
3328	11102	3043	unknown	\N
3329	11103	3042	unknown	\N
3330	11109	3041	unknown	\N
3331	11051	2831	unknown	\N
3332	11052	2818	unknown	\N
3333	11047	2819	unknown	\N
3334	11053	2673	unknown	\N
3335	11056	2734	direct	t
3336	11062	2674	unknown	\N
3337	11059	2865	direct	t
3338	11065	2887	unknown	\N
3339	11068	2832	unknown	\N
3340	11067	2888	unknown	\N
3341	11074	2880	unknown	\N
3342	11064	2889	unknown	\N
3343	11070	3235	direct	t
3344	11075	2881	unknown	\N
3345	11012	3013	direct	t
3346	11016	2599	direct	t
3347	11015	2763	unknown	\N
3348	11017	2600	unknown	\N
3349	11022	2762	unknown	\N
3350	11026	2764	unknown	\N
3351	11029	2703	unknown	\N
3352	11035	2767	unknown	\N
3353	11035	2847	reference*	\N
3354	11034	2766	unknown	\N
3355	11040	2765	unknown	\N
3356	11033	2769	unknown	\N
3357	11031	2768	unknown	\N
3358	11037	2573	unknown	\N
3359	11041	2574	unknown	\N
3360	11030	2773	unknown	\N
3361	11046	2772	unknown	\N
3362	11045	2704	unknown	\N
3363	11043	2771	unknown	\N
3364	11042	2770	unknown	\N
3365	10981	2839	unknown	\N
3366	10981	2825	unknown	\N
3367	10980	2826	unknown	\N
3368	10971	2822	unknown	\N
3369	10998	2829	unknown	\N
3370	10991	2842	unknown	\N
3371	10992	2828	unknown	\N
3372	10993	2830	unknown	\N
3373	10997	2947	unknown	\N
3374	11006	2705	unknown	\N
3375	11001	2701	unknown	\N
3376	11002	2700	unknown	\N
3377	11000	2706	unknown	\N
3378	11013	2761	unknown	\N
3379	11024	2702	unknown	\N
3380	11018	2547	unknown	\N
3381	11009	2549	unknown	\N
3382	10871	3146	direct	t
3383	10877	3147	direct	t
3384	10892	2744	direct	t
3385	10893	2745	direct	t
3386	10927	2885	direct	t
3387	10916	2813	direct	t
3388	10911	2814	direct	t
3389	10929	2781	unknown	\N
3390	10947	2780	unknown	\N
3391	10939	2776	unknown	\N
3392	10949	3247	unknown	\N
3393	10954	3126	direct	t
3394	10954	3432	direct	t
3395	10944	3248	unknown	\N
3396	10937	2824	unknown	\N
3397	10945	2973	unknown	\N
3398	10967	2972	unknown	\N
3399	10955	3009	direct	t
3400	10956	3036	unknown	\N
3401	10965	2971	unknown	\N
3402	10630	2970	unknown	\N
3403	10717	2788	direct	t
3404	10776	2789	direct	t
3405	10784	2790	direct	t
3406	10772	2791	direct	t
3407	10779	2794	direct	t
3408	10782	2795	direct	t
3409	10790	2787	direct	t
3410	10803	2796	direct	t
3411	10795	2797	direct	t
3412	10804	2798	direct	t
3413	10801	3633	direct	t
3414	10801	2799	direct	t
3415	10802	2800	direct	t
3416	10811	2801	direct	t
3417	10806	2803	direct	t
3418	10806	3632	direct	t
3419	10827	3010	direct	t
3420	10827	2540	direct	t
3421	10831	3078	direct	t
3422	10825	3127	direct	t
3423	10815	3128	direct	t
3424	10834	3075	direct	t
3425	10838	3079	direct	t
3426	10835	2872	direct	t
3427	10487	2541	direct	t
3428	10487	3340	direct	t
3429	10836	3132	direct	t
3430	10842	3134	direct	t
3431	10843	3133	direct	t
3432	10848	3135	direct	t
3433	10562	3399	direct	t
3434	10562	3119	direct	t
3435	10865	3137	direct	t
3436	10865	3136	direct	t
3437	10869	3138	direct	t
3438	10862	3139	direct	t
3439	11358	3143	direct	t
3440	11391	3144	direct	t
3441	11572	3390	direct	t
3442	11572	3114	direct	\N
3443	11541	3155	direct	t
3444	11545	2670	direct	\N
3445	11508	2669	direct	t
3446	11508	3890	reference*	\N
3447	11442	3026	direct	\N
3448	11488	3205	direct	\N
3449	11496	2611	direct	\N
3450	11483	2612	unknown	\N
3451	11473	3591	direct	t
3452	11473	3592	reference*	\N
3453	11473	3593	reference*	\N
3454	11473	2597	direct	t
3455	11475	2667	direct	t
3456	11453	2664	direct	t
3457	11282	2659	direct	t
3458	11301	3271	reference*	\N
3459	11301	2660	direct	t
3460	11242	3151	direct	t
3461	11111	3065	direct	t
3462	10347	2629	direct	t
3463	10226	3488	direct	t
3464	10226	2643	direct	t
3465	11058	3203	unknown	\N
3466	11381	3608	direct	t
3467	11381	3641	direct	t
3468	10763	3407	direct	t
3469	10891	3419	direct	t
3470	11105	3209	direct	t
3471	11105	3423	reference*	\N
3472	11105	3416	direct	t
3473	10426	3896	direct	t
3474	9805	3850	direct	t
3475	9832	3843	direct	t
3476	11543	3529	direct	t
3477	11543	2589	direct	t
3478	10398	3492	direct	t
3479	10170	3437	direct	t
3480	10742	3495	direct	t
3481	10393	3400	direct	t
3482	11188	3269	reference*	\N
3483	11188	3160	direct	t
3484	11172	3808	direct	t
3485	11172	3828	reference*	\N
3486	11172	3006	direct	t
3487	11394	3816	direct	t
3488	11394	2668	direct	t
3489	11492	3819	direct	t
3490	11550	3391	direct	t
3491	10193	3704	direct	t
3492	10202	3705	direct	t
3493	10413	3706	direct	t
3494	10799	3707	direct	t
3495	9970	3270	reference*	\N
3496	11187	3007	direct	t
3497	11485	3165	direct	t
3498	11485	3817	direct	t
3499	11485	2657	direct	t
3500	11377	3072	reference*	\N
3501	11377	3089	direct	t
3502	10849	3823	direct	t
3503	10792	3822	direct	t
3504	11585	3183	direct	t
3505	11094	3288	direct	t
3506	11094	3289	direct	t
3507	11094	3287	direct	t
3508	10657	3321	direct	t
3509	10793	3821	direct	t
3510	10875	2873	direct	t
3511	10182	3709	direct	t
3512	10192	3708	direct	t
3513	10187	3719	direct	t
3514	10187	3755	direct	t
3515	10382	3714	direct	t
3516	10188	3756	direct	t
3517	10188	3720	direct	t
3518	9759	3872	direct	t
3519	10220	3551	direct	t
3520	10529	3357	direct	t
3521	10634	3375	reference*	\N
3522	11655	3379	reference*	\N
3523	11655	3380	reference*	\N
3524	11364	3142	direct	t
3525	10923	2812	reference*	\N
3526	11190	3254	direct	t
3527	11384	3533	direct	t
3528	11398	3534	direct	t
3529	11587	3601	reference*	\N
3530	11587	3600	direct	t
3531	11587	3255	direct	t
3532	11588	3604	reference*	\N
3533	11588	3605	reference*	\N
3534	11588	3606	reference*	\N
3535	11588	3607	reference*	\N
3536	11588	3602	reference*	\N
3537	11588	3603	reference*	\N
3538	5938	3906	include	t
3539	1438	1757	direct	t
3540	2506	3907	direct	t
3541	9354	3908	direct	t
3542	8500	3909	reference	f
3543	8500	3910	reference	f
3544	8500	3911	reference	f
3545	8500	3912	reference	f
3546	11732	3913	direct	t
3548	7039	3915	direct	t
3549	6210	3916	include	t
3550	6352	3917	include	t
3551	2230	3914	include	t
3552	11736	3914	include	t
3553	8016	3918	reference	f
3554	8016	3919	reference	f
3555	8016	3920	reference	f
3556	8016	3921	reference	f
3557	7872	3922	reference	f
3558	7872	3923	reference	f
3559	7872	3924	reference	f
3560	7872	3925	reference	f
3561	7872	3926	reference	f
3562	7872	3927	reference	f
3563	7872	3928	reference	f
3564	7872	3929	reference	f
3565	7873	3930	reference	f
3566	7873	3931	reference	f
3567	11791	3932	reference	f
3568	11791	3933	reference	f
3569	11791	3934	reference	f
3570	11791	3935	reference	f
3571	11791	3936	reference	f
3572	11791	3937	reference	f
3573	11791	3938	reference	f
3574	11791	3939	reference	f
3575	6057	3940	direct	t
3576	8547	3941	direct	t
3577	8547	3942	direct	t
3578	8627	3943	reference	f
3878	1778	4243	direct	t
4182	11583	4565	include	t
4183	11576	4566	include	t
4184	11551	4567	direct	t
4185	11551	4568	direct	t
4186	11552	4569	direct	t
4187	11551	4570	direct	t
4188	11552	3615	reference	f
4189	11544	4571	direct	t
4190	11544	4572	direct	t
4191	11544	4573	reference	f
4192	11544	4574	direct	t
4193	11563	4575	direct	t
4194	14419	4576	direct	t
4195	14461	4578	include	t
4196	14461	4579	include	t
4197	14462	4580	include	t
4198	14462	4581	include	t
4199	14462	4582	include	t
4200	14467	4583	direct	t
4201	8761	4584	direct	t
4202	14466	4585	direct	t
4203	8666	4586	direct	t
4204	14479	4587	direct	t
4205	8857	4588	direct	t
4206	371	4589	include	t
4207	2154	4590	direct	t
4208	2274	4591	direct	t
4209	2669	4592	direct	t
4210	2682	4593	direct	t
4211	1747	4594	direct	t
4212	2733	4595	direct	t
4213	3525	4596	direct	\N
4214	3276	4597	direct	t
4215	1388	794	direct	t
4236	14864	4619	direct	t
4237	755	4620	direct	t
4238	8731	4622	include	\N
4239	8731	4621	direct	t
4240	14904	4623	reference*	\N
4241	3548	4624	direct	t
4242	14988	4625	direct	t
4243	7655	4626	reference	f
4244	7938	4627	include	t
4245	7938	4628	reference	f
4246	7938	4629	reference	f
4247	5817	4630	reference	f
4248	5840	4630	reference	f
4249	6887	4631	reference	f
4250	9532	532	include	t
4251	9532	4632	include	t
4252	14992	4633	include	t
4253	14992	4634	reference	f
4254	14992	4635	reference	f
4255	14992	405	reference	f
4256	14992	239	reference	f
4257	9532	4636	reference	f
4258	14418	4637	direct	\N
4259	7183	4638	reference	\N
4260	7905	4639	reference	\N
4261	6873	4640	reference	\N
4262	686	4641	reference*	\N
4263	7106	4642	direct	\N
4264	7796	4643	direct	\N
4265	7847	4644	direct	\N
4266	7589	4645	direct	\N
4267	7883	4646	direct	\N
4268	7883	4647	direct	\N
4269	6797	4648	direct	\N
4270	6777	4649	direct	\N
4271	6797	4650	direct	\N
4272	6777	4651	direct	\N
4273	4412	4652	include	\N
4274	3951	4653	reference	\N
4275	4334	4653	include	\N
4276	5915	4654	include	\N
4279	8596	4657	reference	\N
4280	8596	4658	reference	\N
4281	8623	4659	reference	\N
4282	8623	4660	reference	\N
4283	8623	4661	reference	\N
4284	8623	4662	reference	\N
4285	8596	4663	reference	\N
4286	8596	4664	reference	\N
4287	8596	4665	reference	\N
4288	8432	4666	reference	\N
4289	8432	4667	reference	\N
4290	8432	4668	reference	\N
4291	6697	4669	reference	\N
4292	3282	4670	reference	\N
4380	2930	4707	reference	\N
4381	1206	4708	include	\N
4382	1206	4709	include	\N
4383	11257	4710	reference	\N
4384	8023	4711	reference	\N
4385	8028	4712	reference	\N
4386	8028	4713	reference	\N
4387	7429	4714	reference	\N
4388	7429	4715	reference	\N
4389	7429	4716	reference	\N
4390	4687	4717	include	\N
4391	6605	4718	reference	\N
4392	6605	4719	reference	\N
4394	5942	4721	direct	\N
4396	15311	4722	direct	\N
4397	8875	4723	direct	\N
4398	15305	4724	direct	\N
4399	15953	4725	reference	\N
4400	15953	4726	reference	\N
4401	15953	4727	reference	\N
4402	15953	4728	reference	\N
4403	15953	4729	reference	\N
4404	15953	4731	reference	\N
4405	15953	4732	reference	\N
4406	15953	4733	reference	\N
4407	15953	4734	reference	\N
4408	15953	4735	reference	\N
4409	15953	4736	reference	\N
4410	15953	4737	reference	\N
4411	15953	4738	reference	\N
4412	15953	4739	reference	\N
4413	15953	4741	reference	\N
4414	15953	4742	reference	\N
4415	6236	4743	reference	\N
4416	1115	2291	direct	\N
4417	4715	4744	reference	\N
4418	5761	4745	reference	\N
4419	7943	4746	reference	\N
4421	7944	4747	reference	\N
4422	6758	4748	include	\N
4423	4769	4749	direct	\N
4425	16060	4750	direct	\N
4426	16060	4751	direct	\N
4427	16062	4752	direct	\N
4428	16062	4753	include	\N
4429	16062	4754	include	\N
4430	16062	4755	include	\N
4431	7324	4756	direct	\N
4432	21949	4757	reference	\N
4433	3957	4758	include	\N
4434	3957	4759	include	\N
4435	3957	4760	include	\N
4436	3957	4761	include	\N
4437	3957	4762	include	\N
4438	3957	4763	include	\N
4439	3957	4764	include	\N
4440	21960	4765	reference	\N
4441	21959	4765	direct	\N
4442	10432	3659	direct	\N
4444	11411	3758	direct	\N
4445	11219	3750	direct	\N
4446	10304	3657	reference	\N
4449	9752	3871	direct	\N
4450	10950	3699	direct	\N
4451	55115	3648	direct	\N
4459	55043	2774	unknown	\N
4460	10229	3649	direct	\N
4466	55053	2746	unknown	\N
4468	10800	3691	reference	\N
4470	10897	3696	direct	\N
4471	9895	2565	unknown	\N
4474	11125	3644	direct	\N
4475	55046	2752	unknown	\N
4476	9784	3876	direct	\N
4479	9795	3879	direct	\N
4484	9046	1562	direct	\N
4485	55120	3752	direct	\N
4487	55027	3180	direct	\N
4489	55095	3444	direct	\N
4498	11419	3753	direct	\N
4501	10299	3665	reference	\N
4504	10800	3692	reference	\N
4505	10770	3557	direct	\N
4506	4036	1559	direct	\N
4509	55025	3178	direct	\N
4510	55015	2968	direct	\N
4515	51814	3559	direct	\N
4520	55116	3651	direct	\N
4524	9730	3860	direct	\N
4527	9981	2560	unknown	\N
4530	55049	2754	unknown	\N
4534	9750	3870	direct	\N
4538	10299	3666	reference	\N
4540	9985	2561	unknown	\N
4541	10299	3661	direct	\N
4542	52426	2817	direct	\N
4543	10505	3674	direct	\N
4544	11036	3702	reference	\N
4546	10713	3683	direct	\N
4548	55047	2747	unknown	\N
4551	10582	3304	direct	\N
4554	9746	3869	direct	\N
4556	10003	3885	direct	\N
4559	55114	3556	direct	\N
4561	55113	3545	include	\N
4566	9862	3881	direct	\N
4570	9926	3884	direct	\N
4571	55029	2714	unknown	\N
4573	11270	3751	direct	\N
4576	9732	3866	direct	\N
4578	55097	3202	direct	\N
4579	10894	3698	direct	\N
4581	10462	3672	direct	\N
4582	10481	3673	direct	\N
4583	10787	3693	direct	\N
4585	55046	2737	direct	\N
4586	10749	3685	direct	\N
4587	55118	3658	direct	\N
4589	9895	2749	unknown	\N
4590	10304	3655	direct	\N
4591	9535	1561	direct	\N
4592	10625	3676	direct	\N
4593	10419	3668	direct	\N
4598	9787	3874	direct	\N
4600	10770	3552	direct	\N
4604	22598	3555	direct	\N
4607	10655	3679	reference	\N
4610	11125	3729	direct	\N
4611	10299	3663	direct	\N
4615	22598	3558	direct	\N
4619	10229	3650	direct	\N
4620	9787	2715	unknown	\N
4621	10419	3670	reference	\N
4626	10837	3694	direct	\N
4631	9789	3878	direct	\N
4634	55018	2539	direct	\N
4640	10713	3684	reference	\N
4641	11169	2909	unknown	\N
4646	10419	3671	reference	\N
4647	11138	3728	direct	\N
4655	9971	2562	unknown	\N
4661	10621	3677	direct	\N
4664	9832	3880	direct	\N
4665	11036	3700	direct	\N
4666	54904	2975	direct	\N
4669	55045	2736	unknown	\N
4672	55024	3172	direct	\N
4673	11540	4577	direct	\N
4674	55017	2542	direct	\N
4677	55048	2566	unknown	\N
4678	10944	3667	direct	\N
4679	2899	685	direct	\N
4680	10304	3656	reference	\N
4681	10749	3688	reference	\N
4686	10099	2557	unknown	\N
4689	55042	2756	unknown	\N
4690	55044	3201	direct	\N
4699	10897	3695	direct	\N
4700	55046	2755	unknown	\N
4711	10299	3660	direct	\N
4713	8838	681	direct	\N
4714	10837	3759	direct	\N
4715	11187	3561	direct	\N
4716	10770	3553	direct	\N
4717	10655	3680	reference	\N
4722	10299	3662	direct	\N
4723	4036	1560	direct	\N
4725	10655	3678	direct	\N
4726	55050	2910	unknown	\N
4727	10655	3681	reference	\N
4729	10550	3245	direct	\N
4731	10002	2559	unknown	\N
4737	55054	2976	direct	\N
4740	10299	3664	reference	\N
4744	10352	3546	direct	\N
4748	55016	2969	direct	\N
4752	10713	3682	direct	\N
4753	9784	3875	direct	\N
4754	55117	3652	direct	\N
4757	11171	3730	direct	\N
4759	10024	2558	unknown	\N
4762	10579	3675	direct	\N
4765	55111	3873	direct	\N
4768	55040	2544	unknown	\N
4771	55052	2919	unknown	\N
4772	55038	2738	unknown	\N
4773	47503	3858	direct	\N
4776	11433	3754	direct	\N
4778	10304	3654	direct	\N
4780	54862	2735	unknown	\N
4781	10169	2555	unknown	\N
4785	22649	3868	direct	\N
4786	11036	3701	direct	\N
4787	55031	2739	direct	\N
4791	10749	3687	reference	\N
4794	11226	2568	unknown	\N
4795	10897	3697	reference	\N
4798	10156	2556	unknown	\N
4800	10749	3686	direct	\N
4802	9967	2563	unknown	\N
4805	10693	3207	unknown	\N
4806	10800	3689	direct	\N
4809	11115	3703	direct	\N
4813	55110	3859	direct	\N
4815	55117	3653	direct	\N
4818	11226	2816	unknown	\N
4824	10800	3690	direct	\N
4826	10683	2554	unknown	\N
4827	9785	3877	direct	\N
4828	10064	3560	direct	\N
4848	10419	3669	reference	\N
4849	55051	2740	unknown	\N
4851	9972	3554	direct	\N
