recordingeventid	event	recording	recordingeventrelationship	recordingeventinclude
1127	4180	619	direct	t
1128	4180	577	reference	f
1129	4180	669	reference	f
1130	4185	450	direct	t
1131	4188	935	direct	t
1132	4188	880	direct	t
1133	4192	1505	direct	t
1134	4192	1504	reference*	\N
1135	4196	74	direct	t
1136	4196	2365	direct	t
1137	4197	218	reference*	\N
1138	4197	217	reference*	\N
1139	4213	2045	direct	t
1140	4229	995	direct	t
1141	4232	1379	direct	t
1142	4235	416	direct	t
1143	4240	2533	direct	t
1144	4258	2091	direct	t
1145	4258	2083	direct	t
1146	4259	2232	direct	t
1147	4260	962	direct	t
1148	4266	2285	direct	t
1149	4268	1404	direct	\N
1150	4268	1381	direct	t
1151	4272	2481	direct	t
1152	4272	2450	direct	t
1153	4281	1609	direct	t
1154	4284	2012	direct	t
1155	4286	624	direct	t
1156	4287	1605	direct	t
1157	4297	1689	direct	t
1158	4299	983	direct	t
1159	4301	424	direct	t
1160	4301	325	reference*	\N
1161	4311	766	include	t
1162	4311	752	direct	t
1163	4311	751	direct	t
1164	4311	749	direct	t
1165	4311	731	reference	f
1166	4311	730	reference	f
1167	4311	729	reference	f
1168	4322	60	direct	t
1169	4322	1527	direct	t
1170	4331	2482	direct	t
1171	4341	1460	direct	t
1172	4343	755	direct	t
1173	4351	1999	direct	t
1174	4354	2476	direct	t
1175	4357	237	reference*	\N
1176	4374	1520	direct	t
1177	4375	1606	direct	t
1178	4379	753	direct	t
1179	4379	750	direct	t
1180	4380	59	direct	t
1181	4380	2288	direct	t
1182	4383	244	direct	t
1183	4384	100	direct	t
1184	4384	2061	direct	t
1185	4387	1147	direct	t
1186	4391	1380	direct	t
1187	4392	959	direct	t
1188	4397	952	direct	t
1189	4402	1502	direct	t
1190	4406	655	direct	t
1191	4409	2483	direct	t
1192	4424	1736	direct	t
1193	4433	706	direct	t
1194	4441	854	direct	t
1195	4449	622	direct	t
1196	4451	2001	direct	t
1197	4454	2347	reference*	\N
1198	4463	913	direct	t
1199	4464	1428	direct	t
1200	4466	1924	reference*	\N
1201	4466	1923	reference*	\N
1202	4467	421	direct	t
1203	4474	58	direct	t
1204	4474	2199	direct	t
1205	4479	1739	direct	t
1206	4481	623	direct	t
1207	4483	1791	direct	t
1208	4483	1735	direct	t
1209	4486	68	direct	t
1210	4486	1367	direct	t
1211	4490	1927	include	t
1212	4493	1506	direct	t
1213	4494	2082	direct	t
1214	4506	542	reference*	\N
1215	4507	422	direct	t
1216	4513	2000	direct	t
1217	4524	860	direct	t
1218	4536	1853	direct	t
1219	4545	658	direct	t
1220	4547	660	direct	t
1221	4563	2455	direct	t
1222	4573	657	direct	t
1223	4575	1260	reference*	\N
1224	4581	573	reference*	\N
1225	4593	1907	direct	t
1226	4597	1543	direct	t
1227	4603	1302	direct	t
1228	4604	467	reference*	\N
1229	4605	1259	direct	t
1230	4606	1065	direct	t
1231	4607	2385	direct	t
1232	4609	1424	direct	t
1233	4609	1420	direct	t
1234	4616	1849	direct	t
1235	4616	1846	direct	t
1236	4616	1832	direct	t
1237	4618	2293	direct	t
1238	4618	2239	direct	t
1239	4621	1273	direct	t
1240	4622	3	reference	\N
1241	4627	1533	direct	t
1242	4630	43	direct	t
1243	4630	2234	direct	t
1244	4635	2136	direct	t
1245	4644	5	direct	t
1246	4644	2289	direct	t
1247	4647	1328	direct	t
1248	4670	1693	direct	t
1249	4672	246	direct	t
1250	4674	42	direct	t
1251	4674	3	reference	f
1252	4674	2366	direct	t
1253	4678	720	reference*	\N
1254	4680	1683	direct	t
1255	4683	2230	direct	t
1256	4687	1007	direct	t
1257	4696	2002	direct	t
1258	4699	1394	direct	t
1259	4701	1902	direct	t
1260	4707	1327	direct	t
1261	4710	414	direct	t
1262	4711	217	reference*	\N
1263	4713	663	reference*	\N
1264	4714	2457	direct	t
1265	4717	1697	direct	t
1266	4718	667	reference*	\N
1267	4721	708	direct	t
1268	4723	75	direct	t
1269	4724	435	direct	t
1270	4725	1675	direct	t
1271	4726	1011	direct	t
1272	4731	72	direct	t
1273	4732	513	reference*	\N
1274	4735	2295	direct	t
1275	4735	2229	direct	t
1276	4739	968	direct	t
1277	4744	63	direct	t
1278	4744	1146	direct	t
1279	4748	1412	direct	t
1280	4754	982	direct	t
1281	4755	1690	direct	t
1282	4759	103	direct	t
1283	4759	2084	direct	t
1284	4763	754	direct	t
1285	4764	2171	include	t
1286	4764	2167	direct	t
1287	4765	529	reference*	\N
1288	4765	481	reference*	\N
1289	4765	451	direct	t
1290	4769	2128	direct	t
1291	4771	709	direct	t
1292	4771	707	direct	t
1293	4785	480	reference*	\N
1294	4785	479	reference*	\N
1295	4785	478	reference*	\N
1296	4785	477	reference*	\N
1297	4785	476	reference*	\N
1298	4785	245	direct	t
1299	4787	1553	direct	t
1300	4791	1233	direct	t
1301	4800	1676	direct	t
1302	4802	1057	direct	t
1303	4812	2333	reference*	\N
1304	4815	1220	direct	t
1305	4818	1782	direct	t
1306	4819	759	reference*	\N
1307	4833	710	direct	t
1308	4834	16	direct	t
1309	4834	1530	direct	t
1310	4835	602	direct	t
1311	4835	18	direct	t
1312	4838	434	direct	t
1313	4839	413	direct	t
1314	4849	1191	direct	t
1315	4851	2013	direct	t
1316	4853	2037	direct	t
1317	4860	247	direct	t
1318	4864	2085	direct	t
1319	4866	71	direct	t
1320	4866	2003	direct	t
1321	4868	1532	direct	t
1322	4876	13	direct	t
1323	4881	1376	direct	t
1324	4882	1920	direct	t
1325	4884	2041	direct	t
1326	4884	1921	direct	t
1327	4887	98	direct	t
1328	4889	69	direct	t
1329	4894	1492	direct	t
1330	4897	979	direct	t
1331	4897	976	direct	t
1332	4900	3	reference	\N
1333	4905	1425	direct	t
1334	4908	502	reference*	\N
1335	4908	327	reference*	\N
1336	4911	758	reference*	\N
1337	4912	858	direct	t
1338	4912	857	direct	t
1339	4913	1377	direct	t
1340	4919	70	direct	t
1341	4919	1371	direct	t
1342	4931	1152	direct	t
1343	4938	2371	direct	t
1344	4941	1732	direct	t
1345	4950	2438	reference*	\N
1346	4950	2362	reference*	\N
1347	4950	2361	reference*	\N
1348	4950	2352	reference*	\N
1349	4955	1308	direct	t
1350	4965	2088	direct	t
1351	4973	41	direct	t
1352	4973	40	direct	t
1353	4973	4	direct	t
1354	4973	2004	direct	t
1355	4978	101	direct	t
1356	4978	914	direct	t
1357	4979	2127	direct	t
1358	4979	2126	direct	t
1359	4980	2160	direct	t
1360	4981	248	direct	t
1361	4981	39	direct	t
1362	4990	2089	direct	t
1363	4992	978	direct	t
1364	4998	57	direct	t
1365	4998	1153	direct	t
1366	5009	485	reference	f
1367	5009	460	reference	f
1368	5009	295	direct	t
1369	5012	856	direct	t
1370	5028	1491	direct	t
1371	5031	446	direct	t
1372	5034	1306	direct	t
1373	5044	1855	direct	t
1374	5045	1305	direct	t
1375	5046	1548	direct	t
1376	5070	2142	direct	t
1377	5074	484	reference*	\N
1378	5074	462	reference*	\N
1379	5074	418	direct	t
1380	5083	2297	reference*	\N
1381	5089	2363	reference*	\N
1382	5092	463	reference*	\N
1383	5093	466	reference*	\N
1384	5095	56	direct	t
1385	5102	951	direct	t
1386	5102	950	direct	t
1387	5104	711	direct	t
1388	5109	2222	reference*	\N
1389	5109	2221	reference*	\N
1390	5111	226	direct	t
1391	5115	637	direct	t
1392	5118	466	reference*	\N
1393	5119	1128	direct	t
1394	5123	1258	direct	t
1395	5124	1309	direct	t
1396	5127	1357	direct	t
1397	5133	2100	direct	t
1398	5141	62	direct	t
1399	5149	1066	direct	t
1400	5152	1961	direct	t
1401	5157	770	direct	t
1402	5157	723	direct	t
1403	5159	1056	direct	t
1404	5165	2286	direct	t
1405	5169	2441	direct	t
1406	5175	2094	direct	t
1407	5181	61	direct	t
1408	5188	1276	direct	t
1409	5201	1010	direct	t
1410	5202	54	direct	t
1411	5202	3	direct	t
1412	5217	55	direct	t
1413	5217	2025	direct	t
1414	5218	712	direct	t
1415	5220	1610	direct	t
1416	5221	1529	direct	t
1417	5222	1283	direct	t
1418	5246	52	direct	t
1419	5246	1427	direct	t
1420	5248	51	direct	t
1421	5248	784	direct	t
1422	5271	713	direct	t
1423	5273	621	direct	t
1424	5279	666	reference*	\N
1425	5288	2512	direct	t
1426	5289	1282	direct	t
1427	5296	1896	direct	t
1428	5299	50	direct	t
1429	5299	1611	direct	t
1430	5308	1275	direct	t
1431	5320	53	direct	t
1432	5320	2240	direct	t
1433	5324	487	reference	\N
1434	5324	486	reference	\N
1435	5324	458	reference	\N
1436	5324	409	direct	t
1437	5325	1519	direct	t
1438	5329	2225	direct	t
1439	5342	575	reference*	\N
1440	5342	574	reference*	\N
1441	5343	1906	direct	t
1442	5372	1692	direct	t
1443	5372	1691	direct	t
1444	5375	765	direct	t
1445	5381	2428	reference*	\N
1446	5381	2398	reference*	\N
1447	5390	1685	direct	t
1448	5390	1684	direct	t
1449	5391	49	direct	t
1450	5391	1768	direct	t
1451	5394	1356	direct	t
1452	5396	1028	direct	t
1453	5396	1027	direct	t
1454	5410	507	reference*	\N
1455	5410	506	reference*	\N
1456	5410	505	reference*	\N
1457	5411	38	direct	t
1458	5411	2228	direct	t
1459	5413	2419	reference*	\N
1460	5415	2419	reference*	\N
1461	5416	878	direct	t
1462	5422	2484	direct	t
1463	5435	715	direct	t
1464	5444	1914	direct	t
1465	5454	1178	direct	t
1466	5456	2093	direct	t
1467	5462	714	direct	t
1468	5472	716	direct	t
1469	5473	47	direct	t
1470	5479	859	direct	t
1471	5479	855	direct	t
1472	5479	844	direct	f
1473	5485	94	direct	t
1474	5485	2315	direct	t
1475	5486	48	direct	t
1476	5486	2389	direct	t
1477	5503	853	direct	t
1478	5509	504	reference*	\N
1479	5509	503	reference*	\N
1480	5509	502	reference*	\N
1481	5511	494	reference*	\N
1482	5511	488	reference*	\N
1483	5511	475	reference*	\N
1484	5511	464	reference*	\N
1485	5511	222	reference*	\N
1486	5511	221	reference*	\N
1487	5526	2367	direct	t
1488	5526	2329	direct	t
1489	5532	2077	direct	t
1490	5536	223	reference*	\N
1491	5538	1953	direct	t
1492	5539	220	reference*	\N
1493	5547	1680	direct	\N
1494	5547	1674	direct	t
1495	5556	2330	direct	t
1496	5557	2485	direct	t
1497	5558	2440	reference*	\N
1498	5580	498	reference*	\N
1499	5582	502	reference*	\N
1500	5582	501	reference*	\N
1501	5606	615	direct	t
1502	5606	46	direct	t
1503	5606	662	direct	t
1504	5613	1280	direct	t
1505	5614	73	direct	t
1506	5614	1310	direct	t
1507	5623	1078	direct	t
1508	5625	957	direct	t
1509	5636	601	direct	t
1510	5637	717	direct	t
1511	5638	102	direct	t
1512	5638	1718	direct	t
1513	5642	80	direct	t
1514	5645	1221	direct	t
1515	5648	79	direct	t
1516	5648	1928	direct	t
1517	5650	1944	direct	t
1518	5651	607	direct	t
1519	5651	600	direct	t
1520	5655	45	direct	t
1521	5655	2368	direct	t
1522	5666	1312	reference	f
1523	5666	1311	reference	f
1524	5666	1286	reference	f
1525	5666	1281	reference	f
1526	5673	78	direct	t
1527	5675	2292	direct	t
1528	5675	2231	direct	t
1529	5677	1976	reference*	\N
1530	5677	1975	reference*	\N
1531	5678	77	direct	t
1532	5683	76	direct	t
1533	5691	1421	direct	t
1534	5699	718	direct	t
1535	5702	2404	direct	t
1536	5708	2403	direct	t
1537	5712	488	reference*	\N
1538	5712	464	reference*	\N
1539	5713	494	reference*	\N
1540	5713	222	reference*	\N
1541	5714	576	reference*	\N
1542	5714	499	reference*	\N
1543	5716	475	reference*	\N
1544	5716	464	reference*	\N
1545	5717	222	reference*	\N
1546	5717	221	reference*	\N
1547	5719	64	direct	t
1548	5719	2049	direct	t
1549	5735	1041	direct	t
1550	5735	1026	direct	t
1551	5736	2486	direct	t
1552	5738	99	direct	t
1553	5738	1856	direct	t
1554	5746	1466	direct	t
1555	5750	1575	direct	t
1556	5764	2512	direct	t
1557	5765	1076	direct	t
1558	5766	1542	direct	t
1559	5769	1422	direct	t
1560	5773	2132	reference	\N
1561	5775	7	direct	t
1562	5775	1366	direct	t
1563	5777	307	reference*	\N
1564	5778	491	reference*	\N
1565	5778	260	direct	t
1566	5779	1919	direct	t
1567	5780	579	direct	t
1568	5784	447	direct	t
1569	5784	210	direct	t
1570	5787	1547	direct	t
1571	5794	1068	direct	t
1572	5801	2513	direct	t
1573	5802	2419	reference*	\N
1574	5819	324	reference*	\N
1575	5819	257	direct	t
1576	5824	44	direct	t
1577	5824	1918	direct	t
1578	5825	271	direct	t
1579	5831	2062	direct	t
1580	5838	6	direct	t
1581	5838	2400	direct	t
1582	5851	1060	direct	t
1583	5856	468	reference*	\N
1584	5868	1696	direct	t
1585	5871	10	direct	t
1586	5873	1145	reference*	\N
1587	5873	1137	direct	t
1588	5874	1815	direct	t
1589	5881	1080	reference	f
1590	5881	2212	reference	f
1591	5882	1093	reference	f
1592	5891	1108	direct	t
1593	5893	1173	direct	t
1594	5904	225	reference*	\N
1595	5904	224	reference*	\N
1596	5907	9	direct	t
1597	5927	1189	reference*	\N
1598	5928	2092	direct	t
1599	5939	643	direct	t
1600	5941	809	direct	t
1601	5945	1025	direct	t
1602	5946	849	reference	f
1603	5946	848	reference	f
1604	5957	1546	direct	t
1605	5974	2103	direct	t
1606	5977	2184	direct	t
1607	5978	2174	direct	t
1608	5981	661	reference*	\N
1609	6022	956	direct	t
1610	6028	963	direct	t
1611	6031	300	direct	t
1612	6032	661	reference*	\N
1613	6033	1904	reference*	\N
1614	6043	1285	reference	\N
1615	6043	1284	reference	\N
1616	6044	380	reference*	\N
1617	6044	379	reference*	\N
1618	6050	1303	direct	t
1619	6052	1304	direct	t
1620	6065	943	direct	t
1621	6066	448	direct	t
1622	6068	2208	direct	t
1623	6074	2434	reference*	\N
1624	6087	375	reference*	\N
1625	6087	374	reference*	\N
1626	6087	373	reference*	\N
1627	6087	372	reference*	\N
1628	6087	371	reference*	\N
1629	6087	370	reference*	\N
1630	6087	369	reference*	\N
1631	6087	368	reference*	\N
1632	6087	356	reference*	\N
1633	6087	355	reference*	\N
1634	6087	229	reference*	\N
1635	6091	381	reference*	\N
1636	6092	572	reference*	\N
1637	6092	571	reference*	\N
1638	6092	570	reference*	\N
1639	6092	393	reference*	\N
1640	6092	392	reference*	\N
1641	6092	391	reference*	\N
1642	6092	390	reference*	\N
1643	6092	389	reference*	\N
1644	6092	388	reference*	\N
1645	6092	387	reference*	\N
1646	6092	386	reference*	\N
1647	6092	385	reference*	\N
1648	6092	384	reference*	\N
1649	6092	383	reference*	\N
1650	6092	382	reference*	\N
1651	6093	345	reference*	\N
1652	6093	344	reference*	\N
1653	6093	343	reference*	\N
1654	6093	342	reference*	\N
1655	6093	341	reference*	\N
1656	6093	340	reference*	\N
1657	6093	339	reference*	\N
1658	6093	338	reference*	\N
1659	6093	337	reference*	\N
1660	6093	336	reference*	\N
1661	6114	2276	reference*	\N
1662	6115	569	reference*	\N
1663	6115	568	reference*	\N
1664	6115	567	reference*	\N
1665	6115	566	reference*	\N
1666	6115	565	reference*	\N
1667	6116	561	reference*	\N
1668	6116	361	reference*	\N
1669	6116	360	reference*	\N
1670	6117	560	reference*	\N
1671	6117	559	reference*	\N
1672	6117	359	reference*	\N
1673	6118	560	reference*	\N
1674	6118	378	reference*	\N
1675	6118	377	reference*	\N
1676	6118	376	reference*	\N
1677	6143	366	reference*	\N
1678	6143	365	reference*	\N
1679	6143	364	reference*	\N
1680	6143	363	reference*	\N
1681	6143	362	reference*	\N
1682	6143	278	reference*	\N
1683	6143	277	reference*	\N
1684	6151	557	reference*	\N
1685	6151	358	reference*	\N
1686	6151	357	reference*	\N
1687	6152	564	reference*	\N
1688	6155	877	direct	t
1689	6155	847	direct	t
1690	6156	1034	reference*	\N
1691	6156	1033	reference*	\N
1692	6156	1031	reference*	\N
1693	6156	1029	reference*	\N
1694	6162	563	reference*	\N
1695	6162	562	reference*	\N
1696	6173	262	direct	t
1697	6176	955	direct	t
1698	6178	1113	direct	t
1699	6184	945	direct	t
1700	6185	1608	direct	t
1701	6185	1607	direct	t
1702	6188	1710	reference*	\N
1703	6188	1709	reference*	\N
1704	6195	795	reference*	\N
1705	6198	558	reference*	\N
1706	6198	512	reference*	\N
1707	6219	328	reference*	\N
1708	6219	281	reference*	\N
1709	6219	280	reference*	\N
1710	6220	398	direct	t
1711	6220	397	direct	t
1712	6220	263	direct	t
1713	6232	367	reference*	\N
1714	6238	457	reference	f
1715	6238	264	direct	t
1716	6238	215	direct	t
1717	6244	356	reference*	\N
1718	6244	355	reference*	\N
1719	6245	1101	reference*	\N
1720	6245	1100	reference*	\N
1721	6257	1515	reference*	\N
1722	6257	1514	reference*	\N
1723	6257	1513	reference*	\N
1724	6259	558	reference*	\N
1725	6259	512	reference*	\N
1726	6270	1877	reference*	\N
1727	6276	354	reference*	\N
1728	6277	1430	direct	t
1729	6281	353	reference*	\N
1730	6292	944	direct	t
1731	6309	261	direct	t
1732	6314	1200	reference	f
1733	6314	1199	reference	f
1734	6323	597	reference*	\N
1735	6324	597	reference*	\N
1736	6329	1890	reference*	\N
1737	6330	1891	reference*	\N
1738	6332	1892	reference*	\N
1739	6344	2180	reference*	\N
1740	6347	292	reference*	\N
1741	6349	1198	reference*	\N
1742	6349	1177	reference*	\N
1743	6349	1175	reference*	\N
1744	6357	474	reference*	\N
1745	6365	8	direct	t
1746	6365	2024	direct	t
1747	6377	449	direct	t
1748	6377	331	reference*	\N
1749	6393	216	reference*	\N
1750	6403	597	reference*	\N
1751	6429	557	reference*	\N
1752	6429	358	reference*	\N
1753	6429	357	reference*	\N
1754	6432	279	reference*	\N
1755	6433	276	reference*	\N
1756	6433	275	reference*	\N
1757	6433	274	reference*	\N
1758	6441	1441	reference*	\N
1759	6446	512	reference	f
1760	6446	497	reference	f
1761	6446	496	reference	f
1762	6446	457	reference	f
1763	6446	276	reference	f
1764	6446	275	reference	f
1765	6446	274	reference	f
1766	6446	234	direct	t
1767	6446	228	direct	t
1768	6451	727	direct	t
1769	6452	511	reference*	\N
1770	6452	510	reference*	\N
1771	6452	460	reference*	\N
1772	6452	303	direct	t
1773	6455	925	direct	t
1774	6458	1073	direct	t
1775	6459	2210	reference*	\N
1776	6471	1005	direct	t
1777	6471	1001	reference*	\N
1778	6471	1000	reference*	\N
1779	6471	999	reference*	\N
1780	6471	998	reference*	\N
1781	6471	997	reference*	\N
1782	6475	1433	direct	t
1783	6484	290	direct	t
1784	6492	1677	direct	t
1785	6497	1796	direct	t
1786	6500	428	direct	t
1787	6507	1630	reference*	\N
1788	6507	1601	reference*	\N
1789	6514	737	reference	f
1790	6514	736	reference	f
1791	6514	726	reference	f
1792	6514	725	reference	f
1793	6515	2182	direct	t
1794	6520	1442	direct	t
1795	6529	352	reference*	\N
1796	6544	1114	direct	t
1797	6544	1102	reference*	\N
1798	6594	1174	reference*	\N
1799	6599	1211	reference*	\N
1800	6621	756	direct	t
1803	6657	555	reference*	\N
1804	6657	351	reference*	\N
1805	6657	350	reference*	\N
1806	6657	349	reference*	\N
1807	6657	348	reference*	\N
1808	6657	304	reference*	\N
1809	6663	1361	direct	t
1810	6666	1098	reference*	\N
1811	6675	1401	reference	\N
1812	6736	845	direct	t
1813	6744	556	reference*	\N
1814	6744	474	reference*	\N
1815	6775	1471	reference*	\N
1816	6777	347	reference*	\N
1817	6782	1008	direct	t
1818	6797	554	reference*	\N
1819	6812	1174	reference*	\N
1820	6826	2274	direct	t
1821	6834	1398	reference*	\N
1822	6835	1400	reference	\N
1823	6836	1389	reference*	\N
1824	6865	1089	direct	t
1825	6884	2436	reference*	\N
1826	6884	2435	reference*	\N
1827	6885	2437	reference*	\N
1828	6900	719	direct	t
1829	6915	1628	reference*	\N
1830	6917	1668	reference*	\N
1831	6918	1667	reference*	\N
1832	6919	1669	reference*	\N
1833	6920	1681	reference*	\N
1834	6920	1670	reference*	\N
1835	6920	1666	reference*	\N
1836	6936	2430	reference*	\N
1837	6936	2317	reference*	\N
1838	6950	314	direct	t
1839	6950	311	reference*	\N
1840	6950	310	reference*	\N
1841	6950	309	reference*	\N
1842	6950	308	reference*	\N
1843	6952	891	reference*	\N
1844	6952	884	reference*	\N
1845	6953	890	reference*	\N
1846	6953	888	reference*	\N
1847	6953	886	reference*	\N
1848	6953	885	reference*	\N
1849	6961	653	direct	t
1850	6962	942	direct	t
1851	6969	2319	reference*	\N
1852	6973	1814	direct	t
1853	6998	474	reference*	\N
1854	6998	430	direct	t
1855	6999	156	direct	t
1856	7005	1318	reference*	\N
1857	7008	2343	reference*	\N
1858	7014	1399	reference	\N
1859	7014	1384	reference*	\N
1860	7015	1387	reference*	\N
1861	7035	200	direct	t
1862	7037	1917	direct	t
1863	7045	429	direct	t
1864	7068	1195	reference*	\N
1865	7073	2429	reference*	\N
1866	7078	2364	reference*	\N
1867	7082	1320	reference*	\N
1868	7083	1321	reference*	\N
1869	7083	1320	reference*	\N
1870	7090	733	reference*	\N
1871	7090	728	reference*	\N
1872	7097	1401	reference	\N
1873	7098	1402	reference*	\N
1874	7106	315	reference*	\N
1875	7106	236	reference*	\N
1876	7106	235	reference*	\N
1877	7114	664	reference	\N
1878	7118	642	reference*	\N
1879	7118	641	reference*	\N
1880	7118	640	reference*	\N
1881	7118	639	reference*	\N
1882	7119	1971	reference*	\N
1883	7119	1970	reference*	\N
1884	7119	1969	reference*	\N
1885	7119	1968	reference*	\N
1886	7119	1967	reference*	\N
1887	7119	1966	reference*	\N
1888	7119	1962	reference*	\N
1889	7120	2006	reference*	\N
1890	7120	1974	reference*	\N
1891	7120	1965	reference*	\N
1892	7120	1964	reference*	\N
1893	7121	654	direct	t
1894	7127	2207	reference*	\N
1895	7142	1330	reference*	\N
1896	7152	1329	reference*	\N
1897	7154	2338	reference*	\N
1898	7160	2346	reference*	\N
1899	7160	2345	reference*	\N
1900	7161	2439	reference*	\N
1901	7161	2341	reference*	\N
1902	7161	2339	reference*	\N
1903	7161	2338	reference*	\N
1904	7161	2337	reference*	\N
1905	7161	2336	reference*	\N
1906	7164	893	reference*	\N
1907	7165	656	direct	t
1908	7177	265	direct	t
1909	7180	11	direct	t
1910	7182	1176	reference*	\N
1911	7214	426	direct	t
1912	7214	324	reference*	\N
1913	7221	2306	reference*	\N
1914	7221	2305	reference*	\N
1915	7222	2309	reference*	\N
1916	7222	2308	reference*	\N
1917	7222	2307	reference*	\N
1918	7222	2302	reference*	\N
1919	7223	2310	reference*	\N
1920	7228	1397	reference	\N
1921	7229	1386	reference*	\N
1922	7241	307	direct	t
1923	7241	2334	reference*	\N
1924	7244	1036	reference*	\N
1925	7246	798	reference*	\N
1926	7249	1702	reference*	\N
1927	7249	1701	reference*	\N
1928	7249	1700	reference*	\N
1929	7249	1699	reference*	\N
1930	7249	1698	reference*	\N
1931	7264	2300	reference*	\N
1932	7301	1392	reference*	\N
1933	7310	763	reference*	\N
1934	7310	762	reference*	\N
1935	7319	1414	reference*	\N
1936	7329	777	reference*	\N
1937	7330	272	direct	t
1938	7331	112	direct	t
1939	7332	197	direct	t
1940	7337	850	direct	t
1941	7339	216	reference*	\N
1942	7342	427	direct	t
1943	7348	1099	reference*	\N
1944	7359	1004	direct	t
1945	7359	1001	reference*	\N
1946	7360	158	direct	t
1947	7361	1363	direct	t
1948	7366	1873	reference*	\N
1949	7374	1653	direct	t
1950	7390	659	direct	t
1951	7398	161	direct	t
1952	7404	160	direct	t
1953	7404	159	direct	t
1954	7412	1396	reference	\N
1955	7417	1579	reference*	\N
1956	7420	1336	reference*	\N
1957	7420	1335	reference*	\N
1958	7420	1333	reference*	\N
1959	7422	1557	direct	t
1960	7441	1625	reference*	\N
1961	7454	2427	reference*	\N
1962	7465	1194	reference*	\N
1963	7469	1631	reference*	\N
1964	7483	1179	reference*	\N
1965	7505	113	direct	t
1966	7519	408	direct	t
1967	7547	1006	direct	t
1968	7550	1075	reference	f
1969	7558	846	reference	f
1970	7562	2432	reference*	\N
1971	7570	163	direct	t
1972	7570	157	direct	t
1973	7571	834	direct	t
1974	7600	346	reference*	\N
1975	7611	1893	reference*	\N
1976	7615	2304	direct	t
1977	7616	1317	reference*	\N
1978	7616	1314	reference*	\N
1979	7617	1323	reference*	\N
1980	7617	1322	reference*	\N
1981	7617	1319	reference*	\N
1983	7620	787	direct	t
1984	7624	2181	reference*	\N
1985	7624	2178	reference*	\N
1986	7624	2177	reference*	\N
1987	7625	2185	reference*	\N
1988	7625	2175	reference*	\N
1989	7635	1265	reference*	\N
1990	7635	1246	reference*	\N
1991	7648	1369	direct	t
1992	7648	1368	direct	t
1993	7656	1257	direct	t
1994	7664	2220	reference*	\N
1995	7673	1032	reference*	\N
1996	7675	1843	reference	f
1997	7691	1345	reference*	\N
1998	7702	987	reference*	\N
1999	7702	986	reference*	\N
2000	7715	185	direct	t
2001	7718	2099	direct	t
2002	7722	1264	reference*	\N
2003	7722	1262	reference*	\N
2004	7739	1024	direct	t
2005	7750	2129	direct	t
2006	7752	227	direct	t
2007	7757	1395	reference	\N
2008	7775	630	direct	t
2009	7784	1884	direct	t
2010	7790	1385	reference*	\N
2011	7791	1274	direct	t
2012	7796	321	reference*	\N
2013	7796	320	reference*	\N
2014	7808	2335	reference*	\N
2015	7818	2106	direct	t
2016	7824	1626	reference*	\N
2017	7833	1263	reference*	\N
2018	7835	1261	reference*	\N
2019	7835	1245	reference*	\N
2020	7844	472	reference*	\N
2021	7844	471	reference*	\N
2022	7844	470	reference*	\N
2023	7845	2316	direct	t
2024	7847	473	reference*	\N
2025	7853	2057	reference*	\N
2026	7868	791	reference*	\N
2027	7868	790	reference*	\N
2028	7868	789	reference*	\N
2029	7877	2194	direct	t
2030	7880	1834	reference	f
2031	7883	306	reference*	\N
2032	7904	937	direct	t
2033	7906	1341	reference*	\N
2034	7907	1893	reference*	\N
2035	7908	1894	reference*	\N
2036	7908	1875	reference*	\N
2037	7910	1726	direct	t
2038	7916	734	reference*	\N
2039	7919	1144	reference*	\N
2040	7925	184	direct	t
2041	7930	1600	indirect	\N
2042	7930	1577	indirect	\N
2043	7930	1576	indirect	\N
2044	7931	1629	reference*	\N
2045	7932	305	reference*	\N
2046	7934	2192	reference	f
2047	7934	2191	reference	f
2048	7934	2190	reference	f
2049	7935	165	direct	t
2050	7941	2342	reference*	\N
2051	7957	1148	reference*	\N
2052	7961	1038	direct	t
2053	7970	1958	reference*	\N
2054	7970	1957	reference*	\N
2055	7970	1956	reference*	\N
2056	7970	1955	reference*	\N
2057	8009	936	direct	t
2058	8009	901	reference	\N
2059	8009	900	reference*	\N
2060	8009	899	reference*	\N
2061	8009	898	reference*	\N
2062	8009	897	reference*	\N
2063	8009	896	reference*	\N
2064	8010	938	direct	t
2065	8010	904	reference*	\N
2066	8010	903	reference*	\N
2067	8010	894	reference*	\N
2068	8020	115	direct	t
2069	8039	1391	reference*	\N
2070	8039	1388	reference*	\N
2071	8044	874	reference	f
2072	8044	873	reference	f
2073	8049	1963	reference*	\N
2074	8055	1596	indirect	\N
2075	8055	1595	indirect	\N
2076	8055	1594	indirect	\N
2077	8055	1593	indirect	\N
2078	8055	1592	indirect	\N
2079	8055	1591	indirect	\N
2080	8055	1590	indirect	\N
2081	8055	1589	indirect	\N
2082	8055	1588	indirect	\N
2083	8055	1587	indirect	\N
2084	8055	1586	indirect	\N
2085	8055	1580	indirect	\N
2086	8061	1704	reference*	\N
2087	8061	1703	reference*	\N
2088	8069	1340	reference*	\N
2089	8069	1339	reference*	\N
2090	8069	1338	reference*	\N
2091	8069	1337	reference*	\N
2092	8074	1893	reference*	\N
2093	8087	1454	reference*	\N
2094	8092	2340	reference*	\N
2095	8095	593	reference*	\N
2096	8102	2050	direct	t
2097	8115	1354	direct	t
2098	8115	1324	direct	t
