sourceitempartid	sourceitem	sourceitempartisbypage	sourceitempartfrom	sourceitempartto	sourceitempartsequencecharacter	sourceitempartsequence	sourceitempartsequenceverified	sourceitempartsequencecharacterafter	sourceitempartzeropad
4263	4976	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4264	4977	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	2	f		0
4265	4978	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4266	4979	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4267	4980	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4268	4981	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4269	4982	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
4270	4983	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	10	f		0
4271	4984	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4272	4985	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4273	4986	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4274	4987	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4275	4988	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4276	4989	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4277	4990	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4278	4991	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	10	f		0
4279	4992	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4280	4993	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4281	4994	t	1	1144	?urlappend=%3Bview=1up%3Bseq=	8	f		0
4282	4995	t	1	1144	?urlappend=%3Bview=1up%3Bseq=	2	f		0
4283	4996	t	1	1144	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4284	4997	t	1	1144	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4285	4998	t	1145	2150	?urlappend=%3Bview=1up%3Bseq=	-1132	f		0
4286	4999	t	1145	2150	?urlappend=%3Bview=1up%3Bseq=	-1134	f		0
4287	5000	t	1145	2150	?urlappend=%3Bview=1up%3Bseq=	-1134	f		0
4288	5001	t	1	1293	?urlappend=%3Bview=1up%3Bseq=	8	f		0
4289	5002	t	1	1293	?urlappend=%3Bview=1up%3Bseq=	4	f		0
4290	5003	t	1295	2675	?urlappend=%3Bview=1up%3Bseq=	-1286	f		0
4291	5004	t	1295	2675	?urlappend=%3Bview=1up%3Bseq=	-1286	f		0
4292	5005	t	1	992	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4293	5006	t	1	992	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4294	5007	t	1	992	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4295	5008	t	993	2100	?urlappend=%3Bview=1up%3Bseq=	-982	f		0
4296	5009	t	993	2100	?urlappend=%3Bview=1up%3Bseq=	-982	f		0
4297	5010	t	993	2100	?urlappend=%3Bview=1up%3Bseq=	-984	f		0
4298	5011	t	1	1248	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4299	5012	t	1	1248	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4300	5013	t	1	1248	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4301	5014	t	1249	2425	?urlappend=%3Bview=1up%3Bseq=	-1240	f		0
4302	5015	t	1249	2425	?urlappend=%3Bview=1up%3Bseq=	-1236	f		0
4303	5016	t	1249	2425	?urlappend=%3Bview=1up%3Bseq=	-1240	f		0
4304	5017	t	1	1136	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4305	5018	t	1	1136	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4306	5019	t	1	1136	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4307	5020	t	1137	2154	?urlappend=%3Bview=1up%3Bseq=	-1128	f		0
4308	5021	t	1137	2154	?urlappend=%3Bview=1up%3Bseq=	-1122	f		0
4309	5022	t	1137	2154	?urlappend=%3Bview=1up%3Bseq=	-1128	f		0
4310	5023	t	1	1152	?urlappend=%3Bview=1up%3Bseq=	10	f		0
4311	5024	t	1	1152	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4312	5025	t	1	1152	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4313	5026	t	1153	2198	?urlappend=%3Bview=1up%3Bseq=	-1138	f		0
4314	5027	t	1153	2198	?urlappend=%3Bview=1up%3Bseq=	-1144	f		0
4315	5028	t	1	1136	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4316	5029	t	1	1136	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4317	5030	t	1137	2205	?urlappend=%3Bview=1up%3Bseq=	-1122	f		0
4318	5031	t	1137	2205	?urlappend=%3Bview=1up%3Bseq=	-1128	f		0
4319	5032	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4320	5033	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4321	5034	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4322	5035	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4323	5036	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4324	5037	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4325	5038	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4326	5039	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4327	5040	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4328	5041	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4329	5042	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4330	5043	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4331	5044	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4332	5045	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4333	5046	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4334	5047	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4335	5048	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4336	5049	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4337	5050	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4338	5051	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4339	5052	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4340	5053	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4341	5054	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4342	5055	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4343	5056	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
4344	5057	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4345	5058	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4346	5059	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4347	5060	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4348	5061	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4349	5062	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4350	5063	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4351	5064	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4352	5065	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	24	f		0
4353	5066	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4354	5067	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4355	5068	t	1	1484	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4356	5069	t	1	1086	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4357	5070	t	1	1086	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4358	5071	t	1087	1896	?urlappend=%3Bview=1up%3Bseq=	-1072	f		0
4359	5072	t	1087	1896	?urlappend=%3Bview=1up%3Bseq=	-1068	f		0
4360	5073	t	1087	1896	?urlappend=%3Bview=1up%3Bseq=	-1072	f		0
4361	5074	t	1	1070	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4362	5075	t	1	1070	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4363	5076	t	1071	1995	?urlappend=%3Bview=1up%3Bseq=	-1056	f		0
4364	5077	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4365	5078	t	1	1114	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4366	5079	t	1115	2144	?urlappend=%3Bview=1up%3Bseq=	-1100	f		0
4367	5080	t	1	1114	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4368	5081	t	1	1114	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4369	5082	t	1115	2144	?urlappend=%3Bview=1up%3Bseq=	-1100	f		0
4370	5083	t	1115	2144	?urlappend=%3Bview=1up%3Bseq=	-1102	f		0
4371	5084	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4372	5085	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4373	5086	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4374	5087	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4375	5088	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4376	5089	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4377	5090	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4378	5091	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4379	5092	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4380	5093	t	1	890	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4381	5094	t	1	890	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4382	5095	t	891	1616	?urlappend=%3Bview=1up%3Bseq=	-874	f		0
4383	5096	t	1	830	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4384	5097	t	831	1628	?urlappend=%3Bview=1up%3Bseq=	-814	f		0
4385	5098	t	1	846	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4386	5099	t	847	1661	?urlappend=%3Bview=1up%3Bseq=	-828	f		0
4387	5100	t	1	932	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4388	5101	t	1	932	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4389	5102	t	1	932	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4390	5103	t	933	1835	?urlappend=%3Bview=1up%3Bseq=	-917	f		0
4391	5104	t	933	1835	?urlappend=%3Bview=1up%3Bseq=	-917	f		0
4392	5105	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4393	5106	t	1	888	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4394	5107	t	1	888	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4395	5108	t	889	1833	?urlappend=%3Bview=1up%3Bseq=	-874	f		0
4396	5109	t	889	1833	?urlappend=%3Bview=1up%3Bseq=	-870	f		0
4397	5110	t	889	1833	?urlappend=%3Bview=1up%3Bseq=	-872	f		0
4398	5111	t	1	732	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4399	5112	t	1	732	?urlappend=%3Bview=1up%3Bseq=	12	f		0
4400	5113	t	1	732	?urlappend=%3Bview=1up%3Bseq=	22	f		0
4401	5114	t	1	732	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4402	5115	t	733	1479	?urlappend=%3Bview=1up%3Bseq=	-714	f		0
4403	5116	t	733	1479	?urlappend=%3Bview=1up%3Bseq=	-714	f		0
4404	5117	t	733	1479	?urlappend=%3Bview=1up%3Bseq=	-716	f		0
4405	5118	t	733	1479	?urlappend=%3Bview=1up%3Bseq=	-716	f		0
4406	5119	t	1	974	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4407	5120	t	1	974	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4408	5121	t	1	974	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4409	5122	t	1	974	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4410	5123	t	975	1965	?urlappend=%3Bview=1up%3Bseq=	-958	f		0
4411	5124	t	975	1965	?urlappend=%3Bview=1up%3Bseq=	-950	f		0
4412	5125	t	975	1965	?urlappend=%3Bview=1up%3Bseq=	-958	f		0
4413	5126	t	1	1100	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4414	5127	t	1	1100	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4415	5128	t	1101	2176	?urlappend=%3Bview=1up%3Bseq=	-1084	f		0
4416	5129	t	1101	2176	?urlappend=%3Bview=1up%3Bseq=	-1068	f		0
4417	5130	t	1	978	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4418	5131	t	1	978	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4419	5132	t	1	978	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4420	5133	t	1	978	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4421	5134	t	979	1926	?urlappend=%3Bview=1up%3Bseq=	-962	f		0
4422	5135	t	979	1926	?urlappend=%3Bview=1up%3Bseq=	-958	f		0
4423	5136	t	979	1926	?urlappend=%3Bview=1up%3Bseq=	-962	f		0
4424	5137	t	1	1198	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4425	5138	t	1	1198	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4426	5139	t	1	1198	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4427	5140	t	1199	2540	?urlappend=%3Bview=1up%3Bseq=	-1186	f		0
4428	5141	t	1199	2540	?urlappend=%3Bview=1up%3Bseq=	-1182	f		0
4429	5142	t	1199	2540	?urlappend=%3Bview=1up%3Bseq=	-1214	f		0
4430	5143	t	1	856	?urlappend=%3Bview=1up%3Bseq=	44	f		0
4431	5144	t	1	856	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4432	5145	t	1	856	?urlappend=%3Bview=1up%3Bseq=	16	f		0
4433	5146	t	857	1952	?urlappend=%3Bview=1up%3Bseq=	-842	f		0
4434	5147	t	857	1952	?urlappend=%3Bview=1up%3Bseq=	-842	f		0
4435	5148	t	1	916	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4436	5149	t	917	1850	?urlappend=%3Bview=1up%3Bseq=	-898	f		0
4437	5150	t	917	1850	?urlappend=%3Bview=1up%3Bseq=	-900	f		0
4438	5151	t	1	1008	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4439	5152	t	1009	2120	?urlappend=%3Bview=1up%3Bseq=	-990	f		0
4440	5153	t	1009	2120	?urlappend=%3Bview=1up%3Bseq=	-990	f		0
4441	5154	t	1	948	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4442	5155	t	1	948	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4443	5156	t	949	1892	?urlappend=%3Bview=1up%3Bseq=	-928	f		0
4444	5157	t	949	1892	?urlappend=%3Bview=1up%3Bseq=	-922	f		0
4445	5158	t	949	1892	?urlappend=%3Bview=1up%3Bseq=	-928	f		0
4446	5159	t	1893	2751	?urlappend=%3Bview=1up%3Bseq=	-1872	f		0
4447	5160	t	1893	2751	?urlappend=%3Bview=1up%3Bseq=	-1860	f		0
4448	5161	t	1893	2751	?urlappend=%3Bview=1up%3Bseq=	-1872	f		0
4449	5162	t	1	720	?urlappend=%3Bview=1up%3Bseq=	22	f		0
4450	5163	t	1	720	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4451	5164	t	721	1432	?urlappend=%3Bview=1up%3Bseq=	-676	f		0
4452	5165	t	721	1432	?urlappend=%3Bview=1up%3Bseq=	-698	f		0
4453	5166	t	721	1432	?urlappend=%3Bview=1up%3Bseq=	-700	f		0
4454	5167	t	1	794	?urlappend=%3Bview=1up%3Bseq=	22	f		0
4455	5168	t	1	794	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4456	5169	t	795	1536	?urlappend=%3Bview=1up%3Bseq=	-774	f		0
4457	5170	t	1537	2234	?urlappend=%3Bview=1up%3Bseq=	-1516	f		0
4458	5171	t	2235	2494	?urlappend=%3Bview=1up%3Bseq=	-2214	f		0
4459	5172	t	2235	2494	?urlappend=%3Bview=1up%3Bseq=	-2216	f		0
4460	5173	t	2235	2494	?urlappend=%3Bview=1up%3Bseq=	-2214	f		0
4461	5174	t	1	768	?urlappend=%3Bview=1up%3Bseq=	24	f		0
4462	5175	t	1	768	?urlappend=%3Bview=1up%3Bseq=	22	f		0
4463	5176	t	1537	2388	?urlappend=%3Bview=1up%3Bseq=	-1514	f		0
4464	5177	t	1537	2388	?urlappend=%3Bview=1up%3Bseq=	-1517	f		0
4465	5178	t	1	928	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4466	5179	t	1	1506	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4467	5180	t	1	928	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4468	5181	t	929	1824	?urlappend=%3Bview=1up%3Bseq=	-908	f		0
4469	5182	t	1507	2700	?urlappend=%3Bview=1up%3Bseq=	-1494	f		0
4470	5183	t	929	1824	?urlappend=%3Bview=1up%3Bseq=	-910	f		0
4471	5184	t	1825	2700	?urlappend=%3Bview=1up%3Bseq=	-1804	f		0
4472	5185	t	1825	2700	?urlappend=%3Bview=1up%3Bseq=	-1798	f		0
4473	5186	t	1825	2700	?urlappend=%3Bview=1up%3Bseq=	-1804	f		0
4474	5187	t	1	784	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4475	5188	t	1	784	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4476	5189	t	785	1600	?urlappend=%3Bview=1up%3Bseq=	-764	f		0
4477	5190	t	785	1600	?urlappend=%3Bview=1up%3Bseq=	-764	f		0
4478	5191	t	1601	2508	?urlappend=%3Bview=1up%3Bseq=	-1576	f		0
4479	5192	t	1601	2508	?urlappend=%3Bview=1up%3Bseq=	-1580	f		0
4480	5193	t	1	864	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4481	5194	t	865	1760	?urlappend=%3Bview=1up%3Bseq=	-844	f		0
4482	5195	t	865	1760	?urlappend=%3Bview=1up%3Bseq=	-844	f		0
4483	5196	t	1761	2823	?urlappend=%3Bview=1up%3Bseq=	-1742	f		0
4484	5197	t	1761	2823	?urlappend=%3Bview=1up%3Bseq=	-1742	f		0
4485	5198	t	1761	2823	?urlappend=%3Bview=1up%3Bseq=	-1740	f		0
4486	5199	t	1	752	?urlappend=%3Bview=1up%3Bseq=	24	f		0
4487	5200	t	1	752	?urlappend=%3Bview=1up%3Bseq=	18	f		0
4488	5201	t	753	1456	?urlappend=%3Bview=1up%3Bseq=	-732	f		0
4489	5202	t	753	1456	?urlappend=%3Bview=1up%3Bseq=	-732	f		0
4490	5203	t	1457	2107	?urlappend=%3Bview=1up%3Bseq=	-1430	f		0
4491	5204	t	1457	2107	?urlappend=%3Bview=1up%3Bseq=	-1422	f		0
4492	5205	t	1457	2107	?urlappend=%3Bview=1up%3Bseq=	-1438	f		0
4493	5206	t	1457	2107	?urlappend=%3Bview=1up%3Bseq=	-1436	f		0
4494	5207	t	1	896	?urlappend=%3Bview=1up%3Bseq=	24	f		0
4495	5208	t	1	896	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4496	5209	t	1	896	?urlappend=%3Bview=1up%3Bseq=	8	f		0
4497	5210	t	897	1805	?urlappend=%3Bview=1up%3Bseq=	-874	f		0
4498	5211	t	897	1805	?urlappend=%3Bview=1up%3Bseq=	-874	f		0
4499	5212	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4500	5213	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4501	5214	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4502	5215	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4503	5216	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4504	5217	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4505	5218	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4506	5219	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4507	5220	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4508	5221	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4509	5222	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4510	5223	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4511	5224	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4512	5225	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4513	5226	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4514	5227	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4515	5228	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4516	5229	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4517	5230	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4518	5231	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4519	5232	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4520	5233	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4521	5234	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4522	5235	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4523	5236	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4524	5237	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4525	5238	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4526	5239	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4527	5240	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4528	5241	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4529	5242	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4530	5243	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4531	5244	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4532	5245	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4533	5246	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4534	5247	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4535	5248	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4536	5249	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4537	5250	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4538	5251	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4539	5252	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4540	5253	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4541	5254	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4542	5255	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4543	5256	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4544	5257	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4545	5258	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4546	5259	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4547	5260	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4548	5261	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4549	5262	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4550	5263	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4551	5264	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4552	5265	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4553	5266	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4554	5267	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4555	5268	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4556	5269	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4557	5270	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4558	5271	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4559	5272	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4560	5273	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4561	5274	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4562	5275	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4563	5276	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4564	5277	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4565	5278	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4566	5279	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4567	5280	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4568	5281	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4569	5282	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4570	5283	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4571	5284	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4572	5285	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4573	5286	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4574	5287	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4575	5288	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4576	5289	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4577	5290	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4578	5291	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4579	5292	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	32	f		0
4580	5293	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4581	5294	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4582	5295	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4583	5296	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4584	5297	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4585	5298	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4586	5299	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4587	5300	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4588	5301	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4589	5302	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	14	f		0
4590	5303	t	1	1310	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4591	5304	t	1	1310	?urlappend=%3Bview=1up%3Bseq=	20	f		0
4592	5305	t	1311	2602	?urlappend=%3Bview=1up%3Bseq=	-1302	f		0
4593	5306	t	1311	2602	?urlappend=%3Bview=1up%3Bseq=	-1302	f		0
