metesdescriptiongisid	metesdescription	governmentshape
26729	3665	32783
26730	6224	32787
26731	6224	32788
26732	6224	32789
26733	7529	12641
26735	5460	32788
26736	7530	32789
26737	7531	32787
26738	6224	12644
26739	349	1482
26740	5694	14464
26741	1859	5624
26742	1858	14455
26745	1779	32792
26746	5135	32793
26747	2197	32791
26748	7532	14467
26749	7532	14460
26752	38	14468
26753	144	5832
26754	1401	14432
26755	1401	3495
26756	1401	1982
26757	1401	2508
26758	1400	14462
26759	38	5832
26760	179	702
26761	628	4650
26762	586	5169
26763	586	32795
26764	7533	32797
26765	2246	32796
26766	2182	3701
26767	2183	32799
26769	7535	32800
26770	7534	32798
26772	6498	32802
26773	7124	32802
26778	6498	5396
26779	7124	5396
26780	7124	32804
26781	6506	32804
26782	7124	3650
26783	2745	3650
26784	6506	3650
26785	7124	5454
26786	6498	5454
26787	6498	32805
26788	7124	32805
26789	5724	32802
26790	5724	32804
26791	5724	32805
26792	5724	561
26793	5724	1475
26796	7538	29482
26797	2725	3661
26798	2726	32811
26799	7544	4425
26800	1019	32812
26801	1899	32815
26802	3186	178
26803	3186	31452
26804	1940	32817
26805	3187	2172
26806	3187	1125
26807	3801	32818
26808	7547	32819
26810	6191	10340
26811	7550	10340
26812	7549	10353
26813	6191	32821
26814	6191	32822
26815	7551	32821
26816	7551	28876
26817	7554	10342
26818	7555	14231
26819	7556	10350
26821	6191	32824
26822	7553	10345
26823	7553	32825
26824	7559	10351
26825	7560	32824
26826	7561	28870
26827	7562	1402
26828	7563	32826
26829	1731	32827
26830	6191	32829
26831	1730	32829
26832	6191	14232
26833	6191	32830
26834	6191	32831
26835	6191	32832
26836	7548	32830
26837	7557	14232
26838	6191	32833
26839	7558	32833
26840	1950	32831
26841	6191	32834
26842	6191	10352
26843	6191	32835
26844	6191	32820
26845	7552	32835
26846	7550	32836
26847	6191	32836
26848	1527	32837
26849	6191	32837
26850	4169	32837
26851	7553	32838
26852	6191	32838
26853	6191	32839
26854	4169	32839
26855	1527	32839
26864	4169	32841
26865	4168	32841
26866	6191	32841
26867	6191	32840
26868	7554	32840
26869	1080	32842
26870	6191	32842
26871	4169	32842
26872	7566	14228
26873	7566	14231
26874	7565	10352
26875	7565	32834
26876	7565	32839
26877	7565	32838
26878	7565	32824
26879	7565	32837
26880	7571	32830
26881	7571	32829
26882	7571	14232
26883	7571	32831
26884	7571	32832
26885	7571	32833
26886	7568	32841
26887	348	2700
26888	7572	32844
26889	2626	31468
26890	2785	2751
26891	6927	1112
26892	7573	32844
26893	7573	5707
26894	7573	32845
26895	7573	32843
26896	503	32844
26897	503	5707
26898	503	32848
26899	503	32846
26900	503	32843
26901	503	32845
26902	6166	32852
26903	6410	32852
26904	6410	3479
26905	6166	3479
26906	6410	32853
26907	6166	32853
26908	180	3479
26909	7575	32852
26910	7578	32855
26911	7580	32858
26912	7581	32856
26913	3847	32859
26914	178	32860
26915	415	1425
26917	336	613
26918	7586	14406
26919	1256	29877
26920	1054	32861
26921	7587	32862
26922	7588	29880
26923	6450	29879
26926	6456	32870
26927	6457	32871
26929	6453	32875
26930	6452	29886
26931	3542	15261
26932	3474	5579
26933	1811	15258
26934	1876	15257
26935	1966	32881
26936	5988	12996
26937	1763	32889
26938	962	32809
26939	940	32892
26940	940	32891
26941	4091	3185
26942	1604	32893
26943	7542	32808
26944	7542	3659
26947	7542	32893
26948	7542	2604
26949	4095	2604
26950	3103	32894
26951	2353	32895
26952	962	32896
26953	2018	32897
26954	2018	32898
26955	940	32899
26956	940	32901
26957	2018	32904
26958	3836	32908
26959	4091	32909
26960	2018	32910
26962	7539	32894
26963	7539	32895
26964	7539	32900
26965	7539	32910
26966	7539	32897
26967	7539	32808
26968	7539	3503
26969	7539	32896
26970	7539	278
26971	7539	32898
26972	7539	32899
26973	7539	3659
26974	7539	32901
26975	7539	2604
26976	7539	32893
26977	7539	32902
26978	7540	481
26979	7540	32807
26980	7540	32891
26981	7540	32892
26982	7540	3185
26983	7540	32903
26984	7540	32906
26985	7540	3810
26986	7540	32905
26987	7541	32807
26988	7541	32891
26989	7541	32899
26990	7541	32900
26992	1550	2554
26993	1764	3953
26994	7124	32912
26995	7124	32913
26997	7124	32915
26999	1986	32915
27000	1986	2554
27001	1984	1187
27002	7124	32916
27003	2021	32916
27004	7124	32917
27005	7124	32911
27006	2692	32917
27007	7124	32918
27008	3034	32918
27009	7124	32919
27010	3365	32911
27011	7124	32920
27012	7124	32921
27013	3529	32920
27015	7124	32922
27016	3529	32922
27017	7591	32913
27018	3366	32921
27020	7124	32924
27021	7124	32925
27024	50	32912
27025	50	32925
27026	7124	32923
27027	7124	32928
27028	7124	32929
27029	1605	32923
27030	2831	32928
27031	1984	32930
27032	7124	32930
27033	7124	32931
27035	458	32931
27036	458	32929
27037	458	32912
27038	458	32925
27039	458	32924
27041	3106	32919
27042	3106	2442
27043	458	32932
27044	7124	32932
27045	3736	32933
27046	4179	32935
27047	4178	32936
27049	1886	32939
27050	1886	32940
27051	4179	32942
27052	4179	32943
27053	1886	32935
27054	1895	32941
27055	2713	32944
27058	3738	31862
27059	3737	32950
27068	175	32953
27069	6410	32953
27070	6166	32953
27071	7601	7675
27072	175	32955
27073	6410	32955
27074	6166	32955
27075	6410	32956
27076	6166	32956
27077	175	32956
27078	7602	29101
27079	6273	29085
27080	6274	14101
27081	6276	14101
27082	6276	29086
27083	6276	29085
27084	6276	29091
27085	6276	29097
27086	6276	29092
27087	6276	14100
27088	6276	29116
27089	6276	29083
27090	6276	14098
27091	6273	29084
27092	6276	29084
27093	6277	29083
27094	6277	14098
27095	6277	29097
27096	6277	29092
27097	6277	14100
27098	13	3968
27099	7609	3968
27100	7614	14270
27103	7616	14270
27104	7617	5574
27105	7618	32960
27106	6849	32962
27107	7614	32962
27108	7614	14267
27109	6849	14267
27110	5628	14269
27112	6849	32964
27114	6849	2868
27115	882	32964
27116	7619	2868
27117	7620	4609
27118	7124	30682
27119	6506	30682
27120	1061	3376
27125	7124	32966
27126	6506	32966
27127	7626	3737
27128	6506	32968
27129	7124	32968
27130	4011	32966
27131	4011	3737
27132	4011	455
27147	7124	13234
27148	6506	13234
27149	7124	4592
27150	6506	4592
27151	7124	13233
27152	6506	13233
27153	6506	32969
27154	7124	32969
27155	3639	13234
27156	3639	13233
27157	7124	4556
27158	6506	4556
27159	7124	3711
27160	6506	3711
27161	2094	4592
27162	2093	3711
27163	1969	10
27164	7628	32977
27165	7629	32983
27166	4117	32985
27167	4118	32982
27168	6886	4821
27169	6534	32975
27170	6534	32989
27171	7627	32981
27172	7627	32980
27173	7627	32989
27174	7627	32975
27175	7627	4821
27176	7124	32990
27178	7124	294
27179	7124	32992
27180	7124	32993
27181	7124	32994
27182	7124	32995
27183	7124	32996
27184	7124	32997
27185	3562	32992
27186	3561	32993
27188	3561	32996
27189	7124	32998
27190	269	32997
27191	271	32998
27192	3560	32994
27193	3560	32995
27194	3560	32990
27195	170	294
27199	7632	31713
27215	6424	32999
27216	6166	32999
27217	6410	32999
27218	6424	33004
27219	6166	33004
27220	6410	33004
27221	7607	32999
27228	6433	33007
27229	6410	33007
27230	6166	33007
27234	3832	33007
27235	6410	33003
27236	6424	33003
27237	6166	33003
27238	6410	33008
27239	6166	33008
27240	6424	33008
27241	6410	33009
27242	6433	33009
27243	6166	33009
27244	6166	33010
27245	6433	33010
27246	6410	33010
27247	325	33010
27248	6166	33011
27249	6410	33011
27250	6424	33011
27251	327	33003
27252	327	33011
27253	327	1094
27260	6410	12862
27261	6166	12862
27262	6433	12862
27263	6410	12861
27264	6433	12861
27265	6166	12861
27266	6166	29802
27267	6410	29802
27268	6433	29802
27269	6433	12826
27270	6166	12826
27271	6410	12826
27272	6433	33005
27273	6166	33005
27274	6410	33005
27275	6435	31707
27276	7608	33004
27277	7605	31715
27278	3833	12826
27279	7606	33008
27280	6846	31349
27281	7637	2636
27282	7638	1659
27283	7639	33015
27284	4097	1762
27286	5664	33014
27287	5662	33018
27288	5663	33022
27291	7124	30159
27292	6498	30159
27293	7640	33025
27294	7644	33027
27295	7645	471
27298	27	3193
27302	7646	33030
27303	7647	12605
27304	4101	4361
27305	27	12602
27306	7642	33031
27307	7635	33032
27308	7633	33036
27309	7634	33037
27310	7636	33034
27311	7641	33035
27312	2129	33024
27313	4100	925
27314	5665	140
27315	7648	33041
27316	7648	33016
27317	7648	33039
27318	7648	4327
27319	7648	3193
27320	7648	12605
27321	7648	33017
27322	7648	33030
27323	7648	33021
27324	7648	1746
27325	7648	3598
27326	7648	471
27327	7648	12602
27328	7648	33031
27329	7649	33038
27330	4099	33044
27332	7650	33043
27333	7651	33040
27334	7653	33051
27335	7654	33052
27336	7652	33046
27337	7655	33054
27338	7656	33053
27339	7657	33048
27340	7658	33050
27341	1056	3193
27342	1056	33031
27343	1056	12602
27344	1056	12605
27345	1056	33030
27348	6166	33056
27349	6410	33056
27350	6410	33055
27351	6166	33055
27352	6166	33057
27353	6410	33057
27354	6166	33058
27355	6410	33058
27356	7661	33057
27357	6166	33059
27358	6410	33059
27361	6410	33061
27362	6166	33061
27365	6166	1134
27366	6410	1134
27367	7665	33059
27368	7662	33061
27369	7664	33055
27372	6410	33064
27373	6166	33064
27374	6166	33065
27375	6410	33065
27382	6410	33069
27383	6166	33069
27384	7666	33069
27385	6410	33070
27386	6166	33070
27391	7660	33070
27392	7660	1134
27393	6410	33062
27394	6166	33062
27395	7674	33062
27396	7675	33058
27399	7667	33065
27400	7667	33056
27402	7667	33064
27403	446	4084
27404	7667	33072
27405	6410	33072
27406	6166	33072
27407	7667	33068
27408	6410	33068
27409	6166	33068
27410	7613	32959
27411	7613	2619
27412	7613	32958
27413	7613	1259
27414	7613	32957
27415	7613	33073
27416	7613	33074
27417	428	206
27418	7667	33066
27419	6410	33066
27420	6166	33066
27421	7669	33068
27422	7667	33075
27423	7669	33075
27424	6166	33075
27425	6410	33075
27426	7668	33068
27427	7667	33076
27428	6166	33076
27429	6410	33076
27431	3752	33084
27432	3752	33086
27433	205	33077
27434	205	33087
27435	205	33084
27436	205	2756
27437	205	14184
27438	205	14185
27439	205	14186
27440	205	33079
27441	205	33078
27442	205	2483
27443	205	33081
27444	205	4039
27445	7677	33082
27446	3750	33080
27447	3751	14185
27448	3751	14186
27449	3749	14183
27450	7124	33089
27451	7682	3100
27452	669	33089
27454	669	3100
27456	7124	2160
27457	669	2160
27458	7124	33091
27459	7124	33090
27460	1074	33090
27461	1074	5698
27462	4106	3654
27463	4110	5253
27464	4108	1173
27465	4107	5596
27466	4109	2253
27467	1520	33091
27469	7124	33093
27470	2698	33093
27471	7124	33094
27472	7124	2452
27473	3464	2452
27474	2551	33094
27475	7124	4933
27476	6848	1710
27477	6848	33095
27478	6848	33097
27479	6848	33100
27480	7690	1950
27481	7690	33097
27482	7690	33096
27483	7690	33098
27484	7690	31351
27485	7692	33101
27486	7691	1710
27487	7691	33104
27488	7691	33103
27489	5411	210
27490	5417	33105
27493	5416	33106
27494	5415	14479
27495	5422	33110
27496	5421	33109
27497	5418	33113
27498	5418	33109
27499	5419	33109
27500	5420	33112
27501	5420	2782
27502	3621	33114
27503	3620	33115
27504	5412	33117
27505	5413	33116
27506	5414	3546
27507	3399	6620
27508	7694	5034
27509	2214	7636
27510	3964	7635
27511	3963	33119
27512	3967	7642
27513	3968	7638
27514	3966	33118
27515	7695	33121
27516	7696	33120
27517	7696	6621
27518	9	7645
27519	5700	7643
27520	5700	7646
27521	7699	33123
27522	5700	33125
27523	5701	14481
27524	5701	14480
27525	5701	7645
27526	5701	33125
27527	7698	33122
27528	7697	33124
27529	7697	7643
27530	7697	33125
27531	7697	7645
27532	7697	14481
27533	7697	33122
27534	7697	33123
27535	7697	14480
27536	7697	7637
27537	7124	33126
27538	6506	33126
27539	7700	33126
27540	6506	33127
27541	7124	33127
27542	6588	33127
27543	6589	33127
27544	6286	33127
27545	5726	2544
27546	5726	4050
27547	7124	33128
27548	7124	33129
27549	3580	33128
27550	3581	33129
27551	6535	33130
27552	7702	858
27553	7702	33130
27554	3919	14243
27555	3918	7606
27556	3918	7625
27557	3920	4779
27558	7703	33133
27559	7703	33131
27560	7703	2618
27561	7704	2618
27563	6224	33135
27564	7707	260
27565	7708	15176
27566	7708	15174
27567	7124	33136
27568	6286	33136
27569	6506	33136
27570	6506	5846
27571	7124	5846
27572	6286	5846
27573	7709	33136
27574	6589	33137
27575	6588	33137
27576	7124	33137
27577	6286	33137
27578	6506	33137
27579	6506	33138
27580	7124	33138
27581	6286	33138
27582	6506	33139
27583	7124	33139
27584	6589	33139
27585	6588	33139
27586	6286	33139
27587	6589	33140
27588	6286	33140
27589	6588	33140
27590	7124	33140
27591	6506	33140
27592	6589	33141
27593	6588	33141
27594	6506	33141
27595	6286	33141
27596	7124	33141
27597	6589	33142
27598	6506	33142
27599	6588	33142
27600	7124	33142
27601	6286	33142
27602	7124	33143
27603	6506	33143
27604	6588	33143
27605	6286	33143
27606	6589	33143
27607	7712	33140
27608	7711	33139
27609	7711	33138
27610	7717	32828
27611	7718	12737
27612	7718	12681
27613	7718	4527
27614	7719	31304
27615	7719	31307
27616	7719	31305
27617	7719	5417
27618	7719	2478
27619	7719	186
27620	7720	32670
27622	7721	33144
27623	7722	33145
27624	7723	32561
27625	7724	29964
27626	7725	32578
27627	7727	32712
27628	7728	32681
27629	7726	32566
27630	1678	2785
27631	1741	29961
27632	1048	33146
27633	7528	32683
27634	7729	32711
27635	1230	32704
27636	1230	33148
27637	1272	32704
27638	1272	32705
27640	1642	32590
27641	1642	33148
27642	1230	32708
27643	1272	33152
27644	7730	32708
27645	7730	32704
27646	7730	33152
27647	1379	33154
27648	1377	33153
27649	1378	32589
27650	1377	32708
27651	7463	32602
27652	7463	32601
27653	7463	32655
27654	7463	32574
27655	7731	32888
27668	175	33159
27669	6410	33159
27670	6166	33159
27671	6410	33156
27672	6166	33156
27673	175	33156
27674	6166	33158
27675	175	33158
27676	6410	33158
27677	6410	33163
27678	175	33163
27679	6166	33163
27680	175	33164
27681	6410	33164
27682	6166	33164
27683	2332	33163
27684	1929	33158
27685	6410	33165
27686	6166	33165
27687	175	33165
27688	7732	33159
27689	2664	33164
27693	2511	33165
27694	6166	33167
27695	6410	33167
27696	175	33167
27697	6410	33157
27698	6166	33157
27699	175	33157
27700	2591	33157
27701	2512	33167
27707	2508	12983
27708	860	1265
27709	7124	33183
27710	7736	33183
27711	7124	33184
27712	5737	33184
27713	7225	3293
27714	7124	33185
27715	7124	33186
27716	7124	33187
27717	6834	701
27718	6834	2484
27719	674	29981
27720	674	29979
27721	7146	33188
27722	6454	29900
27723	7737	31578
27724	7737	31300
27725	7737	31577
27726	7737	31301
27727	7737	984
27728	7737	4030
27729	2575	4467
27733	6410	33191
27734	6166	33191
27735	175	33191
27743	7738	33191
27768	7598	32956
27769	7599	32955
27770	1831	32953
27771	6166	33195
27772	6410	33195
27773	175	33195
27774	7741	33195
27775	6166	33196
27776	6410	33196
27777	175	33196
27778	6410	7674
27779	175	7674
27780	6166	7674
27781	1470	7674
27782	6166	33190
27783	175	33190
27784	6410	33190
27785	6410	14102
27786	7595	14102
27787	175	14102
27788	6166	14102
27789	175	32951
27790	6410	32951
27791	7597	32951
27792	6166	32951
27793	175	32952
27794	7596	32952
27795	6410	32952
27796	6166	32952
27804	6410	14107
27805	175	14107
27806	6166	14107
27807	7594	14107
27808	6410	33199
27809	6166	33199
27810	175	33199
27811	764	33200
27812	6410	33200
27813	6166	33200
27814	175	33200
27815	175	33198
27816	6166	33198
27817	6410	33198
27818	7600	33198
27819	6410	33201
27820	6166	33201
27821	175	33201
27822	7742	33191
27823	7742	33190
27824	7743	33191
27825	7743	33190
27826	7745	31072
27827	7746	1805
27828	7747	11705
27829	286	33202
27830	286	11705
27831	286	11711
27832	286	29139
27833	3855	11715
27834	3855	11716
27835	7749	33204
27836	6226	3071
27837	6226	3721
27838	6226	3246
27845	6166	33206
27846	6410	33206
27847	6166	33207
27848	6410	33207
27849	6166	33208
27850	6410	33208
27851	6410	33209
27852	6166	33209
27853	6410	33210
27854	6166	33210
27855	6166	3496
27856	6410	3496
27857	6166	33211
27858	6410	33211
27859	6585	30122
27860	715	33212
27861	6585	30123
27862	7752	30123
27901	6410	33248
27902	6449	33248
27903	6166	33248
27904	7044	3492
27905	6166	12914
27906	6410	12914
27907	6448	12914
27909	7124	4882
27910	7124	1900
27911	6165	3256
27912	7124	3256
27913	6502	3256
27914	6298	29160
27915	6502	29160
27916	6165	29160
27917	7124	29160
27918	2461	3617
27919	6217	5075
27920	6218	33400
27921	6217	324
27922	6498	1647
27923	7124	1647
27924	7396	32465
27925	6542	32465
27928	7124	13111
27929	6498	13111
27930	7124	33403
27931	7124	12779
27932	7124	12774
27934	2341	33523
27935	7124	33523
27936	6284	33523
27937	6501	33523
27938	6282	33523
27939	2173	33523
27940	4919	33524
27941	7760	33525
27942	4707	6102
27943	4707	33527
27944	7761	33527
27945	4706	33526
27946	4706	33525
27947	4706	33524
27948	4718	14605
27949	4718	6100
27950	7763	6110
27951	7763	6104
27952	7763	15245
27953	7763	15247
27954	7763	6136
27955	7763	15246
27957	4586	15250
27958	4737	10311
27959	4589	6214
27960	4492	6208
27961	4492	6200
27962	4492	6207
27963	4637	6200
27964	4638	10306
27965	4644	10307
27966	4571	10310
27967	4570	6207
27968	4547	10312
27969	7764	10309
27977	6003	28396
27978	5992	28387
27979	6002	1796
27980	5999	28388
27982	1219	33592
27983	6011	33592
27984	6010	33592
27987	6011	33593
27988	6010	33593
27989	6011	33594
27990	5999	28400
27991	5999	1399
27992	5999	14241
27993	19	33596
27996	7768	1822
27997	7768	33601
27998	7768	33600
27999	7768	33602
28000	7768	4220
28001	7768	3123
28002	7768	371
28003	7768	3600
28004	7768	31651
28005	7768	3566
28006	7768	31652
28007	6784	33608
28008	6785	33609
28009	7768	33612
28010	7770	10237
28011	7770	1563
28012	7770	10239
28013	7770	1153
28014	7770	31519
28015	7770	4171
28016	7770	31516
28017	7770	31514
28018	7770	31518
28019	7770	31513
28020	7770	31515
28021	7770	3751
28022	7770	3925
28023	7770	36
28024	7770	602
28025	7770	5365
28026	7770	2564
28027	7770	2893
28028	7770	129
28029	7770	10238
28030	7770	5187
28031	7770	2975
28032	7770	4283
28033	7770	2780
28034	7770	2299
28035	7770	3681
28036	7770	4051
28037	7770	4520
28038	7770	5335
28039	7770	1903
28040	7770	359
28041	7770	674
28042	7770	1120
28043	7770	4471
28044	7770	599
28048	7124	33622
28050	7124	1004
28051	7124	33625
28052	7124	33626
28053	7124	33627
28054	7273	33627
28055	7124	33628
28056	7124	33629
28057	7124	33631
28058	7124	33632
28059	7124	33633
28060	7124	33634
28061	7124	33635
28062	7124	33636
28063	7124	33637
28064	7539	3180
28065	7124	33646
28066	6410	33653
28067	6449	33653
28068	6166	33653
28069	6166	33654
28070	6449	33654
28071	6410	33654
28072	7783	1128
28073	7783	2192
28074	7783	4148
28075	7783	31692
28076	6410	33655
28077	6166	33655
28078	6449	33655
28082	7784	1346
28084	6449	5850
28085	7784	5850
28086	6410	5850
28087	6166	5850
28088	7784	33653
28089	6448	33657
28090	6410	33657
28091	6166	33657
28092	6410	33658
28093	6448	33658
28094	6166	33658
28095	7785	2194
28096	7785	12896
28097	7785	12895
28098	7785	4796
28099	7785	33654
28100	7785	5844
28101	6315	33659
28102	6428	33660
28103	6410	33660
28104	6166	33660
28105	6447	33661
28106	6445	33662
28107	2858	33663
28108	6962	33664
28109	1607	33664
28110	1609	33664
28111	7791	33664
28122	6165	33667
28123	7124	33667
28124	6502	33667
28125	613	33667
28126	6410	33667
28127	6405	33667
28150	6410	33672
28151	6165	33672
28152	1414	33672
28153	6405	33672
28154	7124	33672
28155	6502	33672
28156	6502	33673
28157	6405	33673
28158	6410	33673
28159	6165	33673
28160	1108	33673
28161	7124	33673
