metesdescriptiongisid	metesdescription	governmentshape
20528	7124	456
20529	7124	459
20531	7124	469
20532	7124	470
20533	7124	472
20534	7124	475
20535	7124	476
20536	7124	478
20537	7124	480
20538	7127	487
20539	7124	488
20540	7124	492
20541	7124	499
20542	7124	503
20543	7124	505
20544	7124	513
20545	7124	515
20547	7124	522
20548	7124	525
20549	7124	527
20550	7124	529
20551	7124	533
20552	7124	536
20553	7124	539
20554	7124	541
20556	7124	547
20557	7124	550
20558	7124	553
20559	7124	555
20560	7124	561
20561	7124	568
20562	7124	570
20563	7124	571
20564	7124	575
20565	7124	578
20566	7124	579
20567	7124	591
20568	7124	592
20569	7124	597
20570	7124	603
20571	7124	605
20572	7124	608
20574	7124	616
20575	7124	621
20576	7124	625
20577	7124	629
20578	7124	631
20579	7124	632
20580	7124	634
20581	7124	638
20583	7124	651
20584	7124	654
20585	7124	656
20586	7124	657
20587	7124	659
20588	7124	665
20589	7124	666
20590	7124	667
20591	7124	668
20592	7124	669
20593	7124	671
20594	7124	673
20595	7124	678
20596	7124	681
20597	7124	684
20598	7124	691
20599	7124	697
20600	7124	698
20601	7124	701
20602	7124	711
20603	7124	712
20605	7124	717
20606	7124	724
20607	7124	730
20608	7124	735
20609	7124	737
20610	7124	741
20611	7124	745
20613	7124	748
20614	7124	752
20615	7124	770
20616	7124	771
20617	7124	773
20618	7124	784
20619	7124	786
20620	7124	791
20622	7124	806
20623	7124	809
20624	7124	815
20626	7124	830
20627	7124	831
20628	7124	832
20629	7124	836
20630	7124	839
20631	7124	844
20632	7124	847
20633	7124	849
20634	7124	855
20635	7124	857
20636	7124	861
20638	7124	864
20639	7124	867
20640	7124	873
20641	7124	876
20642	7124	877
20643	7124	881
20645	7124	917
20646	7124	918
20647	7124	919
20648	7124	921
20649	7124	923
20650	7124	928
20651	7124	929
20652	7124	930
20653	7124	931
20654	7124	933
20655	7124	960
20656	7124	961
20657	7124	963
20658	7124	964
20659	7124	966
20660	7124	967
20661	7124	969
20662	7124	971
20663	7124	972
20664	7124	974
20665	7124	975
20666	7124	976
20667	7124	980
20668	7124	984
20669	7124	987
20670	7124	991
20671	7124	995
20672	7127	998
20673	7124	1000
20675	7127	1006
20676	7124	1009
20677	7124	1010
20678	7124	1011
20681	7124	1020
20682	7124	1022
20683	7124	1029
20684	7124	1032
20685	7124	1035
20686	7124	1040
20687	7124	1041
20688	7124	1043
20689	7124	1044
20690	7124	1047
20692	7124	1055
20693	7124	1056
20694	7124	1071
20696	7124	1078
20697	7124	1080
20698	7124	1085
20699	7124	1086
20700	7124	1088
20701	7124	1089
20702	7124	1090
20703	7124	1091
20704	7124	1093
20705	7124	1096
20706	7124	1103
20707	7124	1105
20708	7124	1114
20709	7124	1116
20710	7124	1118
20711	7124	1124
20712	7124	1129
20713	7124	1135
20714	7124	1138
20716	7124	1145
20717	7124	1146
20718	7124	1151
20719	7124	1155
20720	7124	1156
20721	7124	1169
20722	7124	1173
20723	7124	1174
20724	7124	1178
20725	7124	1186
20726	7124	1187
20727	7124	1191
20728	7124	1192
20729	7124	1194
20730	7124	1200
20731	7124	1201
20732	7124	1205
20733	7124	1209
20734	7124	1213
20735	7124	1214
20736	7124	1216
20737	7124	1218
20738	7124	1222
20739	7124	1229
20740	7124	1231
20741	7124	1233
20742	7124	1234
20743	7124	1239
20744	7124	1241
20745	7124	1258
20746	7124	1260
20747	7124	1262
20748	7127	1266
20749	7124	1278
20750	7124	1282
20751	7124	1283
20752	7124	1284
20753	7124	1286
20754	7124	1287
20755	7124	1289
20756	7124	1292
20757	7124	1299
20758	7124	1305
20759	7124	1306
20760	7124	1308
20762	7124	1314
20763	7124	1316
20764	7124	1329
20765	7124	1330
20766	7124	1332
20767	7124	1335
20768	7124	1338
20769	7124	1339
20770	7124	1341
20772	7124	1345
20773	7124	1359
20774	7124	1372
20775	7124	1386
20776	7127	1389
20777	7124	1391
20778	7124	1401
20779	7124	1403
20780	7124	1412
20781	7124	1417
20782	7124	1419
20783	7124	1427
20784	7124	1431
20786	7124	1438
20787	7124	1440
20788	7124	1441
20789	7124	1445
20790	7124	1447
20791	7124	1451
20792	7124	1453
20793	7124	1456
20794	7124	1457
20795	7124	1458
20796	7124	1459
20797	7124	1461
20798	7124	1465
20799	7124	1468
20800	7124	1475
20801	7124	1481
20802	7124	1482
20803	7124	1489
20804	7124	1492
20806	7124	1499
20807	7124	1501
20809	7124	1512
20810	7124	1518
20811	7124	1530
20812	7124	1535
20813	7124	1537
20814	7124	1546
20815	7124	1549
20816	7124	1550
20817	7124	1551
20818	7124	1552
20819	7124	1560
20820	7124	1561
20821	7124	1567
20822	7124	1576
20823	7124	1577
20824	7124	1579
20826	7124	1584
20827	7124	1586
20828	7124	1588
20829	7124	1591
20830	7124	1596
20831	7124	1599
20832	7124	1601
20833	7124	1603
20834	7124	1604
20835	7124	1613
20836	7124	1624
20838	7124	1629
20839	7124	1631
20840	7124	1632
20841	7124	1641
20842	7124	1646
20844	7124	1651
20845	7124	1655
20846	7124	1661
20848	7124	1669
20849	7124	1671
20850	7124	1674
20851	7124	1676
20852	7124	1680
20853	7124	1690
20854	7124	1692
20855	7124	1697
20856	7124	1700
20857	7124	1702
20858	7124	1716
20859	7124	1719
20860	7124	1720
20861	7124	1724
20862	7124	1725
20863	7124	1728
20864	7124	1732
20865	7124	1736
20866	7124	1737
20867	7124	1741
20868	7124	1742
20869	7124	1754
20870	7124	1755
20871	7124	1763
20872	7124	1769
20873	7124	1771
20874	7124	1775
20875	7124	1778
20876	7124	1787
20877	7124	1788
20879	7124	1803
20880	7124	1807
20881	7124	1808
20882	7124	1810
20883	7124	1811
20884	7124	1812
20885	7124	1821
20886	7124	1827
20887	7124	1831
20888	7124	1834
20889	7124	1839
20890	7124	1840
20891	7124	1845
20892	7124	1847
20893	7124	1849
20894	7124	1851
20895	7124	1854
20896	7124	1855
20897	7124	1860
20898	7124	1861
20899	7124	1863
20900	7124	1864
20901	7124	1867
20902	7124	1868
20903	7124	1869
20904	7124	1871
20905	7124	1886
20907	7124	1895
20908	7124	1896
20909	7124	1897
20910	7124	1898
20912	7124	1909
20913	7124	1915
20914	7124	1921
20915	7124	1924
20916	7124	1927
20917	7127	1928
20918	7124	1929
20919	7124	1930
20920	7124	1933
20921	7124	1934
20922	7124	1936
20923	7124	1937
20924	7124	1940
20926	7124	1947
20927	7124	1948
20928	7124	1949
20929	7124	1955
20930	7124	1968
20931	7124	1969
20932	7124	1970
20933	7124	1976
20934	7124	1977
20935	7124	1979
20936	7124	1980
20937	7124	1986
20938	7124	1987
20939	7124	1988
20940	7124	1989
20941	7124	2002
20942	7124	2003
20943	7124	2008
20944	7124	2013
20945	7124	2014
20946	7124	2024
20947	7124	2030
20948	7124	2031
20949	7124	2032
20950	7124	2035
20951	7124	2037
20952	7124	2039
20953	7124	2043
20954	7124	2045
20955	7127	2060
20956	7124	2061
20957	7124	2066
20958	7124	2067
20960	7124	2081
20961	7124	2083
20962	7124	2093
20963	7124	2106
20964	7124	2109
20965	7124	2114
20966	7124	2116
20967	7124	2117
20968	7124	2118
20969	7124	2119
20970	7124	2137
20971	7124	2140
20972	7124	2144
20974	7124	2146
20976	7124	2151
20977	7124	2156
20978	7124	2157
20979	7124	2158
20980	7124	2159
20982	7124	2163
20983	7124	2164
20984	7124	2173
20985	7124	2174
20986	7124	2177
20987	7124	2182
20988	7124	2184
20989	7124	2186
20990	7124	2195
20991	7124	2198
20992	7124	2199
20993	7124	2203
20994	7124	2209
20995	7124	2210
20996	7124	2213
20997	7124	2214
20998	7124	2215
20999	7124	2227
21000	7124	2228
21001	7124	2230
21002	7124	2233
21003	7124	2235
21004	7124	2237
21005	7124	2240
21007	7124	2246
21008	7124	2252
21009	7124	2253
21010	7124	2262
21011	7124	2263
21012	7124	2268
21013	7124	2271
21014	7124	2274
21015	7124	2276
21016	7124	2281
21017	7124	2284
21018	7124	2288
21019	7124	2291
21020	7124	2294
21021	7124	2295
21022	7124	2309
21023	7124	2310
21024	7124	2311
21025	7124	2314
21026	7124	2316
21027	7124	2321
21029	7124	2329
21030	7124	2332
21031	7124	2333
21032	7124	2336
21033	7124	2338
21034	7124	2340
21035	7124	2345
21036	7124	2346
21037	7124	2348
21038	7124	2362
21039	7124	2364
21040	7124	2367
21041	7124	2368
21042	7124	2369
21043	7124	2373
21044	7124	2384
21045	7124	2385
21047	7124	2388
21048	7124	2389
21049	7124	2392
21050	7124	2394
21051	7124	2400
21052	7124	2405
21053	7124	2407
21054	7124	2408
21055	7124	2413
21057	7124	2420
21058	7124	2424
21059	7124	2434
21060	7124	2437
21061	7124	2440
21062	7124	2442
21063	7124	2447
21064	7124	2449
21066	7124	2455
21067	7124	2456
21068	7124	2458
21069	7124	2462
21070	7124	2478
21071	7124	2480
21072	7124	2484
21073	7124	2485
21074	7124	2486
21075	7124	2492
21076	7124	2495
21077	7124	2498
21078	7124	2500
21079	7124	2501
21080	7124	2502
21081	7124	2505
21082	7124	2510
21083	7124	2516
21084	7124	2519
21085	7124	2520
21086	7124	2525
21087	7124	2532
21088	7124	2535
21089	7124	2544
21090	7124	2545
21091	7124	2554
21092	7124	2555
21093	7124	2556
21094	7124	2558
21095	7124	2559
21096	7124	2562
21097	7124	2565
21098	7124	2566
21099	7124	2569
21100	7124	2570
21101	7124	2582
21102	7124	2586
21103	7124	2588
21104	7124	2589
21105	7124	2590
21106	7124	2594
21107	7124	2595
21108	7124	2597
21109	7124	2600
21110	7124	2617
21111	7124	2619
21112	7124	2624
21113	7124	2632
21114	7124	2642
21115	7124	2646
21117	7124	2651
21118	7124	2652
21119	7124	2655
21120	7124	2656
21121	7124	2657
21122	7124	2661
21124	7124	2663
21125	7124	2674
21126	7124	2675
21127	7124	2676
21128	7124	2684
21129	7124	2686
21130	7124	2689
21131	7124	2690
21132	7124	2696
21135	7124	2702
21136	7124	2706
21138	7124	2711
21139	7124	2720
21140	7124	2722
21141	7124	2723
21142	7124	2725
21144	7124	2728
21145	7124	2732
21146	7124	2735
21148	7124	2744
21149	7124	2746
21150	7124	2749
21151	7124	2750
21152	7124	2758
21153	7124	2759
21154	7124	2760
21155	7127	2761
21156	7124	2762
21157	7124	2764
21158	7124	2767
21159	7124	2771
21160	7124	2775
21161	7124	2784
21162	7124	2786
21163	7124	2789
21164	7124	2794
21165	7124	2799
21166	7124	2802
21167	7124	2805
21168	7124	2809
21169	7124	2814
21170	7124	2816
21171	7124	2817
21172	7124	2843
21173	7124	2851
21174	7124	2855
21175	7124	2856
21176	7124	2860
21177	7124	2861
21178	7124	2866
21179	7124	2870
21180	7124	2874
21181	7124	2877
21182	7124	2881
21184	7124	2884
21185	7124	2885
21186	7124	2890
21187	7124	2892
21189	7124	2910
21190	7124	2916
21192	7124	2928
21193	7124	2929
21194	7124	2931
21195	7124	2933
21196	7124	2937
21197	7124	2939
21198	7124	2940
21199	7124	2942
21200	7124	2946
21201	7124	2960
21202	7124	2962
21203	7124	2972
21204	7124	2976
21205	7124	2979
21206	7124	2983
21207	7124	2984
21209	7124	2996
21210	7124	3008
21211	7124	3011
21212	7124	3017
21213	7124	3018
21214	7124	3024
21215	7124	3027
21216	7124	3031
21217	7124	3032
21218	7124	3033
21219	7124	3041
21220	7124	3044
21221	7127	3045
21222	7124	3046
21223	7124	3053
21224	7124	3055
21225	7124	3056
21226	7124	3058
21227	7124	3059
21228	7124	3061
21229	7124	3065
21230	7124	3070
21231	7124	3075
21232	7124	3076
21233	7124	3081
21234	7124	3083
21235	7124	3086
21236	7124	3088
21238	7124	3096
21239	7124	3100
21240	7124	3111
21241	7124	3135
21242	7124	3136
21243	7124	3138
21244	7124	3141
21245	7124	3146
21246	7124	3150
21247	7124	3151
21248	7124	3154
21249	7124	3160
21250	7124	3162
21251	7124	3165
21252	7124	3167
21253	7124	3169
21254	7124	3170
21255	7124	3191
21256	7124	3197
21257	7124	3201
21258	7124	3208
21259	7124	3216
21260	7124	3218
21261	7124	3220
21262	7124	3221
21263	7124	3222
21265	7124	3228
21266	7124	3229
21267	7124	3237
21268	7124	3238
21269	7124	3247
21270	7124	3249
21271	7124	3252
21272	7124	3254
21274	7124	3259
21275	7124	3265
21276	7124	3272
21277	7124	3276
21278	7124	3277
21279	7124	3280
21280	7124	3285
21281	7124	3286
21282	7127	3290
21283	7124	3293
21284	7124	3298
21285	7124	3301
21286	7124	3303
21287	7124	3305
21288	7124	3307
21289	7124	3309
21290	7124	3310
21291	7124	3324
21292	7124	3329
21293	7124	3331
21294	7124	3337
21295	7124	3344
21296	7124	3347
21297	7124	3354
21298	7124	3355
21299	7124	3371
21300	7124	3376
21302	7124	3389
21303	7124	3402
21304	7124	3403
21305	7124	3404
21306	7124	3406
21307	7124	3409
21308	7124	3410
21309	7124	3413
21310	7124	3420
21311	7124	3424
21312	7124	3426
21313	7124	3431
21314	7124	3432
21315	7124	3433
21316	7124	3434
21317	7124	3435
21318	7124	3436
21319	7124	3437
21320	7124	3439
21321	7124	3444
21322	7124	3451
21323	7124	3452
21324	7124	3459
21325	7124	3465
21326	7124	3476
21327	7124	3477
21328	7124	3482
21329	7124	3488
21330	7124	3489
21331	7124	3494
21332	7124	3502
21333	7124	3505
21334	7124	3509
21335	7124	3513
21336	7124	3516
21337	7124	3517
21338	7124	3524
21339	7124	3527
21340	7124	3528
21341	7124	3529
21342	7124	3532
21343	7124	3535
21345	7124	3544
21346	7124	3547
21347	7124	3548
21348	7124	3552
21349	7124	3558
21350	7124	3565
21351	7124	3568
21352	7124	3569
21353	7124	3570
21354	7124	3573
21355	7124	3575
21357	7124	3584
21358	7124	3589
21359	7124	3594
21360	7124	3604
21361	7124	3605
21362	7124	3614
21363	7124	3621
21364	7124	3622
21365	7124	3623
21367	7124	3626
21368	7124	3630
21369	7124	3636
21370	7124	3642
21371	7124	3644
21372	7124	3647
21374	7124	3652
21375	7124	3654
21376	7124	3655
21377	7124	3656
21378	7124	3658
21379	7124	3671
21380	7124	3672
21381	7124	3675
21382	7124	3684
21383	7124	3685
21384	7124	3692
21385	7124	3696
21386	7124	3700
21387	7124	3704
21389	7124	3712
21390	7124	3713
21391	7124	3715
21392	7124	3723
21393	7124	3727
21394	7124	3728
21395	7124	3737
21396	7124	3743
21397	7124	3750
21398	7124	3754
21399	7124	3762
21401	7124	3777
21402	7124	3782
21403	7124	3784
21404	7124	3792
21405	7124	3796
21406	7124	3797
21407	7124	3798
21408	7124	3799
21409	7124	3800
21410	7124	3802
21411	7124	3803
21412	7124	3804
21413	7124	3806
21414	7124	3812
21415	7124	3813
21416	7124	3816
21418	7124	3822
21419	7124	3830
21420	7124	3833
21421	7124	3838
21422	7124	3847
21423	7124	3848
21424	7124	3849
21425	7124	3851
21426	7124	3852
21427	7124	3860
21428	7124	3863
21429	7124	3864
21430	7124	3870
21431	7124	3874
21432	7124	3876
21433	7124	3883
21434	7124	3886
21435	7124	3894
21436	7124	3895
21437	7124	3896
21438	7124	3911
21440	7124	3916
21441	7124	3919
21442	7124	3923
21443	7124	3924
21444	7124	3927
21445	7124	3930
21446	7124	3932
21447	7124	3934
21448	7124	3937
21449	7124	3940
21450	7124	3943
21451	7124	3946
21452	7124	3947
21453	7124	3953
21454	7124	3961
21455	7124	3963
21456	7124	3964
21457	7124	3967
21458	7124	3973
21459	7124	3983
21460	7124	3988
21461	7124	3992
21462	7124	3994
21463	7124	4000
21464	7124	4004
21465	7124	4006
21466	7124	4007
21467	7124	4014
21468	7124	4017
21469	7124	4019
21470	7124	4020
21471	7124	4024
21472	7124	4027
21473	7124	4030
21474	7124	4035
21475	7124	4046
21476	7124	4049
21477	7124	4050
21478	7124	4054
21479	7124	4058
21480	7124	4059
21482	7124	4067
21483	7124	4068
21484	7124	4070
21485	7124	4073
21486	7124	4079
21487	7124	4081
21488	7124	4086
21489	7124	4091
21490	7124	4094
21491	7124	4096
21492	7124	4102
21493	7124	4103
21494	7124	4105
21495	7124	4111
21496	7124	4112
21497	7124	4113
21498	7124	4114
21499	7124	4115
21500	7124	4117
21501	7124	4118
21502	7124	4119
21503	7124	4122
21504	7124	4125
21505	7124	4133
21506	7124	4135
21507	7124	4138
21508	7124	4140
21509	7124	4141
21510	7124	4144
21511	7124	4155
21512	7124	4157
21513	7124	4158
21514	7124	4161
21515	7124	4162
21516	7124	4168
21517	7124	4172
21518	7124	4187
21519	7124	4197
21520	7124	4200
21521	7124	4205
21522	7124	4209
21523	7124	4210
21524	7124	4215
21525	7124	4216
21526	7124	4217
21527	7124	4222
21528	7124	4223
21529	7124	4224
21530	7124	4226
21531	7124	4228
21532	7124	4232
21533	7124	4235
21534	7124	4236
21535	7124	4243
21537	7124	4251
21538	7124	4256
21539	7124	4258
21540	7124	4259
21541	7124	4264
21542	7124	4267
21543	7124	4269
21544	7124	4270
21545	7124	4275
21546	7124	4276
21547	7124	4278
21548	7124	4284
21549	7124	4286
21550	7124	4288
21551	7124	4289
21552	7124	4292
21553	7124	4293
21554	7124	4298
21555	7124	4300
21556	7124	4317
21557	7124	4320
21558	7124	4331
21559	7124	4333
21560	7124	4334
21561	7124	4336
21562	7124	4340
21563	7124	4344
21564	7124	4345
21565	7124	4349
21566	7124	4354
21567	7124	4369
21568	7124	4370
21570	7127	4377
21571	7124	4378
21572	7124	4383
21574	7124	4388
21575	7124	4390
21576	7124	4393
21577	7124	4395
21578	7124	4408
21579	7124	4412
21580	7124	4416
21581	7124	4431
21582	7124	4433
21583	7124	4435
21584	7124	4439
21585	7124	4441
21586	7124	4444
21587	7124	4458
21588	7124	4463
21589	7124	4464
21590	7124	4467
21591	7124	4468
21592	7124	4474
21593	7124	4477
21594	7124	4478
21595	7124	4479
21596	7124	4484
21597	7124	4485
21599	7124	4487
21600	7124	4488
21601	7124	4490
21602	7124	4498
21603	7124	4500
21604	7124	4501
21605	7124	4503
21606	7124	4504
21607	7124	4507
21608	7124	4517
21609	7124	4518
21610	7124	4519
21611	7124	4521
21612	7124	4522
21613	7124	4528
21614	7124	4533
21615	7124	4536
21616	7124	4539
21617	7124	4545
21618	7124	4546
21619	7124	4549
21620	7124	4555
21622	7124	4560
21623	7124	4561
21624	7124	4565
21625	7124	4572
21626	7124	4578
21627	7124	4580
21628	7124	4587
21629	7124	4591
21631	7124	4594
21632	7124	4597
21633	7124	4619
21634	7124	4621
21635	7124	4623
21636	7124	4626
21637	7124	4634
21638	7124	4635
21639	7124	4639
21640	7124	4640
21641	7124	4641
21642	7124	4643
21643	7124	4647
21644	7124	4649
21645	7124	4654
21646	7124	4663
21647	7124	4669
21648	7124	4670
21649	7124	4673
21650	7124	4674
21651	7124	4675
21652	7124	4689
21653	7124	4694
21655	7124	4711
21656	7124	4718
21657	7124	4725
21658	7124	4741
21659	7124	4743
21660	7124	4744
21661	7124	4747
21662	7124	4752
21663	7124	4756
21664	7124	4757
21665	7124	4764
21666	7124	4766
21667	7124	4782
21668	7124	4786
21669	7124	4788
21670	7124	4791
21671	7124	4792
21672	7124	4795
21673	7124	4802
21674	7124	4803
21675	7124	4804
21676	7124	4824
21677	7124	4826
21678	7124	4829
21679	7124	4835
21680	7124	4839
21681	7124	4840
21682	7124	4844
21683	7124	4845
21684	7124	4848
21685	7124	4853
21686	7124	4859
21688	7124	4865
21689	7124	4876
21690	7124	4879
21691	7124	4881
21693	7124	4883
21694	7124	4886
21696	7124	4891
21697	7124	4894
21698	7124	4899
21699	7124	4900
21700	7124	4905
21701	7124	4907
21702	7124	4913
21703	7124	4920
21704	7124	4927
21705	7124	4930
21706	7124	4931
21708	7124	4934
21709	7124	4953
21710	7124	4955
21711	7124	4957
21712	7124	4958
21713	7124	4961
21714	7124	4962
21715	7124	4966
21716	7124	4970
21717	7124	4972
21718	7124	4974
21719	7124	4975
21720	7124	4983
21721	7124	4990
21722	7124	4997
21724	7124	5010
21725	7124	5013
21726	7124	5014
21727	7124	5024
21728	7124	5025
21729	7124	5026
21730	7124	5028
21731	7124	5029
21732	7124	5032
21733	7124	5033
21734	7124	5048
21735	7124	5049
21736	7124	5053
21737	7124	5055
21738	7124	5058
21739	7124	5060
21740	7124	5061
21741	7124	5063
21742	7124	5064
21743	7124	5065
21744	7124	5066
21745	7124	5068
21746	7124	5069
21747	7124	5072
21748	7124	5085
21749	7124	5086
21750	7124	5087
21751	7124	5088
21752	7124	5091
21753	7127	5097
21754	7124	5098
21755	7124	5104
21756	7124	5108
21757	7124	5112
21758	7124	5113
21759	7124	5118
21760	7124	5121
21761	7124	5123
21762	7124	5126
21763	7124	5127
21764	7124	5128
21765	7124	5132
21766	7124	5133
21767	7124	5136
21769	7124	5141
21770	7124	5143
21771	7124	5148
21772	7124	5150
21773	7124	5151
21774	7124	5153
21775	7124	5159
21777	7124	5161
21778	7124	5164
21779	7124	5172
21780	7124	5173
21781	7124	5176
21782	7124	5177
21783	7124	5180
21784	7124	5182
21786	7124	5184
21787	7127	5185
21788	7124	5186
21789	7124	5191
21790	7124	5193
21791	7124	5197
21792	7127	5199
21793	7124	5209
21794	7124	5216
21795	7124	5220
21796	7124	5240
21797	7124	5248
21798	7124	5252
21799	7124	5253
21800	7124	5256
21801	7124	5259
21802	7124	5260
21803	7124	5261
21804	7124	5265
21806	7124	5271
21807	7124	5274
21808	7124	5275
21809	7124	5277
21810	7124	5278
21812	7124	5281
21813	7124	5282
21814	7124	5283
21815	7124	5288
21816	7124	5298
21817	7124	5301
21818	7124	5302
21819	7124	5310
21820	7124	5314
21821	7124	5317
21822	7124	5322
21823	7124	5326
21824	7124	5327
21825	7124	5329
21826	7124	5333
21827	7124	5334
21828	7124	5338
21829	7124	5342
21831	7124	5348
21832	7124	5350
21834	7124	5357
21835	7124	5358
21836	7124	5359
21837	7124	5362
21838	7124	5372
21840	7124	5374
21842	7124	5389
21843	7124	5391
21845	7124	5399
21846	7124	5401
21847	7124	5415
21848	7124	5417
21849	7124	5420
21850	7124	5422
21851	7124	5425
21852	7124	5427
21853	7124	5428
21854	7124	5429
21855	7124	5435
21856	7124	5439
21857	7124	5443
21859	7124	5446
21860	7124	5452
21861	7124	5453
21863	7124	5468
21864	7124	5479
21866	7124	5482
21867	7124	5487
21868	7124	5494
21869	7124	5496
21870	7124	5500
21871	7124	5503
21872	7124	5504
21873	7124	5507
21874	7124	5519
21876	7124	5527
21877	7124	5529
21878	7124	5530
21879	7124	5539
21880	7124	5541
21881	7124	5542
21882	7124	5554
21883	7124	5556
21884	7124	5557
21885	7124	5559
21886	7124	5561
21887	7124	5562
21888	7124	5587
21889	7124	5589
21890	7124	5594
21891	7124	5595
21892	7124	5596
21893	7124	5597
21894	7124	5599
21895	7124	5600
21896	7124	5604
21897	7124	5612
21898	7124	5621
21899	7124	5622
21900	7124	5626
21901	7124	5627
21902	7124	5632
21903	7124	5633
21905	7124	5639
21906	7124	5640
21907	7124	5641
21908	7124	5642
21909	7124	5646
21910	7124	5647
21912	7124	5660
21913	7124	5662
21914	7124	5663
21915	7124	5664
21916	7124	5665
21917	7124	5667
21918	7124	5669
21919	7124	5671
21921	7124	5684
21922	7124	5686
21923	7124	5692
21924	7124	5698
21925	7124	5699
21926	7124	5700
21928	7124	5710
21929	7124	5712
21930	7124	5714
21931	7124	5716
21933	7124	5719
21934	7124	5727
21935	7124	5734
21936	7124	5740
21937	7124	5743
21938	7124	5746
21939	7124	5747
21940	7124	5750
21941	7124	5752
21942	7124	5757
21943	7124	5758
21944	7127	5774
21945	7124	5775
21946	7124	5778
21947	7124	5780
21948	7124	5785
21949	7124	5786
21950	7124	5790
21951	7124	5792
21952	7124	5795
21953	7124	5799
21954	7124	5804
21955	7124	5808
21956	7124	5809
21958	7124	5817
21959	7124	5820
21960	7124	5821
21961	7124	5823
21962	7124	5824
21963	7124	5830
21964	7127	5836
21965	7124	5838
21966	7124	5839
21967	7124	5845
21969	7124	5848
21970	7124	5852
21971	7124	5860
21972	7124	5861
21973	7124	5863
21974	7124	5864
21975	7124	5869
21976	7124	5870
21977	7124	5876
21978	7124	5881
21979	7124	5888
21980	7124	5893
21981	7124	5895
21982	7124	5896
21983	7124	5898
21984	7124	5900
21985	7124	5901
21986	7124	5905
21987	7124	5907
21988	7124	5908
21989	7124	5910
21990	7124	5911
21991	7124	5914
21992	7124	5924
21993	7124	5929
21994	7124	5932
21995	7124	5939
21996	7124	6630
21997	7124	6633
21998	7124	6634
21999	7124	6642
22000	7124	6643
22001	7124	6644
22002	7124	6674
22003	7124	6704
22004	7124	6705
22005	7124	6706
22006	7124	6707
22007	7124	6708
22008	7124	7630
22009	7124	7649
22010	7124	7650
22011	7124	7651
22012	7124	7654
22013	7124	7655
22014	7124	7656
22015	7124	7657
22016	7124	7658
22017	7124	7660
22018	7124	7661
22019	7124	10339
22020	7124	10445
22021	7124	10446
22022	7124	10447
22023	7124	10449
22024	7124	10451
22025	7124	10453
22026	7124	10454
22027	7124	10455
22028	7124	10456
22029	7124	10458
22030	7124	10459
22031	7124	10460
22032	7124	10461
22033	7124	10462
22034	7124	10463
22035	7124	10464
22036	7124	10465
22037	7124	10466
22038	7124	10467
22039	7124	10468
22040	7124	10469
22041	7124	10475
22042	7124	10476
22043	7124	10477
22044	7124	10485
22045	7124	10488
22046	7124	10489
22047	7124	10490
22048	7124	10496
22049	7124	10499
22050	7124	10501
22051	7124	10504
22053	7124	10506
22054	7124	10507
22055	7124	10508
22056	7124	10509
22057	7124	10510
22058	7124	10511
22059	7124	10513
22062	7124	11724
22065	7124	11727
22067	7124	11729
22068	7124	11733
22069	7124	11734
22070	7124	11748
22071	7124	11749
22072	7124	11750
22073	7124	11751
22074	7124	11752
22075	7124	11754
22076	7124	11755
22077	7124	11756
22078	7124	11757
22079	7124	11758
22080	7124	11759
22081	7124	11760
22082	7124	11761
22083	7124	11767
22084	7124	11770
22085	7124	11771
22086	7124	11816
22087	7124	11819
22088	7124	11820
22089	7124	11821
22090	7124	11822
22091	7124	11823
22092	7124	11830
22093	7124	11832
22094	7124	11833
22095	7124	11834
22096	7124	11837
22097	7124	11838
22098	7124	11839
22099	7124	11840
22100	7124	11841
22101	7124	11842
22102	7124	11844
22103	7124	12015
22104	7124	12099
22105	7124	12101
22106	7124	12105
22107	7124	12106
22108	7124	12134
22109	7124	12135
22110	7124	12143
22111	7124	12170
22112	7124	12175
22113	7124	12176
22114	7124	12177
22115	7124	12178
22116	7124	12179
22117	7124	12180
22118	7124	12182
22119	7124	12183
22120	7124	12185
22121	7124	12186
22122	7124	12187
22123	7124	12188
22124	7124	12189
22125	7124	12190
22126	7124	12226
22127	7124	12227
22128	7124	12228
22129	7124	12234
22131	7124	12241
22132	7124	12242
22133	7124	12243
22134	7124	12244
22135	7124	12245
22136	7124	12328
22137	7124	12330
22138	7124	12331
22139	7124	12332
22140	7124	12333
22141	7124	12334
22142	7124	12336
22143	7124	12337
22144	7124	12338
22145	7124	12339
22146	7124	12369
22147	7124	12380
22148	7124	12381
22149	7124	12441
22150	7124	12442
22152	7124	12445
22153	7124	12446
22154	7124	12447
22155	7124	12449
22156	7124	12450
22157	7124	12451
22158	7124	12453
22159	7124	12454
22161	7124	12456
22162	7124	12457
22163	7124	12458
22164	7124	12459
22165	7124	12460
22166	7124	12461
22167	7124	12462
22168	7124	12463
22169	7124	12464
22170	7124	12465
22171	7124	12472
22172	7124	12473
22173	7124	12572
22174	7124	12575
22175	7124	12578
22176	7124	12579
22177	7124	12581
22178	7124	12582
22179	7124	12583
22180	7124	12646
22181	7124	12648
22182	7124	12649
22183	7124	12651
22184	7124	12652
22185	7124	12653
22186	7124	12655
22187	7124	12657
22188	7124	12741
22190	7124	12744
22191	7124	12746
22192	7124	12747
22193	7124	12748
22194	7124	12749
22195	7124	12751
22196	7124	12752
22197	7124	12753
22198	7124	12754
22199	7124	12755
22200	7124	12756
