lawsectioneventid	lawsection	event	lawsectioneventrelationship	lawsectioneventnotes
18846	3295	10476	direct	
18847	2584	10476	direct	
18848	2586	10480	direct	
18849	2603	10483	direct	
18850	2598	10485	direct	
18851	2592	10486	direct	
18852	2602	10488	direct	
18853	2607	10489	direct	
18854	2605	10490	direct	
18855	2596	10491	direct	
18856	2600	10494	direct	
18857	2597	10496	enabling	
18858	2590	10497	direct	
18859	2608	10499	direct	
18860	2595	10500	direct	
18861	2593	10502	direct	
18862	2618	10503	direct	
18863	2622	10505	direct	
18864	2601	10509	direct	
18865	2619	10510	direct	
18866	2616	10511	direct	
18867	2609	10513	direct	
18868	2613	10514	direct	
18869	2615	10515	direct	
18870	2424	10515	reference	
18871	2620	10516	direct	
18872	2611	10517	direct	
18873	2612	10519	direct	
18874	2617	10521	direct	
18875	2610	10522	direct	
18876	2628	10523	direct	
18877	2633	10524	direct	
18878	2637	10526	direct	
18879	2634	10527	direct	
18880	2632	10528	direct	
18881	2630	10530	direct	
18882	2640	10531	direct	
18883	2638	10532	direct	
18884	2636	10533	direct	
18885	2631	10534	direct	
18886	2629	10535	direct	
18887	2627	10536	direct	
18888	2639	10538	direct	
18889	2625	10539	direct	
18890	2635	10540	direct	
18891	2647	10544	direct	
18892	2646	10555	direct	
18893	2655	10545	direct	
18894	2653	10546	direct	
18895	2649	10548	direct	
18896	2641	10549	direct	
18897	2642	10550	enabling	
18898	2643	10551	direct	
18899	2650	10552	direct	
18900	3548	11620	indirect	
18901	3550	11620	indirect	
18902	3549	11620	indirect	
18903	3547	11620	indirect	
18904	3552	11620	indirect	
18905	3551	11620	indirect	
18906	2654	10553	direct	
18907	2648	10554	direct	
18908	2644	10556	enabling	
18909	2652	10557	direct	
18910	2666	10559	direct	
18911	2661	10560	direct	
18912	2663	10561	enabling	
18913	2665	10563	direct	
18914	2664	10564	enabling	
18915	2658	10568	enabling	
18916	2657	10569	direct	
18917	2660	10571	direct	
18918	2679	10574	direct	
18919	2667	10582	direct	
18920	2676	10584	direct	
18921	2668	10585	enabling	
18922	2681	10587	enabling	
18923	2673	10588	enabling	
18924	2672	10590	enabling	
18925	2689	10592	direct	
18926	2685	10594	direct	
18927	2683	10596	direct	
18928	2684	10598	direct	
18929	2688	10599	direct	
18930	2687	10602	direct	
18931	2696	10605	direct	
18932	2698	10607	direct	
18933	2694	10609	direct	
18934	2695	10610	enabling	
18935	2697	10611	direct	
18936	2693	10606	enabling	
18937	2691	10614	enabling	
18938	2692	10615	direct	
18939	2704	10617	enabling	
18940	2706	10618	direct	
18941	2702	10621	direct	
18942	2703	10622	enabling	
18943	2705	10623	direct	
18944	2700	10627	direct	
18945	2701	10628	direct	
18946	2707	10629	direct	
18947	2712	10632	direct	
18948	2710	10633	enabling	
18949	2711	10636	enabling	
18950	2708	10637	direct	
18951	2709	10638	direct	
18952	2715	10641	enabling	
18953	2719	10642	direct	
18954	2725	10643	direct	
18955	2720	10644	enabling	
18956	2714	10645	enabling	
18957	2724	10646	direct	
18958	2543	10646	reference	
18959	2721	10647	enabling	
18960	2716	10648	enabling	
18961	2718	10649	direct	
18962	2722	10650	enabling	
18963	2717	10651	enabling	
18964	2726	10653	direct	
18965	2713	10655	enabling	
18966	2723	10656	enabling	
18967	2733	10658	direct	
18968	2735	10661	enabling	
18969	2556	10661	reference	
18970	2730	10662	direct	
18971	2727	10665	enabling	
18972	2731	10667	enabling	
18973	2729	10669	enabling	
18974	2732	10670	enabling	
18975	2746	10675	enabling	
18976	2747	10676	direct	
18977	2740	10677	direct	
18978	2741	10678	direct	
18979	2739	10682	direct	
18980	2738	10683	direct	
18981	2748	10687	enabling	
18982	2683	10688	reference	
18983	2735	10688	reference	
18984	2749	10688	direct	
18985	2743	10692	direct	
18986	2744	10694	direct	
18987	2745	10697	enabling	
18988	2752	10701	direct	
18989	2756	10702	direct	
18990	2757	10703	direct	
18991	2754	10704	enabling	
18992	3143	10704	direct	
18993	2755	10705	direct	
18994	2758	10710	direct	
18995	2768	10712	enabling	
18996	2763	10713	enabling	
18997	2760	10719	direct	
18998	2771	10721	direct	
18999	2764	10724	enabling	
19000	2759	10725	direct	
19001	2769	10728	direct	
19002	2761	10731	direct	
19003	2767	10735	direct	
19004	2770	10736	enabling	
19005	2765	10739	direct	
19006	2779	10744	enabling	
19007	2777	10749	enabling	
19008	3178	10754	direct	
19009	2778	10754	enabling	
19010	2785	10759	enabling	
19011	2786	10760	direct	
19012	2798	10762	direct	
19013	2788	10762	enabling	
19014	2781	10764	enabling	
19015	2782	10768	enabling	
19016	3180	10768	direct	
19017	2787	10769	direct	
19018	2797	10777	direct	
19019	2791	10781	enabling	
19020	2793	10805	enabling	
19021	2794	10785	enabling	
19022	2795	10787	enabling	
19023	2796	10789	direct	
19024	2802	10796	enabling	
19025	2801	10800	enabling	
19026	2803	10807	direct	
19027	2799	10809	direct	
19028	2800	10810	direct	
19029	2813	10812	enabling	
19030	2810	10813	direct	
19031	3174	10814	direct	
19032	2816	10814	enabling	
19033	3175	10816	direct	
19034	2808	10816	enabling	
19035	2811	10818	enabling	
19036	2806	10819	enabling	
19037	2814	10820	enabling	
19038	3173	10821	direct	
19039	2812	10821	enabling	
19040	2809	10824	enabling	
19041	3522	10830	enabling	
19042	2807	10830	enabling	
19043	2817	10830	direct	
19044	2827	10832	direct	
19045	2824	10833	direct	
19046	2825	10840	enabling	
19047	2820	10841	enabling	
19048	2954	10841	direct	
19049	2822	10845	enabling	
19050	2823	10846	enabling	
19051	3177	10846	direct	
19052	2826	10847	direct	
19053	2837	10850	enabling	
19054	2843	10851	enabling	
19055	2844	10854	direct	
19056	2830	10856	direct	
19057	2833	10858	enabling	
19058	2835	10855	direct	
19059	2840	10860	enabling	
19060	2846	10861	direct	
19061	2831	10866	enabling	
19062	3216	10866	direct	
19063	2839	10867	enabling	
19064	2832	10870	direct	
19065	2764	10870	reference	
19066	2845	10872	enabling	
19067	2864	10878	direct	
19068	2858	10879	enabling	
19069	3153	10879	direct	
19070	2848	10880	enabling	
19071	2861	10882	direct	
19072	2850	10889	direct	
19073	2851	10894	enabling	
19074	2860	10896	direct	
19075	2854	10897	enabling	
19076	2849	10898	enabling	
19077	2863	10899	enabling	
19078	2859	10901	direct	
19079	2856	10902	direct	
19080	2873	10913	direct	
19081	2883	10918	direct	
19082	2886	10919	enabling	
19083	2885	10920	enabling	
19084	3135	10920	direct	
19085	2869	10924	enabling	
19086	2870	10928	direct	
19087	2872	10931	enabling	
19088	2868	10932	enabling	
19089	2906	10932	direct	
19090	2871	10934	direct	
19091	2876	10935	enabling	
19092	2893	10936	direct	
19093	2896	10938	enabling	
19094	2891	10941	direct	
19095	2894	10942	direct	
19096	3145	10943	direct	
19097	2895	10943	enabling	
19098	2892	10950	enabling	
19099	2890	10951	enabling	
19100	2904	10957	direct	
19101	2901	10958	enabling	
19102	3127	10958	direct	
19103	2903	10961	direct	
19104	2902	10962	enabling	
19105	3128	10962	direct	
19106	2899	10966	direct	
19107	2908	10973	direct	
19108	2905	10973	reference	
19109	2909	10974	direct	
19110	2905	10974	reference	
19111	3191	10976	direct	
19112	2917	10976	enabling	
19113	2907	10977	enabling	
19114	2935	10977	direct	
19115	2923	10985	direct	
19116	3160	10986	direct	
19117	2910	10986	enabling	
19118	3159	10989	direct	
19119	3162	10990	direct	
19120	2921	10990	enabling	
19121	2920	10996	direct	
19122	2928	11005	direct	
19123	2926	11011	enabling	
19124	2927	11019	direct	
19125	2934	11020	direct	
19126	2925	11023	direct	
19127	2931	11025	enabling	
19128	3189	11025	direct	
19129	2940	11036	enabling	
19130	2943	11036	direct	
19131	2938	11038	enabling	
19132	2631	11039	reference	
19133	2932	11039	reference	
19134	2939	11039	direct	
19135	2946	11049	direct	
19136	2945	11050	direct	
19137	2947	11057	direct	
19138	2948	11057	direct	
19139	2952	11066	direct	
19140	2962	11084	direct	
19141	2958	11085	direct	
19142	2960	11088	direct	
19143	2961	11091	direct	
19144	2966	11101	direct	
19145	2965	11101	direct	
19146	2967	11108	direct	
19147	3294	11108	reference	
19148	2977	11128	enabling	
19149	2980	11128	direct	
19150	2979	11139	enabling	
19151	2978	11143	enabling	
19152	2984	11152	direct	
19153	2983	11153	enabling	
19154	2985	11163	direct	
19155	2988	11166	enabling	
19156	2991	11166	direct	
19157	2992	11174	direct	
19158	2996	11193	direct	
19159	3000	11202	direct	
19160	2998	11208	direct	
19161	3001	11214	direct	
19162	3002	11226	direct	
19163	3006	11247	direct	
19164	3008	11260	direct	
19165	3011	11279	direct	
19166	3014	11284	direct	
19167	3018	11291	direct	
19168	3015	11302	direct	
19169	3016	11303	direct	
19170	3022	11312	direct	
19171	2577	11167	reference	
19172	2990	11167	direct	
19173	2577	10464	direct	
19174	2981	11146	direct	
19175	2933	11008	direct	
19176	2939	11003	reference	
19177	2932	11003	direct	
19178	2887	10907	direct	
19179	2878	10921	direct	
19180	2879	10921	direct	
19181	2862	10895	direct	
19182	2836	10859	direct	
19183	2728	10666	enabling	
19184	2734	10659	direct	
19185	2690	10601	direct	
19186	2513	10385	direct	
19187	2512	10399	direct	
19188	2404	10251	reference	
19189	2476	10251	direct	
19190	3044	10238	indirect	
19191	3044	10237	indirect	
19192	3260	10215	indirect	
19193	3259	10196	indirect	
19194	3037	10196	indirect	
19195	3258	10196	indirect	
19196	3036	10196	indirect	
19197	3037	10189	indirect	
19198	3258	10189	indirect	
19199	3036	10189	indirect	
19200	3005	11237	direct	
19201	3055	11567	indirect	
19202	3297	11567	indirect	
19203	3055	11579	indirect	
19204	3297	11579	indirect	
19205	3091	11317	enabling	
19206	3094	11535	direct	
19207	3096	11502	direct	
19208	3097	11500	direct	
19209	3098	11497	direct	
19210	3102	11439	enabling	
19211	3104	11421	direct	
19212	3105	11426	direct	
19213	3110	11407	direct	
19214	3108	11412	direct	
19215	3109	11410	direct	
19216	3111	11385	direct	
19217	3112	11619	enabling	
19218	3113	11383	direct	
19219	3116	11378	direct	
19220	3013	11283	direct	
19221	3117	11367	direct	
19222	3119	11347	direct	
19223	3297	11516	indirect	
19224	3055	11516	indirect	
19225	3123	11048	enabling	
19226	2944	11048	direct	
19227	3125	10964	direct	
19228	2834	10863	direct	
19229	3150	10798	indirect	
19230	3054	10798	indirect	
19231	3058	10798	indirect	
19232	3056	10798	indirect	
19233	3057	10798	indirect	
19234	2524	10424	direct	
19235	2465	10207	direct	
19236	3327	11169	indirect	
19237	3130	11169	direct	
19238	3007	11245	direct	
19239	3055	11245	indirect	
19240	2986	11162	direct	
19241	2975	11130	direct	
19242	3058	11113	indirect	
19243	3053	11113	indirect	
19244	3054	11113	indirect	
19245	3057	11113	indirect	
19246	3056	11113	indirect	
19247	3053	11116	indirect	
19248	3058	11116	indirect	
19249	3054	11116	indirect	
19250	3056	11116	indirect	
19251	3057	11116	indirect	
19252	2963	11100	direct	
19253	2964	11104	direct	
19254	3138	11063	direct	
19255	2924	11021	direct	
19256	2915	10972	direct	
19257	2913	10975	direct	
19258	2914	10983	direct	
19259	2912	10984	direct	
19260	2911	10987	direct	
19261	2884	10904	direct	
19262	2880	10909	direct	
19263	2875	10910	direct	
19264	2881	10905	enabling	
19265	2874	10925	enabling	
19266	2877	10930	enabling	
19267	2882	10908	direct	
19268	2699	10620	direct	
19269	2550	10437	direct	
19270	3362	10324	indirect	
19271	3363	10324	indirect	
19272	3364	10324	indirect	
19273	3042	10208	indirect	
19274	3267	10208	indirect	
19275	3042	10198	indirect	
19276	3074	11547	indirect	
19277	3197	11547	indirect	
19278	3075	11547	indirect	
19279	3078	11547	indirect	
19280	3082	11547	indirect	
19281	3201	11547	indirect	
19282	3202	11547	indirect	
19283	3197	11552	indirect	
19284	3082	11552	indirect	
19285	3078	11552	indirect	
19286	3074	11552	indirect	
19287	3075	11552	indirect	
19288	3201	11552	indirect	
19289	3202	11552	indirect	
19290	3078	11559	indirect	
19291	3082	11559	indirect	
19292	3075	11559	indirect	
19293	3202	11559	indirect	
19294	3074	11559	indirect	
19295	3201	11559	indirect	
19296	3197	11559	indirect	
19297	3055	11580	indirect	
19298	3297	11580	indirect	
19299	3078	11568	indirect	
19300	3075	11568	indirect	
19301	3082	11568	indirect	
19302	3197	11568	indirect	
19303	3202	11568	indirect	
19304	3201	11568	indirect	
19305	3074	11568	indirect	
19306	3074	11544	indirect	
19307	3202	11544	indirect	
19308	3197	11544	indirect	
19309	3201	11544	indirect	
19310	3078	11544	indirect	
19311	3075	11544	indirect	
19312	3082	11544	indirect	
19313	3074	11563	indirect	
19314	3078	11563	indirect	
19315	3082	11563	indirect	
19316	3202	11563	indirect	
19317	3075	11563	indirect	
19318	3201	11563	indirect	
19319	3197	11563	indirect	
19320	3202	11523	indirect	
19321	3201	11523	indirect	
19322	3082	11523	indirect	
19323	3078	11523	indirect	
19324	3074	11523	indirect	
19325	3197	11523	indirect	
19326	3075	11523	indirect	
19327	3202	11583	indirect	
19328	3075	11583	indirect	
19329	3074	11583	indirect	
19330	3197	11583	indirect	
19331	3082	11583	indirect	
19332	3078	11583	indirect	
19333	3201	11583	indirect	
19334	3055	11570	indirect	
19335	3297	11570	indirect	
19336	3078	11520	indirect	
19337	3075	11520	indirect	
19338	3082	11520	indirect	
19339	3197	11520	indirect	
19340	3074	11520	indirect	
19341	3201	11520	indirect	
19342	3202	11520	indirect	
19343	3075	11538	indirect	
19344	3082	11538	indirect	
19345	3197	11538	indirect	
19346	3201	11538	indirect	
19347	3202	11538	indirect	
19348	3074	11538	indirect	
19349	3078	11538	indirect	
19350	3086	11524	indirect	
19357	3197	11494	indirect	
19358	3082	11494	indirect	
19359	3078	11494	indirect	
19360	3075	11494	indirect	
19361	3201	11494	indirect	
19362	3202	11494	indirect	
19363	3074	11494	indirect	
19364	3075	11451	indirect	
19365	3082	11451	indirect	
19366	3074	11451	indirect	
19367	3078	11451	indirect	
19368	3082	11455	indirect	
19369	3078	11455	indirect	
19370	3075	11455	indirect	
19371	3074	11455	indirect	
19372	3086	11456	indirect	
19373	3154	11078	direct	
19374	2842	10853	direct	
19375	2841	10874	direct	
19376	2790	10780	direct	
19377	2680	10573	direct	
19378	2511	10390	direct	
19379	2485	10390	reference	
19380	2438	10150	direct	
19381	3164	11274	direct	
19382	3055	11274	indirect	
19383	3055	11233	indirect	
19384	3334	11233	direct	
19385	2999	11207	direct	
19386	2982	11147	direct	
19387	2987	11158	direct	
19388	3055	11119	indirect	
19389	3165	11119	direct	
19390	3055	11014	indirect	
19391	3166	11014	direct	
19392	3055	10906	indirect	
19393	3169	10906	direct	
19394	2819	10844	direct	
19395	2489	10280	direct	
19396	2472	10245	direct	
19397	3055	11298	indirect	
19398	3021	11298	direct	
19399	2853	10903	direct	
19400	2459	10178	direct	
19401	3017	11297	direct	
19402	3019	11296	direct	
19403	3020	11294	direct	
19404	3009	11256	direct	
19405	3181	11253	direct	
19406	3055	11253	indirect	
19407	2994	11180	direct	
19408	3055	11186	indirect	
19409	3182	11186	direct	
19410	2929	11004	direct	
19411	2930	10999	enabling	
19412	3188	10999	direct	
19413	2855	10890	direct	
19414	3052	10595	indirect	
19415	3030	10595	indirect	
19416	2522	10410	direct	
19417	3039	10346	indirect	
19418	3245	10346	indirect	
19419	3040	10346	indirect	
19420	3238	10346	indirect	
19421	3241	10346	indirect	
19422	3066	10297	indirect	
19423	3068	10297	indirect	
19424	3071	10297	indirect	
19425	3054	10881	indirect	
19426	3056	10881	indirect	
19427	3057	10881	indirect	
19428	3131	10881	direct	
19429	3058	10881	indirect	
19430	3053	10881	indirect	
19431	3053	11280	indirect	
19432	3058	11280	indirect	
19433	3057	11280	indirect	
19434	3054	11280	indirect	
19435	3056	11280	indirect	
19436	3058	11220	indirect	
19437	3054	11220	indirect	
19438	3056	11220	indirect	
19439	2686	11220	reference	
19440	3053	11220	indirect	
19441	3057	11220	indirect	
19442	3057	11177	indirect	
19443	3056	11177	indirect	
19444	3053	11177	indirect	
19445	3054	11177	indirect	
19446	3058	11177	indirect	
19447	2733	11177	reference	
19448	2993	11175	direct	
19449	3053	11149	indirect	
19450	3057	11149	indirect	
19451	3056	11149	indirect	
19452	3058	11149	indirect	
19453	3054	11149	indirect	
19454	3190	11027	direct	
19455	3055	11027	indirect	
19456	2900	10959	direct	
19457	2889	10948	direct	
19458	2737	10663	direct	
19459	2686	10600	enabling	
19460	2656	10567	enabling	
19461	3267	10307	indirect	
19462	3042	10307	indirect	
19463	3024	10243	indirect	
19464	3039	10244	indirect	
19465	3241	10244	indirect	
19466	3040	10244	indirect	
19467	3238	10244	indirect	
19468	3267	10224	indirect	
19469	3042	10224	indirect	
19470	3039	10185	indirect	
19471	3040	10185	indirect	
19472	3238	10185	indirect	
19473	2442	10142	direct	
19474	2919	10982	direct	
19475	3192	10982	direct	
19476	3053	10852	indirect	
19477	3054	10852	indirect	
19478	3058	10852	indirect	
19479	3212	10852	direct	
19480	3056	10852	indirect	
19481	3057	10852	indirect	
19482	3055	10826	indirect	
19483	3195	10826	direct	
19484	3179	10770	direct	
19485	2783	10770	enabling	
19486	2750	10684	direct	
19487	2736	10660	direct	
19488	2678	10586	enabling	
19489	3243	10391	indirect	
19490	3042	10221	indirect	
19491	3267	10221	indirect	
19492	3042	10211	indirect	
19493	3039	10212	indirect	
19494	3238	10212	indirect	
19495	3040	10212	indirect	
19496	3042	10203	indirect	
19497	3003	11222	direct	
19498	2852	10886	direct	
19499	2645	10543	direct	
19500	2645	10507	reference	
19501	2645	10525	reference	
19502	2579	10477	enabling	
19503	3437	10427	indirect	
19504	3443	10427	indirect	
19505	2502	10370	direct	
19506	3243	10387	indirect	
19507	3243	10368	indirect	
19508	3243	10337	indirect	
19509	2495	10349	direct	
19510	3243	10289	indirect	
19511	3243	10319	indirect	
19512	3243	10282	indirect	
19513	3068	10261	indirect	
19514	3066	10261	indirect	
19515	3071	10261	indirect	
19516	3243	10248	indirect	
19517	3243	10255	indirect	
19518	3243	10247	indirect	
19519	3054	11171	indirect	
19520	3058	11171	indirect	
19521	3056	11171	indirect	
19522	3053	11171	indirect	
19523	3057	11171	indirect	
19524	3136	11138	direct	
19525	3055	11138	indirect	
19526	3055	11115	indirect	
19527	2976	11132	direct	
19528	3053	11125	indirect	
19529	3054	11125	indirect	
19530	3058	11125	indirect	
19531	3056	11125	indirect	
19532	3057	11125	indirect	
19533	2970	11114	direct	
19534	2949	11060	direct	
19535	2905	10960	direct	
19536	3504	10960	direct	
19537	2909	10960	reference	
19538	2908	10960	reference	
19539	2662	10566	direct	
19540	2574	10481	direct	
19541	3030	10432	indirect	
19542	3044	10229	indirect	
19543	3039	10204	indirect	
19544	3238	10204	indirect	
19545	3040	10204	indirect	
19546	3039	10201	indirect	
19547	3238	10201	indirect	
19548	3040	10201	indirect	
19549	3238	10191	indirect	
19550	3039	10191	indirect	
19551	3040	10191	indirect	
19552	3040	10195	indirect	
19553	3238	10195	indirect	
19554	3039	10195	indirect	
19555	3328	11315	direct	
19556	3055	11315	indirect	
