lawsectioneventid	lawsection	event	lawsectioneventrelationship	lawsectioneventnotes
4818	347	3523	indirect	
4819	708	3523	indirect	
4820	711	3523	indirect	
4821	817	3523	indirect	
4822	591	3523	indirect	
4823	1793	3527	indirect	
4824	661	3527	indirect	
4826	194	3530	indirect	
4827	347	3530	indirect	
4828	708	3530	indirect	
4829	711	3530	indirect	
4830	817	3530	indirect	
4831	591	3530	indirect	
4832	194	3531	indirect	
4833	347	3531	indirect	
4834	708	3531	indirect	
4835	711	3531	indirect	
4836	817	3531	indirect	
4837	591	3531	indirect	
4838	646	3532	indirect	
4839	645	3532	indirect	
4840	194	3533	indirect	
4841	347	3533	indirect	
4842	708	3533	indirect	
4843	711	3533	indirect	
4844	817	3533	indirect	
4845	591	3533	indirect	
4846	194	3534	indirect	
4847	347	3534	indirect	
4848	708	3534	indirect	
4849	711	3534	indirect	
4850	817	3534	indirect	
4851	911	3534	reference	
4852	1604	3534	indirect	
4853	591	3534	indirect	
4854	194	3536	indirect	
4855	347	3536	indirect	
4856	708	3536	indirect	
4857	711	3536	indirect	
4858	817	3536	indirect	
4859	1604	3536	indirect	
4860	591	3536	indirect	
4861	194	3537	indirect	
4862	347	3537	indirect	
4863	708	3537	indirect	
4864	711	3537	indirect	
4865	817	3537	indirect	
4866	591	3537	indirect	
4867	194	3538	indirect	
4868	709	3538	indirect	
4869	194	3539	indirect	
4870	347	3539	indirect	
4871	708	3539	indirect	
4872	711	3539	indirect	
4873	817	3539	indirect	
4874	591	3539	indirect	
4875	1793	3541	indirect	
4876	661	3541	indirect	
4877	833	3541	indirect	
4878	194	3542	indirect	
4879	818	3542	indirect	
4880	817	3542	reference	
4881	194	3544	indirect	
4882	347	3544	indirect	
4883	708	3544	indirect	
4884	711	3544	indirect	
4885	817	3544	indirect	
4886	1604	3544	indirect	
4887	591	3544	indirect	
4888	194	3546	indirect	
4889	347	3546	indirect	
4890	708	3546	indirect	
4891	711	3546	indirect	
4892	817	3546	indirect	
4893	591	3546	indirect	
4894	194	3549	indirect	
4895	347	3549	indirect	
4896	708	3549	indirect	
4897	711	3549	indirect	
4898	817	3549	indirect	
4899	591	3549	indirect	
4900	194	3552	indirect	
4901	347	3552	indirect	
4902	708	3552	indirect	
4903	711	3552	indirect	
4904	817	3552	indirect	
4905	591	3552	indirect	
4906	194	3553	indirect	
4907	347	3553	indirect	
4908	708	3553	indirect	
4909	711	3553	indirect	
4910	817	3553	indirect	
4911	591	3553	indirect	
4912	194	3555	indirect	
4913	347	3555	indirect	
4914	708	3555	indirect	
4915	711	3555	indirect	
4916	817	3555	indirect	
4917	1604	3555	indirect	
4918	591	3555	indirect	
4919	194	3557	indirect	
4920	347	3557	indirect	
4921	708	3557	indirect	
4922	711	3557	indirect	
4923	817	3557	indirect	
4924	591	3557	indirect	
4925	347	3558	indirect	
4926	1270	3558	indirect	
4927	194	3559	indirect	
4928	347	3559	indirect	
4929	708	3559	indirect	
4930	711	3559	indirect	
4931	817	3559	indirect	
4932	591	3559	indirect	
4933	194	3561	indirect	
4934	347	3561	indirect	
4935	708	3561	indirect	
4936	711	3561	indirect	
4937	817	3561	indirect	
4938	1604	3561	indirect	
4939	591	3561	indirect	
4940	194	3562	indirect	
4941	347	3562	indirect	
4942	708	3562	indirect	
4943	711	3562	indirect	
4944	817	3562	indirect	
4945	591	3562	indirect	
4946	194	3564	indirect	
4947	347	3564	indirect	
4948	708	3564	indirect	
4949	711	3564	indirect	
4950	817	3564	indirect	
4951	591	3564	indirect	
4952	194	3567	indirect	
4953	347	3567	indirect	
4954	708	3567	indirect	
4955	711	3567	indirect	
4956	817	3567	indirect	
4957	1604	3567	indirect	
4958	591	3567	indirect	
4959	194	3568	indirect	
4960	347	3568	indirect	
4961	708	3568	indirect	
4962	711	3568	indirect	
4963	817	3568	indirect	
4964	911	3568	indirect	
4965	591	3568	indirect	
4966	194	3571	indirect	
4967	347	3571	indirect	
4968	708	3571	indirect	
4969	711	3571	indirect	
4970	817	3571	indirect	
4971	591	3571	indirect	
4972	194	3575	indirect	
4973	347	3575	indirect	
4974	708	3575	indirect	
4975	711	3575	indirect	
4976	817	3575	indirect	
4977	591	3575	indirect	
4978	1793	3576	indirect	
4979	661	3576	indirect	
4980	833	3576	indirect	
4981	1493	3577	indirect	
4982	1294	3577	indirect	
4983	1216	3577	indirect	
4984	194	3579	indirect	
4985	347	3579	indirect	
4986	708	3579	indirect	
4987	711	3579	indirect	
4988	817	3579	indirect	
4989	1604	3579	indirect	
4990	591	3579	indirect	
4991	194	3582	indirect	
4992	347	3582	indirect	
4993	708	3582	indirect	
4994	711	3582	indirect	
4995	817	3582	indirect	
4996	591	3582	indirect	
4997	1493	3584	indirect	
4998	1216	3584	indirect	
4999	1294	3584	indirect	
5000	1493	3586	indirect	
5001	1216	3586	indirect	
5002	1294	3586	indirect	
5003	1493	3588	indirect	
5004	1294	3588	indirect	
5005	1216	3588	indirect	
5006	194	3593	indirect	
5007	347	3593	indirect	
5008	708	3593	indirect	
5009	711	3593	indirect	
5010	817	3593	indirect	
5011	911	3593	reference	
5012	591	3593	indirect	
5013	194	3594	indirect	
5014	347	3594	indirect	
5015	708	3594	indirect	
5016	711	3594	indirect	
5017	817	3594	indirect	
5018	591	3594	indirect	
5019	1793	3595	indirect	
5020	661	3595	indirect	
5021	194	3598	indirect	
5022	347	3598	indirect	
5023	708	3598	indirect	
5024	711	3598	indirect	
5025	817	3598	indirect	
5026	591	3598	indirect	
5027	1493	3601	indirect	
5028	1216	3601	indirect	
5029	1294	3601	indirect	
5030	1793	3602	indirect	
5031	661	3602	indirect	
5032	833	3602	indirect	
5033	194	3603	indirect	
5034	347	3603	indirect	
5035	708	3603	indirect	
5036	711	3603	indirect	
5037	817	3603	indirect	
5038	911	3603	reference	
5039	1604	3603	indirect	
5040	591	3603	indirect	
5041	1493	3604	indirect	
5042	1216	3604	indirect	
5043	1294	3604	indirect	
5044	1493	3605	indirect	
5045	1216	3605	indirect	
5046	1294	3605	indirect	
5047	194	3607	indirect	
5048	347	3607	indirect	
5049	708	3607	indirect	
5050	711	3607	indirect	
5051	817	3607	indirect	
5052	591	3607	indirect	
5053	194	3608	indirect	
5054	347	3608	indirect	
5055	708	3608	indirect	
5056	711	3608	indirect	
5057	817	3608	indirect	
5058	591	3608	indirect	
5059	194	3614	indirect	
5060	817	3614	indirect	
5061	818	3614	indirect	
5062	647	3615	indirect	
5063	707	3616	indirect	
5064	817	3616	reference	
5065	193	3616	indirect	
5066	194	3621	indirect	
5067	347	3621	indirect	
5068	708	3621	indirect	
5069	711	3621	indirect	
5070	817	3621	indirect	
5071	591	3621	indirect	
5072	194	3622	indirect	
5073	347	3622	indirect	
5074	708	3622	indirect	
5075	711	3622	indirect	
5076	817	3622	indirect	
5077	911	3622	indirect	
5078	591	3622	indirect	
5079	347	3628	indirect	
5080	1270	3628	indirect	
5081	1793	3629	indirect	
5082	661	3629	indirect	
5083	833	3629	indirect	
5084	1758	3630	indirect	
5085	194	3631	indirect	
5086	347	3631	indirect	
5087	708	3631	indirect	
5088	711	3631	indirect	
5089	817	3631	indirect	
5090	911	3631	reference	
5091	1604	3631	indirect	
5092	591	3631	indirect	
5093	707	3634	indirect	
5094	817	3634	reference	
5095	193	3634	indirect	
5096	194	3635	indirect	
5097	347	3635	indirect	
5098	708	3635	indirect	
5099	711	3635	indirect	
5100	817	3635	indirect	
5101	591	3635	indirect	
5102	648	3636	indirect	
5103	646	3636	indirect	
5104	648	3637	indirect	
5105	646	3637	indirect	
5106	648	3638	indirect	
5107	646	3638	indirect	
5108	194	3639	indirect	
5109	347	3639	indirect	
5110	708	3639	indirect	
5111	711	3639	indirect	
5112	817	3639	indirect	
5113	911	3639	indirect	
5114	1604	3639	indirect	
5115	591	3639	indirect	
5116	347	3640	indirect	
5117	1270	3640	indirect	
5118	194	3641	indirect	
5119	347	3641	indirect	
5120	708	3641	indirect	
5121	711	3641	indirect	
5122	817	3641	indirect	
5123	911	3641	indirect	
5124	591	3641	indirect	
5125	194	3642	indirect	
5126	709	3642	indirect	
5127	1493	3647	indirect	
5128	1216	3647	indirect	
5129	1294	3647	indirect	
5130	194	3650	indirect	
5131	347	3650	indirect	
5132	708	3650	indirect	
5133	711	3650	indirect	
5134	817	3650	indirect	
5135	911	3650	indirect	
5136	591	3650	indirect	
5137	194	3651	indirect	
5138	347	3651	indirect	
5139	708	3651	indirect	
5140	711	3651	indirect	
5141	817	3651	indirect	
5142	911	3651	indirect	
5143	591	3651	indirect	
5144	368	3652	indirect	
5145	194	3658	indirect	
5146	347	3658	indirect	
5147	708	3658	indirect	
5148	711	3658	indirect	
5149	817	3658	indirect	
5150	911	3658	reference	
5151	591	3658	indirect	
5152	707	3659	indirect	
5153	817	3659	reference	
5154	193	3659	indirect	
5155	1493	3660	indirect	
5156	1294	3660	indirect	
5157	1493	3661	indirect	
5158	1294	3661	indirect	
5159	1758	3662	indirect	
5160	707	3663	indirect	
5161	817	3663	reference	
5162	193	3663	indirect	
5163	194	3664	indirect	
5164	347	3664	indirect	
5165	708	3664	indirect	
5166	711	3664	indirect	
5167	817	3664	indirect	
5168	911	3664	indirect	
5169	591	3664	indirect	
5170	194	3665	indirect	
5171	347	3665	indirect	
5172	708	3665	indirect	
5173	711	3665	indirect	
5174	817	3665	indirect	
5175	591	3665	indirect	
5176	194	3666	indirect	
5177	347	3666	indirect	
5178	708	3666	indirect	
5179	711	3666	indirect	
5180	817	3666	indirect	
5181	911	3666	reference	
5182	591	3666	indirect	
5183	194	3669	indirect	
5184	347	3669	indirect	
5185	708	3669	indirect	
5186	711	3669	indirect	
5187	817	3669	indirect	
5188	911	3669	indirect	
5189	591	3669	indirect	
5190	996	3671	indirect	
5191	1543	3671	reference	
5192	194	3673	indirect	
5193	347	3673	indirect	
5194	708	3673	indirect	
5195	711	3673	indirect	
5196	817	3673	indirect	
5197	911	3673	indirect	
5198	591	3673	indirect	
5199	194	3675	indirect	
5200	347	3675	indirect	
5201	708	3675	indirect	
5202	711	3675	indirect	
5203	817	3675	indirect	
5204	911	3675	indirect	
5205	591	3675	indirect	
5206	707	3677	indirect	
5207	817	3677	reference	
5208	193	3677	indirect	
5209	194	3678	indirect	
5210	347	3678	indirect	
5211	708	3678	indirect	
5212	711	3678	indirect	
5213	817	3678	indirect	
5214	911	3678	indirect	
5215	591	3678	indirect	
5216	369	3682	indirect	
5217	1793	3683	indirect	
5218	661	3683	indirect	
5219	833	3683	indirect	
5220	194	3685	indirect	
5221	347	3685	indirect	
5222	708	3685	indirect	
5223	711	3685	indirect	
5224	817	3685	indirect	
5225	911	3685	indirect	
5226	591	3685	indirect	
5227	194	3686	indirect	
5228	347	3686	indirect	
5229	708	3686	indirect	
5230	711	3686	indirect	
5231	817	3686	indirect	
5232	911	3686	indirect	
5233	591	3686	indirect	
5234	194	3688	indirect	
5235	347	3688	indirect	
5236	708	3688	indirect	
5237	711	3688	indirect	
5238	817	3688	indirect	
5239	1604	3688	indirect	
5240	591	3688	indirect	
5241	707	3689	indirect	
5242	817	3689	reference	
5243	193	3689	indirect	
5244	194	3690	indirect	
5245	347	3690	indirect	
5246	708	3690	indirect	
5247	711	3690	indirect	
5248	817	3690	indirect	
5249	911	3690	indirect	
5250	591	3690	indirect	
5251	1758	3694	indirect	
5252	194	3695	indirect	
5253	347	3695	indirect	
5254	708	3695	indirect	
5255	711	3695	indirect	
5256	817	3695	indirect	
5257	911	3695	indirect	
5258	591	3695	indirect	
5259	707	3696	indirect	
5260	817	3696	reference	
5261	193	3696	indirect	
5262	194	3697	indirect	
5263	347	3697	indirect	
5264	708	3697	indirect	
5265	711	3697	indirect	
5266	817	3697	indirect	
5267	911	3697	indirect	
5268	591	3697	indirect	
5269	1793	3700	indirect	
5270	661	3700	indirect	
5271	833	3700	indirect	
5272	707	3702	indirect	
5273	817	3702	reference	
5274	193	3702	indirect	
5275	194	3704	indirect	
5276	347	3704	indirect	
5277	708	3704	indirect	
5278	711	3704	indirect	
5279	817	3704	indirect	
5280	911	3704	indirect	
5281	591	3704	indirect	
5282	194	3707	indirect	
5283	818	3707	indirect	
5284	817	3707	reference	
5285	707	3709	indirect	
5286	817	3709	reference	
5287	193	3709	indirect	
5288	194	3711	indirect	
5289	347	3711	indirect	
5290	708	3711	indirect	
5291	711	3711	indirect	
5292	817	3711	indirect	
5293	911	3711	indirect	
5294	591	3711	indirect	
5295	1493	3712	indirect	
5296	1216	3712	indirect	
5297	1294	3712	indirect	
5298	194	3714	indirect	
5299	347	3714	reference	
5300	708	3714	indirect	
5301	711	3714	indirect	
5302	817	3714	indirect	
5303	1604	3714	indirect	
5304	591	3714	indirect	
5305	707	3715	indirect	
5306	817	3715	reference	
5307	193	3715	indirect	
5308	194	3716	indirect	
5309	347	3716	indirect	
5310	708	3716	indirect	
5311	711	3716	indirect	
5312	817	3716	indirect	
5313	911	3716	indirect	
5314	591	3716	indirect	
5315	194	3717	indirect	
5316	347	3717	indirect	
5317	708	3717	indirect	
5318	711	3717	indirect	
5319	817	3717	indirect	
5320	911	3717	indirect	
5321	591	3717	indirect	
5322	1493	3718	indirect	
5323	1216	3718	indirect	
5324	1294	3718	indirect	
5325	194	3720	indirect	
5326	347	3720	indirect	
5327	708	3720	indirect	
5328	711	3720	indirect	
5329	817	3720	indirect	
5330	911	3720	indirect	
5331	591	3720	indirect	
5332	194	3722	indirect	
5333	347	3722	indirect	
5334	708	3722	indirect	
5335	711	3722	indirect	
5336	817	3722	indirect	
5337	911	3722	indirect	
5338	591	3722	indirect	
5339	194	3723	indirect	
5340	347	3723	indirect	
5341	708	3723	indirect	
5342	711	3723	indirect	
5343	817	3723	indirect	
5344	911	3723	indirect	
5345	1604	3723	indirect	
5346	1463	3727	direct	
5347	996	3730	indirect	
5348	602	3730	reference	
5349	1543	3730	indirect	
5350	194	3732	indirect	
5351	347	3732	indirect	
5352	708	3732	indirect	
5353	711	3732	indirect	
5354	817	3732	indirect	
5355	911	3732	indirect	
5356	591	3732	indirect	
5357	347	3733	indirect	
5358	1270	3733	indirect	
5359	646	3736	indirect	
5360	648	3736	indirect	
5361	646	3737	indirect	
5362	648	3737	indirect	
5363	194	3739	indirect	
5364	347	3739	indirect	
5365	708	3739	indirect	
5366	711	3739	indirect	
5367	817	3739	indirect	
5368	911	3739	indirect	
5369	591	3739	indirect	
5370	194	3740	indirect	
5371	347	3740	indirect	
5372	708	3740	indirect	
5373	711	3740	indirect	
5374	817	3740	indirect	
5375	911	3740	indirect	
5376	591	3740	indirect	
5377	194	3744	indirect	
5378	347	3744	indirect	
5379	708	3744	indirect	
5380	711	3744	indirect	
5381	817	3744	indirect	
5382	911	3744	indirect	
5383	591	3744	indirect	
5384	194	3745	indirect	
5385	347	3745	indirect	
5386	708	3745	indirect	
5387	711	3745	indirect	
5388	817	3745	indirect	
5389	911	3745	indirect	
5390	1604	3745	indirect	
5391	591	3745	indirect	
5392	194	3746	indirect	
5393	347	3746	indirect	
5394	708	3746	indirect	
5395	711	3746	indirect	
5396	817	3746	indirect	
5397	911	3746	indirect	
5398	591	3746	indirect	
5399	194	3750	indirect	
5400	347	3750	indirect	
5401	708	3750	indirect	
5402	711	3750	indirect	
5403	817	3750	indirect	
5404	911	3750	indirect	
5405	591	3750	indirect	
5406	194	3751	indirect	
5407	347	3751	indirect	
5408	708	3751	indirect	
5409	711	3751	indirect	
5410	817	3751	indirect	
5411	911	3751	indirect	
5412	591	3751	indirect	
5413	194	3752	indirect	
5414	347	3752	indirect	
5415	708	3752	indirect	
5416	711	3752	indirect	
5417	817	3752	indirect	
5418	911	3752	indirect	
5419	591	3752	indirect	
5420	1793	3753	indirect	
5421	661	3753	indirect	
5422	833	3753	indirect	
5423	194	3754	indirect	
5424	347	3754	indirect	
5425	708	3754	indirect	
5426	711	3754	indirect	
5427	817	3754	indirect	
5428	911	3754	indirect	
5429	591	3754	indirect	
5430	194	3755	indirect	
5431	347	3755	indirect	
5432	708	3755	indirect	
5433	711	3755	indirect	
5434	817	3755	indirect	
5435	911	3755	indirect	
5436	591	3755	indirect	
5437	1493	3757	indirect	
5438	1216	3757	indirect	
5439	1294	3757	indirect	
5440	531	3760	indirect	
5441	194	3761	indirect	
5442	347	3761	indirect	
5443	708	3761	indirect	
5444	711	3761	indirect	
5445	817	3761	indirect	
5446	911	3761	indirect	
5447	591	3761	indirect	
5448	1793	3763	indirect	
5449	661	3763	indirect	
5450	833	3763	indirect	
5451	194	3764	indirect	
5452	347	3764	indirect	
5453	708	3764	indirect	
5454	711	3764	indirect	
5455	817	3764	indirect	
5456	911	3764	indirect	
5457	591	3764	indirect	
5458	646	3767	indirect	
5459	648	3767	indirect	
5460	194	3770	indirect	
5461	347	3770	indirect	
5462	708	3770	indirect	
5463	711	3770	indirect	
5464	817	3770	indirect	
5465	911	3770	indirect	
5466	591	3770	indirect	
5467	194	3773	indirect	
5468	347	3773	indirect	
5469	708	3773	indirect	
5470	711	3773	indirect	
5471	817	3773	indirect	
5472	911	3773	indirect	
5473	591	3773	indirect	
5474	1493	3774	indirect	
5475	1216	3774	indirect	
5476	1294	3774	indirect	
5477	194	3775	indirect	
5478	347	3775	indirect	
5479	708	3775	indirect	
5480	711	3775	indirect	
5481	817	3775	indirect	
5482	911	3775	indirect	
5483	591	3775	indirect	
5484	194	3776	indirect	
5485	347	3776	indirect	
5486	708	3776	indirect	
5487	711	3776	indirect	
5488	817	3776	indirect	
5489	911	3776	indirect	
5490	1604	3776	indirect	
5491	591	3776	indirect	
5492	648	3777	indirect	
5493	646	3777	indirect	
5494	707	3778	indirect	
5495	817	3778	reference	
5496	193	3778	indirect	
5497	1621	3778	indirect	
5498	194	3779	indirect	
5499	818	3779	indirect	
5500	817	3779	reference	
5501	707	3781	indirect	
5502	817	3781	reference	
5503	193	3781	indirect	
5504	1621	3781	indirect	
5505	194	3782	indirect	
5506	347	3782	indirect	
5507	708	3782	indirect	
5508	711	3782	indirect	
5509	817	3782	indirect	
5510	911	3782	indirect	
5511	1604	3782	indirect	
5512	591	3782	indirect	
5513	194	3783	indirect	
5514	347	3783	indirect	
5515	708	3783	indirect	
5516	711	3783	indirect	
5517	817	3783	indirect	
5518	911	3783	indirect	
5519	591	3783	indirect	
5520	646	3784	indirect	
5521	648	3784	indirect	
5522	795	3785	indirect	
5523	369	3786	indirect	
5524	369	3787	indirect	
5525	646	3790	indirect	
5526	648	3790	indirect	
5527	194	3791	indirect	
5528	817	3791	indirect	
5529	1216	3791	indirect	
5530	194	3792	indirect	
5531	347	3792	indirect	
5532	708	3792	indirect	
5533	711	3792	indirect	
5534	817	3792	indirect	
5535	911	3792	indirect	
5536	1604	3792	indirect	
5537	591	3792	indirect	
5538	1793	3793	indirect	
5539	661	3793	indirect	
5540	833	3793	indirect	
5541	707	3794	indirect	
5542	817	3794	reference	
5543	193	3794	indirect	
5544	1621	3794	indirect	
5545	1493	3795	indirect	
5546	1294	3795	indirect	
5547	1216	3795	indirect	
5548	194	3797	indirect	
5549	347	3797	indirect	
5550	708	3797	indirect	
5551	711	3797	indirect	
5552	817	3797	indirect	
5553	911	3797	indirect	
5554	591	3797	indirect	
5555	347	3798	indirect	
5556	1270	3798	indirect	
5557	368	3799	indirect	
5558	646	3801	indirect	
5559	645	3801	indirect	
5560	194	3802	indirect	
5561	347	3802	indirect	
5562	708	3802	indirect	
5563	711	3802	indirect	
5564	817	3802	indirect	
5565	911	3802	indirect	
5566	591	3802	indirect	
5567	194	3803	indirect	
5568	347	3803	indirect	
5569	708	3803	indirect	
5570	711	3803	indirect	
5571	817	3803	indirect	
5572	911	3803	indirect	
5573	591	3803	indirect	
5574	707	3805	indirect	
5575	817	3805	reference	
5576	193	3805	indirect	
5577	1621	3805	indirect	
5578	194	3806	indirect	
5579	347	3806	indirect	
5580	708	3806	indirect	
5581	711	3806	indirect	
5582	817	3806	indirect	
5583	911	3806	indirect	
5584	1604	3806	indirect	
5585	591	3806	indirect	
5586	194	3808	indirect	
5587	347	3808	indirect	
5588	708	3808	indirect	
5589	711	3808	indirect	
5590	817	3808	indirect	
5591	911	3808	indirect	
5592	591	3808	indirect	
5593	194	3809	indirect	
5594	347	3809	indirect	
5595	708	3809	indirect	
5596	711	3809	indirect	
5597	817	3809	indirect	
5598	911	3809	indirect	
5599	591	3809	indirect	
5600	707	3810	indirect	
5601	817	3810	reference	
5602	193	3810	indirect	
5603	1621	3810	indirect	
5604	1793	3811	indirect	
5605	661	3811	indirect	
5606	648	3813	indirect	
5607	646	3813	indirect	
5608	1793	3816	indirect	
5609	661	3816	indirect	
5610	1460	3816	indirect	
5611	194	3818	indirect	
5612	347	3818	indirect	
5613	708	3818	indirect	
5614	711	3818	indirect	
5615	817	3818	indirect	
5616	911	3818	indirect	
5617	591	3818	indirect	
5618	194	3820	indirect	
5619	709	3820	indirect	
5620	1413	3820	indirect	
5621	194	3821	indirect	
5622	347	3821	indirect	
5623	708	3821	indirect	
5624	711	3821	indirect	
5625	817	3821	indirect	
5626	911	3821	indirect	
5627	591	3821	indirect	
5628	707	3822	indirect	
5629	817	3822	reference	
5630	193	3822	indirect	
5631	1621	3822	indirect	
5632	369	3824	indirect	
5633	1493	3825	indirect	
5634	1216	3825	indirect	
5635	1294	3825	indirect	
5636	1493	3826	indirect	
5637	1216	3826	indirect	
5638	1294	3826	indirect	
5639	194	3831	indirect	
5640	347	3831	indirect	
5641	708	3831	indirect	
5642	711	3831	indirect	
5643	817	3831	indirect	
5644	911	3831	indirect	
5645	591	3831	indirect	
5646	194	3832	indirect	
5647	347	3832	indirect	
5648	708	3832	indirect	
5649	711	3832	indirect	
5650	817	3832	indirect	
5651	911	3832	indirect	
5652	1604	3832	indirect	
5653	591	3832	indirect	
5654	194	3833	indirect	
5655	347	3833	indirect	
5656	708	3833	indirect	
5657	711	3833	indirect	
5658	817	3833	indirect	
5659	911	3833	indirect	
5660	1604	3833	indirect	
5661	591	3833	indirect	
5662	1493	3835	indirect	
5663	1216	3835	indirect	
5664	1294	3835	indirect	
5665	531	3836	indirect	
5666	194	3837	indirect	
5667	347	3837	indirect	
5668	708	3837	indirect	
5669	711	3837	indirect	
5670	817	3837	indirect	
5671	911	3837	indirect	
5672	591	3837	indirect	
5673	648	3841	indirect	
5674	646	3841	indirect	
5675	194	3842	indirect	
5676	347	3842	indirect	
5677	708	3842	indirect	
5678	711	3842	indirect	
5679	817	3842	indirect	
5680	911	3842	indirect	
5681	591	3842	indirect	
5682	194	3843	indirect	
5683	818	3843	indirect	
5684	817	3843	reference	
5685	448	3845	indirect	
5686	448	3847	indirect	
5687	1793	3848	indirect	
5688	661	3848	indirect	
5689	833	3848	indirect	
5690	448	3849	indirect	
5691	1523	3851	indirect	
5692	194	3853	indirect	
5693	347	3853	indirect	
5694	708	3853	indirect	
5695	711	3853	indirect	
5696	817	3853	indirect	
5697	911	3853	indirect	
5698	591	3853	indirect	
5699	194	3856	indirect	
5700	347	3856	indirect	
5701	708	3856	indirect	
5702	711	3856	indirect	
5703	817	3856	indirect	
5704	911	3856	indirect	
5705	591	3856	indirect	
5706	194	3857	indirect	
5707	347	3857	indirect	
5708	708	3857	indirect	
5709	711	3857	indirect	
5710	817	3857	indirect	
5711	911	3857	indirect	
5712	591	3857	indirect	
5713	194	3859	indirect	
5714	818	3859	indirect	
5715	817	3859	reference	
5716	194	3860	indirect	
5717	347	3860	indirect	
5718	708	3860	indirect	
5719	711	3860	indirect	
5720	817	3860	indirect	
5721	911	3860	indirect	
5722	591	3860	indirect	
5723	194	3862	indirect	
5724	347	3862	indirect	
5725	708	3862	indirect	
5726	711	3862	indirect	
5727	817	3862	indirect	
5728	911	3862	indirect	
5729	591	3862	indirect	
5730	1493	3863	indirect	
5731	1216	3863	indirect	
5732	1294	3863	indirect	
5733	194	3864	indirect	
5734	709	3864	indirect	
5735	1413	3864	indirect	
5736	448	3865	indirect	
5737	996	3866	indirect	
5738	602	3866	reference	
5739	1543	3866	indirect	
5740	648	3868	indirect	
5741	646	3868	indirect	
5742	707	3874	indirect	
5743	817	3874	reference	
5744	193	3874	indirect	
5745	1336	3874	indirect	
5746	1621	3874	indirect	
5747	448	3875	indirect	
5748	1493	3876	indirect	
5749	1216	3876	indirect	
5750	1294	3876	indirect	
5751	448	3877	indirect	
5752	448	3880	indirect	
5753	707	3881	indirect	
5754	817	3881	reference	
5755	193	3881	indirect	
5756	1336	3881	indirect	
5757	1621	3881	indirect	
5758	448	3883	indirect	
5759	194	3885	indirect	
5760	347	3885	indirect	
5761	708	3885	indirect	
5762	711	3885	indirect	
5763	817	3885	indirect	
5764	911	3885	indirect	
5765	591	3885	indirect	
5766	448	3886	indirect	
5767	194	3887	indirect	
5768	709	3887	indirect	
5769	1413	3887	indirect	
5770	194	3889	indirect	
5771	347	3889	indirect	
5772	708	3889	indirect	
5773	711	3889	indirect	
5774	817	3889	indirect	
5775	911	3889	indirect	
5776	591	3889	indirect	
5777	194	3890	indirect	
5778	347	3890	indirect	
5779	708	3890	indirect	
5780	711	3890	indirect	
5781	817	3890	indirect	
5782	911	3890	indirect	
5783	591	3890	indirect	
5784	194	3891	indirect	
5785	347	3891	indirect	
5786	708	3891	indirect	
5787	711	3891	indirect	
5788	817	3891	indirect	
5789	911	3891	indirect	
5790	1604	3891	indirect	
5791	591	3891	indirect	
5792	448	3893	indirect	
5793	448	3894	indirect	
5794	448	3895	indirect	
5795	194	3896	indirect	
5796	347	3896	indirect	
5797	708	3896	indirect	
5798	711	3896	indirect	
5799	817	3896	indirect	
5800	911	3896	indirect	
5801	591	3896	indirect	
5802	194	3897	indirect	
5803	347	3897	indirect	
5804	708	3897	indirect	
5805	711	3897	indirect	
5806	817	3897	indirect	
5807	911	3897	indirect	
5808	591	3897	indirect	
5809	194	3898	indirect	
5810	347	3898	indirect	
5811	708	3898	indirect	
5812	711	3898	indirect	
5813	817	3898	indirect	
5814	911	3898	indirect	
5815	591	3898	indirect	
5816	448	3899	indirect	
5817	194	3900	indirect	
5818	347	3900	indirect	
5819	708	3900	indirect	
5820	711	3900	indirect	
5821	817	3900	indirect	
5822	911	3900	indirect	
5823	591	3900	indirect	
5824	448	3901	indirect	
5825	707	3902	indirect	
5826	817	3902	reference	
5827	193	3902	indirect	
5828	1336	3902	indirect	
5829	1621	3902	indirect	
5830	194	3903	indirect	
5831	347	3903	indirect	
5832	708	3903	indirect	
5833	711	3903	indirect	
5834	817	3903	indirect	
5835	911	3903	indirect	
5836	591	3903	indirect	
5837	194	3904	indirect	
5838	347	3904	indirect	
5839	708	3904	indirect	
5840	711	3904	indirect	
5841	817	3904	indirect	
5842	911	3904	indirect	
5843	591	3904	indirect	
5844	448	3905	indirect	
5845	1793	3906	indirect	
5846	661	3906	indirect	
5847	833	3906	indirect	
5848	194	3907	indirect	
5849	347	3907	indirect	
5850	708	3907	indirect	
5851	711	3907	indirect	
5852	817	3907	indirect	
5853	911	3907	indirect	
5854	591	3907	indirect	
5855	707	3909	indirect	
5856	817	3909	reference	
5857	193	3909	indirect	
5858	1621	3909	indirect	
5859	194	3910	indirect	
5860	347	3910	indirect	
5861	708	3910	indirect	
5862	711	3910	indirect	
5863	817	3910	indirect	
5864	911	3910	indirect	
5865	591	3910	indirect	
5866	1758	3911	indirect	
5867	1117	3911	indirect	
5868	194	3912	indirect	
5869	347	3912	indirect	
5870	708	3912	indirect	
5871	711	3912	indirect	
5872	817	3912	indirect	
5873	911	3912	indirect	
5874	591	3912	indirect	
5875	194	3913	indirect	
5876	347	3913	indirect	
5877	708	3913	indirect	
5878	711	3913	indirect	
5879	817	3913	indirect	
5880	911	3913	indirect	
5881	591	3913	indirect	
5882	448	3914	indirect	
5883	194	3915	indirect	
5884	347	3915	indirect	
