sourcecitationeventid	sourcecitation	event	sourcecitationeventinclude
33151	346067	15389	\N
33152	346032	15385	\N
33153	346070	15119	\N
33154	346072	15167	\N
33155	346073	15168	\N
33156	346074	15142	\N
33157	346048	15386	\N
33158	346045	15145	\N
33159	346046	15145	\N
33160	346024	200	\N
33161	346021	143	\N
33162	346025	15143	\N
33163	346023	15144	\N
33164	346097	22583	\N
33165	5336	15615	\N
33166	5443	15441	\N
33167	5434	15437	\N
33168	5421	15756	\N
33169	5437	15436	\N
33170	346098	15922	\N
33171	346098	15923	\N
33172	346098	15924	\N
33173	346098	15465	\N
33174	346099	2629	\N
33175	346100	15795	\N
33176	346102	15793	\N
33177	346104	15904	\N
33178	346105	15904	\N
33179	346104	15774	\N
33180	346106	16054	\N
33181	346107	15892	\N
33182	346108	15813	\N
33183	346109	15812	\N
33184	346110	15811	\N
33185	346111	30816	t
33186	346112	30816	t
33201	346113	15467	\N
33202	346113	15478	\N
33203	346113	57	\N
33204	346113	136	\N
33207	6684	31917	\N
33208	346116	9451	t
33209	346117	4224	\N
33210	346118	4224	\N
33211	346119	4224	\N
33212	346120	4224	\N
33213	346121	4355	\N
33214	346122	4355	\N
33215	346123	4355	\N
33216	346124	4356	\N
33217	346125	4356	\N
33218	346126	4356	\N
33219	346127	4356	\N
33220	346128	15767	\N
33221	346128	15766	\N
33222	346128	15499	\N
33223	346128	15497	\N
33224	346128	15500	\N
33225	346128	15502	\N
33226	346128	15768	\N
33227	346128	967	\N
33228	346128	899	\N
33229	346129	15498	\N
33230	346129	15463	\N
33231	346129	15494	\N
33232	346129	15488	\N
33233	346129	15495	\N
33234	346129	9209	\N
33235	346129	15474	\N
33236	346129	22636	\N
33237	346129	15769	\N
33238	346129	9516	\N
33239	346129	15771	\N
33240	346129	51	\N
33241	346129	175	\N
33242	346129	595	\N
33243	346129	1009	\N
33244	346129	3069	\N
33245	346130	14919	\N
33246	346130	14920	\N
33247	346130	14915	\N
33248	346130	14907	\N
33249	346130	9640	\N
33250	346130	265	\N
33251	346130	9434	\N
33252	346130	636	\N
33253	346130	630	\N
33254	346130	702	\N
33255	346130	740	\N
33256	346130	1364	\N
33257	346130	3035	\N
33258	346131	14921	\N
33259	346131	14908	\N
33260	346131	14918	\N
33261	346131	14910	\N
33262	346131	15770	\N
33263	346131	1021	\N
33264	346132	15767	\N
33265	346132	15498	\N
33266	346132	15463	\N
33267	346132	15494	\N
33268	346132	15488	\N
33269	346132	15495	\N
33270	346132	15766	\N
33271	346132	15499	\N
33272	346132	15497	\N
33273	346132	15474	\N
33274	346132	15500	\N
33275	346132	15769	\N
33276	346132	14919	\N
33277	346132	14920	\N
33279	346132	14921	\N
33280	346132	14908	\N
33281	346132	14918	\N
33282	346132	14915	\N
33283	346132	14910	\N
33284	346132	14907	\N
33285	346133	15767	\N
33286	346133	15498	\N
33287	346133	15463	\N
33288	346133	15494	\N
33289	346133	15488	\N
33290	346133	15495	\N
33291	346133	15768	\N
33292	346133	9209	\N
33293	346133	15766	\N
33294	346133	15499	\N
33295	346133	15497	\N
33296	346133	15474	\N
33297	346133	9497	\N
33298	346133	15500	\N
33299	346133	15769	\N
33300	346133	15502	\N
33301	346133	14919	\N
33302	346133	14920	\N
33303	346133	14921	\N
33304	346133	14908	\N
33305	346133	14918	\N
33306	346133	14915	\N
33307	346133	14910	\N
33308	346133	14907	\N
33309	346133	15770	\N
33310	346133	40	\N
33311	346133	43	\N
33312	6973	31927	\N
33313	346113	31934	\N
33315	346134	31934	\N
33316	346135	15188	\N
33317	346136	15399	\N
33318	346137	1387	t
33319	346137	1442	\N
33320	346137	1401	\N
33321	346138	31935	t
36077	360758	9684	\N
36078	360759	11165	t
36079	360760	11165	t
48760	5133	86	\N
48761	5181	392	\N
48762	5466	697	\N
48763	5467	2478	\N
48764	5450	379	\N
48765	5461	15392	\N
48766	5461	15407	\N
48767	5461	15792	\N
48768	5461	15791	\N
48769	5461	227	\N
48770	5461	381	\N
48771	5461	444	\N
48772	5461	494	\N
48773	5461	852	\N
48774	5464	15792	\N
48775	5464	494	\N
48776	5464	697	\N
48777	5470	494	\N
48778	5473	1822	\N
48779	5476	227	\N
48780	5476	494	\N
48781	5477	444	\N
48782	5477	852	\N
48783	5481	15392	\N
48784	5481	15792	\N
48785	5481	15791	\N
48786	5340	1737	\N
48787	5497	86	\N
48788	5378	582	\N
48789	5496	321	\N
48790	5496	381	\N
48791	5496	444	\N
48792	5496	1066	\N
48793	5496	582	\N
48794	5496	44445	\N
48795	5495	381	\N
48796	5498	1495	\N
48797	5502	281	\N
48798	5503	413	\N
48799	5483	513	\N
48800	5509	852	\N
48801	5509	867	\N
48802	5456	1066	\N
48803	5369	281	\N
48804	5379	9175	\N
48805	5403	15408	\N
48806	5403	15964	\N
48807	5449	15408	\N
48808	5462	15964	\N
48809	5463	103	\N
48810	5508	103	\N
50530	363541	4274	\N
50531	264730	44503	f
50532	264728	44503	f
50533	264727	44503	f
50534	264729	44503	f
50535	264730	44504	f
50536	264727	44504	f
50537	264729	44504	f
50538	264728	44504	f
50539	281859	391	f
50540	281917	391	f
50541	247937	391	f
50542	252607	391	f
50545	252606	44506	f
50546	281770	44506	f
50547	281895	44506	f
50548	252605	44506	f
50549	264725	16038	f
50550	264726	16038	f
50648	264723	385	f
50649	264724	385	f
50672	264722	16033	f
50673	264721	16033	f
50674	264720	16033	f
50687	280248	9787	f
50688	280243	9787	f
50689	250675	9787	f
50690	250781	9787	f
50705	252604	44535	f
50706	281894	44535	f
50707	281791	44535	f
50708	252603	44535	f
50709	264718	44536	f
50710	264719	44536	f
50731	281809	22615	f
50732	281979	22615	f
50733	252602	22615	f
50734	252601	22615	f
50735	264717	16032	f
50736	264716	16032	f
50737	281871	259	f
50738	252600	259	f
50739	252599	259	f
50740	281823	259	f
50741	252598	253	f
50742	281953	253	f
50743	252597	253	f
50744	281820	253	f
50745	252596	44541	f
50746	281974	44541	f
50747	281782	44541	f
50748	252595	44541	f
50749	252608	16023	f
50750	252609	16023	f
50751	281781	16021	f
50752	252593	16021	f
50753	252594	16021	f
50754	281893	16021	f
50759	281973	16022	f
50760	252591	16022	f
50761	252592	16022	f
50762	281916	16022	f
50763	281892	233	f
50764	252590	233	f
50765	281780	233	f
50766	252589	233	f
50767	281804	229	f
50768	281963	229	f
50769	252586	229	f
50770	252587	229	f
50771	281880	229	f
50772	252588	229	f
50796	252554	16000	f
50797	281803	16000	f
50798	252585	16000	f
50799	281952	16000	f
50804	264715	16034	f
50805	264688	16034	f
50806	264714	16034	f
50811	281802	15999	f
50812	252583	15999	f
50813	281951	15999	f
50814	252584	15999	f
50815	252582	213	f
50816	252581	213	f
50817	281891	213	f
50818	281972	213	f
50823	252579	44547	f
50824	252580	44547	f
50825	252578	44547	f
50826	281801	44547	f
50827	281890	44547	f
50828	281879	44547	f
50829	252576	193	f
50830	252577	193	f
50831	281991	193	f
50832	281958	193	f
50853	281950	16002	f
50854	252574	16002	f
50855	252575	16002	f
50856	281971	16002	f
50857	252573	16001	f
50858	281949	16001	f
50859	281800	16001	f
50860	252572	16001	f
54561	252693	4145	f
54562	252691	4145	f
54835	264338	45622	f
54836	264378	45622	f
54837	264403	45622	f
54838	264364	45622	f
54839	264373	45622	f
56495	252696	45968	f
56496	264763	45968	f
57092	252672	46087	f
57093	252673	46087	f
57094	281799	46087	f
57095	252674	46087	f
57096	281977	46087	f
57097	281901	46087	f
57114	264761	46091	f
57115	264762	46091	f
57360	264377	46141	f
59147	264369	46445	f
59749	264351	46565	f
59750	264224	46565	f
59751	264388	46565	f
59997	280175	9843	f
59999	280185	9843	f
60000	250728	9843	f
60001	250733	9843	f
60003	250759	9840	\N
60005	250728	9840	\N
60006	280175	9840	\N
60007	280237	9840	\N
60459	264739	46693	f
60460	264740	46693	f
60472	264738	22366	f
60473	264737	22366	f
63228	252570	15993	f
63229	281822	15993	f
63230	252571	15993	f
63231	281870	15993	f
63232	281868	15993	f
63233	252569	15993	f
63262	264711	16040	f
63263	264709	16040	f
63264	264710	16040	f
63265	264712	16040	f
63266	264713	16040	f
63285	281849	47220	f
63286	252567	47220	f
63287	281915	47220	f
63288	252568	47220	f
63289	252566	16005	f
63290	281769	16005	f
63291	252564	47221	f
63292	252565	47221	f
63293	281914	47221	f
63294	281948	47221	f
63295	252562	15896	f
63296	252563	15896	f
63297	281935	15896	f
63298	281873	15896	f
63357	281768	47233	f
63358	281878	47233	f
63359	252561	47233	f
63360	252559	47233	f
63365	281934	164	f
63366	281962	164	f
63367	281764	164	f
63368	252557	164	f
63369	252556	164	f
63370	252558	164	f
63401	281889	15965	f
63402	252552	15965	f
63403	281877	15965	f
63404	281767	15965	f
63405	252553	15965	f
63406	247913	15965	f
63407	281969	15965	f
63408	252555	15965	f
63493	281947	47257	f
63494	252550	47257	f
63495	252548	47257	f
63496	281876	47257	f
63497	281808	22620	f
63498	252549	22620	f
63499	281908	22620	f
63500	252551	22620	f
63559	264708	16031	f
63560	264707	16031	f
63585	264700	16037	f
63586	264701	16037	f
63614	264699	16037	f
63615	264698	16037	f
63616	264697	16037	f
63631	264695	16029	f
63632	264696	16029	f
63633	264694	16024	f
63634	264693	16024	f
63643	264690	16024	f
63644	264691	16024	f
63645	264692	16024	f
63699	252547	15966	f
63700	252546	15966	f
63701	281875	15966	f
63702	281888	15966	f
63722	264684	16025	f
63724	264683	16025	f
63725	264684	16026	\N
63726	264682	16026	\N
63727	264686	16027	\N
63728	264686	16028	\N
63729	264685	16028	\N
63730	264681	16027	\N
63742	281852	16007	f
63743	252535	16007	f
63744	282000	16007	f
63745	281886	16007	f
63746	252534	16007	f
63747	252536	16007	f
63762	281844	47300	f
63763	252532	47300	f
63764	252533	47300	f
63765	281989	47300	f
63880	252524	15952	f
63881	281978	15952	f
63882	252531	15952	f
63883	281745	15952	f
63884	281831	15952	f
63885	252528	15952	f
63886	281746	15952	f
63887	252523	15952	f
63888	252519	15952	f
63889	281988	15952	f
63890	252521	15952	f
63891	252526	15952	f
63892	281774	15952	f
63893	252529	15952	f
63894	252525	15952	f
63895	252530	15952	f
63896	252522	15952	f
63897	281999	15952	f
63898	281885	15952	f
63899	281807	15952	f
63900	252527	15952	f
63901	281748	15952	f
63902	281982	15952	f
63903	281907	15952	f
63904	252517	15592	f
63905	281758	15592	f
63906	281966	15592	f
63907	252518	15592	f
63908	281913	15961	f
63909	281779	15961	f
63910	252512	15961	f
63911	281946	15961	f
63912	252514	15961	f
63913	281847	15961	f
63914	281884	15961	f
63915	252515	15961	f
63916	247891	15961	f
63917	252516	15961	f
63918	282005	109	f
63919	252510	109	f
63920	252511	109	f
63921	281741	109	f
63994	252508	15997	f
63995	281757	15997	f
63996	281841	15997	f
63997	252509	15997	f
63998	252507	15915	f
63999	281990	15915	f
64000	281933	15915	f
64001	252506	15915	f
64130	281987	15927	f
64131	252504	15927	f
64132	252505	15927	f
64133	281843	15927	f
64174	264679	47364	f
64175	264678	47364	f
64176	264680	47364	f
64177	264677	47364	f
64178	252502	16004	f
64179	252503	16004	f
64180	281756	16004	f
64181	281965	16004	f
64182	281883	15967	f
64183	252500	15967	f
64184	252501	15967	f
64185	281945	15967	f
64271	252499	31928	f
64272	281744	31928	f
64273	252497	47379	f
64274	252498	47379	f
64275	281912	47379	f
64276	281846	47379	f
64279	287065	47380	f
64280	281833	47380	f
64281	259249	47380	f
64316	264675	47387	f
64317	264676	47387	f
64326	264381	22669	f
64327	264366	22669	f
64359	264673	47393	f
64360	264674	47393	f
64381	281824	72	f
64382	281788	72	f
64383	252495	72	f
64384	252496	72	f
64385	281944	15964	f
64386	281819	15964	f
64387	252493	15964	f
64388	252494	15964	f
64389	281911	15964	f
64390	252492	15964	f
64391	281986	47398	f
64392	281743	47398	f
64393	252490	47398	f
64394	252491	47398	f
64404	252489	15909	f
64405	281742	15909	f
64406	281998	15909	f
64407	252488	15909	f
64408	252486	15909	f
64409	281985	15909	f
64410	281943	15909	f
64411	252487	15909	f
64434	252513	47406	f
64435	252414	47406	f
64440	252481	15958	f
64441	281755	15958	f
64442	252480	15958	f
64443	281845	15958	f
64462	264671	47411	f
64463	264672	47411	f
64468	252478	16006	f
64469	252479	16006	f
64470	281874	16006	f
64471	281942	16006	f
64540	252476	31929	f
64541	268194	31929	f
64542	281997	31929	f
64543	281941	31929	f
64544	252477	31929	f
64545	252474	16003	f
64546	281867	16003	f
64547	252475	16003	f
64548	281821	16003	f
64560	281957	57	f
64561	281921	57	f
64562	252472	57	f
64563	252473	57	f
64564	281840	16008	f
64565	252471	16008	f
64566	252470	16008	f
64567	281818	16008	f
64595	252469	47430	f
64596	281835	47430	f
64597	252468	47430	f
64598	281996	47430	f
64608	281834	15992	f
64609	252466	15992	f
64610	281995	15992	f
64611	252467	15992	f
64650	252464	15910	f
64651	252465	15910	f
64652	281994	15910	f
64653	281984	15910	f
64684	281817	47444	f
64685	252461	47444	f
64686	252462	47444	f
64687	281754	47444	f
64688	281940	47444	f
64689	252463	47444	f
64813	251493	47467	f
64814	251230	47467	f
64815	280241	47467	f
64816	251231	47467	f
64817	250672	47467	f
64818	251490	47467	f
64819	280865	47467	f
64820	280116	47467	f
64821	250762	47467	f
64822	280792	47467	f
64827	252447	16009	f
64828	281992	16009	f
64829	252448	16009	f
64830	281752	16009	f
64844	252440	16011	f
64845	259116	16011	f
64846	281865	16011	f
64847	252441	16011	f
64848	252445	16011	f
64849	281751	16011	f
64850	281815	16011	f
64851	252442	16011	f
64852	252446	16011	f
64853	281762	16011	f
64854	281928	16011	f
64855	281938	16011	f
64856	252443	16011	f
64857	281931	16011	f
64870	281814	16010	f
64871	252438	16010	f
64872	252439	16010	f
64873	281750	16010	f
64925	264350	47482	f
64926	264386	47482	f
65032	250764	47503	f
65033	280240	47503	f
65034	251492	47503	f
65035	280211	47503	f
65036	250780	47503	f
65037	251485	47503	f
65070	281811	16014	f
65071	252426	16014	f
65072	252425	16014	f
65073	281863	16014	f
65074	281926	16014	f
65075	258930	16014	f
65082	252423	16012	f
65083	252424	16012	f
65084	282002	16012	f
65085	281862	16012	f
65101	280139	22688	f
65102	250771	22688	f
65103	280226	22688	f
65104	250696	22688	f
65187	281861	16015	f
65188	259239	16015	f
65189	252422	16015	f
65190	281925	16015	f
65191	252421	16015	f
65192	281786	16015	f
65249	280191	47541	f
65250	250739	47541	f
65251	250775	47541	f
65252	280233	47541	f
65345	250743	47561	f
65346	280230	47561	f
65347	250737	47561	f
65348	280189	47561	f
65508	250776	47594	f
65509	280154	47594	f
65510	250674	47594	f
65511	280234	47594	f
65538	264391	47600	f
65539	264405	47600	f
65540	264383	47600	f
65541	264348	47600	f
65784	250777	47629	f
65785	264704	47630	f
65786	264706	47630	f
65787	264705	47630	f
65788	264703	47630	f
65789	264702	47630	f
65790	281902	15949	f
65791	281848	15949	f
65792	252545	15949	f
65793	281854	15949	f
65794	264689	15949	f
65795	281887	15949	f
65796	252537	15949	f
65797	281775	15949	f
65798	252539	15949	f
65799	252542	15949	f
65800	281790	15949	f
65801	252540	15949	f
65802	252541	15949	f
65803	281970	15949	f
65804	252543	15949	f
65805	264687	15949	f
65806	281960	15949	f
65807	252538	15949	f
65808	252544	15949	f
65809	281967	15949	f
65923	281813	36	f
65924	281864	36	f
65925	252433	36	f
65926	252432	36	f
65927	252429	36	f
65928	252434	16013	f
65929	252431	16013	f
65930	281927	36	f
65931	281955	36	f
65932	281930	16013	f
65933	281761	36	f
65934	252430	36	f
65935	259012	36	f
65936	281772	16013	f
65937	281927	16013	\N
65938	259012	16013	\N
65939	252427	47648	f
65940	281812	47648	f
65941	282003	47648	f
65942	252428	47648	f
65954	264380	47650	f
65955	264392	47650	f
65969	280210	47652	f
65970	250763	47652	f
65971	250665	47652	f
65972	280171	47652	f
65973	251491	47652	f
65974	280153	47652	f
65975	251484	47652	f
65976	250726	47652	f
65982	264390	47654	f
65983	264367	47654	f
65984	280122	47655	f
65985	251483	47655	f
65986	250725	47655	f
65987	260704	47655	f
65988	280170	47655	f
65989	259046	47655	f
65990	250682	47655	f
66016	268897	16051	f
66017	268701	16051	f
68894	363799	48402	\N
68895	363798	48402	\N
68896	345726	15401	\N
68897	345727	15909	\N
68898	345728	47398	\N
70570	363800	7919	\N
70571	363801	7063	\N
70973	6906	48828	\N
76011	363803	6319	\N
76012	363804	7893	\N
76013	363805	7893	\N
76015	6963	50474	t
76016	6825	15445	\N
76017	6825	15451	\N
76018	6901	3159	\N
76019	6903	2505	\N
76020	6904	1238	\N
76021	6905	1354	\N
76022	6906	15448	\N
76023	6906	15453	\N
76024	6908	15451	\N
76025	6963	447	\N
76026	6973	15448	\N
76027	6973	217	\N
76028	6973	269	\N
76029	6973	75	\N
76030	6973	955	\N
76031	6973	2619	\N
76032	6973	3159	\N
76033	6900	15950	\N
76034	6909	15454	\N
76035	6910	761	\N
76036	6909	761	\N
76037	6909	50475	\N
76038	6914	2371	\N
76039	6915	15451	\N
76040	6915	15454	\N
76041	6916	15454	\N
76042	6917	2297	\N
76043	6921	2762	\N
76044	6922	279	\N
76045	6922	1222	\N
76046	6922	1957	\N
76047	6923	1993	\N
76048	6924	1211	\N
76049	6925	15445	\N
76050	6929	50476	\N
76051	6931	747	\N
76052	6932	747	\N
76053	6932	2920	\N
76054	6934	2532	\N
76055	6935	2472	\N
76056	6936	15445	\N
76057	6936	682	\N
76058	6937	2423	\N
76059	6938	2418	\N
76060	6941	8904	\N
76061	6945	1525	\N
76062	6945	1563	\N
76063	6946	2887	\N
76064	6947	1584	\N
76065	6948	2206	\N
76066	6949	15445	\N
76067	6950	2640	\N
76068	6951	345	\N
76069	6951	50477	\N
76070	6951	682	\N
76071	6951	747	\N
76072	6952	859	\N
76073	6953	15445	\N
76074	6954	15448	\N
76075	6954	15445	\N
76076	6955	1540	\N
76077	6958	1561	\N
76078	6961	50478	\N
76079	6961	1516	\N
76080	6961	1948	\N
76081	6962	2360	\N
76082	6962	2426	\N
76083	6964	2954	\N
76084	6965	15445	\N
76085	6965	2000	\N
76086	6967	2416	\N
76087	6968	15445	\N
76088	6969	487	\N
76089	6970	15448	\N
76090	6970	15452	\N
76091	6974	2619	\N
76092	6974	2459	\N
76093	6975	3041	\N
76094	6976	2798	\N
76095	6979	50479	\N
76096	6980	900	\N
76097	6981	955	\N
76098	6981	50480	\N
76099	6982	2162	\N
76100	6985	1629	\N
76101	6986	15453	\N
76102	6986	15448	\N
76103	6986	15452	\N
76104	6986	2385	\N
76105	6987	2198	\N
76106	6987	2199	\N
76107	6987	2385	\N
76108	6988	643	\N
76109	6989	48828	\N
76110	6989	802	\N
76113	6989	1561	\N
76114	6989	2385	\N
76115	6990	2119	\N
76116	6990	2412	\N
76117	6992	1957	\N
76118	7004	15455	\N
76119	7006	1789	\N
76120	7007	481	\N
76121	7008	2809	\N
76122	7009	802	\N
76124	7010	1883	\N
76125	7011	1905	\N
76126	7011	872	\N
76127	7011	1878	\N
76128	7018	279	\N
76129	7019	1632	\N
76130	7020	1222	\N
76131	7021	1959	\N
76132	7021	2131	\N
76133	7022	1168	\N
76134	7003	1004	\N
76135	7017	15452	\N
76136	363807	15893	t
76137	363807	15811	\N
76138	363807	15892	\N
76139	363807	561	\N
76140	345693	9156	t
76141	345694	2698	\N
76142	292515	50661	\N
76143	363809	47380	t
76144	363810	31929	\N
76145	292655	50672	\N
76146	363811	5610	t
76147	363812	4762	\N
76148	363813	8110	t
76149	363815	50700	t
76150	363817	2411	\N
76151	363818	2411	\N
76152	363817	1385	\N
76153	363819	8281	\N
76154	363820	8455	\N
76155	363821	8823	\N
76156	363822	8283	\N
76157	363823	8378	\N
76158	363824	8206	\N
76159	363825	8456	\N
76160	363826	8286	\N
76161	363827	8342	\N
76162	363828	8287	\N
76163	363829	8290	\N
76164	363830	8293	\N
76165	363831	8261	\N
76166	363832	8551	\N
76167	363833	8222	\N
76168	363834	8353	\N
76169	363835	8395	\N
76170	363836	8540	\N
76171	363837	8306	\N
76172	363838	8307	\N
76173	363839	8399	\N
76174	363840	8308	\N
76175	363841	8227	\N
76176	363842	8362	\N
76177	363843	8405	\N
76178	363844	8533	\N
76179	363845	8363	\N
76180	363846	8364	\N
76181	363847	8482	\N
76182	363848	8543	\N
76183	363849	8406	\N
76184	363850	8407	\N
76185	363851	8365	\N
76186	363852	9399	\N
76187	363853	8409	\N
76188	363854	8410	\N
76189	363855	8323	\N
76190	363856	8413	\N
76191	363857	8414	\N
76192	363858	8324	\N
76193	363859	8417	\N
76194	363860	9518	\N
76195	363861	9542	\N
76196	363862	8331	\N
76197	363863	8332	\N
76198	363864	8333	\N
76199	363865	8370	\N
76200	363866	8427	\N
76201	363867	8431	\N
76202	363868	8337	\N
76203	363869	8376	\N
76204	363870	8338	\N
76205	363871	8340	\N
76206	363872	8556	\N
76207	363873	8423	\N
76208	363874	8288	\N
76209	363875	8458	\N
76210	363876	8874	\N
76211	363877	8381	\N
76212	363878	9384	\N
76213	363879	8416	\N
76214	363880	9643	\N
76215	363881	8484	\N
76216	363882	9013	\N
76217	363883	9685	\N
76218	363884	8344	\N
76219	363885	8430	\N
76220	363886	8256	\N
76221	363887	8383	\N
76222	363888	8391	\N
76223	363889	8420	\N
76224	363890	8291	\N
76225	363891	8488	\N
76226	363892	8297	\N
76227	363893	9070	\N
76228	363894	8347	\N
76229	363895	9251	\N
76230	363896	9296	\N
76231	363897	9435	\N
76232	363898	8424	\N
76233	363899	8493	\N
76234	363900	8466	\N
76235	363901	8379	\N
76236	363902	8325	\N
76237	363903	9293	\N
76238	363904	9023	\N
76239	363905	8387	\N
76240	363906	8531	\N
76241	363907	9021	\N
76242	363908	8442	\N
76243	363909	8467	\N
76244	363910	8468	\N
76245	363911	8451	\N
76246	363912	9599	\N
76247	363913	8425	\N
76248	363914	8426	\N
76249	363915	8462	\N
76250	363916	8389	\N
76251	363917	8302	\N
76252	363918	8428	\N
76253	363919	9676	\N
76254	363920	8311	\N
76255	363921	8446	\N
76256	363922	8438	\N
76257	363923	9319	\N
76258	363924	8418	\N
76259	363925	9259	\N
76260	363926	9545	\N
76261	363927	9268	\N
76262	363928	8465	\N
76263	363929	8798	\N
76264	363930	8900	\N
76265	363931	8463	\N
76266	363932	9407	\N
76267	363933	8528	\N
76268	363934	8433	\N
76269	363935	8314	\N
76270	363936	8303	\N
76271	363937	8400	\N
76272	363938	8401	\N
76273	363939	8434	\N
76274	363940	8435	\N
76275	363941	8316	\N
76276	363942	8390	\N
76277	363943	8397	\N
76278	363944	8273	\N
76279	363945	8280	\N
76280	363946	8791	\N
76281	363947	8457	\N
76282	363948	8440	\N
76283	363949	8398	\N
76284	363950	8357	\N
76285	363951	8313	\N
76286	363952	8319	\N
76287	363953	8415	\N
76288	363954	8369	\N
76289	363955	8372	\N
76290	363956	8374	\N
76291	363957	8557	\N
76292	363958	8470	\N
76293	363959	8403	\N
76294	363960	8335	\N
76295	363961	9530	\N
76296	363962	8315	\N
76297	363963	9636	\N
76298	363964	8474	\N
76299	363965	8394	\N
76300	363967	8375	\N
76301	363968	8475	\N
76302	363969	8436	\N
76303	363970	8429	\N
76304	363971	8258	\N
76305	363972	8439	\N
76306	363973	9192	\N
76307	363974	8320	\N
76308	363975	8412	\N
76309	363976	8371	\N
76310	363977	8295	\N
76311	363978	9158	\N
76312	363979	8444	\N
76313	363980	8318	\N
76314	363981	8469	\N
76315	363982	8366	\N
76316	363983	9403	\N
76317	363984	8326	\N
76318	363985	9541	\N
76319	363986	9638	\N
76320	363987	9669	\N
76321	363988	9626	\N
76322	363989	8339	\N
76323	363990	8309	\N
76324	363991	104	\N
76325	363992	2392	\N
76326	363993	5596	\N
76327	363994	5480	t
76328	363995	5480	t
76329	363996	9087	t
76330	363997	9087	t
76331	363998	8176	t
76332	363999	8176	t
76333	330230	50837	\N
76334	2620	50837	f
76335	2822	50837	f
76336	2888	50837	f
76337	364000	7134	t
76339	364001	4094	t
76340	329654	5835	f
76341	364003	5677	t
76342	364004	3153	\N
76343	364005	1051	t
76344	364006	3344	\N
76345	364007	9683	\N
76346	364008	3432	\N
76347	364009	22414	\N
76348	364009	5086	\N
76349	364010	8011	\N
76350	364011	8198	\N
76351	364012	15597	\N
76352	364012	15598	\N
76353	364012	15599	\N
76355	364014	50893	t
76356	364015	50865	t
76357	364016	8841	t
76358	364017	22025	\N
76359	364018	7209	\N
76360	364019	6434	\N
76361	364018	6824	\N
76362	364018	22025	\N
76363	364018	6665	\N
76364	364020	6434	\N
76365	364020	6665	\N
76366	364020	22025	\N
76367	364020	6824	\N
76368	364020	7209	\N
76606	450079	826	\N
77308	450080	15832	\N
77309	450081	15461	\N
77310	450082	15471	\N
77311	450083	15469	\N
77312	450084	15462	\N
77313	450085	15833	\N
77314	450086	14872	\N
77315	450087	14875	\N
77316	450088	15475	\N
78803	450089	2569	t
78883	10822	51810	\N
78884	10823	47652	\N
78885	10825	47503	\N
78886	10668	47503	\N
78887	10667	47652	\N
78888	10640	47503	\N
78889	11759	51811	\N
78890	11381	47503	\N
78891	10828	47503	\N
78892	10824	51812	\N
78893	11297	47652	\N
78895	11827	47503	\N
78896	10084	16052	\N
78897	12202	47600	\N
78898	11498	51813	\N
78899	8576	47629	\N
78900	9603	51814	\N
78902	11688	51814	\N
78910	450097	10350	\N
78911	450098	10350	\N
78912	450099	10350	\N
78913	450100	10342	\N
78914	450101	10342	\N
78915	450101	51815	\N
78916	450102	10342	\N
78917	450103	10166	\N
78918	450104	10318	\N
78919	450105	10318	\N
79426	11106	52412	\N
79427	8691	52412	\N
79428	9598	52413	\N
79429	9599	52414	\N
79430	9601	52415	\N
79431	11831	47652	\N
79432	10202	22683	\N
79433	9307	9723	\N
79434	11714	52416	\N
79435	11713	52416	\N
79436	11712	52416	\N
79437	9438	52416	\N
79438	9671	52417	\N
79439	11223	52417	\N
79440	9420	52418	\N
79441	9411	52418	\N
79443	10772	52419	\N
79444	11448	11101	\N
79445	10208	11101	\N
79446	12240	51818	\N
79447	12241	51818	\N
79448	12239	51818	\N
79449	9838	51818	\N
79450	12242	51818	\N
79451	12243	51818	\N
79452	10304	47600	\N
79453	12203	47600	\N
79454	9958	47600	\N
79455	9391	51818	\N
79456	9392	51818	\N
79457	9804	51818	\N
79458	9805	51818	\N
79459	9592	45622	\N
79460	9649	45622	\N
79461	9959	45622	\N
79462	10705	45622	\N
79463	12205	45622	\N
79464	9490	46565	\N
79465	10460	46565	\N
79466	12204	46565	\N
79467	10562	22663	\N
79468	11218	52420	\N
79469	10564	52420	\N
79470	10229	52421	\N
79471	10255	52421	\N
79472	12206	46445	\N
79473	9421	52422	\N
79474	9465	47482	\N
79475	10455	47482	\N
79476	11228	52423	\N
79477	9724	52423	\N
79478	10150	47650	\N
79479	10507	47650	\N
79480	10287	47594	\N
79481	11586	47594	\N
79482	11050	47594	\N
79483	11760	52424	\N
79484	10485	52425	\N
79485	11358	52425	\N
79486	11369	52425	\N
79487	9479	52426	\N
79488	12244	10578	\N
79489	9888	52427	\N
79490	9778	10578	\N
79491	9360	52428	\N
79492	9361	52428	\N
79493	9393	52428	\N
79494	9394	52428	\N
79495	9666	52429	\N
79496	10895	9956	\N
79497	10832	22650	\N
79498	10207	52430	\N
79499	9319	10030	\N
79500	10406	52412	\N
79501	10440	9741	\N
79502	10441	10194	\N
79503	10441	10330	\N
79504	10441	10313	\N
79505	10441	10293	\N
79506	10441	10309	\N
79507	10441	10332	\N
79508	10441	10364	\N
79509	10441	10357	\N
79510	10441	10371	\N
79511	10498	52426	\N
79512	10567	9782	\N
79513	10568	9782	\N
79514	11579	52431	\N
79515	10909	52431	\N
79516	10893	52431	\N
79517	10699	52431	\N
79518	10700	52431	\N
79519	10698	52431	\N
79520	10489	51818	\N
79521	9737	51818	\N
