affectedgovernmentpartid	governmentfrom	affectedtypefrom	governmentto	affectedtypeto	governmentformto
10378	3604	16	3604	16	\N
10379	3604	18	3604	18	\N
10380	3605	11	4904	7	\N
10381	3605	11	5043	13	7
10382	3605	11	6621	4	7
10383	3605	14	3274	14	\N
10384	3605	14	4903	14	\N
10385	3605	16	3605	16	9
10386	3605	16	3605	16	\N
10387	3605	18	3605	18	\N
10388	3606	2	3365	2	\N
10389	3606	2	3513	2	\N
10390	3606	2	4352	2	\N
10391	3606	11	3375	4	7
10392	3606	11	3513	4	7
10393	3606	11	4003	7	\N
10394	3606	11	4818	4	111
10395	3606	11	4818	7	\N
10396	3606	11	5793	4	111
10397	3606	11	6621	4	7
10398	3606	14	3513	14	\N
10399	3606	14	4352	14	\N
10400	3606	16	3606	16	9
10401	3606	16	3606	16	\N
10402	3607	2	3635	2	\N
10403	3607	2	5803	2	\N
10404	3607	11	3925	4	7
10405	3607	11	5453	7	\N
10406	3607	16	3607	16	9
10407	3607	16	3607	16	\N
10408	3608	11	3272	7	\N
10409	3608	16	3608	16	\N
10410	3609	14	3610	14	\N
10411	3609	16	3609	16	5
10412	3609	16	3609	16	97
10413	3609	16	3609	16	108
10414	3609	16	3609	16	\N
10415	3610	11	3316	7	\N
10416	3610	11	3485	4	111
10417	3610	11	3609	7	\N
10418	3610	11	4952	4	111
10419	3610	11	4952	7	\N
10420	3610	11	5570	4	141
10421	3610	11	5570	7	\N
10422	3610	11	6092	13	\N
10423	3610	11	6267	4	137
10424	3610	11	6384	4	174
10425	3610	11	6512	4	174
10426	3610	11	6647	4	111
10427	3610	14	3609	14	\N
10428	3610	16	3610	16	9
10429	3610	16	3610	16	105
10430	3610	16	3610	16	\N
10431	3610	18	3610	18	\N
10432	3611	16	3611	16	\N
10433	3612	16	3612	16	\N
10434	3613	2	4307	2	\N
10435	3613	2	5058	2	\N
10436	3613	11	5058	4	7
10437	3613	11	5176	4	7
10438	3613	11	6621	4	7
10439	3613	14	5527	14	\N
10440	3613	16	3613	16	9
10441	3613	16	3613	16	\N
10442	3613	18	3613	18	\N
10443	3614	16	3614	16	\N
10444	3615	12	3615	12	\N
10445	3615	16	3615	16	\N
10446	3616	2	3475	2	\N
10447	3616	11	4954	7	\N
10448	3616	11	5757	4	111
10449	3616	11	5801	4	7
10450	3616	11	6037	4	142
10451	3616	12	3616	12	\N
10452	3616	14	4954	14	\N
10453	3616	16	3616	16	8
10454	3616	16	3616	16	9
10455	3616	16	3616	16	\N
10456	3617	2	5628	2	\N
10457	3617	11	3297	4	7
10458	3617	11	4074	4	112
10459	3617	16	3617	16	9
10460	3617	16	3617	16	\N
10461	3618	16	3618	16	\N
10462	3619	2	3417	2	\N
10463	3619	2	4367	2	\N
10464	3619	2	4983	2	\N
10465	3619	2	6052	2	\N
10468	3620	11	5816	7	\N
10469	3620	11	5817	7	\N
10470	3620	11	6426	7	\N
10471	3620	16	3620	16	\N
10472	3621	16	3621	16	\N
10473	3622	2	4212	2	\N
10474	3622	2	5181	2	\N
10475	3622	2	5266	2	\N
10476	3622	11	5039	4	7
10477	3622	11	5181	7	\N
10478	3622	16	3622	16	9
10479	3622	16	3622	16	\N
10480	3623	16	3623	16	\N
10481	3624	16	3624	16	141
10482	3624	16	3624	16	\N
10483	3625	8	3625	8	\N
10484	3625	11	3624	4	112
10485	3625	11	3624	7	\N
10486	3625	11	4478	4	7
10487	3625	11	4681	4	7
10488	3625	11	4709	4	7
10489	3625	11	5427	4	112
10490	3625	11	5427	7	\N
10491	3625	11	6621	4	9
10492	3625	11	54568	4	7
10493	3625	16	3625	16	9
10494	3625	16	3625	16	\N
10495	3625	18	3625	18	\N
10496	3626	2	4331	2	\N
10497	3626	16	3626	16	\N
10498	3627	3	6621	4	\N
10499	3627	16	3627	16	\N
10500	3628	3	6621	4	\N
10501	3628	16	3628	16	\N
10503	3629	16	3629	16	\N
10504	3630	11	5219	4	111
10505	3630	11	5486	4	143
10506	3630	11	5486	7	\N
10507	3630	16	3630	16	9
10508	3630	16	3630	16	\N
10509	3631	11	5780	4	141
10510	3631	16	3631	16	9
10511	3631	16	3631	16	\N
10512	3632	16	3632	16	9
10513	3632	16	3632	16	\N
10514	3632	18	3632	18	\N
10515	3633	16	3633	16	111
10516	3633	16	3633	16	\N
10517	3634	16	3634	16	111
10518	3634	16	3634	16	143
10519	3634	16	3634	16	\N
10520	3635	2	3607	2	\N
10521	3635	2	5803	2	\N
10522	3635	11	3608	4	174
10523	3635	11	3768	4	7
10524	3635	11	4956	4	111
10525	3635	11	4956	7	\N
10526	3635	11	5803	4	7
10527	3635	11	6621	4	\N
10528	3635	16	3635	16	9
10529	3635	16	3635	16	\N
10530	3635	18	3635	18	\N
10531	3636	11	4335	4	7
10532	3636	11	5446	4	7
10533	3636	11	5840	4	7
10534	3636	16	3636	16	9
10535	3636	16	3636	16	\N
10536	3636	18	3636	18	\N
10537	3637	16	3637	16	\N
10538	3638	16	3638	16	9
10539	3638	16	3638	16	\N
10540	3639	2	4001	2	\N
10541	3639	2	4137	2	\N
10542	3639	2	4232	2	\N
10543	3639	8	3639	8	\N
10544	3639	11	4016	4	111
10545	3639	11	4093	4	7
10546	3639	11	4232	4	7
10547	3639	11	5565	4	111
10548	3639	11	5565	7	\N
10549	3639	11	6133	4	112
10550	3639	16	3639	16	9
10551	3639	16	3639	16	\N
10552	3640	2	6278	2	\N
10553	3640	16	3640	16	9
10554	3640	16	3640	16	\N
10555	3641	11	3264	4	111
10556	3641	11	5576	7	\N
10557	3641	16	3641	16	\N
10558	3642	2	3839	2	\N
10559	3642	11	3535	7	\N
10560	3642	11	5088	7	\N
10561	3642	11	6621	4	\N
10562	3642	16	3642	16	9
10563	3642	16	3642	16	\N
10564	3642	18	3642	18	\N
10565	3643	2	3647	2	\N
10566	3643	11	3647	4	111
10567	3643	16	3643	16	9
10568	3643	16	3643	16	\N
10569	3643	18	3643	18	\N
10570	3644	2	3307	2	\N
10571	3644	11	3307	4	7
10572	3644	11	3307	7	\N
10573	3644	11	4713	4	111
10574	3644	11	4713	7	\N
10575	3644	14	3307	14	\N
10576	3644	14	4713	14	\N
10577	3644	16	3644	16	9
10578	3644	16	3644	16	\N
10579	3645	16	3645	16	9
10580	3645	16	3645	16	\N
10581	3645	18	3645	18	\N
10582	3646	2	5526	2	\N
10583	3646	11	3972	4	111
10584	3646	11	3972	7	\N
10585	3646	11	3988	7	\N
10586	3646	11	4445	7	\N
10587	3646	11	4930	4	7
10588	3646	16	3646	16	9
10589	3646	16	3646	16	\N
10590	3647	2	3643	2	\N
10591	3647	16	3647	16	\N
10592	3648	11	3361	4	7
10593	3648	11	5442	4	111
10594	3648	11	5442	4	\N
10595	3648	11	5442	7	\N
10596	3648	12	3648	12	\N
10597	3648	14	5172	14	\N
10598	3648	16	3648	16	9
10599	3648	16	3648	16	\N
10600	3648	18	3648	18	\N
10601	3649	16	3649	16	\N
10602	3650	2	3678	2	\N
10603	3650	2	5691	2	\N
10607	3651	2	3595	2	\N
10608	3651	2	5280	2	\N
10609	3651	2	5791	2	\N
10610	3651	16	3651	16	9
10611	3651	16	3651	16	\N
10612	3651	18	3651	18	\N
10613	3652	11	4490	7	\N
10614	3652	11	4735	4	7
10615	3652	11	5886	4	7
10616	3652	11	6084	4	7
10617	3652	11	6498	4	143
10618	3652	11	6498	7	\N
10619	3652	11	6621	4	9
10620	3652	11	6621	4	\N
10621	3652	14	6084	14	\N
10622	3652	16	3652	16	8
10623	3652	16	3652	16	9
10624	3652	16	3652	16	\N
10625	3653	5	3526	7	\N
10626	3653	16	3653	16	\N
10627	3654	5	3479	7	\N
10628	3654	16	3654	16	\N
10629	3655	16	3655	16	\N
10630	3656	16	3656	16	\N
10631	3657	16	3657	16	\N
10632	3658	16	3658	16	97
10633	3658	16	3658	16	\N
10634	3659	2	3757	2	\N
10637	3660	16	3660	16	\N
10638	3661	2	6623	2	\N
10639	3661	11	4326	4	143
10640	3661	11	4326	7	\N
10641	3661	11	4849	4	7
10642	3661	11	6621	4	7
10643	3661	12	3661	12	\N
10644	3661	16	3661	16	9
10645	3661	16	3661	16	\N
10646	3661	18	3661	18	\N
10647	3662	2	4452	2	\N
10648	3662	11	3746	7	\N
10649	3662	11	4081	4	\N
10650	3662	11	5014	4	7
10651	3662	12	6995	12	\N
10652	3662	16	3662	16	9
10653	3662	16	3662	16	\N
10654	3662	18	3662	18	\N
10655	3663	2	4567	2	\N
10656	3663	2	5092	2	\N
10657	3663	2	5274	2	\N
10658	3664	16	3664	16	\N
10659	3665	2	5024	2	\N
10660	3665	2	5515	2	\N
10661	3665	16	3665	16	9
10662	3665	16	3665	16	\N
10664	3667	2	4078	2	\N
10665	3667	2	4154	2	\N
10666	3667	2	5855	2	\N
10667	3667	11	3490	7	\N
10668	3667	11	4078	4	7
10669	3667	11	4154	4	7
10670	3667	11	5855	7	\N
10671	3667	11	6621	4	\N
10672	3667	11	49020	4	\N
10673	3667	14	3333	14	\N
10674	3667	14	4154	14	\N
10675	3667	14	5855	14	\N
10676	3667	16	3667	16	9
10677	3667	16	3667	16	\N
10678	3667	18	3667	18	\N
10679	3668	2	5009	2	\N
10680	3668	2	5673	2	\N
10681	3668	11	3366	7	\N
10682	3668	11	3447	4	157
10683	3668	11	3447	4	\N
10684	3668	11	3447	7	\N
10685	3668	11	3808	7	\N
10686	3668	11	3842	7	\N
10687	3668	11	5673	4	7
10688	3668	14	3842	14	\N
10689	3668	16	3668	16	8
10690	3668	16	3668	16	9
10691	3668	16	3668	16	\N
10692	3669	8	3669	8	\N
10693	3669	11	5104	4	141
10694	3669	11	5104	7	\N
10695	3669	11	5314	4	7
10696	3669	11	6621	4	\N
10697	3669	16	3669	16	9
10698	3669	16	3669	16	\N
10699	3669	18	3669	18	\N
10700	3670	14	5216	14	\N
10701	3670	16	3670	16	9
10702	3670	16	3670	16	\N
10703	3671	2	4004	2	\N
10704	3671	2	4189	2	\N
10705	3671	2	4957	2	\N
10706	3671	2	5408	2	\N
10707	3671	3	6824	4	\N
10708	3671	11	4189	7	\N
10709	3671	11	5408	4	111
10710	3671	11	5408	7	\N
10711	3671	16	3671	16	9
10712	3671	16	3671	16	122
10713	3671	16	3671	16	\N
10714	3672	16	3672	16	\N
10715	3673	2	4844	2	\N
10716	3673	16	3673	16	9
10717	3673	16	3673	16	\N
10718	3674	2	5157	2	\N
10719	3674	11	4215	4	111
10720	3674	11	5157	7	\N
10721	3674	11	5337	7	\N
10722	3674	16	3674	16	8
10723	3674	16	3674	16	9
10724	3674	16	3674	16	\N
10725	3675	16	3675	16	\N
10726	3676	11	5744	7	\N
10727	3676	13	\N	\N	\N
10728	3676	16	3676	16	111
10729	3676	16	3676	16	143
10730	3676	16	3676	16	\N
10731	3677	11	5463	4	141
10732	3677	11	5463	7	\N
10733	3677	11	5520	7	\N
10734	3677	16	3677	16	9
10735	3677	16	3677	16	\N
10736	3678	2	3650	2	\N
10737	3678	2	3680	2	\N
10738	3678	2	3720	2	\N
10739	3678	2	4185	2	\N
10740	3678	2	5691	2	\N
10741	3678	11	4065	4	7
10742	3678	11	4065	7	\N
10743	3678	11	6105	4	143
10744	3678	14	5383	14	\N
10745	3678	16	3678	16	9
10746	3678	16	3678	16	\N
10747	3679	2	3759	2	\N
10748	3679	2	5002	2	\N
10749	3679	11	3759	7	\N
10750	3679	12	3679	12	\N
10751	3679	14	5002	14	\N
10752	3679	16	3679	16	\N
10753	3680	2	3678	2	\N
10754	3680	2	5383	2	\N
10755	3680	11	3720	7	\N
10756	3680	11	5691	4	7
10757	3680	11	6115	4	143
10758	3680	11	6160	4	111
10759	3680	16	3680	16	9
10760	3680	16	3680	16	\N
10761	3681	11	6209	4	141
10762	3681	16	3681	16	9
10763	3681	16	3681	16	\N
10764	3682	2	3463	2	\N
10765	3682	16	3682	16	8
10766	3682	16	3682	16	9
10767	3682	16	3682	16	105
10768	3682	16	3682	16	\N
10769	3683	11	5221	4	112
10770	3683	11	5221	7	\N
10771	3683	11	5881	4	7
10772	3683	14	3420	14	\N
10773	3683	16	3683	16	9
10774	3683	16	3683	16	\N
10775	3683	18	3683	18	\N
10776	3684	2	4340	2	\N
10777	3684	11	3685	4	7
10778	3684	11	4340	4	7
10779	3684	14	4340	14	\N
10780	3684	14	4938	14	\N
10781	3684	16	3684	16	9
10782	3684	16	3684	16	\N
10783	3685	2	5338	2	\N
10784	3685	11	3751	4	111
10785	3685	11	3902	7	\N
10786	3685	11	4038	4	142
10787	3685	11	4038	7	\N
10788	3685	11	4316	4	7
10789	3685	11	4348	7	\N
10790	3685	11	5132	4	7
10791	3685	11	5338	4	111
10792	3685	11	5421	4	7
10793	3685	11	6107	7	\N
10794	3685	11	6107	13	\N
10795	3685	11	6250	7	\N
10796	3685	11	6250	13	\N
10797	3685	11	6538	4	7
10798	3685	11	6618	4	7
10799	3685	16	3685	16	9
10800	3685	16	3685	16	\N
10801	3685	18	3685	18	\N
10802	3686	8	3686	8	\N
10803	3686	11	4985	4	7
10804	3686	14	4985	14	\N
10805	3686	16	3686	16	9
10806	3686	16	3686	16	\N
10807	3686	18	3686	18	\N
10808	3687	2	5346	2	\N
10809	3687	16	3687	16	9
10810	3687	16	3687	16	\N
10811	3688	2	4934	2	\N
10812	3688	2	4971	2	\N
10813	3688	11	4175	7	\N
10814	3688	11	4624	4	111
10815	3688	11	4624	7	\N
10816	3688	11	5556	4	7
10817	3688	12	3688	12	\N
10818	3688	16	3688	16	9
10819	3688	16	3688	16	\N
10820	3689	14	3811	14	\N
10821	3689	16	3689	16	9
10822	3689	16	3689	16	\N
10823	3690	11	3994	7	\N
10824	3690	11	4101	4	7
10825	3690	11	4477	7	\N
10826	3690	11	6565	4	112
10827	3690	11	6565	7	\N
10828	3690	11	54603	4	111
10829	3690	16	3690	16	9
10830	3690	16	3690	16	\N
10831	3690	18	3690	18	\N
10832	3691	16	3691	16	\N
10833	3692	2	4123	2	\N
10834	3692	2	4465	2	\N
10836	3694	2	4705	2	\N
10837	3694	2	6108	2	\N
10838	3694	11	3262	4	143
10839	3694	11	3732	4	111
10840	3694	11	5394	7	\N
10841	3694	11	6621	4	7
10842	3694	11	6621	4	\N
10843	3694	11	6626	4	\N
10844	3694	11	6734	4	\N
10845	3694	16	3694	16	9
10846	3694	16	3694	16	\N
10847	3694	18	3694	18	\N
10848	3695	2	5007	2	\N
10849	3695	2	5138	2	\N
10850	3695	8	3695	8	\N
10851	3695	10	48854	9	\N
10852	3695	11	3359	4	7
10853	3695	11	3750	4	7
10854	3695	11	4867	4	7
10855	3695	11	5199	4	7
10856	3695	11	5199	7	\N
10857	3695	11	5440	4	7
10858	3695	11	6174	4	7
10859	3695	11	49038	4	7
10860	3695	11	49038	7	\N
10861	3695	16	3695	16	9
10862	3695	16	3695	16	\N
10863	3695	18	3695	18	\N
10864	3696	2	5199	2	\N
10865	3696	16	3696	16	\N
10866	3697	14	5380	14	\N
10867	3697	14	5440	14	\N
10868	3697	16	3697	16	143
10869	3697	16	3697	16	\N
10870	3698	16	3698	16	\N
10871	3699	11	3698	7	\N
10872	3699	11	5334	4	111
10873	3699	11	6110	7	\N
10874	3699	11	6110	13	\N
10875	3699	16	3699	16	9
10876	3699	16	3699	16	\N
10877	3700	16	3700	16	\N
10878	3701	11	3522	7	\N
10879	3701	11	3700	4	111
10880	3701	11	5089	7	\N
10881	3701	11	54582	4	141
10882	3701	14	4046	14	\N
10883	3701	16	3701	16	9
10884	3701	16	3701	16	\N
10885	3701	18	3701	18	\N
10886	3702	11	54592	4	141
10887	3702	16	3702	16	9
10888	3702	16	3702	16	\N
10889	3703	16	3703	16	111
10890	3703	16	3703	16	148
10891	3703	16	3703	16	\N
10892	3704	16	3704	16	\N
10893	3705	2	5436	2	\N
10894	3705	16	3705	16	\N
10895	3706	2	4244	2	\N
10896	3706	2	5305	2	\N
10897	3706	11	6759	4	111
10898	3706	16	3706	16	9
10899	3706	16	3706	16	\N
10900	3706	18	3706	18	\N
10901	3707	11	3310	4	149
10902	3707	11	3578	4	143
10903	3707	11	6621	4	\N
10904	3707	16	3707	16	9
10905	3707	16	3707	16	\N
10906	3707	18	3707	18	\N
10907	3708	16	3708	16	9
10908	3708	16	3708	16	\N
10909	3709	16	3709	16	9
10910	3709	16	3709	16	\N
10911	3710	2	3816	2	\N
10912	3710	2	4132	2	\N
10913	3710	2	4440	2	\N
10914	3710	2	5410	2	\N
10915	3710	2	5500	2	\N
10916	3710	11	4751	4	111
10917	3710	14	4946	14	\N
10918	3710	14	5500	14	\N
10919	3710	16	3710	16	9
10920	3710	16	3710	16	\N
10921	3711	2	3877	2	\N
10922	3711	2	4308	2	\N
10923	3711	2	4331	2	\N
10924	3711	11	3985	4	7
10925	3711	11	4308	4	7
10926	3711	11	4400	4	7
10927	3711	11	4635	7	\N
10928	3711	14	5225	14	\N
10929	3711	16	3711	16	9
10930	3711	16	3711	16	\N
10931	3711	18	3711	18	\N
10932	3712	12	3712	12	\N
10933	3712	16	3712	16	9
10934	3712	16	3712	16	\N
10935	3713	11	6722	4	111
10936	3713	11	49624	4	1
10937	3713	16	3713	16	9
10938	3713	16	3713	16	\N
10939	3714	2	5395	2	\N
10940	3714	16	3714	16	\N
10941	3715	12	3715	12	\N
10942	3715	16	3715	16	\N
10943	3716	2	4877	2	\N
10944	3716	16	3716	16	\N
10945	3717	16	3717	16	\N
10946	3718	2	4902	2	\N
10947	3718	2	6534	2	\N
10948	3718	11	4895	4	7
10949	3718	11	4902	4	109
10950	3718	11	4902	7	\N
10951	3718	11	5182	4	111
10952	3718	11	6402	4	143
10953	3718	11	6440	4	143
10954	3718	11	6502	4	111
10955	3718	11	6502	4	\N
10956	3718	11	6534	7	\N
10957	3718	11	6621	4	7
10958	3718	11	6621	4	\N
10959	3718	11	6775	4	111
10960	3718	11	54182	4	7
10961	3718	14	6534	14	\N
10962	3718	16	3718	16	9
10963	3718	16	3718	16	\N
10964	3718	18	3718	18	\N
10965	3719	16	3719	16	\N
10966	3720	2	3678	2	\N
10967	3720	2	5691	2	\N
10968	3720	16	3720	16	5
10969	3720	16	3720	16	108
10970	3720	16	3720	16	\N
10971	3721	12	3721	12	\N
10972	3721	16	3721	16	\N
10973	3722	2	5117	2	\N
10974	3722	2	5358	2	\N
10975	3722	11	3943	7	\N
10976	3722	11	6116	4	7
10977	3722	16	3722	16	9
10978	3722	16	3722	16	\N
10979	3723	16	3723	16	142
10980	3723	16	3723	16	\N
10981	3724	16	3724	16	\N
10982	3725	11	3498	4	7
10983	3725	11	3640	4	7
10984	3725	11	3640	4	\N
10985	3725	11	4327	4	7
10986	3725	11	4560	4	7
10987	3725	11	5381	4	7
10988	3725	11	5381	7	\N
10989	3725	11	6621	4	7
10990	3725	11	6672	4	\N
10991	3725	16	3725	16	9
10992	3725	16	3725	16	\N
10993	3726	11	4098	4	7
10994	3726	11	4361	4	7
10995	3726	14	4098	14	\N
10996	3726	16	3726	16	9
10997	3726	16	3726	16	\N
10998	3727	2	3436	2	\N
10999	3727	2	5137	2	\N
11000	3727	11	3436	4	7
11001	3727	11	4463	4	7
11002	3727	11	5137	4	7
11003	3727	11	5438	4	7
11004	3727	11	6119	4	112
11005	3727	11	6119	7	\N
11006	3727	11	6120	4	112
11007	3727	12	3727	12	\N
11008	3727	16	3727	16	9
11009	3727	16	3727	16	\N
11010	3727	18	3727	18	\N
11011	3728	2	5753	2	\N
11012	3728	11	3322	4	111
11013	3728	11	5185	4	111
11014	3728	11	6621	4	\N
11015	3728	16	3728	16	9
11016	3728	16	3728	16	\N
11017	3729	16	3729	16	93
11018	3729	16	3729	16	\N
11019	3730	2	3253	2	\N
11020	3730	11	3253	4	7
11021	3730	11	3253	7	\N
11022	3730	11	4025	4	7
11023	3730	11	4310	4	7
11024	3730	11	5250	4	111
11025	3730	11	6621	4	7
11026	3730	14	3253	14	\N
11027	3730	14	6140	14	\N
11028	3730	16	3730	16	9
11029	3730	16	3730	16	105
11030	3730	16	3730	16	\N
11031	3731	2	4902	2	\N
11032	3731	11	4902	4	109
11033	3731	11	4902	7	\N
11034	3731	11	5084	7	\N
11035	3731	11	6561	4	143
11036	3731	11	6584	4	111
11037	3731	11	6621	4	7
11038	3731	11	54182	4	7
11039	3731	13	\N	\N	\N
11040	3731	16	3731	16	9
11041	3731	16	3731	16	\N
11042	3731	18	3731	18	\N
11043	3732	16	3732	16	\N
11044	3733	2	4131	2	\N
11045	3733	11	6621	4	\N
11046	3733	14	4131	14	\N
11047	3733	14	5693	14	\N
11048	3733	16	3733	16	9
11049	3733	16	3733	16	\N
11050	3734	16	3734	16	\N
11051	3735	11	4720	7	\N
11052	3735	11	6665	4	111
11053	3735	16	3735	16	8
11054	3735	16	3735	16	9
11055	3735	16	3735	16	\N
11056	3736	11	3737	7	\N
11057	3736	16	3736	16	\N
11058	3737	11	3736	4	111
11059	3737	11	3736	7	\N
11060	3737	11	5228	4	111
11061	3737	14	4761	14	\N
11062	3737	16	3737	16	9
11063	3737	16	3737	16	\N
11064	3738	16	3738	16	\N
11065	3739	11	4919	4	143
11066	3739	11	4919	7	\N
11067	3739	11	5163	4	111
11068	3739	16	3739	16	9
11069	3739	16	3739	16	\N
11070	3740	11	4330	4	7
11071	3740	11	4750	4	7
11072	3740	12	3740	12	\N
11073	3740	14	6621	14	\N
11074	3740	16	3740	16	9
11075	3740	16	3740	16	\N
11076	3741	11	3874	7	\N
11077	3741	11	4857	7	\N
11078	3741	16	3741	16	\N
11079	3742	2	3531	2	\N
11080	3742	2	5338	2	\N
11081	3742	11	3923	4	111
11082	3742	11	5338	4	111
11083	3742	11	5439	4	111
11084	3742	11	5439	4	\N
11085	3742	14	5441	14	\N
11086	3742	16	3742	16	9
11087	3742	16	3742	16	\N
11088	3742	18	3742	18	\N
11089	3743	2	6623	2	\N
11090	3743	11	4051	4	7
11091	3743	11	4091	4	112
11092	3743	11	4091	7	\N
11093	3743	16	3743	16	9
11094	3743	16	3743	16	\N
11095	3743	18	3743	18	\N
11096	3744	2	4130	2	\N
11097	3744	2	4329	2	\N
11098	3744	8	3744	8	\N
11099	3744	11	3546	4	143
11100	3744	11	3546	7	\N
11101	3744	11	4130	7	\N
11102	3744	11	4329	4	7
11103	3744	11	4329	7	\N
11104	3744	11	5128	4	111
11105	3744	11	6621	4	7
11106	3744	12	3744	12	\N
11107	3744	16	3744	16	9
11108	3744	16	3744	16	\N
11109	3744	18	3744	18	\N
11110	3745	2	6623	2	\N
11111	3745	8	3745	8	\N
11112	3745	11	3368	7	\N
11113	3745	11	4506	4	7
11114	3745	14	6621	14	\N
11115	3745	16	3745	16	9
11116	3745	16	3745	16	\N
11117	3745	18	3745	18	\N
11118	3746	11	3662	7	\N
11119	3746	11	4081	4	\N
11120	3746	11	4617	4	7
11121	3746	11	5014	4	7
11122	3746	11	5681	4	7
11123	3746	11	6621	4	7
11124	3746	12	6995	12	\N
11125	3746	14	5076	14	\N
11126	3746	16	3746	16	9
11127	3746	16	3746	16	\N
11128	3747	2	5114	2	\N
11129	3747	8	3747	8	\N
11130	3747	11	4365	4	111
11131	3747	11	4365	7	\N
11132	3747	11	4696	4	111
11133	3747	11	4696	7	\N
11134	3747	11	5114	7	\N
11135	3747	11	5278	4	111
11136	3747	11	5278	7	111
11137	3747	11	5278	7	\N
11138	3747	11	5376	4	7
11139	3747	11	5774	4	111
11140	3747	11	5869	4	111
11141	3747	11	5869	7	\N
11142	3747	11	6621	4	7
11143	3747	14	5376	14	\N
11144	3747	16	3747	16	8
11145	3747	16	3747	16	9
11146	3747	16	3747	16	\N
11147	3747	18	3747	18	\N
11148	3748	2	3439	2	\N
11149	3748	2	4269	2	\N
11150	3748	2	4468	2	\N
11151	3748	16	3748	16	9
11152	3748	16	3748	16	\N
11153	3749	16	3749	16	111
11154	3749	16	3749	16	\N
11155	3750	2	4207	2	\N
11156	3750	11	4207	4	7
11157	3750	11	5440	4	7
11158	3750	11	6505	4	7
11159	3750	16	3750	16	9
11160	3750	16	3750	16	\N
11161	3750	18	3750	18	\N
11162	3751	14	6621	14	\N
11163	3751	16	3751	16	\N
11164	3752	14	4348	14	\N
11165	3752	16	3752	16	93
11166	3752	16	3752	16	\N
11167	3753	2	3754	2	\N
11168	3753	2	4442	2	\N
11169	3753	5	3754	7	\N
11170	3753	11	3754	7	\N
11171	3753	16	3753	16	\N
11172	3754	2	3753	2	\N
11173	3754	2	4401	2	\N
11174	3754	2	4703	2	\N
11175	3754	11	3753	4	111
11176	3754	11	3753	7	\N
11177	3754	11	4041	4	7
11178	3754	11	4442	4	7
11179	3754	11	4703	4	7
11181	3754	11	6621	4	7
11182	3754	11	6621	4	\N
11183	3754	11	6709	4	\N
11184	3754	14	5560	14	\N
11185	3754	16	3754	16	9
11186	3754	16	3754	16	\N
11187	3754	18	3754	18	\N
11188	3755	2	5876	2	\N
11189	3755	11	5876	7	\N
11190	3755	16	3755	16	\N
11191	3756	11	4108	7	\N
11192	3756	16	3756	16	\N
11193	3757	2	3393	2	\N
11194	3757	2	3659	2	\N
11195	3757	2	3778	2	\N
11196	3757	2	4432	2	\N
11197	3757	2	4575	2	\N
11198	3757	2	4920	2	\N
11199	3757	2	5537	2	\N
11200	3757	11	3393	7	\N
11201	3757	11	3839	4	7
11202	3757	11	4432	4	7
11203	3757	11	4920	4	7
11204	3757	11	6621	4	\N
11205	3757	16	3757	16	9
11206	3757	16	3757	16	\N
11207	3757	18	3757	18	\N
11208	3758	2	4566	2	\N
11209	3758	11	4566	7	\N
11210	3758	12	3758	12	\N
11211	3758	16	3758	16	157
11212	3758	16	3758	16	\N
11213	3759	2	3679	2	\N
11214	3759	11	3675	4	111
11215	3759	11	5267	4	111
11216	3759	11	5267	7	\N
11217	3759	14	5002	14	\N
11218	3759	16	3759	16	93
11219	3759	16	3759	16	111
11220	3759	16	3759	16	174
11221	3759	16	3759	16	\N
11222	3760	2	5002	2	\N
11223	3760	11	3264	7	\N
11224	3760	11	3675	7	\N
11225	3760	11	3679	4	111
11226	3760	11	3759	4	149
11227	3760	11	4013	4	111
11228	3760	11	4013	7	\N
11229	3760	11	4111	4	111
11230	3760	11	4111	7	\N
11231	3760	11	5002	7	\N
11232	3760	11	5267	4	111
11233	3760	11	5267	7	\N
11234	3760	11	5576	4	7
11235	3760	11	5576	7	\N
11236	3760	11	5873	4	111
11237	3760	11	6621	4	7
11238	3760	11	6738	4	111
11239	3760	14	5576	14	\N
11240	3760	16	3760	16	8
11241	3760	16	3760	16	9
11242	3760	16	3760	16	\N
11243	3761	12	3761	12	\N
11244	3761	16	3761	16	111
11245	3761	16	3761	16	\N
11246	3762	2	4488	2	\N
11247	3762	2	4652	2	\N
11248	3762	2	5327	2	\N
11249	3762	2	5569	2	\N
11250	3762	2	6049	2	\N
11251	3762	11	3761	7	\N
11252	3762	11	4794	7	\N
11253	3762	14	6049	14	\N
11254	3762	16	3762	16	9
11255	3762	16	3762	16	\N
11256	3762	18	3762	18	\N
11257	3763	2	5160	2	\N
11258	3763	11	4782	7	\N
11259	3763	11	6621	4	\N
11260	3763	11	6648	4	111
11261	3763	16	3763	16	9
11262	3763	16	3763	16	\N
11263	3764	16	3764	16	111
11264	3764	16	3764	16	\N
11265	3765	2	4416	2	\N
11266	3765	2	5294	2	\N
11267	3765	11	3673	4	7
11268	3765	11	4416	4	7
11269	3765	11	6621	4	7
11270	3765	11	6621	4	\N
11271	3765	11	6815	4	111
11272	3765	11	6815	4	143
11273	3765	12	3765	12	\N
11274	3765	14	4416	14	\N
11275	3765	16	3765	16	9
11276	3765	16	3765	16	\N
11277	3766	16	3766	16	\N
11278	3767	16	3767	16	\N
11279	3768	2	4080	2	\N
11280	3768	11	3314	4	111
11281	3768	11	6621	4	\N
