lawsectionid	law	lawsectionfrom	lawsectionpagefrom	lawsectionto	lawsectionpageto	eventtype	lawsectionamend	lawsectionnewfrom	lawsectionnewto	lawsectionnewlaw	lawsectionsymbol	lawsectionnewsymbol
3014	2729	1	806	4	822	4	\N			\N	§	
3015	1892	1	1047	2	1048	2	\N			\N	§	
3016	2582	1	124	2	125	4	\N			\N	§	
3017	1607	1	248	2	250	4	\N			\N	§	
3018	1625	1	633	2	635	2	\N			\N	§	
3019	2153	1	676	2	676	9	\N			\N	§	
3020	2419	1	861	2	867	4	\N			\N	§	
3021	2089	1	1143	1	1143	34	\N			\N	§	
3022	1823	1	1446	3	1447	2	\N			\N	§	
3023	1358	1	58	5	59	34	\N			\N	§	
3024	2135	1	76	3	77	34	\N			\N	§	
3026	2426	1	152	13	159	9	\N			\N	§	
3029	1621	1	171	2	171	30	\N			\N	§	
3030	1518	1	285	1	285	34	\N			\N	§	
3031	1518	96	329	96	330	117	\N			\N	§	
3036	2588	1	232	6	234	30	\N			\N	§	
3037	2588	24	242	24	242	30	\N			\N	§	
3038	2572	19	410	19	410	30	\N			\N	§	
3039	2572	1	403	3	404	30	\N			\N	§	
3040	2572	18	409	18	410	30	\N			\N	§	
3042	2869	1	48	3	50	30	\N			\N	§	
3043	1722	33	72	34	73	49	\N			\N	§	
3044	1722	1	58	3	59	30	\N			\N	§	
3045	1722	8	61	8	61	30	\N			\N	§	
3046	2800	34	295	35	296	49	\N			\N	§	
3047	2800	36	296	36	296	2	\N			\N	§	
3048	2800	10	284	10	284	30	\N			\N	§	
3049	2800	1	280	5	282	30	\N			\N	§	
3050	1422	1	339	5	340	49	\N			\N	§	
3052	2520	1	24	3	25	34	\N			\N	§	
3053	1781	1 [40:43-26]	327	1 [40:43-26]	328	2	\N			\N	art. 6, §	
3054	1781	2 [40:43-27]	328	5 [40:43-30]	329	2	\N			\N	§	
3055	1781	1 [40:43-4]	320	4 [40:43-7]	321	34	\N			\N	art. 2, §	
3056	1781	9 [40:43-39]	331	9 [40:43-39]	331	2	\N			\N	§	
3057	1781	6 [40:43-31]	329	7 [40:43-35]	331	2	\N			\N	§	
3058	1781	8 [40:43-36]	331	8 [40:43-36]	331	2	\N			\N	§	
3059	1781	1 [40:43-8]	321	3 [40:43-9]	321	34	\N			\N	art. 3, §	
3060	1781	1 [40:43-67]	341	6 [40:43-71]	342	4	\N			\N	art. 8, §	
3061	1781	1	322	11	327	117	\N			\N	art. 5, §	
3062	1781	1 [40:43-40]	332	25 [40:43-64]	341	9	\N			\N	art. 7, §	
3063	1781	1	321	1	321	117	\N			\N	art. 4, §	
3064	1680	1 [40:18-23]	770	8 [40:18-32]	774	2	\N			\N	§	
3065	2649	67	59	67	59	2	\N			\N	§	
3066	2649	1	33	12	37	63	\N			\N	§	
3067	2649	66	58	66	59	49	\N			\N	§	
3068	2649	18	39	18	39	63	\N			\N	§	
3069	2811	9 [66]	419	9 [66]	420	49	\N			\N	§	
3070	2811	2 [67]	416	2 [67]	416	2	\N			\N	§	
3071	2811	1 [1]	416	6 [10]	419	63	\N			\N	§	
3074	1599	2 [40A:7-12]	800	2 [40A:7-13]	801	2	\N			\N	§	
3075	1599	2 [40A:7-14]	801	2 [40A:7-22]	804	2	\N			\N	§	
3076	1599	3 [40A:13-17]	813	3 [40A:13-17]	813	4	\N			\N	§	
3077	1599	1 [40A:6-1]	792	1 [40A:6-3]	793	117	\N			\N	§	
3078	1599	2 [40A:7-23]	804	2 [40A:7-23]	804	2	\N			\N	§	
3079	1599	3 [40A:13-24]	815	3 [40A:13-29]	821	117	\N			\N	§	
3080	1599	3 [40A:13-2]	809	3 [40A:13-2]	809	2	\N			\N	§	
3081	1599	3 [40A:13-10]	811	3 [40A:13-16]	813	4	\N			\N	§	
3082	1599	2 [40A:7-25]	804	2 [40A:7-25]	805	2	\N			\N	§	
3083	1599	3 [40A:13-19]	813	3 [40A:13-20]	814	4	\N			\N	§	
3084	1599	2 [40A:7-24]	804	2 [40A:7-24]	804	2	\N			\N	§	
3085	1599	1 [40A:6-4]	793	1 [40A:6-7]	794	117	\N			\N	§	
3086	1599	2 [40A:7-26]	805	2 [40A:7-27]	805	2	\N			\N	§	
3087	1599	3 [40A:13-21]	814	3 [40A:13-23]	815	4	\N			\N	§	
3088	1599	2 [40A:7-1]	797	2 [40A:7-11]	800	2	\N			\N	§	
3089	1599	3 [40A:13-3]	809	3 [40A:13-9]	811	4	\N			\N	§	
3090	1599	3 [40A:13-18]	813	3 [40A:13-18]	813	4	\N			\N	§	
3091	1410	1.1	746	8.4	757	87	\N			\N	§	
3092	1660	1	1785	5	1788	5	\N			\N	§	
3093	2064	1	81	2	88	87	\N			\N	§	
3094	2276	1	608	5	610	2	\N			\N	§	
3095	2313	1	1151	3	1158	87	\N			\N	§	
3096	2269	1	145	2	146	2	\N			\N	§	
3097	2165	1	880	6	882	4	\N			\N	§	
3098	2453	1	1046	6	1051	4	\N			\N	§	
3099	2749	1	1690	2	1690	5	\N			\N	§	
3100	2839	1	1349	6	1356	87	\N			\N	§	
3101	1420	1	13	5	27	87	\N			\N	§	
3102	2202	1	1701	14	1704	30	\N			\N	§	
3103	2724	1	765	5	785	87	\N			\N	§	
3104	1995	1	835	3	838	4	\N			\N	§	
3105	2441	1	1426	3	1427	4	\N			\N	§	
3106	1755	1	318	4	324	5	\N			\N	§	
3107	2592	1	506	4	528	87	\N			\N	§	
3108	1861	1	1268	2	1271	4	\N			\N	§	
3109	1847	1	1421	2	1422	2	\N			\N	§	
3110	2085	1	190	2	190	2	\N			\N	§	
3111	2580	1	510	2	511	2	\N			\N	§	
3112	2710	1	555	3	559	4	\N			\N	§	
3113	2051	1	642	2	643	4	\N			\N	§	
3114	2512	1	445	4	458	87	\N			\N	§	
3115	2138	1	700	5	701	30	\N			\N	§	
3116	2086	1	749	3	50	2	\N			\N	§	
3117	2346	1	572	3	573	4	\N			\N	§	
3118	2156	1.1	1157	7.5	1168	87	\N			\N	§	
3119	1688	1	1400	2	1403	4	\N			\N	§	
3120	1404	1	319	5	340	87	\N			\N	§	
3121	2408	1.1	731	7.4	739	87	\N			\N	§	
3122	2656	1	747	8	749	5	\N			\N	§	
3123	2308	1	1283	6	1283	4	\N			\N	§	
3124	2019	1	893	1	893	55	\N			\N	§	
3125	1833	1	893	1	893	2	\N			\N	§	
3126	2021	1	893	1	893	55	\N			\N	§	
3127	1789	1	893	1	893	36	\N			\N	§	
3128	1610	1	893	1	893	36	\N			\N	§	
3129	1923	1	1413	1	1413	55	\N			\N	§	
3130	1398	1	1413	1	1413	31	\N			\N	§	
3131	2194	1	869	1	869	2	\N			\N	§	
3132	1708	1	869	1	869	2	\N			\N	§	
3133	1960	1	869	1	869	2	\N			\N	§	
3134	1614	1	869	1	869	2	\N			\N	§	
3135	1961	1	869	1	869	36	\N			\N	§	
3136	2375	1	2097	1	2097	34	\N			\N	§	
3137	1459	1	1009	1	1009	55	\N			\N	§	
3138	1401	1	1009	1	1009	2	\N			\N	§	
3139	1826	1	897	1	897	55	\N			\N	§	
3140	2703	1	897	1	897	2	\N			\N	§	
3141	2417	1	897	1	897	49	\N			\N	§	
3142	2345	1	897	1	897	2	\N			\N	§	
3143	2397	1	897	1	897	30	\N			\N	§	
3144	2046	1	897	1	898	55	\N			\N	§	
3145	2344	1	898	1	898	2	\N			\N	§	
3150	2505	1 [40:43-38]	466	3 [40:43-38]	466	2	\N			\N	§	
3151	2475	1 [40:43-45]	871	1 [40:43-46]	872	9	3062			\N	§	
3152	2523	1	775	1	775	60	\N			\N	§	
3153	1845	1	775	1	775	2	\N			\N	§	
3154	2167	1	1145	1	1145	2	\N			\N	§	
3155	2348	1	1145	1	1145	60	\N			\N	§	
3156	2267	1	1141	1	1141	34	\N			\N	§	
3157	2112	1	1215	1	1215	34	\N			\N	§	
3158	1493	1	1219	1	1219	55	\N			\N	§	
3159	2066	1	1219	1	1219	2	\N			\N	§	
3160	1853	1	1219	1	1219	30	\N			\N	§	
3161	1507	1	1219	1	1219	55	\N			\N	§	
3162	2469	1	1219	1	1219	30	\N			\N	§	
3163	1617	1	1219	1	1219	49	\N			\N	§	
3164	2604	1	1167	1	1167	34	\N			\N	§	
3165	2472	1	1155	1	1155	34	\N			\N	§	
3166	1653	1	747	1	747	34	\N			\N	§	
3167	2075	1	747	1	747	34	\N			\N	§	
3168	1993	1	893	1	893	34	\N			\N	§	
3169	2527	1	893	1	893	34	\N			\N	§	
3170	2320	1	893	1	893	34	\N			\N	§	
3171	1408	1	587	1	587	55	\N			\N	§	
3172	2260	1	587	1	587	55	\N			\N	§	
3173	2040	1	587	1	587	36	\N			\N	§	
3174	1443	1	587	1	587	30	\N			\N	§	
3175	1935	1	587	1	587	36	\N			\N	§	
3176	2443	1	587	1	588	2	\N			\N	§	
3177	2120	1	588	1	588	30	\N			\N	§	
3178	2100	1	779	1	779	30	\N			\N	§	
3179	2130	1	779	1	779	30	\N			\N	§	
3180	2828	1	779	1	779	36	\N			\N	§	
3181	2424	1	1349	1	1349	34	\N			\N	§	
3182	1454	1	1259	1	1259	34	\N			\N	§	
3183	1641	1	1397	1	1397	60	\N			\N	§	
3184	2769	1	1397	1	1397	60	\N			\N	§	
3185	2042	1	1397	1	1397	55	\N			\N	§	
3186	2096	1	1397	1	1397	55	\N			\N	§	
3187	2095	1	1397	1	1398	55	\N			\N	§	
3188	2758	1	1398	1	1398	2	\N			\N	§	
3189	1822	1	1398	1	1398	2	\N			\N	§	
3190	2807	1	1473	1	1473	34	\N			\N	§	
3191	1615	1	929	1	929	2	\N			\N	§	
3192	2332	1	929	1	929	2	\N			\N	§	
3193	1849	1	591	1	591	34	\N			\N	§	
3194	2241	1	591	1	591	34	\N			\N	§	
3195	1805	1	591	1	591	34	\N			\N	§	
3196	2227	1	797	1	797	55	\N			\N	§	
3197	2415	17 [40A:7-13]	2117	17 [40A:7-13]	2117	2	3074			\N	§	
3198	2415	16 [40:43-66.63]	2116	16 [40:43-66.63]	2117	9	3326			\N	§	
3199	1569	44 [40A:6-1]	1966	45 [40A:6-2]	1967	117	3077			\N	§	
3200	1569	46 [40A:6-6]	1967	46 [40A:6-6]	1967	117	3085			\N	§	
3201	2012	1 [40A:7-12]	761	1 [40A:7-12]	761	2	3074			\N	§	
3202	2012	2 [40A:7-12.1]	761	2 [40A:7-12.1]	762	2	3074			\N	§	
3204	1840	1	1015	1	1015	34	\N			\N	§	
3205	2476	1	1015	1	1015	34	\N			\N	§	
3206	1524	1	1015	1	1015	34	\N			\N	§	
3207	1858	1	1015	1	1015	34	\N			\N	§	
3208	2442	1	1019	1	1019	34	\N			\N	§	
3209	1939	1	1019	1	1019	55	\N			\N	§	
3210	2162	1	1019	1	1019	55	\N			\N	§	
3211	2122	1	367	2	367	34	\N			\N	§	
3212	2389	1	755	1	755	2	\N			\N	§	
3213	2447	1	755	1	755	2	\N			\N	§	
3214	1884	1	755	1	755	87	\N			\N	§	
3215	2857	1	755	1	755	31	\N			\N	§	
3216	1880	1	755	1	755	30	\N			\N	§	
3217	1747	1	544	3	545	9	\N			\N	§	
3218	1782	1	68	2	68	2	\N			\N	§	
3219	1942	1	638	4	639	4	\N			\N	§	
3220	2564	1	60	2	60	4	\N			\N	§	
3221	1730	1	404	42	425	5	\N			\N	§	
3222	1657	1	692	2	693	4	\N			\N	§	
3223	2566	1	314	33	330	5	\N			\N	§	
3224	2436	1	427	11	433	2	\N			\N	§	
3225	1602	5	956	5	956	2	\N			\N	§	
3226	1593	1	1025	2	1025	4	\N			\N	§	
3227	2458	1	1226	10	1228	2	\N			\N	§	
3229	1532	1	291	2	292	4	\N			\N	§	
3230	1963	1	468	21	474	5	\N			\N	§	
3231	2680	1	686	93	731	5	\N			\N	§	
3232	1920	1	1268	3	1269	4	\N			\N	§	
3233	2517	1	1311	109	1354	9	\N			\N	§	
3234	1704	1	598	3	598	2	\N			\N	§	
3235	2616	1	412	4	412	4	\N			\N	§	
3236	2401	1	206	92	246	5	\N			\N	§	
3238	1629	1	128	4	129	30	3039			\N	§	
3239	2200	1	256	5	257	30	3039			\N	§	
3240	2200	18	261	18	261	30	3039			\N	§	
3241	2479	1	50	3	50	30	3040			\N	§	
3242	2080	1	476	3	476	30	3039			\N	§	
3243	2129	1	365	4	366	2	3036			\N	§	
3244	1631	1	138	8	139	10	\N			\N	§	
3245	1683	1	275	1	275	30	\N			\N	§	
3246	2178	1	210	7	211	10	\N			\N	§	
3247	2351	1	261	9	264	2	\N			\N	§	
3250	1829	1	394	7	395	2	\N			\N	§	
3251	1639	1	267	2	268	2	3047			\N	§	
3252	2795	1	402	3	403	30	3049			\N	§	
3258	2007	1	97	1	97	30	3037			\N	§	
3259	1967	1	183	2	183	30	\N			\N	§	
3260	2794	1	194	3	195	2	\N			\N	§	
3263	2501	1	83	1	83	30	\N			\N	§	
3265	2062	1	387	11	389	9	\N			\N	§	
3266	2737	1	45	4	46	9	\N			\N	§	
3267	2489	1	211	3	212	30	3042			\N	§	
3269	1941	1	393	3	394	9	3266			\N	§	
3272	2251	1	198	11	201	10	\N			\N	§	
3273	2175	1	392	3	392	10	3272			\N	§	
3274	1990	1	194	2	194	10	3272			\N	§	
3276	1841	1	1275	1	1275	55	\N			\N	§	
3277	2025	1	1253	1	1253	2	\N			\N	§	
3278	2386	1	1057	1	1057	34	\N			\N	§	
3279	2492	1	1057	1	1057	31	\N			\N	§	
3280	2195	1	1057	1	1057	31	\N			\N	§	
3281	2452	1	1057	1	1057	31	\N			\N	§	
3282	2639	1	1057	1	1057	34	\N			\N	§	
3283	1891	1	1005	1	1005	34	\N			\N	§	
3284	1754	1	1393	1	1393	34	\N			\N	§	
3285	2448	1	1393	1	1393	34	\N			\N	§	
3286	2640	1	1393	1	1393	34	\N			\N	§	
3287	1737	1	747	1	747	31	\N			\N	§	
3288	1669	1	1019	1	1019	34	\N			\N	§	
3289	1580	1	1019	1	1019	34	\N			\N	§	
3290	2470	1	250	5	253	2	\N			\N	§	
3291	2542	1	253	6	257	30	\N			\N	§	
3292	2836	1	779	21	787	87	\N			\N	§	
3293	2439	1	939	5	941	30	\N			\N	§	
3294	2751	1	565	4	566	36	\N			\N	§	
3295	1630	1	623	4	624	2	\N			\N	§	
3296	2349	1	196	2	196	2	\N			\N	§	
3297	2319	1 [40:43-4]	540	2 [40:43-4]	541	34	\N			\N	§	
3298	1872	1 [40:43-39.1]	65	3 [40:43-39.2]	66	2	\N			\N	§	
3299	1948	250 [40:80-12]	737	250 [40:80-12]	737	60	3547			\N	§	
3300	1948	237 [40:71-9]	732	237 [40:71-9]	733	55	\N			\N	§	
3301	1948	238 [40:71-10]	733	238 [40:71-10]	733	55	\N			\N	§	
3302	1948	160 [40:43-67]	689	162 [40:43-71]	690	4	3060			\N	§	
3303	1948	156 [40:43-66.3]	686	159 [40:43-66.28]	689	9	\N			\N	§	
3304	1948	155 [40:43-36]	686	155 [40:43-36]	686	2	3058			\N	§	
3305	1948	20 [40:18-30]	637	21 [40:18-32]	637	2	3064			\N	§	
3306	1948	154 [40:43-35]	685	154 [40:43-35]	686	2	3057			\N	§	
3307	1948	16 [40:18-12]	636	16 [40:18-12]	636	4	3312			\N	§	
3308	1948	13 [40:18-6]	635	14 [40:18-7]	636	4	3312			\N	§	
3309	1948	15 [40:18-9]	636	15 [40:18-9]	636	4	3313			\N	§	
3310	1948	17 [40:18-14]	636	19 [40:18-20]	637	4	3311			\N	§	
3311	1744	7 [40:18-14]	330	13 [40:18-21]	331	4	\N			\N	§	
3312	1744	1 [40:18-6]	329	6 [40:18-12]	330	4	\N			\N	§	
3313	1744	13 [40:18-9]	331	13 [40:18-9]	339	4	\N			\N	§	
3314	1744	11 [40:18-13]	331	11 [40:18-13]	331	4	\N			\N	§	
3317	1818	1 [40:7A-1]	736	4 [40:7A-3]	737	4	\N			\N	§	
3320	2504	1 [40:43-66]	243	19 [40:43-66]	251	31	\N			\N	§	
3321	2511	1 [40:43-66]	180	2 [40:43-66]	181	31	3320			\N	§	
3322	2659	1 [40:43-66]	54	6 [40:43-66]	56	31	3320			\N	§	
3323	2444	1 [40:43-66]	393	2 [40:43-66]	394	31	3320			\N	§	
3324	2087	1 [40:43-66]	282	1 [40:43-66]	283	31	3320			\N	§	
3325	2318	1 [40:43-66.78]	2204	8 [40:43-66.84]	2207	9	\N			\N	§	
3326	2067	1 [40:43-66.35]	1537	43 [40:43-66.77]	1559	9	\N			\N	§	
3327	1608	1	830	40	846	9	\N			\N	§	
3328	2296	1	1235	1	1235	34	\N			\N	§	
3329	2524	1	918	3	920	52	\N			\N	§	
3330	1555	1	920	1	920	52	3329			\N	§	
3331	1713	1	788	5	803	87	\N			\N	§	
3332	2158	1	1203	63	1235	87	\N			\N	§	
3333	2513	1	999	1	999	60	\N			\N	§	
3334	2307	1	927	1	927	34	\N			\N	§	
3335	1889	1	927	1	927	34	\N			\N	§	
3336	2083	1	955	1	955	34	\N			\N	§	
3337	1907	1	959	1	959	87	\N			\N	§	
3338	2247	1	1117	1	1117	87	\N			\N	§	
3339	1953	1	1117	1	1117	60	\N			\N	§	
3340	2642	1	1255	1	1255	58	\N			\N	§	
3341	2131	1	2353	1	2353	34	\N			\N	§	
3342	1950	1	2357	1	2357	60	\N			\N	§	
3343	1364	1	1419	1	1419	34	\N			\N	§	
3344	2324	1	1419	1	1419	34	\N			\N	§	
3345	1386	1	1419	1	1419	34	\N			\N	§	
3346	1756	1	1423	1	1423	55	\N			\N	§	
3347	2321	1	1423	1	1423	55	\N			\N	§	
3348	2105	1	1305	1	1305	55	\N			\N	§	
3349	1627	1	2093	1	2093	55	\N			\N	§	
3350	2736	1	2093	1	2093	60	\N			\N	§	
3351	2039	1	2093	1	2093	55	\N			\N	§	
3352	1594	1	2093	1	2093	60	\N			\N	§	
3353	1862	1	1403	1	1403	55	\N			\N	§	
3354	2668	1	1403	1	1403	55	\N			\N	§	
3355	2378	1	1403	1	1403	55	\N			\N	§	
3356	1913	1	1407	1	1407	34	\N			\N	§	
3357	1985	1	1257	1	1257	55	\N			\N	§	
3358	2363	1	1257	1	1257	55	\N			\N	§	
3359	2192	1	685	1	685	34	\N			\N	§	
3360	2297	1	689	1	689	60	\N			\N	§	
3361	1914	1	689	1	689	60	\N			\N	§	
3362	1510	1	483	4	485	35	\N			\N	§	
3363	1673	1	105	2	105	35	\N			\N	§	
3364	2456	1	93	4	96	35	\N			\N	§	
3365	1929	1	218	4	221	36	\N			\N	§	
3366	1929	85	257	85	258	49	\N			\N	§	
3370	2733	1	859	29	869	31	\N			\N	§	
3371	2767	1	577	4	579	2	\N			\N	§	
3372	1605	1	774	4	776	2	\N			\N	§	
3373	2225	1	777	4	779	9	\N			\N	§	
3374	2711	1	155	2	155	9	\N			\N	§	
3375	1905	1	171	2	172	9	\N			\N	§	
3376	2574	1	317	2	318	9	\N			\N	§	
3377	2023	1	544	3	545	30	\N			\N	§	
3378	1945	1	52	4	55	2	\N			\N	§	
3379	1757	1	122	6	124	30	\N			\N	§	
3380	2094	1	256	4	258	31	\N			\N	§	
3381	2303	1	537	2	538	9	\N			\N	§	
3382	2747	1	153	5	156	30	\N			\N	§	
3383	1390	1	83	3	84	30	\N			\N	§	
3384	1894	1	242	4	244	9	\N			\N	§	
3385	2254	1	245	4	247	9	\N			\N	§	
3386	2746	1	301	5	303	31	\N			\N	§	
3387	1558	1	172	6	175	30	\N			\N	§	
3388	2853	1	204	4	205	30	\N			\N	§	
3389	2722	1	247	4	250	2	\N			\N	§	
3390	2738	1	38	4	40	30	\N			\N	§	
3391	1753	1	116	5	119	30	\N			\N	§	
3392	1978	1	553	4	555	2	\N			\N	§	
3393	2714	1	571	7	577	30	\N			\N	§	
3394	2183	1	603	2	604	9	\N			\N	§	
3395	1814	1	867	5	872	36	\N			\N	§	
3396	2630	1	418	6	423	30	\N			\N	§	
3397	1792	1	228	6	233	30	\N			\N	§	
3398	1648	1	344	4	347	2	\N			\N	§	
3399	2600	1	239	4	241	30	\N			\N	§	
3400	1606	1	258	4	260	36	\N			\N	§	
3401	1399	1	441	7	446	30	\N			\N	§	
3402	2493	1	135	6	139	30	\N			\N	§	
3403	2843	1	329	7	336	30	\N			\N	§	
3404	1779	1	133	6	137	30	\N			\N	§	
3405	2653	1	121	6	127	30	\N			\N	§	
3406	1503	1	210	6	213	30	\N			\N	§	
3407	2687	1	333	7	337	30	\N			\N	§	
3408	2516	1	327	3	333	30	\N			\N	§	
3409	1416	1	23	6	29	30	\N			\N	§	
3410	2364	1	513	4	517	2	\N			\N	§	
3411	1740	1	581	4	584	9	\N			\N	§	
3412	2449	1	707	4	711	2	\N			\N	§	
3413	1596	1	476	3	478	2	\N			\N	§	
3414	1816	1	38	6	42	30	\N			\N	§	
3415	2431	1	343	4	347	2	\N			\N	§	
3416	1998	1	1085	1	1085	34	\N			\N	§	
3417	2432	1	1085	1	1085	34	\N			\N	§	
3418	1762	1	1089	1	1089	55	\N			\N	§	
3419	1932	1	1089	1	1089	55	\N			\N	§	
3420	2376	1	1089	1	1089	55	\N			\N	§	
3421	1831	1	1089	1	1089	55	\N			\N	§	
3422	2742	1	1279	1	1279	60	\N			\N	§	
3423	2114	1	1279	1	1279	55	\N			\N	§	
3424	2590	1	923	1	923	34	\N			\N	§	
3425	2323	1	923	1	923	34	\N			\N	§	
3426	2726	1	923	1	923	34	\N			\N	§	
3427	2387	1	927	1	927	60	\N			\N	§	
3428	1381	1	927	1	927	55	\N			\N	§	
3429	1652	1	927	1	927	60	\N			\N	§	
3430	1548	1	38	2	38	10	\N			\N	§	
3431	2382	1	44	2	44	10	3430			\N	§	
3437	2813	1	506	4	509	31	\N			\N	§	
3438	2813	8	510	8	511	2	\N			\N	§	
3441	2134	1	295	19	303	31	\N			\N	§	
3442	2428	1	238	4	240	31	\N			\N	§	
3443	1921	1	38	1	39	31	\N			\N	§	
3444	2792	1	283	4	285	31	\N			\N	§	
3445	2792	8	1370	8	1370	9	\N			\N	§	
3446	2121	2	229	2	229	31	\N			\N	§	
3447	2121	1	228	1	229	31	\N			\N	§	
3459	2050	1	15	4	16	10	\N			\N	§	
3460	2054	1 [40:43-66.6]	1508	4 [40:43-66.28]	1510	9	\N			\N	§	
3461	2690	1	413	4	413	34	\N			\N	§	
3463	1890	1	7	4	10	36	\N			\N	§	
3464	2826	1	451	5	452	4	\N			\N	§	
3465	1626	1	205	2	205	2	\N			\N	§	
3466	1529	1	889	1	889	34	\N			\N	§	
3467	1760	1	889	1	889	34	\N			\N	§	
3468	2495	1	751	1	751	34	\N			\N	§	
3469	2132	1	1023	1	1023	55	\N			\N	§	
3470	1986	1	1023	1	1023	55	\N			\N	§	
3471	1520	1	775	1	775	34	\N			\N	§	
3472	1487	1	775	1	775	34	\N			\N	§	
3473	2855	1	1271	1	1271	34	\N			\N	§	
3474	2337	1	1271	1	1271	34	\N			\N	§	
3475	1385	1	1271	1	1271	34	\N			\N	§	
3476	2211	1	1271	1	1271	34	\N			\N	§	
3477	2610	1	1271	1	1271	34	\N			\N	§	
3478	2607	1	1271	1	1271	34	\N			\N	§	
3479	2778	1	1271	1	1271	34	\N			\N	§	
3480	2244	1	1061	1	1062	55	\N			\N	§	
3481	2093	1	1062	1	1062	55	\N			\N	§	
3482	2077	1	1062	1	1062	31	\N			\N	§	
3483	1857	1	1062	1	1062	31	\N			\N	§	
3484	1464	1	775	1	775	34	\N			\N	§	
3485	1938	1	775	1	775	30	\N			\N	§	
3486	1848	1	775	1	775	34	\N			\N	§	
3487	2118	1	779	1	779	55	\N			\N	§	
3488	2240	1	779	1	779	55	\N			\N	§	
3489	2262	1	779	1	779	55	\N			\N	§	
3490	1906	1	780	1	780	55	\N			\N	§	
3491	2275	1	780	1	780	55	\N			\N	§	
3492	2008	1	780	1	780	55	\N			\N	§	
3493	1624	1	951	1	951	34	\N			\N	§	
3494	2797	1	907	1	907	34	\N			\N	§	
3495	2055	1	907	1	907	34	\N			\N	§	
3496	1981	1	995	1	995	34	\N			\N	§	
3497	1403	1	995	1	995	34	\N			\N	§	
3498	1449	19	483	19	483	49	\N			\N	§	
3499	1449	2	463	2	464	55	\N			\N	§	
3500	1449	18	481	18	483	55	\N			\N	§	
3501	1449	4	465	4	468	117	\N			\N	§	
3502	2812	1	12	2	14	55	3500			\N	§	
3504	2418	1	810	4	810	2	\N			\N	§	
3505	1739	1	659	1	660	55	\N			\N	§	
3506	2366	1 [40:43-66.58]	1077	1 [40:43-66.58]	1078	9	3326			\N	§	
3507	1516	10 [40:43-66.44]	447	10 [40:43-66.44]	447	9	3326			\N	§	
3508	1516	1 [40:43-66.41]	440	3 [40:43-66.43]	443	9	3326			\N	§	
3509	1516	10 [40:43-66.55]	447	10 [40:43-66.55]	447	9	3326			\N	§	
3510	1516	7 [40:43-66.54]	444	7 [40:43-66.54]	445	9	3326			\N	§	
3511	1516	8 [40:43-66.56]	445	8 [40:43-66.56]	446	9	3326			\N	§	
3512	1516	5 [40:43-66.47]	444	6 [40:43-66.48]	444	9	3326			\N	§	
3513	1516	4 [40:43-66.45]	443	4 [40:43-66.45]	443	9	3326			\N	§	
3514	1703	5 [40:43-66.39]	1874	5 [40:43-66.39]	1874	9	3326			\N	§	
3515	1703	6 [40:43-66.41]	1874	6 [40:43-66.41]	1876	9	3326			\N	§	
3516	1703	7 [40:43-66.61]	1876	7 [40:43-66.61]	1877	9	3326			\N	§	
3519	2091	1	575	7	577	4	\N			\N	§	
3520	1656	1	300	3	301	31	\N			\N	§	
3521	1567	1	461	7	467	30	\N			\N	§	
3522	2207	1	606	1	609	36	2807			\N	§	
3523	2214	1	75	2	79	117	3501			\N	§	
3524	1888	1	643	1	644	55	\N			\N	§	
3525	1888	3	645	3	649	55	3501			\N	§	
3526	2237	3	582	3	582	55	3499			\N	§	
3527	2237	1	581	1	582	55	3499			\N	§	
3530	2289	1	836	1	841	55	3501			\N	§	
3531	1943	1	170	1	170	55	\N			\N	§	
3532	2336	1	898	1	898	55	\N			\N	§	
3533	1440	1	967	1	970	52	\N			\N	§	
3534	2282	1	494	3	502	55	\N			\N	§	
3535	1649	1	214	3	216	55	\N			\N	§	
3536	2347	1	623	2	628	55	\N			\N	§	
3537	1881	1	996	2	1001	55	\N			\N	§	
3538	1741	1	199	3	199	35	\N			\N	§	
3539	1581	1	90	6	92	35	3539			\N	§	
3543	1666	1	266	5	267	36	\N			\N	§	
3544	2486	1	268	5	269	36	\N			\N	§	
3545	1908	1	50	3	50	2	\N			\N	§	
3546	1670	1	507	15	513	10	\N			\N	§	
3547	1545	401 [40:80-1]	219	506 [40:80-15]	223	60	\N			\N	§	
3548	1545	607 [40:81-7]	224	607 [40:81-7]	225	60	\N			\N	§	
3549	1545	604 [40:81-4]	223	604 [40:81-4]	224	60	\N			\N	§	
3550	1865	1 [40:80-5]	484	1 [40:80-5]	485	60	\N	404-A	404-A	1545	§	§
3551	1865	3 [40:81-4]	485	3 [40:81-4]	486	60	3549			\N	§	
3552	1973	1 [40:81-4]	344	1 [40:81-4]	345	60	3549			\N	§	
3553	1860	1 [40:80-11]	371	3 [40:80-11]	372	60	3547			\N	§	
3554	2689	1 [40:80-5]	52	2 [40:80-5]	53	60	3547			\N	§	
3555	2218	2 [40:80-1]	118	2 [40:80-1]	118	60	3547			\N	§	
3556	2140	24 [40:81-7]	1408	24 [40:81-7]	1408	60	3548			\N	§	
3557	2140	21 [40:81-4]	1407	21 [40:81-4]	1407	60	3549			\N	§	
3558	2623	1-13 [40:69A-13]	465	1-14 [40:69A-14]	466	5	\N			\N	§	
3559	2623	1-1 [40:69A-1]	460	1-12 [40:69A-12]	464	5	\N			\N	§	
3560	2623	1-18 [40:69A-18]	467	1-18 [40:69A-18]	467	5	\N			\N	§	
