lawsectionid	law	lawsectionfrom	lawsectionpagefrom	lawsectionto	lawsectionpageto	eventtype	lawsectionamend	lawsectionnewfrom	lawsectionnewto	lawsectionnewlaw	lawsectionsymbol	lawsectionnewsymbol
1153	821	20 [2915]	1653	20 [2915]	1653	24	1125			\N	§	
1154	822	1	100	7	104	30	\N			\N	§	
1155	823	1	23	3	23	36	\N			\N	§	
1156	824	1	133	14	140	33	\N			\N	§	
1157	825	1	794	6	795	54	\N			\N	§	
1158	826	1	566	1	566	2	\N			\N	§	
1159	827	14	242	28	246	30	\N			\N	§	
1160	827	1	237	13	242	30	\N			\N	§	
1161	827	29	246	41	252	30	\N			\N	§	
1162	828	3	589	3	589	2	\N			\N	§	
1163	829	1	651	1	652	9	\N			\N	§	
1164	830	1	16	2	17	2	1675			\N	§	
1165	831	3	75	3	75	2	\N			\N	§	
1166	832	2	1103	2	1104	2	646			\N	§	
1167	832	1	1102	1	1103	34	647			\N	§	
1168	833	9	350	9	350	49	\N			\N	§	
1169	834	1	274	6	276	2	\N			\N	§	
1170	835	4 [604]	5	4 [604]	5	117	53			\N	§	
1171	836	1	487	1	488	2	\N			\N	§	
1172	837	1	141	10	144	30	\N			\N	§	
1173	838	1	32	5	33	4	\N			\N	§	
1174	843	1	6	14	10	30	\N			\N	§	
1175	844	1	212	3	212	9	\N			\N	§	
1176	845	2	354	2	354	30	\N			\N	§	
1177	846	1	815	8	816	30	\N			\N	§	
1178	847	1	282	1	283	2	620			\N	§	
1179	848	1	450	14	454	33	\N			\N	§	
1180	849	1	539	14	543	30	\N			\N	§	
1181	849	15	543	15	544	2	\N			\N	§	
1182	849	16	544	31	550	30	\N			\N	§	
1183	851	2 [603]	545	2 [603]	545	117	55			\N	§	
1184	852	1	63	3	64	30	\N			\N	§	
1185	852	25	70	25	70	30	\N			\N	§	
1186	852	4	64	24	70	30	\N			\N	§	
1187	853	1	305	1	306	21	448			\N	§	
1188	854	1	309	1	309	2	\N			\N	§	
1190	856	1	705	6	706	30	\N			\N	§	
1191	857	1	1562	1	1563	4	1541			\N	§	
1192	858	9	274	9	274	45	\N			\N	§	
1193	858	7	274	7	274	45	\N			\N	§	
1194	859	1	11	5	11	30	\N			\N	§	
1195	860	1	140	6	142	30	\N			\N	§	
1196	860	9	143	9	143	45	\N			\N	§	
1197	861	3	108	4	108	91	\N			\N	§	
1198	861	1	108	1	108	34	\N			\N	§	
1199	862	1	469	1	470	2	\N			\N	§	
1200	862	3	470	3	470	30	\N			\N	§	
1201	863	1	379	2	380	2	\N			\N	§	
1202	864	1	348	1	348	49	\N			\N	§	
1203	908	1	454	17	466	33	\N			\N	§	
1216	866	1	285	5	286	2	1493			\N	§	
1218	869	1	162	2	163	30	\N			\N	§	
1219	870	1	512	14	518	33	\N			\N	§	
1220	871	9	38	13	39	36	\N			\N	§	
1221	872	1	41	6	42	54	\N			\N	§	
1222	873	1	330	1	331	34	\N	2.201	2.203	60	§	§
1223	874	1	1080	1	1080	2	707			\N	§	
1224	875	1	67	1	67	2	\N			\N	§	
1225	876	1	23	2	23	35	\N			\N	§	
1226	877	3	1104	3	1105	117	\N	209	209A	60	§	§
1227	878	2	582	2	582	2	\N			\N	§	
1228	878	1	581	1	582	2	\N			\N	§	
1229	879	5	147	5	147	4	\N			\N	§	
1230	880	1	1084	1	1085	91	\N			\N	§	
1231	881	1	585	1	586	2	\N			\N	§	
1232	882	55	850	65	851	36	\N			\N	§	
1233	882	80	852	83	852	4	\N			\N	§	
1234	882	70	851	73	852	4	\N			\N	§	
1235	882	40	848	46	849	36	\N			\N	§	
1236	882	35	847	36	848	48	\N			\N	§	
1237	882	30	845	32	847	21	\N			\N	§	
1238	882	50	849	52	850	36	\N			\N	§	
1239	882	20	844	28	845	36	\N			\N	§	
1240	883	1	696	30	708	31	\N			\N	§	
1241	909	1	501	1	502	2	538			\N	§	
1242	910	1	1141	1	1141	91	\N			\N	§	
1243	884	10	206	10	206	2	1640			\N	§	
1244	885	10	612	10	612	2	\N			\N	§	
1246	887	1	378	3	382	4	\N			\N	§	
1247	888	1	157	1	157	45	\N			\N	§	
1248	889	1	426	8	427	30	\N			\N	§	
1249	890	1	154	1	154	30	\N			\N	§	
1250	891	7	496	7	496	34	\N			\N	§	
1251	891	1	495	6	496	30	\N			\N	§	
1252	892	1 [8]	13	1 [8]	13	2	\N			\N	§	
1253	892	1 [14]	15	1 [14]	15	2	\N			\N	§	
1254	893	1	412	1	412	24	1581			\N	§	
1255	894	1	846	2	847	2	\N			\N	§	
1256	895	27	184	27	184	45	\N			\N	§	
1257	895	3	181	3	181	34	\N			\N	§	
1258	895	18	182	20	183	36	\N			\N	§	
1259	896	1	163	1	163	30	\N			\N	§	
1260	897	1	247	9	247	30	\N			\N	§	
1261	898	6	423	6	423	30	817			\N	§	
1262	899	17	186	17	186	30	\N			\N	§	
1263	899	2	181	16	186	30	\N			\N	§	
1264	899	1	181	1	181	30	\N			\N	§	
1265	899	18	186	20	187	30	\N			\N	§	
1266	901	5	458	5	458	2	\N			\N	§	
1267	902	1	53	1	53	4	\N			\N	§	
1268	903	3	303	3	303	33	\N			\N	§	
1269	904	1	153	2	153	2	\N			\N	§	
1270	905	1	393	4	394	30	\N			\N	§	
1271	906	1	523	3	524	4	\N			\N	§	
1272	907	1	651	1	651	30	183			\N	§	
1274	912	7	505	7	505	4	\N			\N	§	
1275	912	8	505	8	505	4	\N			\N	§	
1276	912	4	505	6	505	4	\N			\N	§	
1277	913	8	1969	8	1970	117	80			\N	§	
1278	913	2 [210]	1966	5	1968	117	79			\N	§	
1279	913	2 [209]	1964	2 [209A]	1966	117	1226			\N	§	
1280	913	9 [302]	1970	9 [307]	1971	4	81			\N	§	
1281	913	2 [205]	1962	2 [208]	1964	21	78			\N	§	
1282	913	6	1968	7	1969	117	77			\N	§	
1283	914	1	649	4	652	117	639			\N	§	
1285	916	3 [604]	31	3 [604]	31	117	53			\N	§	
1286	917	1	372	11	375	9	\N			\N	§	
1287	918	1	388	4	389	30	\N			\N	§	
1288	919	1	214	13	217	10	\N			\N	§	
1289	920	1 [III]	492	1 [III]	492	54	\N			\N	§	
1290	921	1	7	13	12	30	\N			\N	§	
1291	922	5	186	5	186	2	\N			\N	§	
1292	923	1	663	2	663	18	\N			\N	§	
1293	924	11	596	11	596	2	\N			\N	§	
1294	925	1	36	1	36	2	1493			\N	§	
1295	926	1	526	1	527	49	1578			\N	§	
1296	927	1	313	1	313	2	\N			\N	§	
1297	951	1 [509 (92)] [505]	132	1 [509 (92)] [505]	133	30	1675			\N	§	
1298	951	1 [509 (174)]	145	1 [509 (174)]	146	30	180			\N	§	
1299	951	2 [509 (k)]	152	2 [509 (k)]	152	4	1114			\N	§	
1300	951	1 [509 (92)] [517]	132	1 [509 (92)] [517]	133	30	1676			\N	§	
1301	951	2 [509 (l)]	152	2 [509 (l)]	152	4	1042			\N	§	
1302	928	1	296	2	297	31	1010			\N	§	
1303	929	1	441	1	441	49	\N			\N	§	
1304	930	1	720	16	723	30	\N			\N	§	
1305	931	1	800	4	801	34	\N			\N	§	
1306	932	1	550	9	552	2	\N			\N	§	
1307	934	1	75	4	76	54	\N			\N	§	
1308	935	1	141	2	142	24	1581			\N	§	
1309	936	1	294	1	294	2	\N			\N	§	
1310	938	1	216	5	217	2	\N			\N	§	
1311	939	1	692	1	693	2	\N	428	428	193	§	§
1312	940	1	46	16	51	5	\N			\N	§	
1313	941	20	572	20	572	4	\N			\N	§	
1314	942	1	272	2	273	2	538			\N	§	
1315	943	1	360	2	362	2	\N			\N	§	
1316	944	1	73	15	78	30	\N			\N	§	
1317	945	1	700	1	700	2	538			\N	§	
1318	946	1	7	1	8	30	287			\N	§	
1319	947	1	380	1	380	40	\N			\N	§	
1320	948	1	1118	1	1118	2	\N			\N	§	
1321	949	1	80	1	81	91	1134			\N	§	
1322	950	1	115	24	120	30	\N			\N	§	
1323	952	1	71	2	72	2	\N			\N	§	
1324	953	1	361	1	361	4	\N			\N	§	
1325	954	1	61	14	67	30	\N			\N	§	
1326	955	1	207	16	213	5	\N			\N	§	
1327	956	12	711	12	711	45	\N			\N	§	
1328	956	14	711	14	711	2	\N			\N	§	
1329	957	1	418	3	419	54	\N			\N	§	
1330	958	1	6	4	7	97	\N			\N	§	
1331	959	1	210	1	211	2	\N	561	562	1205	§	§
1332	960	1	787	3	788	9	\N			\N	§	
1333	961	1	518	3	519	4	\N			\N	§	
1334	962	1	124	16	129	5	\N			\N	§	
1335	963	2	8	2	8	30	\N			\N	§	
1336	964	1	115	1	116	2	707			\N	§	
1337	965	1	433	1	433	4	\N			\N	§	
1338	966	1	839	7	840	54	\N			\N	§	
1339	967	1	1002	5	1003	2	\N			\N	§	
1340	968	1 [604]	35	1 [604]	35	117	53			\N	§	
1341	969	1	11	2	12	30	\N			\N	§	
1342	970	4	196	4	196	2	\N			\N	§	
1343	971	1	294	10	297	30	\N			\N	§	
1344	972	1	10	1	10	4	588			\N	§	
1345	973	9	341	9	341	32	\N			\N	§	
1346	973	17	342	17	342	4	\N			\N	§	
1347	973	8	340	8	341	32	\N			\N	§	
1348	973	12	341	15	342	32	\N			\N	§	
1349	974	3 [235]	1492	3 [235]	1493	117	1540			\N	§	
1350	974	1 [225]	1491	1 [226]	1492	117	1538			\N	§	
1351	974	1 [205]	1488	1 [215]	1491	117	1539			\N	§	
1352	974	3 [240]	1493	3 [240]	1493	117	1542			\N	§	
1353	974	2	1492	2	1492	117	\N	230	230	1100	§	§
1354	974	3 [302]	1493	3 [307]	1495	4	1541			\N	§	
1355	975	1	1473	1	1474	117	1540			\N	§	
1356	976	6	466	6	466	2	\N			\N	§	
1357	977	1	304	1	304	4	\N			\N	§	
1358	1194	1	364	17	371	33	\N			\N	§	
1359	978	4	668	4	668	4	\N			\N	§	
1360	979	1	882	5	883	4	\N			\N	§	
1361	980	9	398	9	398	34	\N			\N	§	
1362	980	3	396	4	397	2	\N			\N	§	
1363	981	1	1104	5	1106	43	\N			\N	§	
1364	982	1	4	14	9	30	\N			\N	§	
1365	983	1	59	3	59	10	\N			\N	§	
1366	984	1	455	2	457	34	\N	201A	203A	1100	§	§
1367	985	1	165	14	170	30	\N			\N	§	
1368	986	1	136	1	137	9	1758			\N	§	
1369	987	4	351	4	352	2	\N			\N	§	
1370	988	1	1166	3	1167	117	464			\N	§	
1371	989	2 [604]	1938	2 [604]	1938	117	53			\N	§	
1372	989	1 [603]	1937	1 [603]	1938	117	55			\N	§	
1373	990	3 (2) [502]	631	3 (2) [506]	631	4	175			\N	§	
1374	990	3 (2) [242]	631	3 (2) [242]	631	34	1381			\N	§	
1375	990	3 (2) [107]	631	3 (2) [107]	631	49	179			\N	§	
1376	990	3 (2) [241]	631	3 (2) [241]	631	117	900			\N	§	
1377	990	3 (2) [201]	631	3 (2) [219]	631	30	180			\N	§	
1378	990	3 (2) [107.1]	631	3 (2) [107.1]	631	49	900			\N	§	
1379	990	3 (2) [231]	631	3 (2) [235]	631	30	183			\N	§	
1380	990	1 [107]	435	1 [107]	436	49	\N			\N	§	
1381	990	1 [242]	446	1 [242]	447	34	\N			\N	§	
1382	990	1 [200]	437	1 [219]	444	30	\N			\N	§	
1383	990	1 [231]	444	1 [235]	446	30	\N			\N	§	
1384	990	1 [502]	448	1 [506]	449	4	\N			\N	§	
1385	990	1 [241]	446	1 [241]	446	117	\N			\N	§	
1386	990	1 [107.1]	436	1 [107.1]	436	49	\N			\N	§	
1387	991	20	643	34	648	30	\N			\N	§	
1388	992	1	216	1	216	2	\N			\N	§	
1389	993	1	111	9	113	54	\N			\N	§	
1390	994	1	381	2	382	31	\N			\N	§	
1391	995	1	142	1	142	36	\N			\N	§	
1392	996	1	1050	1	1051	2	\N			\N	§	
1393	997	1	362	18	367	33	\N			\N	§	
1394	998	1	228	5	231	2	\N			\N	§	
1395	999	1	502	2	503	21	78			\N	§	
1396	1000	1	116	7	119	54	\N			\N	§	
1397	1001	1	558	2	559	2	\N			\N	§	
1398	1002	1	825	7	826	30	\N			\N	§	
1399	1003	1	1120	11	1123	30	\N			\N	§	
1400	1004	1	1	1	1	2	\N			\N	§	
1401	1005	1	182	1	183	4	\N			\N	§	
1402	1006	1	298	3	299	2	\N			\N	§	
1403	1007	1	51	2	53	24	1733			\N	§	
1404	1008	2	440	2	441	4	\N			\N	§	
1405	1008	6	441	6	441	4	\N			\N	§	
1406	1009	1	657	2	658	30	180			\N	§	
1407	1010	1	111	2	111	4	720			\N	§	
1408	1011	17	630	18	630	2	\N			\N	§	
1409	1012	1	541	1	541	34	\N			\N	§	
1410	1013	1	223	1	223	2	\N			\N	§	
1412	1015	1	1050	1	1050	45	\N			\N	§	
1413	1016	1	10	1	10	49	709			\N	§	
1414	1017	1	220	3	220	54	\N			\N	§	
1415	1018	1	195	10	197	30	\N			\N	§	
1416	1019	2	528	2	528	91	\N			\N	§	
1417	1019	3	528	3	529	45	\N			\N	§	
1418	1019	11	530	11	530	89	\N			\N	§	
1419	1019	7	529	7	529	89	\N			\N	§	
1420	1019	8	529	8	529	91	\N			\N	§	
1421	1019	1	528	1	528	91	\N			\N	§	
1422	1019	10	529	10	530	89	\N			\N	§	
1423	1019	4	529	4	529	91	\N			\N	§	
1424	1019	9	529	9	529	45	\N			\N	§	
1425	1019	5	529	5	529	45	\N			\N	§	
1426	1019	13	530	13	530	2	\N			\N	§	
1427	1019	14	530	14	531	89	\N			\N	§	
1428	1019	6	529	6	529	89	\N			\N	§	
1429	1020	2	669	2	672	31	1677			\N	§	
1430	1020	5 [501]	676	5 [505]	678	2	1675			\N	§	
1431	1020	3	672	3	673	34	1674			\N	§	
1432	1020	5 [515]	678	5 [518]	679	2	1676			\N	§	
1433	1020	5 [525]	679	5 [526]	680	2	1673			\N	§	
1434	1020	6 [602]	684	6 [606]	685	4	1678			\N	§	
1435	1021	9	343	9	343	4	\N			\N	§	
1436	1022	1	1120	1	1121	91	\N			\N	§	
1438	1025	1	245	13	249	30	\N			\N	§	
1439	1027	3	230	3	230	2	843			\N	§	
1440	1027	1	225	1	229	2	843			\N	§	
1441	1027	2 [1-6]	229	2 [1-6]	230	2	238			\N	§	
1442	1028	1	87	12	91	30	\N			\N	§	
1443	1029	1	672	9	674	30	\N			\N	§	
1444	1195	1	655	4	657	30	\N			\N	§	
1445	1030	1	468	1	468	2	\N			\N	§	
1446	1031	1	551	14	554	33	\N			\N	§	
1447	1032	7	498	7	498	36	\N			\N	§	
1449	1033	15	407	18	408	10	\N			\N	§	
1450	1034	1	574	1	574	49	\N			\N	§	
1451	1035	2 (a) [5]	605	2 (a) [5]	605	9	185			\N	§	
1452	1035	2 (a) [3]	605	2 (a) [3]	605	117	79			\N	§	
1453	1035	2 (a) [1]	604	2 (a) [2]	604	117	662			\N	§	
1454	1035	2 (a) [6]	605	2 (a) [6]	605	9	925			\N	§	
1455	1035	2 (a) [4]	605	2 (a) [4]	605	117	1539			\N	§	
1456	1035	1 [731]	596	1 [741]	603	9	\N			\N	§	
1457	1035	2 (b)	605	2 (b)	605	117	1677			\N	§	
1458	1037	1	61	13	64	33	\N			\N	§	
1459	1038	1	292	13	297	30	\N			\N	§	
1460	1039	1	304	4	305	36	1793			\N	§	
1461	1040	3	632	3	632	2	\N			\N	§	
1462	1041	1	96	11	100	30	\N			\N	§	
1463	1042	1	303	1	305	9	\N			\N	§	
1464	1043	2	186	4	187	40	\N			\N	§	
1465	1044	1	925	1	925	45	\N			\N	§	
1466	1045	1	171	13	176	30	\N			\N	§	
1467	1046	1	127	1	128	31	647			\N	§	
1468	1047	1	8	13	12	30	\N			\N	§	
1469	1048	1	46	1	47	4	\N			\N	§	
1470	1049	12	362	12	362	9	\N			\N	§	
1471	1050	1	80	1	80	49	\N			\N	§	
1472	1051	41	1286	47	1287	117	\N			\N	§	
1473	1051	36	1284	40	1284	4	\N			\N	§	
1474	1051	31	1283	32	1284	11	\N			\N	§	
1475	1052	1	694	3	697	34	\N			\N	§	
1476	1053	1	152	9	155	30	\N			\N	§	
1477	1054	1	327	1	327	91	\N			\N	§	
1478	1055	1	336	1	336	36	1232			\N	§	
1479	1056	16	571	16	571	4	\N			\N	§	
1480	1057	2	69	15	74	30	\N			\N	§	
1481	1057	16	74	18	76	30	\N			\N	§	
1482	1057	1	69	1	69	30	\N			\N	§	
1483	1058	6	56	6	56	2	\N			\N	§	
1484	1059	1	335	2	336	2	\N			\N	§	
1486	1061	3	265	3	266	2	\N			\N	§	
1487	1062	1	293	3	293	4	\N			\N	§	
1488	1062	5	294	8	295	4	\N			\N	§	
1491	1065	2	624	2	624	2	\N			\N	§	
1492	1066	2	375	2	375	49	\N			\N	§	
1493	1067	1	150	4	150	2	\N			\N	§	
1494	1068	1	699	2	699	24	354			\N	§	
1495	1069	1 [210]	399	1 [213]	400	30	180			\N	§	
1496	1069	1 [429]	400	1 [429]	400	2	174			\N	§	
1497	1070	1	396	1	396	4	\N			\N	§	
1498	1071	1	115	3	116	4	\N			\N	§	
1499	1072	12	181	12	181	2	\N			\N	§	
1500	1072	9	180	9	180	34	\N			\N	§	
1501	1073	1	25	2	26	2	596			\N	§	
1502	1074	1	649	2	649	18	\N			\N	§	
1503	1075	1	288	4	288	4	\N			\N	§	
1504	1076	1	154	8	159	30	\N			\N	§	
1505	1077	1	75	11	77	54	\N			\N	§	
1506	1127	1	1552	1	1552	45	\N			\N	§	
1507	1078	4	588	5	588	4	\N			\N	§	
1508	1079	1	282	1	282	2	\N			\N	§	
1509	1080	1	1183	3	1184	91	\N			\N	§	
1510	1081	33	359	36	862	9	\N			\N	§	
1511	1081	1	846	5	849	9	\N			\N	§	
1512	1082	1	312	16	317	33	\N			\N	§	
1513	1083	1	476	1	476	2	\N			\N	§	
1514	1084	1	131	8	134	33	\N			\N	§	
1515	1085	1	363	2	364	2	\N			\N	§	
1516	1086	6	673	6	673	49	\N			\N	§	
1517	1087	1 [2951]	303	1 [2951]	303	24	1123			\N	§	
1518	1087	1 [2965]	303	1 [2965]	304	24	1124			\N	§	
1519	1087	1 [2972]	304	1 [2972]	304	24	1126			\N	§	
1520	1087	1 [2921]	303	1 [2921]	303	24	1125			\N	§	
1521	1088	1	1048	1	1049	11	1041			\N	§	
1522	1089	3	178	3	178	2	\N			\N	§	
1523	1090	1	284	4	284	4	\N			\N	§	
1524	1091	9	280	9	280	2	\N			\N	§	
1525	1092	1	121	1	122	2	\N			\N	§	
1526	1093	1	43	4	44	36	\N			\N	§	
1527	1094	1	926	7	927	5	\N			\N	§	
1528	1095	1	423	47	448	30	\N			\N	§	
1529	1096	1 [404]	1027	1 [404]	1027	2	285			\N	§	
1530	1096	1 [430]	1027	1 [432]	1028	2	282			\N	§	
1531	1096	1 [425]	1027	1 [427]	1028	2	284			\N	§	
1532	1097	1	704	1	705	117	620			\N	§	
1533	1098	1	11	1	11	34	\N			\N	§	
1534	1099	45	271	45	271	2	\N			\N	§	
1535	1099	30	268	30	268	2	\N			\N	§	
1536	1099	1	259	14	263	30	\N			\N	§	
1537	1099	15	263	29	268	30	\N			\N	§	
1538	1100	225	113	226	114	48	\N			\N	§	
1539	1100	205	109	216	113	36	\N			\N	§	
1540	1100	235	114	235	114	117	\N			\N	§	
1541	1100	302	115	307	116	4	\N			\N	§	
1542	1100	240	114	240	115	117	\N			\N	§	
1543	1128	1	97	1	98	4	996			\N	§	
1544	1101	9	589	9	589	91	\N			\N	§	
1545	1101	13	589	13	590	2	\N			\N	§	
1546	1101	2	587	2	588	30	\N			\N	§	
1547	1102	1	1030	7	1032	2	\N			\N	§	
1548	1103	1	372	5	373	4	\N			\N	§	
1549	1104	1	180	6	182	30	\N			\N	§	
1550	1105	1	448	6	449	30	\N			\N	§	
1551	1106	1	820	12	825	30	\N			\N	§	
1552	1107	1	277	8	281	30	\N			\N	§	
1553	1108	1	98	6	101	30	\N			\N	§	
1554	1109	1	7	1	8	4	\N			\N	§	
1555	1110	1	310	1	311	4	\N			\N	§	
1556	1111	1	501	1	502	91	\N			\N	§	
1557	1113	1	532	48	555	30	\N			\N	§	
1558	1114	1	329	1	333	4	\N			\N	§	
1559	1115	1	101	2	101	4	\N			\N	§	
1560	1116	1	87	13	92	30	\N			\N	§	
1561	1117	1	321	11	326	33	\N			\N	§	
1563	1119	1	398	6	399	36	\N			\N	§	
1564	1120	1	941	1	941	2	\N			\N	§	
1565	1121	1	772	10	774	30	\N			\N	§	
1566	1122	1	604	1	605	2	\N			\N	§	
1567	1123	1	301	1	301	2	\N			\N	§	
1568	1124	1	401	2	402	11	1474			\N	§	
1569	1125	1	2	6	3	4	\N			\N	§	
1570	1126	1	699	2	700	30	\N			\N	§	
1571	1196	1	217	1	217	2	\N			\N	§	
1572	1129	3	144	4	144	4	\N			\N	§	
1574	1131	1	86	1	86	2	\N			\N	§	
1575	1132	1	93	16	97	30	\N			\N	§	
1576	1133	217	907	218	907	24	\N			\N	§	
1577	1133	620	925	620	925	24	\N			\N	§	
1578	1133	231	907	231	908	49	\N			\N	§	
1579	1133	301	908	302	909	24	\N			\N	§	
1580	1133	241	908	242	908	24	\N			\N	§	
1581	1133	201	902	216	907	24	\N			\N	§	
1582	1134	1	569	2	569	2	\N			\N	§	
1583	1135	22	242	40	248	30	\N			\N	§	
1584	1135	1	235	21	242	30	\N			\N	§	
1585	1136	1	1064	1	1064	82	639			\N	§	
1586	1137	1	584	18	589	30	\N			\N	§	
1587	1138	2 [3rd]	330	2 [3rd]	330	4	1042			\N	§	
1588	1138	2 [2nd]	328	2 [2nd]	329	4	1114			\N	§	
1589	1138	2 [1st]	306	2 [1st]	306	31	1677			\N	§	
1590	1139	6	374	14	377	30	\N			\N	§	
1591	1140	1	124	45	146	30	\N			\N	§	
1592	1141	1	194	1	194	40	\N			\N	§	
1593	1142	1	97	1	98	4	\N			\N	§	
1594	1143	1	274	1	274	4	\N			\N	§	
1595	1144	1	180	5	195	9	1456			\N	§	
1596	1145	6	308	6	308	34	\N			\N	§	
1597	1146	37	666	39	668	7	\N			\N	§	
1598	1146	41	668	41	668	2	\N			\N	§	
1599	1146	40	668	40	668	30	\N			\N	§	
1600	1146	15	658	15	659	30	\N			\N	§	
1601	1146	16	659	35	666	30	\N			\N	§	
1602	1146	36	666	36	666	30	\N			\N	§	
1603	1147	1	514	8	518	30	\N			\N	§	
1604	1148	1	161	1	161	30	\N			\N	§	
1605	1149	1	51	15	54	33	\N			\N	§	
1606	1150	1	32	1	33	33	\N			\N	§	
1607	1150	3	33	6	34	33	\N			\N	§	
1608	1150	2	33	2	33	33	\N			\N	§	
1609	1151	1	52	5	53	32	\N			\N	§	
1610	1152	1	128	4	130	7	\N			\N	§	
1611	1153	1	212	10	213	49	\N			\N	§	
1612	1154	3	100	4	100	2	\N			\N	§	
1613	1155	1	217	1	217	54	\N			\N	§	
1614	1156	1	656	7	659	30	\N			\N	§	
1615	1157	1	209	1	209	9	\N			\N	§	
1616	1158	3	174	3	174	2	\N			\N	§	
1617	1159	1	503	1	503	2	\N			\N	§	
1618	1160	1	495	7	497	30	\N			\N	§	
1619	1161	1	383	1	384	2	\N			\N	§	
1620	1162	1	320	18	327	30	\N			\N	§	
1621	1163	1	296	1	297	2	707			\N	§	
1622	1164	2	484	2	485	2	\N			\N	§	
1623	1165	1	426	2	427	33	\N			\N	§	
1624	1166	1	38	1	38	2	\N			\N	§	
1625	1167	1	256	1	257	2	\N			\N	§	
1626	1168	1	98	2	99	4	\N			\N	§	
1627	1169	1	91	2	92	4	\N			\N	§	
1628	1170	1	478	1	478	2	\N			\N	§	
1629	1171	1	109	12	114	30	\N			\N	§	
1630	1172	1	503	4	504	4	\N			\N	§	
1631	1173	1	283	4	284	4	\N			\N	§	
1632	1174	1	563	1	564	4	81			\N	§	
1633	1175	1	74	1	75	4	\N			\N	§	
1634	1176	1	32	14	37	30	\N			\N	§	
1635	1177	1	1046	3	1047	30	\N			\N	§	
1636	1178	1	111	5	112	4	\N			\N	§	
1637	1179	1	502	1	502	2	\N			\N	§	
1638	1180	1	436	1	436	4	\N			\N	§	
1639	1181	1	19	1	19	2	\N			\N	§	
1640	1182	1	81	3	81	2	\N			\N	§	
1645	1183	1	769	15	775	33	\N			\N	§	
1653	1184	1	706	9	708	43	\N			\N	§	
1655	1186	13	476	13	476	49	\N			\N	§	
1656	1187	5	523	5	524	49	\N			\N	§	
1657	1188	1	76	18	80	33	\N			\N	§	
1658	1189	1	219	1	219	2	\N			\N	§	
1659	1190	1	372	2	373	30	\N			\N	§	
1660	1191	1	85	4	85	2	\N			\N	§	
1661	1192	1	498	4	499	4	\N			\N	§	
1662	1193	1	284	16	291	30	\N			\N	§	
1663	1197	1	389	2	389	2	\N			\N	§	
1664	1197	3	389	3	389	2	\N			\N	§	
1665	1198	3	193	3	193	2	\N			\N	§	
1666	1199	1	263	1	264	4	\N			\N	§	
1667	1200	1	442	1	442	4	1631			\N	§	
1668	1201	1	398	1	399	2	\N			\N	§	
1669	1202	1	182	1	183	30	\N			\N	§	
1670	1203	1	585	1	586	2	\N			\N	§	
1672	1204	1	215	5	217	2	\N			\N	§	
1673	1205	525	947	526	948	2	\N			\N	§	
1674	1205	301	941	304	942	34	\N			\N	§	
1675	1205	501	944	505	946	2	\N			\N	§	
1676	1205	515	946	518	947	2	\N			\N	§	
1677	1205	201	939	211	941	31	\N			\N	§	
1678	1205	602	952	606	953	4	\N			\N	§	
1679	1206	1	289	3	290	2	\N			\N	§	
1680	1207	19	408	19	408	49	\N			\N	§	
1681	1208	3	92	3	92	91	\N			\N	§	
1682	1209	1	41	18	48	5	\N			\N	§	
1683	1210	1	787	5	792	4	\N			\N	§	
1684	1211	1	1293	10	1295	30	\N			\N	§	
1685	1212	1	98	1	99	2	\N			\N	§	
1686	1213	1	64	12	67	30	\N			\N	§	
1687	1214	1	1529	3	1530	2	\N			\N	§	
1688	1215	1	357	11	359	2	\N			\N	§	
1689	1216	1	1	1	1	30	\N			\N	§	
1690	1217	509	695	509	696	4	1042			\N	§	
1691	1218	1	84	13	89	33	\N			\N	§	
1692	1219	8	598	8	598	10	\N			\N	§	
1693	1220	1	119	2	119	2	\N			\N	§	
1694	1221	46	559	49	560	54	\N			\N	§	
1695	1221	56	560	56	560	36	\N			\N	§	
1696	1221	63	561	72	562	33	\N			\N	§	
1697	1221	55	560	55	560	36	\N			\N	§	
1698	1221	44	559	45	559	30	\N			\N	§	
1699	1221	32	558	32	558	117	\N			\N	§	
1700	1221	36	558	36	558	36	\N			\N	§	
1701	1222	1	377	4	378	7	\N			\N	§	
1702	1223	1	161	6	164	30	\N			\N	§	
1703	1224	1	1267	1	1267	2	\N			\N	§	
1704	1225	1	151	2	154	4	\N			\N	§	
1705	1226	1	167	1	167	2	\N			\N	§	
1706	1227	1	208	4	209	5	\N			\N	§	
1707	1228	1	150	6	151	30	\N			\N	§	
1708	1229	1	25	1	25	30	\N			\N	§	
1709	1230	1	205	23	210	33	\N			\N	§	
1710	1231	1	1277	1	1278	2	707			\N	§	
1711	1232	1	111	16	117	30	\N			\N	§	
1712	1233	1	386	5	387	4	\N			\N	§	
1713	1234	1	28	8	30	45	\N			\N	§	
1714	1235	23	42	23	42	34	\N			\N	§	
1715	1236	1	43	2	44	4	\N			\N	§	
1716	1237	1	789	3	790	117	639			\N	§	
1717	1238	1	256	3	257	4	\N			\N	§	
1718	1239	1	90	1	90	18	\N			\N	§	
1719	1240	7	514	7	515	2	\N			\N	§	
1720	1241	1	229	8	233	30	\N			\N	§	
1721	1242	4	474	5	475	2	\N			\N	§	
1722	1242	1	473	2	473	2	\N			\N	§	
1723	1243	28	427	28	427	34	\N			\N	§	
1724	1244	4	509	4	509	91	\N			\N	§	
1725	1244	13	510	13	510	89	\N			\N	§	
