nationalarchivesid	source	government	nationalarchivesgovernmentname	nationalarchivesgovernmenttype	nationalarchivesunit	nationalarchivesunitfrom	nationalarchivesunitto	nationalarchivesexamined	nationalarchivesset
2417	10	4168	Hamilton	Township	17500451	1407	1407	f	
2420	10	4359	Kane	Borough	17500451	1384	1395	f	
2425	10	4455	Lewis Run	Borough	17500451	1396	1396	f	
2427	10	4738	Mount Jewett	Borough	17500451	1397	1398	f	
2429	10	4929	Otto	Township	17500451	1406	1406	f	
2434	10	5059	Port Allegany	Borough	17500451	1399	1403	f	
2436	10	5306	Smethport	Borough	17500451	1404	1404	f	
2442	10	6099	Clarksville	Borough	17500451	1416	1416	f	
2445	10	2329	Mercer	County	17500451	1408	1415	f	
2449	10	5799	Wheatland	Borough	17500451	1514	1516	f	
2451	10	5759	West Middlesex	Borough	17500451	1513	1513	f	
2453	10	5419	Stoneboro	Borough	17500451	1508	1512	f	
2457	10	5270	Sheakleyville	Borough	17500451	1506	1507	f	
2460	10	5269	Sharpsville	Borough	17500451	1496	1505	f	
2463	10	5265	Sharon	City	17500451	1486	1495	f	
2465	10	5224	Sandy Lake	Borough	17500451	1484	1485	f	
2473	10	4800	New Lebanon	Borough	17500451	1483	1483	f	
2475	10	4635	Mercer	Borough	17500451	1481	1482	f	
2480	10	4321	Jamestown	Borough	17500451	1480	1480	f	
2481	10	4319	Jackson Center	Borough	17500451	1478	1479	f	
2486	10	4153	Grove City	Borough	17500451	1452	1477	f	
2489	10	4142	Greenville	Borough	17500451	1430	1451	f	
2492	10	4060	Fredonia	Borough	17500451	1428	1429	f	
2497	10	3995	Farrell	City	17500451	1417	1427	f	
2504	10	2330	Mifflin	County	17500451	1573	1573	f	
2507	10	5562	Union	Township	17500451	1574	1574	f	
2509	10	4825	Newton Hamilton	Borough	17500451	1568	1572	f	
2511	10	4625	McVeytown	Borough	17500451	1566	1567	f	
2512	10	2330	Mifflin	County	17500451	1517	1523	f	
2514	10	4458	Lewistown	Borough	17500451	1544	1565	f	
2515	10	4380	Kistler	Borough	17500451	1543	1543	f	
2517	10	4119	Granville	Township	17500451	1576	1576	f	
2519	10	3791	Derry	Township	17500451	1579	1579	f	
2520	10	3791	Derry	Township	17500451	1575	1575	f	
2523	10	3510	Burnham	Borough	17500451	1524	1542	f	
2525	10	3489	Brown	Township	17500451	1578	1578	f	
2528	10	3304	Armagh	Township	17500451	1577	1577	f	
2536	10	2331	Monroe	County	17500451	1580	1583	f	
2537	10	2331	Monroe	County	17500451	1624	1624	f	
2539	10	3345	Barrett	Township	17500451	1626	1626	f	
2540	10	4751	Mount Pocono	Borough	17500451	1605	1606	f	
2545	10	3783	Delaware Water Gap	Borough	17500451	1584	1589	f	
2548	10	3901	East Stroudsburg	Borough	17500451	1590	1604	f	
2556	10	5429	Stroudsburg	Borough	17500451	1607	1623	f	
2558	10	5428	Stroud	Township	17500451	1625	1625	f	
2561	10	2332	Montgomery	County	17500452	19	19	f	
2565	10	5812	Whitpain	Township	17500452	28	28	f	
2567	10	5811	Whitemarsh	Township	17500452	24	24	f	
2569	10	5772	West Pottsgrove	Township	17500452	25	25	f	
2570	10	3470	Bridgeport	Borough	17500451	1660	1667	f	
2571	10	2332	Montgomery	County	17500451	1627	1650	f	
2573	10	5764	West Norriton	Township	17500452	22	22	f	
2575	10	5728	West Conshohocken	Borough	17500452	16	18	f	
2579	10	5597	Upper Providence	Township	17500452	23	23	f	
2583	10	5591	Upper Moreland	Township	17500452	21	21	f	
2585	10	5588	Upper Merion	Township	17500452	26	27	f	
2590	10	5577	Upper Dublin	Township	17500452	20	20	f	
2591	10	5512	Trappe	Borough	17500451	1820	1825	f	
2593	10	5473	Telford	Borough	17500451	1816	1819	f	
2597	10	5324	Souderton	Borough	17500451	1810	1815	f	
2599	10	5238	Schwenksville	Borough	17500451	1808	1809	f	
2603	10	5184	Royersford	Borough	17500451	1800	1807	f	
2604	10	5166	Rockledge	Borough	17500451	1798	1799	f	
2605	10	5116	Red Hill	Borough	17500451	1796	1797	f	
2608	10	5082	Pottstown	Borough	17500451	1780	1795	f	
2614	10	4982	Pennsburg	Borough	17500451	1775	1779	f	
2615	10	4873	North Wales	Borough	17500451	1771	1774	f	
2618	10	6381	Norristown	Borough	17500451	1755	1770	f	
2621	10	4767	Narberth	Borough	17500451	1740	1754	f	
2634	10	4412	Lansdale	Borough	17500451	1722	1739	f	
2637	10	4338	Jenkintown	Borough	17500451	1706	1721	f	
2639	10	4263	Horsham	Township	17500452	21	21	f	
2640	10	4201	Hatfield	Borough	17500451	1697	1705	f	
2644	10	4200	Hatboro	Borough	17500451	1691	1696	f	
2645	10	4127	Greenlane	Borough	17500451	1688	1690	f	
2648	10	3870	East Greenville	Borough	17500451	1685	1687	f	
2652	10	3703	Conshohocken	Borough	17500451	1680	1684	f	
2653	10	3672	Collegeville	Borough	17500451	1675	1679	f	
2655	10	3497	Bryn Athyn	Borough	17500451	1668	1674	f	
2659	10	3285	Ambler	Borough	17500451	1651	1659	f	
2660	10	3758	Danville	Borough	17500452	33	40	f	
2665	10	2333	Montour	County	17500452	29	32	f	
2671	10	4566	Mahoning	Township	17500452	45	46	f	
2672	10	5677	Washingtonville	Borough	17500452	41	44	f	
2678	10	4962	Pen Argyl	Borough	17500452	144	148	f	
2680	10	4846	North Catasauqua	Borough	17500452	141	143	f	
2683	10	4877	Northampton	Borough	17500452	124	140	f	
2685	10	4768	Nazareth	Borough	17500452	110	123	f	
2690	10	4529	Lower Mount Bethel	Township	17500452	189	190	f	
2694	10	4221	Hellertown	Borough	17500452	100	109	f	
2696	10	4109	Glendon	Borough	17500452	95	99	f	
2699	10	3407	Bethlehem	City	17500452	68	74	f	
2700	10	4067	Freemansburg	Borough	17500452	93	94	f	
2704	10	3909	Easton	City	17500452	81	92	f	
2705	10	3844	East Bangor	Borough	17500452	79	80	f	
2706	10	3588	Chapman	Borough	17500452	75	78	f	
2709	10	3350	Bath	Borough	17500452	66	67	f	
2711	10	2334	Northampton	County	17500452	47	55	f	
2714	10	3337	Bangor	Borough	17500452	56	65	f	
2718	10	5832	Wind Gap	Borough	17500452	186	188	f	
2721	10	5831	Wilson	Borough	17500452	170	185	f	
2723	10	5733	West Easton	Borough	17500452	168	169	f	
2725	10	5639	Walnutport	Borough	17500452	166	167	f	
2728	10	5467	Tatamy	Borough	17500452	164	165	f	
2729	10	5418	Stockertown	Borough	17500452	154	163	f	
2730	10	5174	Roseto	Borough	17500452	152	153	f	
2731	10	5078	Portland	Borough	17500452	149	151	f	
2738	10	4691	Milton	Borough	17500452	220	233	f	
2739	10	5261	Shamokin	City	17500452	255	266	f	
2740	10	4595	Marion Heights	Borough	17500452	217	219	f	
2744	10	5319	Snydertown	Borough	17500452	267	268	f	
2745	10	5449	Sunbury	City	17500452	269	289	f	
2749	10	5531	Turbotville	Borough	17500452	290	293	f	
2753	10	5682	Watsontown	Borough	17500452	294	297	f	
2756	10	5886	Zerbe	Township	17500452	305	305	f	
2760	10	4734	Mount Carmel	Borough	17500452	234	246	f	
2763	10	4735	Mount Carmel	Township	17500452	299	299	f	
2766	10	4735	Mount Carmel	Township	17500452	302	302	f	
2768	10	4883	Northumberland	Borough	17500452	247	251	f	
2772	10	5105	Ralpho	Township	17500452	301	301	f	
2774	10	5151	Riverside	Borough	17500452	252	254	f	
2776	10	4616	McEwensville	Borough	17500452	215	216	f	
2784	10	4390	Kulpmont	Borough	17500452	207	214	f	
2787	10	4231	Herndon	Borough	17500452	205	206	f	
2791	10	3652	Coal	Township	17500452	306	306	f	
2792	10	3652	Coal	Township	17500452	303	304	f	
2793	10	3652	Coal	Township	17500452	300	300	f	
2794	10	2335	Northumberland	County	17500452	191	204	f	
2795	10	2335	Northumberland	County	17500452	298	298	f	
2796	10	3828	Duncannon	Borough	17500452	318	321	f	
2797	10	3423	Blain	Borough	17500452	313	315	f	
2798	10	3430	Bloomfield	Borough	17500452	316	317	f	
2806	10	4408	Landisburg	Borough	17500452	322	325	f	
2807	10	4493	Liverpool	Borough	17500452	326	326	f	
2809	10	4604	Marysville	Borough	17500452	327	328	f	
2811	10	4685	Millerstown	Borough	17500452	329	330	f	
2812	10	4785	New Buffalo	Borough	17500452	331	336	f	
2825	10	4821	Newport	Borough	17500452	337	337	f	
2828	10	2336	Perry	County	17500452	307	312	f	
2829	7	5002	Philadelphia	City	5928266	1	2	f	1920
2831	10	5002	Philadelphia	City	17500452	338	379	f	
2835	10	4667	Milford	Borough	17500452	388	396	f	
2836	10	4606	Matamoras	Borough	17500452	384	387	f	
2845	10	2338	Pike	County	17500452	380	383	f	
2846	10	2338	Pike	County	17500452	397	397	f	
2853	10	4077	Galeton	Borough	17500452	410	417	f	
2856	10	3723	Coudersport	Borough	17500452	407	409	f	
2859	10	2339	Potter	County	17500452	398	404	f	
2863	10	6280	Lewisville	Borough	17500452	418	419	f	
2864	10	3325	Austin	Borough	17500452	405	406	f	
2873	10	5279	Shinglehouse	Borough	17500452	422	422	f	
2876	10	5181	Roulette	Township	17500452	423	424	f	
2881	10	4926	Oswayo	Borough	17500452	420	421	f	
2886	10	3557	Cass	Township	17500452	647	647	f	
2891	10	3323	Auburn	Borough	17500452	446	447	f	
2895	10	4100	Girardville	Borough	17500452	472	483	f	
2898	10	4113	Gordon	Borough	17500452	484	488	f	
2899	10	4214	Hegins	Township	17500452	654	654	f	
2902	10	4383	Kline	Township	17500452	648	648	f	
2903	10	4808	New Ringgold	Borough	17500452	534	536	f	
2904	10	4807	New Philadelphia	Borough	17500452	533	533	f	
2906	10	4733	Mount Carbon	Borough	17500452	531	532	f	
2909	10	4694	Minersville	Borough	17500452	520	530	f	
2910	10	4649	Middleport	Borough	17500452	518	519	f	
2912	10	4094	Gilberton	Borough	17500452	469	471	f	
2915	10	4034	Frackville	Borough	17500452	460	468	f	
2919	10	3903	East Union	Township	17500452	652	652	f	
2923	10	3773	Deer Lake	Borough	17500452	459	459	f	
2924	10	3738	Cressona	Borough	17500452	454	458	f	
2926	10	3655	Coaldale	Borough	17500452	448	453	f	
2930	10	4407	Landingville	Borough	17500452	489	493	f	
2931	10	4610	McAdoo	Borough	17500452	494	503	f	
2935	10	4565	Mahanoy City	Borough	17500452	504	515	f	
2938	10	5752	West Mahanoy	Township	17500452	655	655	f	
2939	10	5752	West Mahanoy	Township	17500452	651	651	f	
2940	10	5752	West Mahanoy	Township	17500452	649	649	f	
2941	10	5752	West Mahanoy	Township	17500452	646	646	f	
2943	10	2340	Schuylkill	County	17500452	645	645	f	
2944	10	2340	Schuylkill	County	17500452	425	432	f	
2949	10	4629	Mechanicsville	Borough	17500452	516	517	f	
2952	10	5514	Tremont	Borough	17500452	643	644	f	
2953	10	5508	Tower City	Borough	17500452	634	642	f	
2956	10	5465	Tamaqua	Borough	17500452	625	633	f	
2960	10	5273	Shenandoah	Borough	17500452	612	624	f	
2964	10	5237	Schuylkill Haven	Borough	17500452	596	611	f	
2965	10	3310	Ashland	Borough	17500452	433	445	f	
2969	10	5236	Schuylkill	Township	17500452	653	653	f	
2972	10	5201	St. Clair	Borough	17500452	583	595	f	
2975	10	5149	Ringtown	Borough	17500452	581	582	f	
2979	10	5083	Pottsville	City	17500452	566	580	f	
2981	10	5061	Port Clinton	Borough	17500452	555	565	f	
2983	10	5060	Port Carbon	Borough	17500452	552	554	f	
2985	10	5023	Pine Grove	Borough	17500452	547	551	f	
2986	10	4944	Palo Alto	Borough	17500452	545	546	f	
2987	10	4923	Orwigsburg	Borough	17500452	537	544	f	
2990	10	4870	North Union	Township	17500452	650	650	f	
2996	10	3364	Beavertown	Borough	17500452	661	664	f	
3000	10	4645	Middleburg	Borough	17500452	665	671	f	
3003	10	5713	West Beaver	Township	17500452	690	691	f	
3008	10	5263	Shamokin Dam	Borough	17500452	682	689	f	
3011	10	5247	Selinsgrove	Borough	17500452	672	681	f	
3015	10	2341	Snyder	County	17500452	656	660	f	
3017	10	3256	Addison	Borough	17500452	703	704	f	
3020	10	3387	Benson	Borough	17500452	705	705	f	
3021	10	3392	Berlin	Borough	17500452	706	712	f	
3023	10	3445	Boswell	Borough	17500452	713	714	f	
3025	10	3559	Casselman	Borough	17500452	715	716	f	
3026	10	3577	Central City	Borough	17500452	717	722	f	
3028	10	3691	Confluence	Borough	17500452	723	726	f	
3031	10	4082	Garrett	Borough	17500452	727	734	f	
3033	10	4254	Hooversville	Borough	17500452	735	735	f	
3035	10	4340	Jenners	Township	17500452	827	827	f	
3037	10	4341	Jennerstown	Borough	17500452	736	739	f	
3041	10	4641	Meyersdale	Borough	17500452	740	759	f	
3045	10	4778	New Baltimore	Borough	17500452	760	761	f	
3046	10	4788	New Centreville	Borough	17500452	762	766	f	
3049	10	4936	Paint	Borough	17500452	767	768	f	
3052	10	5167	Rockwood	Borough	17500452	769	770	f	
3053	10	5215	Salisbury	Borough	17500452	771	771	f	
3054	10	5258	Shade	Township	17500452	826	826	f	
3056	10	5264	Shanksville	Borough	17500452	772	773	f	
3057	10	5321	Somerset	Borough	17500452	774	780	f	
3058	10	5321	Somerset	Borough	17500452	786	790	f	
3059	10	5321	Somerset	Borough	17500452	794	796	f	
3064	10	5423	Stoystown	Borough	17500452	797	798	f	
3067	10	5608	Ursina	Borough	17500452	799	800	f	
3068	10	5703	Wellersburg	Borough	17500452	801	803	f	
3069	10	5833	Windber	Borough	17500452	804	824	f	
3072	10	6506	Somerfield	Borough	17500452	781	785	f	
3073	10	6506	Somerfield	Borough	17500452	791	793	f	
3075	10	2342	Somerset	County	17500452	692	702	f	
3076	10	2342	Somerset	County	17500452	825	825	f	
3078	10	4022	Forksville	Borough	17500452	834	835	f	
3081	10	3840	Eagles Mere	Borough	17500452	833	833	f	
3083	10	3838	Dushore	Borough	17500452	832	832	f	
3084	10	3838	Dushore	Borough	17500452	836	836	f	
3085	10	3673	Colley	Township	17500452	843	844	f	
3090	10	4415	Laporte	Borough	17500452	837	842	f	
3092	10	2343	Sullivan	County	17500452	828	831	f	
3096	10	4491	Little Meadows	Borough	17500452	871	874	f	
3105	10	4409	Lanesboro	Borough	17500452	869	870	f	
3108	10	4255	Hop Bottom	Borough	17500452	866	868	f	
3112	10	4162	Hallstead	Borough	17500452	861	865	f	
3114	10	4122	Great Bend	Borough	17500452	859	860	f	
3116	10	5454	Susquehanna Depot	Borough	17500452	888	888	f	
3118	10	4074	Friendsville	Borough	17500452	858	858	f	
3124	10	4016	Forest City	Borough	17500452	854	857	f	
3129	10	2344	Susquehanna	County	17500452	845	853	f	
3134	10	5478	Thompson	Borough	17500452	889	890	f	
3136	10	5565	Uniondale	Borough	17500452	891	892	f	
3137	10	4719	Montrose	Borough	17500452	875	876	f	
3138	10	4802	New Milford	Borough	17500452	877	878	f	
3140	10	4893	Oakland	Borough	17500452	879	887	f	
3144	10	3437	Blossburg	Borough	17500452	899	899	f	
3153	10	3946	Elkland	Borough	17500452	900	901	f	
3158	10	4388	Knoxville	Borough	17500452	902	904	f	
3160	10	4429	Lawrenceville	Borough	17500452	905	906	f	
3166	10	2345	Tioga	County	17500452	893	898	f	
3167	10	5790	Westfield	Borough	17500452	922	923	f	
3168	10	5706	Wellsboro	Borough	17500452	916	921	f	
3172	10	5493	Tioga	Borough	17500452	914	915	f	
3176	10	5175	Roseville	Borough	17500452	911	913	f	
3184	10	4585	Mansfield	Borough	17500452	909	910	f	
3186	10	4459	Liberty	Borough	17500452	907	908	f	
3187	10	4780	New Berlin	Borough	17500452	954	955	f	
3188	10	4663	Mifflinburg	Borough	17500452	947	953	f	
3189	10	4457	Lewisburg	Borough	17500452	936	946	f	
3193	10	4196	Hartleton	Borough	17500452	934	935	f	
3196	10	3851	East Buffalo	Township	17500452	956	957	f	
3197	10	2346	Union	County	17500452	924	933	f	
3207	10	4902	Oil City	City	17500452	1000	1010	f	
3211	10	5040	Pleasantville	Borough	17500452	1011	1012	f	
3213	10	5056	Polk	Borough	17500452	1013	1020	f	
3218	10	5182	Rouseville	Borough	17500452	1021	1025	f	
3221	10	5609	Utica	Borough	17500452	1026	1031	f	
3227	10	4039	Franklin	City	17500452	980	999	f	
3229	10	3718	Cornplanter	Township	17500452	1033	1033	f	
3230	10	3715	Cooperstown	Borough	17500452	966	969	f	
3231	10	3647	Clintonville	Borough	17500452	964	965	f	
3237	10	3953	Emlenton	Borough	17500452	970	979	f	
3241	10	6534	Sugarcreek	Township	17500452	1034	1035	f	
3242	10	2347	Venango	County	17500452	1032	1032	f	
3243	10	2347	Venango	County	17500452	958	963	f	
3248	10	5883	Youngsville	Borough	17500452	1078	1079	f	
3251	10	5488	Tidioute	Borough	17500452	1058	1063	f	
3253	10	5430	Sugar Grove	Borough	17500452	1056	1057	f	
3257	10	5271	Sheffield	Township	17500452	1082	1082	f	
3259	10	5037	Pleasant	Township	17500452	1083	1083	f	
3271	10	3690	Conewango	Township	17500452	1081	1081	f	
3272	10	3623	Clarendon	Borough	17500452	1050	1054	f	
3275	10	3355	Bear Lake	Borough	17500452	1048	1049	f	
3277	10	2348	Warren	County	17500452	1036	1047	f	
3278	10	2348	Warren	County	17500452	1080	1080	f	
3282	10	6206	Grand Valley	Borough	17500452	1055	1055	f	
3283	10	6565	Warren	Borough	17500452	1064	1077	f	
3287	10	6147	East Pike Run	Township	17500452	1281	1281	f	
3289	10	3949	Ellsworth	Borough	17500452	1200	1201	f	
3290	10	3924	Elco	Borough	17500452	1198	1199	f	
3291	10	3906	East Washington	Borough	17500452	1196	1197	f	
3293	10	3846	East Bethlehem	Township	17500452	1290	1290	f	
3294	10	3846	East Bethlehem	Township	17500452	1280	1280	f	
3295	10	3846	East Bethlehem	Township	17500452	1277	1277	f	
3296	10	3831	Dunlevy	Borough	17500452	1194	1195	f	
3299	10	3805	Donora	Borough	17500452	1177	1193	f	
3301	10	3771	Deemston	Borough	17500452	1175	1176	f	
3303	10	3740	Cross Creek	Township	17500452	1275	1275	f	
3304	10	3664	Cokeburg	Borough	17500452	1173	1174	f	
3305	10	3653	Coal Center	Borough	17500452	1157	1172	f	
3306	10	3633	Claysville	Borough	17500452	1153	1156	f	
3308	10	3594	Chartiers	Township	17500452	1285	1286	f	
3311	10	3591	Charleroi	Borough	17500452	1146	1152	f	
3314	10	3575	Centerville	Borough	17500452	1142	1145	f	
3316	10	3568	Cecil	Township	17500452	1287	1287	f	
3317	10	3568	Cecil	Township	17500452	1283	1283	f	
3322	10	2349	Washington	County	17500452	1274	1274	f	
3323	10	2349	Washington	County	17500452	1084	1100	f	
3324	10	3526	California	Borough	17500452	1120	1130	f	
3325	10	4615	McDonald	Borough	17500452	1206	1217	f	
3326	10	3279	Allenport	Borough	17500452	1101	1102	f	
3329	10	5769	West Pike Run	Township	17500452	1278	1278	f	
3330	10	5760	West Middletown	Borough	17500452	1272	1273	f	
3332	10	5718	West Brownsville	Borough	17500452	1267	1271	f	
3334	10	6578	West Alexander	Borough	17500452	1265	1266	f	
3337	10	5654	Washington	City	17500452	1253	1264	f	
3339	10	5563	Union	Township	17500452	1279	1279	f	
3340	10	3352	Beallsville	Borough	17500452	1103	1104	f	
3341	10	5538	Twilight	Borough	17500452	1249	1252	f	
3342	10	5417	Stockdale	Borough	17500452	1247	1248	f	
3343	10	5375	Speers	Borough	17500452	1242	1246	f	
3348	10	5308	Smith	Township	17500452	1288	1288	f	
3349	10	5308	Smith	Township	17500452	1282	1282	f	
3350	10	5171	Roscoe	Borough	17500452	1240	1241	f	
3355	10	4868	North Strabane	Township	17500452	1289	1289	f	
3357	10	4855	North Franklin	Township	17500452	1284	1284	f	
3359	10	4848	North Charleroi	Borough	17500452	1236	1239	f	
3361	10	4791	New Eagle	Borough	17500452	1235	1235	f	
3365	10	3541	Canton	Township	17500452	1291	1292	f	
3368	10	4700	Monongahela	City	17500452	1224	1234	f	
3369	10	4658	Midway	Borough	17500452	1220	1223	f	
3370	10	4588	Marianna	Borough	17500452	1218	1219	f	
3371	10	3388	Bentleyville	Borough	17500452	1105	1117	f	
3373	10	4508	Long Branch	Borough	17500452	1204	1205	f	
3376	10	3541	Canton	Township	17500452	1284	1284	f	
3377	10	4291	Independence	Township	17500452	1275	1275	f	
3378	10	4265	Houston	Borough	17500452	1203	1203	f	
3381	10	3538	Canonsburg	Borough	17500452	1131	1141	f	
3383	10	3507	Burgettstown	Borough	17500452	1118	1119	f	
3386	10	4009	Finleyville	Borough	17500452	1202	1202	f	
3388	10	6147	East Pike Run	Township	17500452	1276	1276	f	
3389	10	6147	East Pike Run	Township	17500452	1278	1278	f	
3398	10	2350	Wayne	County	17500452	1293	1298	f	
3400	10	5407	Starrucca	Borough	17500452	1318	1319	f	
3409	10	4204	Hawley	Borough	17500452	1303	1304	f	
3412	10	3400	Bethany	Borough	17500452	1299	1302	f	
3415	10	5687	Waymart	Borough	17500452	1320	1321	f	
3419	10	4250	Honesdale	Borough	17500452	1305	1315	f	
3421	10	5088	Prompton	Borough	17500452	1316	1317	f	
3424	10	3254	Adamsburg	Borough	17500452	1352	1356	f	
3428	10	3309	Arona	Borough	17500452	1368	1368	f	
3429	10	3309	Arona	Borough	17500452	1373	1374	f	
3430	10	3330	Avonmore	Borough	17500452	1375	1375	f	
3432	10	3442	Bolivar	Borough	17500452	1376	1376	f	
3434	10	3790	Derry	Borough	17500452	1377	1391	f	
3436	10	3792	Derry	Township	17500452	1658	1658	f	
3437	10	3792	Derry	Township	17500452	1668	1668	f	
3439	10	3801	Donegal	Borough	17500452	1392	1393	f	
3442	10	3904	East Vandergrift	Borough	17500452	1394	1396	f	
3443	10	3971	Export	Borough	17500452	1397	1398	f	
3445	10	4141	Greensburg	City	17500452	1399	1423	f	
3448	10	4223	Hempfield	Township	17500452	1654	1654	f	
3449	10	4223	Hempfield	Township	17500452	1660	1662	f	
3450	10	4223	Hempfield	Township	17500452	1664	1664	f	
3451	10	4223	Hempfield	Township	17500452	1678	1678	f	
3453	10	4278	Hunker	Borough	17500452	1424	1425	f	
3454	10	4286	Hyde Park	Borough	17500452	1426	1431	f	
3455	10	4298	Irwin	Borough	17500452	1432	1454	f	
3458	10	4323	Jeannette	City	17500452	1455	1469	f	
3460	10	4471	Ligonier	Borough	17500452	1489	1493	f	
3462	10	4545	Loyalhanna	Township	17500452	1674	1674	f	
3464	10	4558	Madison	Borough	17500452	1496	1497	f	
3465	10	4581	Manor	Borough	17500452	1498	1501	f	
3466	10	4699	Monessen	City	17500452	1502	1516	f	
3469	10	4745	Mount Pleasant	Borough	17500452	1517	1523	f	
3472	10	4749	Mount Pleasant	Township	17500452	1671	1671	f	
3473	10	4749	Mount Pleasant	Township	17500452	1675	1675	f	
3475	10	4777	New Alexandria	Borough	17500452	1524	1525	f	
3476	10	4792	New Florence	Borough	17500452	1526	1527	f	
3477	10	4799	New Kensington	City	17500452	1528	1545	f	
3480	10	4841	North Belle Vernon	Borough	17500452	1548	1555	f	
3481	10	4858	North Huntingdon	Township	17500452	1656	1656	f	
3482	10	4858	North Huntingdon	Township	17500452	1663	1663	f	
3483	10	4858	North Huntingdon	Township	17500452	1667	1667	f	
3484	10	4858	North Huntingdon	Township	17500452	1673	1673	f	
3485	10	4858	North Huntingdon	Township	17500452	1677	1677	f	
3487	10	4859	North Irwin	Borough	17500452	1556	1557	f	
3488	10	4905	Oklahoma	Borough	17500452	1558	1563	f	
3489	10	4964	Penn	Borough	17500452	1564	1564	f	
3490	10	4970	Penn	Township	17500452	1657	1657	f	
3492	10	5180	Rostraver	Township	17500452	1672	1672	f	
3493	10	5180	Rostraver	Township	17500452	1676	1676	f	
3496	10	5210	Salem	Township	17500452	1659	1659	f	
3497	10	5210	Salem	Township	17500452	1674	1674	f	
3499	10	5244	Scottdale	Borough	17500452	1565	1575	f	
3502	10	5253	Seward	Borough	17500452	1576	1577	f	
3503	10	5255	Sewickley	Township	17500452	1665	1665	f	
3505	10	5313	Smithton	Borough	17500452	1578	1579	f	
3506	10	5340	South Greensburg	Borough	17500452	1580	1591	f	
3508	10	5344	South Huntingdon	Township	17500452	1679	1680	f	
3510	10	5371	Southwest Greensburg	Borough	17500452	1592	1596	f	
3512	10	5455	Suterville	Borough	17500452	1597	1599	f	
3513	10	5568	Unity	Township	17500452	1655	1655	f	
3514	10	5568	Unity	Township	17500452	1659	1659	f	
3515	10	5568	Unity	Township	17500452	1666	1666	f	
3516	10	5568	Unity	Township	17500452	1669	1669	f	
3519	10	5617	Vandergrift	Borough	17500452	1610	1623	f	
3523	10	5750	West Leechburg	Borough	17500452	1624	1626	f	
3524	10	5763	West Newton	Borough	17500452	1627	1647	f	
3527	10	5882	Youngstown	Borough	17500452	1648	1649	f	
3528	10	5884	Youngwood	Borough	17500452	1650	1652	f	
3529	10	6270	Latrobe	Borough	17500452	1470	1488	f	
3532	10	6377	New Salem	Borough	17500452	1546	1547	f	
3533	10	6190	Franklin	Township	17500452	1670	1670	f	
3535	10	6029	Arnold	Borough	17500452	1357	1367	f	
3536	10	6029	Arnold	Borough	17500452	1369	1372	f	
3537	10	6284	Livermore	Borough	17500452	1494	1495	f	
3541	10	5510	Trafford	Borough	17500452	1600	1609	f	
3542	10	2351	Westmoreland	County	17500452	1	11	f	
3543	10	2351	Westmoreland	County	17500452	1322	1345	f	
3544	10	2351	Westmoreland	County	17500452	1348	1351	f	
3545	10	2351	Westmoreland	County	17500452	1653	1653	f	
3549	10	2352	Wyoming	County	17500452	1681	1684	f	
3550	10	2352	Wyoming	County	17500452	1346	1347	f	
3555	10	5525	Tunkhannock	Borough	17500452	1695	1698	f	
3561	10	4831	Nicholson	Borough	17500452	1693	1694	f	
3564	10	4638	Meshoppen	Borough	17500452	1691	1692	f	
3567	10	4393	Laceyville	Borough	17500452	1689	1690	f	
3570	10	3972	Factoryville	Borough	17500452	1685	1688	f	
3578	10	5291	Shrewsbury	Borough	17500453	87	90	f	
3579	10	5252	Seven Valleys	Borough	17500453	85	86	f	
3582	10	5118	Red Lion	Borough	17500453	77	84	f	
3583	10	5103	Railroad	Borough	17500453	72	76	f	
3585	10	4971	Penn	Township	17500453	146	148	f	
3588	10	4876	North York	Borough	17500453	65	71	f	
3591	10	4809	New Salem	Borough	17500453	64	64	f	
3592	10	4793	New Freedom	Borough	17500453	62	63	f	
3594	10	4753	Mount Wolf	Borough	17500453	60	61	f	
3598	10	4573	Manchester	Borough	17500453	58	59	f	
3601	10	4502	Loganville	Borough	17500453	56	57	f	
3602	10	4456	Lewisberry	Borough	17500453	55	55	f	
3603	10	4326	Jefferson	Borough	17500453	53	54	f	
3604	10	4320	Jacobus	Borough	17500453	51	52	f	
3611	10	4175	Hanover	Borough	17500453	38	50	f	
3612	10	4161	Hallam	Borough	17500453	35	37	f	
3613	10	4112	Goldsboro	Borough	17500453	30	34	f	
3615	10	4057	Franklintown	Borough	17500453	26	27	f	
3617	10	4002	Felton	Borough	17500453	24	25	f	
3618	10	3998	Fawn Grove	Borough	17500453	23	23	f	
3621	10	3895	East Prospect	Borough	17500453	22	22	f	
3625	10	3810	Dover	Borough	17500453	14	21	f	
3626	10	3797	Dillsburg	Borough	17500453	12	13	f	
3627	10	3786	Delta	Borough	17500453	10	11	f	
3628	10	3755	Dallastown	Borough	17500453	7	9	f	
3629	10	3741	Cross Roads	Borough	17500453	5	6	f	
3634	10	4107	Glen Rock	Borough	17500453	28	29	f	
3638	10	2353	York	County	17500452	1699	1712	f	
3639	10	5877	York Haven	Borough	17500453	144	145	f	
3640	10	5879	Yorkana	Borough	17500453	142	143	f	
3644	10	5875	York	City	17500453	127	141	f	
3645	10	5874	Yoe	Borough	17500453	125	126	f	
3646	10	5865	Wrightsville	Borough	17500453	121	124	f	
3647	10	5842	Winterstown	Borough	17500453	119	120	f	
3649	10	5836	Windsor	Borough	17500453	113	118	f	
3652	10	5788	West York	Borough	17500453	95	112	f	
