censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
6801	1930	7263	Keansburg	f	t	f	f	f	f
6802	1960	7266	Keyport	f	f	t	f	f	f
6803	1950	7266	Keyport	f	f	f	f	f	f
6804	1940	7266	Keyport	f	f	f	f	f	f
6805	1930	7266	Keyport	f	t	f	f	f	f
6806	1960	7292	Little Silver	f	f	t	f	f	f
6807	1950	7292	Little Silver	f	t	f	f	f	f
6808	1960	7294	Loch Arbour	f	t	t	f	f	f
6809	1910	7298	Long Branch	f	t	f	f	f	f
6810	1920	7298	Long Branch	f	f	f	f	f	f
6811	1940	7298	Long Branch	f	f	f	f	f	f
6812	1950	7298	Long Branch	f	f	f	f	f	f
6813	1960	7298	Long Branch	f	f	t	f	f	f
6814	1930	7298	Long Branch	f	f	f	f	f	f
6815	1940	7310	Manasquan	f	t	f	f	f	f
6816	1960	7310	Manasquan	f	f	t	f	f	f
6817	1950	7310	Manasquan	f	f	f	f	f	f
6818	1960	7323	Matawan	f	f	t	f	f	f
6819	1950	7323	Matawan	f	f	f	f	f	f
6820	1940	7323	Matawan	f	t	f	f	f	f
6821	1950	7730	Matawan Township	f	f	t	f	f	f
6822	1940	7730	Matawan Township	f	t	f	f	f	f
6823	1950	7334	Middletown	f	f	f	f	f	f
6824	1960	7334	Middletown	f	f	t	f	f	f
6825	1930	7334	Middletown Township	f	t	f	f	f	f
6826	1940	7334	Middletown Township	f	f	f	f	f	f
6827	1960	7343	Monmouth Beach	f	f	t	f	f	f
6828	1950	7343	Monmouth Beach	f	t	f	f	f	f
6829	1950	7366	Neptune City	f	f	f	f	f	f
6830	1930	7366	Neptune City	f	t	f	f	f	f
6831	1960	7366	Neptune City	f	f	t	f	f	f
6832	1940	7366	Neptune City	f	f	f	f	f	f
6833	1950	7365	Neptune Township	f	f	t	f	f	f
6834	1930	7365	Neptune Township	f	t	f	f	f	f
6835	1940	7365	Neptune Township	f	f	f	f	f	f
6836	1960	7745	New Shrewsbury	f	t	t	f	f	f
6837	1950	7390	Ocean Township	f	f	t	f	f	f
6838	1940	7390	Ocean Township	f	t	f	f	f	f
6839	1950	7394	Oceanport	f	t	f	f	f	f
6840	1960	7394	Oceanport	f	f	t	f	f	f
6841	1940	7446	Red Bank	f	f	f	f	f	f
6842	1960	7446	Red Bank	f	f	t	f	f	f
6843	1930	7446	Red Bank	f	t	f	f	f	f
6844	1950	7446	Red Bank	f	f	f	f	f	f
6845	1960	7463	Roosevelt	f	f	t	f	f	f
6846	1950	7463	Roosevelt	f	t	f	f	f	f
6847	1960	7468	Rumson	f	f	t	f	f	f
6848	1940	7468	Rumson	f	t	f	f	f	f
6849	1950	7468	Rumson	f	f	f	f	f	f
6850	1950	7477	Sea Bright	f	t	f	f	f	f
6851	1960	7477	Sea Bright	f	f	t	f	f	f
6852	1950	7478	Sea Girt	f	t	f	f	f	f
6853	1960	7478	Sea Girt	f	f	t	f	f	f
6854	1950	7486	Shrewsbury	f	t	f	f	f	f
6855	1960	7486	Shrewsbury	f	f	t	f	f	f
6856	1950	7487	Shrewsbury Township	f	t	t	f	f	f
6857	1950	7810	South Belmar	f	t	f	f	f	f
6858	1960	7810	South Belmar	f	f	t	f	f	f
6859	1950	7504	Spring Lake Heights	f	t	f	f	f	f
6860	1960	7504	Spring Lake Heights	f	f	t	f	f	f
6861	1960	7503	Spring Lake	f	f	t	f	f	f
6862	1950	7503	Spring Lake	f	t	f	f	f	f
6863	1960	7532	Union Beach	f	f	t	f	f	f
6864	1950	7532	Union Beach	f	t	f	f	f	f
6865	1950	7546	Wall Township	f	t	t	f	f	f
6866	1950	7567	West Long Beach	f	t	f	f	f	f
6867	1960	7567	West Long Beach	f	f	t	f	f	f
6868	1950	7072	Boonton	f	f	f	f	f	f
6869	1960	7072	Boonton	f	f	t	f	f	f
6870	1940	7072	Boonton	f	f	f	f	f	f
6871	1930	7072	Boonton	f	t	f	f	f	f
6872	1950	7092	Butler	f	f	f	f	f	f
6873	1940	7092	Butler	f	f	f	f	f	f
6874	1960	7092	Butler	f	f	t	f	f	f
6875	1930	7092	Butler	f	t	f	f	f	f
6876	1940	7103	Chatham	f	f	f	f	f	f
6877	1950	7103	Chatham	f	f	f	f	f	f
6878	1930	7103	Chatham	f	t	f	f	f	f
6879	1960	7103	Chatham	f	f	t	f	f	f
6880	1950	7104	Chatham Township	f	t	t	f	f	f
6881	1960	7107	Chester	f	t	t	f	f	f
6882	1950	7133	Denville Township	f	f	t	f	f	f
6883	1940	7133	Denville Township	f	t	f	f	f	f
6884	1930	7135	Dover	f	f	f	f	f	f
6885	1920	7135	Dover	f	t	f	f	f	f
6886	1960	7135	Dover	f	f	t	f	f	f
6887	1950	7135	Dover	f	f	f	f	f	f
6888	1940	7135	Dover	f	f	f	f	f	f
6889	1960	7179	Florham Park	f	f	t	f	f	f
6890	1950	7179	Florham Park	f	t	f	f	f	f
6891	1940	7223	Hanover Township	f	t	t	f	f	f
6892	1950	7268	Kinneloni	f	t	f	f	f	f
6893	1960	7268	Kinneloni	f	f	t	f	f	f
6894	1960	7285	Lincoln Park	f	f	t	f	f	f
6895	1950	7285	Lincoln Park	f	t	f	f	f	f
6896	1950	7306	Madison	f	f	f	f	f	f
6897	1930	7306	Madison	f	t	f	f	f	f
6898	1940	7306	Madison	f	f	f	f	f	f
6899	1960	7306	Madison	f	f	t	f	f	f
6900	1950	7328	Mendham	f	t	f	f	f	f
6901	1960	7328	Mendham	f	f	t	f	f	f
6902	1950	7342	Mine Hill Township	f	t	t	f	f	f
6903	1940	7350	Montville	f	t	t	f	f	f
6904	1960	7354	Morris Plains	f	f	t	f	f	f
6905	1950	7354	Morris Plains	f	t	f	f	f	f
6906	1950	7353	Morris Townnship	f	f	t	f	f	f
6907	1940	7353	Morris Townnship	f	t	f	f	f	f
6908	1940	7355	Morristown	f	f	t	f	f	f
6909	1930	7355	Morristown	f	f	f	f	f	f
6910	1920	7355	Morristown	f	f	f	f	f	f
6911	1910	7355	Morristown	f	t	f	f	f	f
6912	1950	7356	Mount Arlington	f	t	f	f	f	f
6913	1960	7356	Mount Arlington	f	f	t	f	f	f
6914	1950	7361	Mountain Lakes	f	f	f	f	f	f
6915	1930	7361	Mountain Lakes	f	t	f	f	f	f
6916	1960	7361	Mountain Lakes	f	f	t	f	f	f
6917	1960	7367	Netcong	f	f	t	f	f	f
6918	1950	7367	Netcong	f	t	f	f	f	f
6919	1950	7406	Parsippany-Troy Hills Township	f	f	t	f	f	f
6920	1940	7406	Parsippany-Troy Hills Township	f	t	f	f	f	f
6921	1940	7770	Passaic Township	f	f	f	f	f	f
6922	1950	7770	Passaic Township	f	f	t	f	f	f
6923	1930	7770	Passaic Township	f	t	f	f	f	f
6924	1950	7417	Pequannock	f	f	t	f	f	f
6925	1940	7417	Pequannock Township	f	t	f	f	f	f
6926	1950	7442	Randolph	f	t	t	f	f	f
6927	1950	7454	Riverdale	f	t	f	f	f	f
6928	1960	7454	Riverdale	f	f	t	f	f	f
6929	1960	7459	Rockaway	f	f	t	f	f	f
6930	1940	7459	Rockaway	f	f	f	f	f	f
6931	1950	7459	Rockaway	f	f	f	f	f	f
6932	1930	7459	Rockaway	f	t	f	f	f	f
6933	1950	7467	Roxbury Township	f	f	t	f	f	f
6934	1940	7467	Roxbury Township	f	t	f	f	f	f
6935	1960	7542	Victory Gardens	f	t	t	f	f	f
6936	1950	7578	Wharton	f	f	f	f	f	f
6937	1930	7578	Wharton	f	t	f	f	f	f
6938	1960	7578	Wharton	f	f	t	f	f	f
6939	1940	7578	Wharton	f	f	f	f	f	f
6940	1940	7607	Barnegat City	f	t	f	f	f	f
6941	1970	7046	Barnegat Light	f	f	t	f	f	f
6942	1950	7046	Barnegat Light	f	f	f	f	f	f
6943	1960	7046	Barnegat Light	f	f	f	f	f	f
6944	1970	7046	Barnegat City	f	f	f	f	f	f
6945	1960	7049	Bay Head	f	f	t	f	f	f
6946	1950	7049	Bay Head	f	t	f	f	f	f
6947	1950	7051	Beach Haven	f	t	f	f	f	f
6948	1960	7051	Beach Haven	f	f	f	f	f	f
6949	1970	7051	Beach Haven	f	f	t	f	f	f
6950	1960	7052	Beachwood	f	f	f	f	f	f
6951	1950	7052	Beachwood	f	t	f	f	f	f
6952	1970	7052	Beachwood	f	f	t	f	f	f
6953	1940	7658	Dover Township	f	t	f	f	f	f
6954	1950	7658	Dover Township	f	f	t	f	f	f
6955	1960	7231	Harvey Cedars	f	f	f	f	f	f
6956	1950	7231	Harvey Cedars	f	t	f	f	f	f
6957	1970	7231	Harvey Cedars	f	f	t	f	f	f
6958	1950	7706	Island Beach	f	t	t	f	f	f
6959	1970	7258	Island Heights	f	f	t	f	f	f
6960	1950	7258	Island Heights	f	t	f	f	f	f
6961	1960	7258	Island Heights	f	f	f	f	f	f
6962	1950	7273	Lakehurst	f	t	f	f	f	f
6963	1960	7273	Lakehurst	f	f	f	f	f	f
6964	1970	7273	Lakehurst	f	f	t	f	f	f
6965	1970	7274	Lakewood	f	f	t	f	f	f
6966	1960	7274	Lakewood	f	f	f	f	f	f
6967	1950	7274	Lakewood	f	f	f	f	f	f
6968	1940	7274	Lakewood Township	f	f	f	f	f	f
6969	1950	7274	Lakewood Township	f	f	f	f	f	f
6970	1930	7274	Lakewood Township	f	t	f	f	f	f
6971	1960	7277	Lavallette	f	f	f	f	f	f
6972	1950	7277	Lavallette	f	t	f	f	f	f
6973	1970	7277	Lavallette	f	f	t	f	f	f
6974	1950	7297	Long Beach Township	f	t	t	f	f	f
6975	1950	7316	Mantoloking	f	t	f	f	f	f
6976	1960	7316	Mantoloking	f	f	t	f	f	f
6977	1960	7393	Ocean Gate	f	f	f	f	f	f
6978	1970	7393	Ocean Gate	f	f	t	f	f	f
6979	1950	7393	Ocean Gate	f	t	f	f	f	f
6980	1950	7421	Pine Beach	f	t	f	f	f	f
6981	1970	7421	Pine Beach	f	f	t	f	f	f
6982	1960	7421	Pine Beach	f	f	f	f	f	f
6983	1930	7433	Point Pleasant Beach	f	t	t	f	f	f
6984	1950	7432	Point Pleasant	f	t	f	f	f	f
6985	1960	7432	Point Pleasant	f	f	t	f	f	f
6986	1970	7480	Seaside Heights	f	f	t	f	f	f
6987	1950	7480	Seaside Heights	f	t	f	f	f	f
6988	1960	7480	Seaside Heights	f	f	f	f	f	f
6989	1960	7481	Seaside Park	f	f	t	f	f	f
6990	1950	7481	Seaside Park	f	t	f	f	f	f
6991	1970	7485	Ship Bottom	f	f	t	f	f	f
6992	1950	7485	Ship Bottom	f	t	f	f	f	f
6993	1960	7485	Ship Bottom	f	f	f	f	f	f
6994	1950	7499	South Toms River	f	t	f	f	f	f
6995	1960	7499	South Toms River	f	f	f	f	f	f
6996	1970	7499	South Toms River	f	f	t	f	f	f
6997	1950	7516	Surf City	f	t	f	f	f	f
6998	1970	7516	Surf City	f	f	t	f	f	f
6999	1960	7516	Surf City	f	f	f	f	f	f
7000	1970	7529	Tuckerton	f	f	t	f	f	f
7001	1960	7529	Tuckerton	f	f	f	f	f	f
7002	1950	7529	Tuckerton	f	t	f	f	f	f
7003	1960	7069	Bloomingdale	f	f	t	f	f	f
7004	1940	7069	Bloomingdale	f	t	f	f	f	f
7005	1950	7069	Bloomingdale	f	f	f	f	f	f
7006	1940	7115	Clifton	f	f	f	f	f	f
7007	1930	7115	Clifton	f	f	f	f	f	f
7008	1920	7115	Clifton	f	t	f	f	f	f
7009	1960	7115	Clifton	f	f	t	f	f	f
7010	1950	7115	Clifton	f	f	f	f	f	f
7011	1930	7216	Haledon	f	t	f	f	f	f
7012	1940	7216	Haledon	f	f	f	f	f	f
7013	1950	7216	Haledon	f	f	f	f	f	f
7014	1960	7216	Haledon	f	f	t	f	f	f
7015	1960	7234	Hawthrone	f	f	t	f	f	f
7016	1930	7234	Hawthrone	f	t	f	f	f	f
7017	1950	7234	Hawthrone	f	f	f	f	f	f
7018	1940	7234	Hawthrone	f	f	f	f	f	f
7019	1930	7290	Little Falls Township	f	t	f	f	f	f
7020	1940	7290	Little Falls Township	f	f	f	f	f	f
7021	1950	7290	Little Falls Township	f	f	t	f	f	f
7022	1950	7380	North Haledon	f	f	f	f	f	f
7023	1960	7380	North Haledon	f	f	t	f	f	f
7024	1940	7380	North Haledon	f	t	f	f	f	f
7025	1910	7407	Passaic	f	f	f	f	f	f
7026	1920	7407	Passaic	f	f	f	f	f	f
7027	1930	7407	Passaic	f	f	f	f	f	f
7028	1960	7407	Passaic	f	f	t	f	f	f
7029	1940	7407	Passaic	f	f	f	f	f	f
7030	1950	7407	Passaic	f	f	f	f	f	f
7031	1900	7407	Passaic	f	t	f	f	f	f
7032	1930	7408	Paterson	f	f	f	f	f	f
7033	1960	7408	Paterson	f	f	t	f	f	f
7034	1890	7408	Paterson	f	t	f	f	f	f
7035	1950	7408	Paterson	f	f	f	f	f	f
7036	1940	7408	Paterson	f	f	f	f	f	f
7037	1920	7408	Paterson	f	f	f	f	f	f
7038	1910	7408	Paterson	f	f	f	f	f	f
7039	1900	7408	Paterson	f	f	f	f	f	f
7040	1940	7434	Pompton Lakes	f	f	f	f	f	f
7041	1960	7434	Pompton Lakes	f	f	t	f	f	f
7042	1950	7434	Pompton Lakes	f	f	f	f	f	f
7043	1930	7434	Pompton Lakes	f	t	f	f	f	f
7044	1940	7437	Prospect Park	f	f	f	f	f	f
7045	1950	7437	Prospect Park	f	f	f	f	f	f
7046	1930	7437	Prospect Park	f	t	f	f	f	f
7047	1960	7437	Prospect Park	f	f	t	f	f	f
7048	1960	7451	Ringwood	f	f	t	f	f	f
7049	1950	7451	Ringwood	f	t	f	f	f	f
7050	1940	7527	Totowa	f	t	f	f	f	f
7051	1960	7527	Totowa	f	f	t	f	f	f
7052	1950	7527	Totowa	f	f	f	f	f	f
7053	1950	7549	Wanaque	f	f	f	f	f	f
7054	1940	7549	Wanaque	f	t	f	f	f	f
7055	1960	7549	Wanaque	f	f	t	f	f	f
7056	1940	7560	Wayne Township	f	t	f	f	f	f
7057	1950	7560	Wayne Township	f	f	t	f	f	f
7058	1950	7568	West Milford Township	f	t	t	f	f	f
7059	1950	7847	West Paterson	f	f	f	f	f	f
7060	1960	7847	West Paterson	f	f	t	f	f	f
7061	1930	7847	West Paterson	f	t	f	f	f	f
7062	1940	7847	West Paterson	f	f	f	f	f	f
7063	1970	7033	Alloway	f	f	t	f	f	f
7064	1950	7033	Alloway	f	t	f	f	f	f
7065	1950	7157	Elmer	f	t	f	f	f	f
7066	1970	7157	Elmer	f	f	t	f	f	f
7067	1960	7157	Elmer	f	f	f	f	f	f
7068	1940	7723	Pennsville	f	f	f	f	f	f
7069	1930	7723	Pennsville	f	t	f	f	f	f
7070	1950	7723	Lower Pennesneck	f	f	t	f	f	f
7071	1960	7414	Penns Grove	f	f	t	f	f	f
7072	1940	7414	Penns Grove	f	t	f	f	f	f
7073	1950	7414	Penns Grove	f	f	f	f	f	f
7074	1950	7439	Quinton	f	t	t	f	f	f
7075	1950	7473	Salem	f	f	f	f	f	f
7076	1940	7473	Salem	f	f	f	f	f	f
7077	1930	7473	Salem	f	t	f	f	f	f
7078	1970	7473	Salem	f	f	t	f	f	f
7079	1960	7473	Salem	f	f	f	f	f	f
7080	1940	7830	Carneys Point	f	f	f	f	f	f
7081	1940	7830	Upper Pennsneck Township	f	t	f	f	f	f
7082	1950	7830	Upper Pennsneck Township	f	f	t	f	f	f
7083	1970	7594	Woodstown	f	f	t	f	f	f
7084	1960	7594	Woodstown	f	f	f	f	f	f
7085	1950	7594	Woodstown	f	t	f	f	f	f
7086	1940	7064	Bernardsville	f	f	f	f	f	f
7087	1950	7064	Bernardsville	f	f	f	f	f	f
7088	1930	7064	Bernardsville	f	t	f	f	f	f
7089	1960	7064	Bernardsville	f	f	t	f	f	f
7090	1930	7076	Bound Brook	f	t	f	f	f	f
7091	1950	7076	Bound Brook	f	f	f	f	f	f
7092	1960	7076	Bound Brook	f	f	t	f	f	f
7093	1940	7076	Bound Brook	f	f	f	f	f	f
7094	1950	7082	Bridgewater	f	t	t	f	f	f
7095	1950	7174	Far Hills	f	t	f	f	f	f
7096	1960	7174	Far Hills	f	f	t	f	f	f
7097	1950	7184	Franklin Township	f	f	t	f	f	f
7098	1940	7184	Franklin Township	f	t	f	f	f	f
7099	1950	7318	Manville	f	f	f	f	f	f
7100	1960	7318	Manville	f	f	t	f	f	f
7101	1930	7318	Manville	f	t	f	f	f	f
7102	1940	7318	Manville	f	f	f	f	f	f
7103	1960	7338	Millstone	f	f	t	f	f	f
7104	1950	7338	Millstone	f	t	f	f	f	f
7105	1940	7382	North Plainfield	f	f	f	f	f	f
7106	1960	7382	North Plainfield	f	f	t	f	f	f
7107	1930	7382	North Plainfield	f	t	f	f	f	f
7108	1950	7382	North Plainfield	f	f	f	f	f	f
7109	1960	7410	Peapack-Gladstone	f	f	t	f	f	f
7110	1950	7410	Peapack-Gladstone	f	t	f	f	f	f
7111	1950	7443	Raritan	f	t	f	f	f	f
7112	1960	7443	Raritan	f	f	t	f	f	f
7113	1940	7786	Raritan	f	f	t	f	f	f
7114	1930	7786	Raritan	f	t	f	f	f	f
7115	1960	7462	Rocky Hill	f	f	t	f	f	f
7116	1950	7462	Rocky Hill	f	t	f	f	f	f
7117	1950	7490	Somerville	f	f	f	f	f	f
7118	1930	7490	Somerville	f	t	f	f	f	f
7119	1940	7490	Somerville	f	f	f	f	f	f
7120	1960	7490	Somerville	f	f	t	f	f	f
7121	1950	7492	South Bound Brook	f	t	f	f	f	f
7122	1960	7492	South Bound Brook	f	f	t	f	f	f
7123	1950	7558	Watchung	f	t	f	f	f	f
7124	1960	7558	Watchung	f	f	t	f	f	f
7125	1950	7036	Andover	f	t	f	f	f	f
7126	1970	7036	Andover	f	f	t	f	f	f
7127	1960	7036	Andover	f	f	f	f	f	f
7128	1960	7079	Branchville	f	f	f	f	f	f
7129	1950	7079	Branchville	f	t	f	f	f	f
7130	1970	7079	Branchville	f	f	t	f	f	f
7131	1930	7183	Franklin	f	t	f	f	f	f
7132	1960	7183	Franklin	f	f	f	f	f	f
7133	1940	7183	Franklin	f	f	f	f	f	f
7134	1970	7183	Franklin	f	f	t	f	f	f
7135	1950	7183	Franklin	f	f	f	f	f	f
7136	1970	7217	Hamburg	f	f	t	f	f	f
7137	1960	7217	Hamburg	f	f	f	f	f	f
7138	1950	7217	Hamburg	f	t	f	f	f	f
7139	1970	7249	Hopatcong	f	f	t	f	f	f
7140	1960	7249	Hopatcong	f	f	f	f	f	f
7141	1950	7249	Hopatcong	f	t	f	f	f	f
7142	1950	7375	Newton	f	f	f	f	f	f
7143	1940	7375	Newton	f	f	f	f	f	f
7144	1930	7375	Newton	f	t	f	f	f	f
7145	1970	7375	Newton	f	f	t	f	f	f
7146	1960	7375	Newton	f	f	f	f	f	f
7147	1970	7395	Ogdensburg	f	f	t	f	f	f
7148	1960	7395	Ogdensburg	f	f	f	f	f	f
7149	1950	7395	Ogdensburg	f	t	f	f	f	f
7150	1970	7508	Stanhope	f	f	t	f	f	f
7151	1960	7508	Stanhope	f	f	f	f	f	f
7152	1950	7508	Stanhope	f	t	f	f	f	f
7153	1950	7517	Sussex	f	t	f	f	f	f
7154	1970	7517	Sussex	f	f	t	f	f	f
7155	1960	7517	Sussex	f	f	f	f	f	f
7156	1950	7111	Clark Township	f	t	t	f	f	f
7157	1940	7124	Cranford Township	f	f	f	f	f	f
7158	1930	7124	Cranford Township	f	t	f	f	f	f
7159	1950	7124	Cranford Township	f	f	t	f	f	f
7160	1940	7155	Elizabeth	f	f	f	f	f	f
7161	1910	7155	Elizabeth	f	f	f	f	f	f
7162	1920	7155	Elizabeth	f	f	f	f	f	f
7163	1930	7155	Elizabeth	f	f	f	f	f	f
7164	1950	7155	Elizabeth	f	f	f	f	f	f
7165	1900	7155	Elizabeth	f	t	f	f	f	f
7166	1960	7155	Elizabeth	f	f	t	f	f	f
7167	1950	7173	Fanwood	f	t	f	f	f	f
7168	1960	7173	Fanwood	f	f	t	f	f	f
7169	1960	7196	Garwood	f	f	t	f	f	f
7170	1930	7196	Garwood	f	t	f	f	f	f
7171	1950	7196	Garwood	f	f	f	f	f	f
7172	1940	7196	Garwood	f	f	f	f	f	f
7173	1940	7244	Hillside Township	f	f	f	f	f	f
7174	1930	7244	Hillside Township	f	t	f	f	f	f
7175	1950	7244	Hillside Township	f	f	t	f	f	f
7176	1930	7265	Kenilworth	f	t	f	f	f	f
7177	1960	7265	Kenilworth	f	f	t	f	f	f
7178	1950	7265	Kenilworth	f	f	f	f	f	f
7179	1940	7286	Linden	f	f	f	f	f	f
7180	1950	7286	Linden	f	f	f	f	f	f
7181	1930	7286	Linden	f	t	f	f	f	f
7182	1960	7286	Linden	f	f	t	f	f	f
7183	1960	7362	Mountainside	f	f	t	f	f	f
7184	1950	7362	Mountainside	f	t	f	f	f	f
7185	1950	7371	New Providence	f	t	f	f	f	f
7186	1960	7371	New Providence	f	f	t	f	f	f
7187	1950	7744	New Providence Township	f	t	t	f	f	f
7188	1950	7427	Plainfield	f	f	f	f	f	f
7189	1940	7427	Plainfield	f	f	f	f	f	f
7190	1920	7427	Plainfield	f	f	f	f	f	f
7191	1930	7427	Plainfield	f	f	f	f	f	f
7192	1960	7427	Plainfield	f	f	t	f	f	f
7193	1900	7427	Plainfield	f	t	f	f	f	f
7194	1960	7440	Rahway	f	f	t	f	f	f
7195	1950	7440	Rahway	f	f	f	f	f	f
7196	1930	7440	Rahway	f	f	f	f	f	f
7197	1940	7440	Rahway	f	f	f	f	f	f
7198	1920	7440	Rahway	f	t	f	f	f	f
7199	1940	7466	Roselle Park	f	f	f	f	f	f
7200	1960	7466	Roselle Park	f	f	t	f	f	f
7201	1930	7466	Roselle Park	f	t	f	f	f	f
7202	1950	7466	Roselle Park	f	f	f	f	f	f
7203	1960	7465	Roselle	f	f	t	f	f	f
7204	1940	7465	Roselle	f	f	f	f	f	f
7205	1950	7465	Roselle	f	f	f	f	f	f
7206	1930	7465	Roselle	f	t	f	f	f	f
7207	1940	7476	Scotch Plains Township	f	t	f	f	f	f
7208	1950	7476	Scotch Plains	f	f	t	f	f	f
7209	1950	7505	Springfield Township	f	f	t	f	f	f
7210	1940	7505	Springfield Township	f	f	f	f	f	f
7211	1930	7505	Springfield Township	f	t	f	f	f	f
7212	1940	7515	Summitt	f	f	f	f	f	f
7213	1960	7515	Summitt	f	f	t	f	f	f
7214	1930	7515	Summitt	f	t	f	f	f	f
7215	1950	7515	Summitt	f	f	f	f	f	f
7216	1950	7530	Union Township	f	f	t	f	f	f
7217	1940	7530	Union Township	f	f	f	f	f	f
7218	1930	7530	Union Township	f	t	f	f	f	f
7219	1950	7574	Westfield	f	f	f	f	f	f
7220	1960	7574	Westfield	f	f	t	f	f	f
7221	1930	7574	Westfield	f	t	f	f	f	f
7222	1940	7574	Westfield	f	f	f	f	f	f
7223	1950	7034	Alpha	f	f	t	f	f	f
7224	1940	7034	Alpha	f	t	f	f	f	f
7225	1970	7057	Belvidere	f	f	t	f	f	f
7226	1950	7057	Belvidere	f	t	f	f	f	f
7227	1960	7057	Belvidere	f	f	f	f	f	f
7228	1940	7067	Blairstown Township	f	t	t	f	f	f
7229	1960	7211	Hackettstown	f	f	f	f	f	f
7230	1950	7211	Hackettstown	f	f	f	f	f	f
7231	1970	7211	Hackettstown	f	f	t	f	f	f
7232	1940	7211	Hackettstown	f	t	f	f	f	f
7233	1970	7401	Oxford	f	f	t	f	f	f
7234	1950	7401	Oxford	f	t	f	f	f	f
7235	1950	7419	Phillipsburg	f	f	f	f	f	f
7236	1940	7419	Phillipsburg	f	f	f	f	f	f
7237	1930	7419	Phillipsburg	f	f	f	f	f	f
7238	1960	7419	Phillipsburg	f	f	t	f	f	f
7239	1920	7419	Phillipsburg	f	f	f	f	f	f
7240	1910	7419	Phillipsburg	f	t	f	f	f	f
7241	1930	7552	Washington	f	t	f	f	f	f
7242	1960	7552	Washington	f	f	f	f	f	f
7243	1950	7552	Washington	f	f	f	f	f	f
7244	1940	7552	Washington	f	f	f	f	f	f
7245	1970	7552	Washington	f	f	t	f	f	f
7246	1950	7202	Gloucester Township	f	t	t	f	f	f
7247	1930	7677	Fair Lawn	f	t	f	f	f	f
7248	1950	1833		f	f	f	f	f	f
7249	1960	1833		f	f	f	f	f	f
7250	1970	1833		f	f	f	f	f	f
7251	1970	1817		f	f	f	f	f	f
7252	1930	1822		f	f	f	f	f	f
7253	1940	1822		f	f	f	f	f	f
7254	1950	1822		f	f	f	f	f	f
7255	1960	1822		f	f	f	f	f	f
7256	1970	1822		f	f	f	f	f	f
7257	1960	1832		f	f	f	f	f	f
7258	1930	1832		f	f	f	f	f	f
7259	1930	1820		f	f	f	f	f	f
7260	1940	1832		f	f	f	f	f	f
7261	1940	1820		f	f	f	f	f	f
7262	1950	1820		f	f	f	f	f	f
7263	1960	1820		f	f	f	f	f	f
7264	1970	1831		f	f	f	f	f	f
7265	1960	1831		f	f	f	f	f	f
7266	1970	1820		f	f	f	f	f	f
7267	1950	1831		f	f	f	f	f	f
7268	1920	1818		f	f	f	f	f	f
7269	1930	1818		f	f	f	f	f	f
7270	1940	1818		f	f	f	f	f	f
7271	1930	1835		f	f	f	f	f	f
7272	1940	1835		f	f	f	f	f	f
7273	1950	1835		f	f	f	f	f	f
7274	1960	1835		f	f	f	f	f	f
7275	1970	1835		f	f	f	f	f	f
7276	1960	1818		f	f	f	f	f	f
7277	1950	1818		f	f	f	f	f	f
7278	1920	1823		f	f	f	f	f	f
7279	1930	1823		f	f	f	f	f	f
7280	1940	1823		f	f	f	f	f	f
7281	1950	1823		f	f	f	f	f	f
7282	1960	1823		f	f	f	f	f	f
7283	1940	1831		f	f	f	f	f	f
7284	1930	1831		f	f	f	f	f	f
7285	1930	1824		f	f	f	f	f	f
7286	1940	1824		f	f	f	f	f	f
7287	1950	1824		f	f	f	f	f	f
7288	1960	1824		f	f	f	f	f	f
7289	1970	1824		f	f	f	f	f	f
7290	1930	1819		f	f	f	f	f	f
7291	1940	1819		f	f	f	f	f	f
7292	1950	1819		f	f	f	f	f	f
7293	1960	1819		f	f	f	f	f	f
7294	1930	1821		f	f	f	f	f	f
7295	1940	1821		f	f	f	f	f	f
7296	1950	1821		f	f	f	f	f	f
7297	1960	1821		f	f	f	f	f	f
7298	1970	1821		f	f	f	f	f	f
7299	1970	1819		f	f	f	f	f	f
7300	1910	1834		f	f	f	f	f	f
7301	1930	1825		f	f	f	f	f	f
7302	1940	1825		f	f	f	f	f	f
7303	1930	1826		f	f	f	f	f	f
7304	1940	1826		f	f	f	f	f	f
7305	1950	1826		f	f	f	f	f	f
7306	1960	1826		f	f	f	f	f	f
7307	1920	1836		f	f	f	f	f	f
7308	1930	1836		f	f	f	f	f	f
7309	1940	1836		f	f	f	f	f	f
7310	1950	1836		f	f	f	f	f	f
7311	1960	1836		f	f	f	f	f	f
7312	1970	1826		f	f	f	f	f	f
7313	1930	1834		f	f	f	f	f	f
7314	1930	1827		f	f	f	f	f	f
7315	1940	1827		f	f	f	f	f	f
7316	1950	1827		f	f	f	f	f	f
7317	1960	1827		f	f	f	f	f	f
7318	1970	1827		f	f	f	f	f	f
7319	1940	1834		f	f	f	f	f	f
7320	1950	1828		f	f	f	f	f	f
7321	1950	1834		f	f	f	f	f	f
7322	1960	1834		f	f	f	f	f	f
7323	1970	1834		f	f	f	f	f	f
7324	1960	1830		f	f	f	f	f	f
7325	1950	1830		f	f	f	f	f	f
7326	1940	1830		f	f	f	f	f	f
7327	1930	1828		f	f	f	f	f	f
7328	1940	1828		f	f	f	f	f	f
7329	1970	1828		f	f	f	f	f	f
