censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
1436	1970	2299	Tresckow	f	f	f	f	f	f
1437	1960	2299	Tresckow	f	f	f	f	f	f
1438	1950	2299	Tresckow	f	f	f	f	f	f
1439	1960	2299	New Columbus	f	f	f	f	f	f
1440	1950	2299	East Weissport	f	f	f	f	f	f
1441	1950	2299	Nesquehoning-New Columbus	f	f	f	f	f	f
1442	1940	4940	Palmerton	f	f	f	f	f	f
1443	1940	6319	Mauch Chuck Township	f	t	f	f	f	f
1444	1960	6319	Nesquehoning	f	f	t	f	f	f
1445	1940	6318	Mauch Chuck	f	f	f	f	f	f
1446	1930	6318	Mauch Chuck	f	t	f	f	f	f
1447	1950	6318	Mauch Chuck	f	f	t	f	f	f
1448	1940	6145	East Mauch Chunk	f	f	f	f	f	f
1449	1930	6145	East Mauch Chunk	f	t	f	f	f	f
1450	1950	6145	East Mauch Chunk	f	f	t	f	f	f
1451	1940	4935	Packer Township	f	t	t	f	f	f
1452	1970	4773	Nesquehoning	f	t	t	f	f	f
1453	1940	4539	Lower Towamensing Township	f	t	t	f	f	f
1454	1970	4441	Lehighton	f	f	t	f	f	f
1455	1930	4441	Lehighton	f	t	f	f	f	f
1456	1950	4441	Lehighton	f	f	f	f	f	f
1457	1960	4441	Lehighton	f	f	f	f	f	f
1458	1940	4441	Lehighton	f	f	f	f	f	f
1459	1940	4439	Lehigh Township	f	t	t	f	f	f
1460	1940	4425	Lausanne Township	f	t	t	f	f	f
1461	1970	4414	Lansford	f	f	t	f	f	f
1462	1920	4414	Lansford	f	t	f	f	f	f
1463	1960	4414	Lansford	f	f	f	f	f	f
1464	1950	4414	Lansford	f	f	f	f	f	f
1465	1940	4414	Lansford	f	f	f	f	f	f
1466	1930	4414	Lansford	f	f	f	f	f	f
1467	1970	4346	Jim Thorpe	f	f	t	f	f	f
1468	1960	4346	Jim Thorpe	f	t	f	f	f	f
1469	1940	4045	Franklin Township	f	t	t	f	f	f
1470	1970	3900	East Side	f	f	t	f	f	f
1471	1950	3900	East Side	f	t	f	f	f	f
1472	1960	3900	East Side	f	f	f	f	f	f
1473	1940	3890	East Penn Township	f	t	t	f	f	f
1474	1970	3446	Bowmanstown	f	f	t	f	f	f
1475	1950	3446	Bowmanstown	f	t	f	f	f	f
1476	1960	3446	Bowmanstown	f	f	f	f	f	f
1477	1950	3363	Beaver Meadows	f	t	f	f	f	f
1478	1970	3363	Beaver Meadows	f	f	t	f	f	f
1479	1960	3363	Beaver Meadows	f	f	f	f	f	f
1480	1940	3338	Banks Township	f	t	t	f	f	f
1481	1970	2299	East Weissport	f	f	f	f	f	f
1482	1960	2299	East Weissport	f	f	f	f	f	f
1483	1920	2299		f	f	f	f	f	f
1484	1930	2299		f	f	f	f	f	f
1485	1940	2299		f	f	f	f	f	f
1486	1950	2299		f	f	f	f	f	f
1487	1960	2299		f	f	f	f	f	f
1488	1970	2299		f	f	f	f	f	f
1489	1970	5702	Weissport	f	f	t	f	f	f
1490	1950	5702	Weissport	f	t	f	f	f	f
1491	1960	5702	Weissport	f	f	f	f	f	f
1492	1970	5699	Weatherly	f	f	t	f	f	f
1493	1950	5699	Weatherly	f	t	f	f	f	f
1494	1960	5699	Weatherly	f	f	f	f	f	f
1495	1940	5505	Towamensing Township	f	t	t	f	f	f
1496	1970	5063	Port Matilda	f	f	t	f	f	f
1497	1960	5315	Snow Shoe	f	f	f	f	f	f
1498	1950	4666	Milesburg	f	t	f	f	f	f
1499	1960	4666	Milesburg	f	f	f	f	f	f
1500	1950	5315	Snow Shoe	f	t	f	f	f	f
1501	1970	5315	Snow Shoe	f	f	t	f	f	f
1502	1940	5316	Snow Shoe Township	f	t	t	f	f	f
1503	1940	5377	Spring Township	f	t	t	f	f	f
1504	1940	5408	State College	f	f	f	f	f	f
1505	1950	5408	State College	f	f	f	f	f	f
1506	1960	5408	State College	f	f	f	f	f	f
1507	1930	5408	State College	f	t	f	f	f	f
1508	1970	5408	State College	f	f	t	f	f	f
1509	1940	5546	Union Township	f	t	t	f	f	f
1510	1960	5567	Unionville	f	f	f	f	f	f
1511	1950	5567	Unionville	f	t	f	f	f	f
1512	1970	5567	Unionville	f	f	t	f	f	f
1513	1940	5634	Walker Township	f	t	t	f	f	f
1514	1940	5859	Worth Township	f	t	t	f	f	f
1515	1940	4665	Miles Township	f	t	t	f	f	f
1516	1940	4591	Marion Township	f	t	t	f	f	f
1517	1940	4468	Liberty Township	f	t	t	f	f	f
1518	1940	4285	Huston Township	f	t	t	f	f	f
1519	1940	4269	Howard Township	f	t	t	f	f	f
1520	1970	4268	Howard	f	f	t	f	f	f
1521	1950	4268	Howard	f	t	f	f	f	f
1522	1960	4268	Howard	f	f	f	f	f	f
1523	1940	4157	Haines Township	f	t	t	f	f	f
1524	1940	4150	Gregg Township	f	t	t	f	f	f
1525	1940	4004	Ferguson Township	f	t	t	f	f	f
1526	1940	3748	Curtin Township	f	t	t	f	f	f
1527	1940	3671	College Township	f	t	t	f	f	f
1528	1970	3581	Centre Hall	f	f	t	f	f	f
1529	1950	3581	Centre Hall	f	t	f	f	f	f
1530	1960	3581	Centre Hall	f	f	f	f	f	f
1531	1940	3512	Burnside Township	f	t	t	f	f	f
1532	1940	3439	Boggs Township	f	t	t	f	f	f
1533	1940	3385	Benner Township	f	t	t	f	f	f
1534	1970	3378	Bellefonte	f	f	t	f	f	f
1535	1960	3378	Bellefonte	f	f	f	f	f	f
1536	1950	3378	Bellefonte	f	f	f	f	f	f
1537	1930	3378	Bellefonte	f	t	f	f	f	f
1538	1940	3378	Bellefonte	f	f	f	f	f	f
1539	1930	2300		f	f	f	f	f	f
1540	1940	2300		f	f	f	f	f	f
1541	1950	2300		f	f	f	f	f	f
1542	1960	2300		f	f	f	f	f	f
1543	1970	2300		f	f	f	f	f	f
1544	1970	2300	Pleasant Gap	f	f	f	f	f	f
1545	1960	2300	Pleasant Gap	f	f	f	f	f	f
1546	1950	2300	Pleasant Gap	f	f	f	f	f	f
1547	1930	5003	Philipsburg	f	t	f	f	f	f
1548	1960	5003	Philipsburg	f	f	f	f	f	f
1549	1950	5003	Philipsburg	f	f	f	f	f	f
1550	1940	5003	Philipsburg	f	f	f	f	f	f
1551	1940	4974	Penn Township	f	t	t	f	f	f
1552	1960	6517	South Philipsburg	f	f	f	f	f	f
1553	1950	6517	South Philipsburg	f	t	f	f	f	f
1554	1970	6517	South Philipsburg	f	f	t	f	f	f
1555	1970	2300	Lemont	f	f	f	f	f	f
1556	1960	2300	Lemont	f	f	f	f	f	f
1557	1950	2300	Clarence	f	f	f	f	f	f
1558	1970	2300	Boalsburg	f	f	f	f	f	f
1559	1940	4957	Patton Township	f	t	t	f	f	f
1560	1970	4687	Millheim	f	f	t	f	f	f
1561	1950	4687	Millheim	f	t	f	f	f	f
1562	1960	4687	Millheim	f	f	f	f	f	f
1563	1970	4666	Milesburg	f	f	t	f	f	f
1564	1970	5003	Philipsburg	f	f	t	f	f	f
1565	1960	5063	Port Matilda	f	f	f	f	f	f
1566	1950	5063	Port Matilda	f	t	f	f	f	f
1567	1940	5080	Potter Township	f	t	t	f	f	f
1568	1940	5637	Wallace Township	f	t	t	f	f	f
1569	1950	3318	Atglen	f	t	f	f	f	f
1570	1960	3318	Atglen	f	f	f	f	f	f
1571	1970	3318	Atglen	f	f	t	f	f	f
1572	1960	3329	Avondale	f	f	f	f	f	f
1573	1950	3329	Avondale	f	t	f	f	f	f
1574	1970	3329	Avondale	f	f	t	f	f	f
1575	1940	3417	Birmingham Township	f	t	t	f	f	f
1576	1940	3530	Caln Township	f	t	t	f	f	f
1577	1940	3593	Charlestown Township	f	t	t	f	f	f
1578	1930	3658	Coatesville	f	f	f	f	f	f
1579	1940	3658	Coatesville	f	f	f	f	f	f
1580	1920	3658	Coatesville	f	t	f	f	f	f
1581	1950	3658	Coatesville	f	f	f	f	f	f
1582	1960	3658	Coatesville	f	f	f	f	f	f
1583	1970	3658	Coatesville	f	f	t	f	f	f
1584	1940	3812	Downingtown	f	f	f	f	f	f
1585	1930	3812	Downingtown	f	t	f	f	f	f
1586	1950	3812	Downingtown	f	f	f	f	f	f
1587	1960	3812	Downingtown	f	f	f	f	f	f
1588	1970	3812	Downingtown	f	f	t	f	f	f
1589	1940	3847	East Bradford Township	f	t	t	f	f	f
1590	1940	3849	East Brandywine Township	f	t	t	f	f	f
1591	1940	3853	East Cailn Township	f	t	t	f	f	f
1592	1940	3859	East Conventry Township	f	t	t	f	f	f
1593	1940	3865	East Fallowfield Township	f	t	t	f	f	f
1594	1940	3869	East Goshen Township	f	t	t	f	f	f
1595	1940	3883	East Marlboro Township	f	t	t	f	f	f
1596	1940	3886	East Nantmeal Township	f	t	t	f	f	f
1597	1940	3889	East Nottingham Township	f	t	t	f	f	f
1598	1940	3893	East Pikeland Township	f	t	t	f	f	f
1599	1940	3905	East Vincent Township	f	t	t	f	f	f
1600	1940	3908	East Whiteland	f	t	t	f	f	f
1601	1940	3910	Easttown Township	f	t	t	f	f	f
1602	1940	3942	Elk Township	f	t	t	f	f	f
1603	1960	3952	Elverson	f	f	f	f	f	f
1604	1950	3952	Elverson	f	t	f	f	f	f
1605	1970	3952	Elverson	f	f	t	f	f	f
1606	1940	4042	Franklin Township	f	t	t	f	f	f
1607	1940	4239	Highland Township	f	t	t	f	f	f
1608	1960	4251	Honey Brook	f	f	f	f	f	f
1609	1950	4251	Honey Brook	f	t	f	f	f	f
1610	1970	4251	Honey Brook	f	f	t	f	f	f
1611	1940	4252	Honeybrook Township	f	t	t	f	f	f
1612	1940	4367	Kennett Township	f	t	t	f	f	f
1613	1950	4368	Kennett Square	f	f	f	f	f	f
1614	1960	4368	Kennett Square	f	f	f	f	f	f
1615	1940	4368	Kennett Square	f	t	f	f	f	f
1616	1970	4368	Kennett Square	f	f	t	f	f	f
1617	1940	4503	London Britain Township	f	t	t	f	f	f
1618	1940	4504	London Grove Township	f	t	t	f	f	f
1619	1940	4507	Londonderry Township	f	t	t	f	f	f
1620	1940	4531	Lower Oxford Township	f	t	t	f	f	f
1621	1950	4572	Malvern	f	t	f	f	f	f
1622	1960	4572	Malvern	f	f	t	f	f	f
1623	1960	4695	Modena	f	t	f	f	f	f
1624	1970	4695	Modena	f	f	t	f	f	f
1625	1940	4795	New Gardern Township	f	t	t	f	f	f
1626	1940	4801	New London Township	f	t	t	f	f	f
1627	1940	4820	Newlin Township	f	t	t	f	f	f
1628	1940	4851	North Coventry Township	f	t	f	f	f	f
1629	1970	4851	North Coventry Township	f	f	t	f	f	f
1630	1950	4933	Oxford	f	t	f	f	f	f
1631	1960	4933	Oxford	f	f	t	f	f	f
1632	1960	4950	Parkesburg	f	f	f	f	f	f
1633	1950	4950	Parkesburg	f	t	f	f	f	f
1634	1970	4950	Parkesburg	f	f	t	f	f	f
1635	1940	4972	Penn Township	f	t	t	f	f	f
1636	1940	4983	Pennsbury Township	f	t	t	f	f	f
1637	1930	5004	Phoenxville	f	f	f	f	f	f
1638	1940	5004	Phoenxville	f	f	f	f	f	f
1639	1950	5004	Phoenxville	f	f	f	f	f	f
1640	1960	5004	Phoenxville	f	f	f	f	f	f
1641	1920	5004	Phoenxville	f	t	f	f	f	f
1642	1970	5004	Phoenxville	f	f	t	f	f	f
1643	1940	5052	Pocopson Township	f	t	t	f	f	f
1644	1940	5198	Sadsbury Township	f	t	t	f	f	f
1645	1940	5235	Schuylkill Township	f	t	t	f	f	f
1646	1960	5333	South Coatesvilie	f	f	f	f	f	f
1647	1950	5333	South Coatesvilie	f	t	f	f	f	f
1648	1970	5333	South Coatesvilie	f	f	t	f	f	f
1649	1940	5335	South Coventry Township	f	t	t	f	f	f
1650	1940	5382	Spring City	f	f	f	f	f	f
1651	1950	5382	Spring City	f	f	f	f	f	f
1652	1960	5382	Spring City	f	f	f	f	f	f
1653	1930	5382	Spring City	f	t	f	f	f	f
1654	1970	5382	Spring City	f	f	t	f	f	f
1655	1940	5483	Thornbury Township	f	t	t	f	f	f
1656	1940	5513	Tredyffrin Township	f	t	t	f	f	f
1657	1940	5594	Upper Oxford Township	f	t	t	f	f	f
1658	1940	5606	Upper Uwchlan Township	f	t	t	f	f	f
1659	1940	5610	Uwchlan Township	f	t	t	f	f	f
1660	1940	5612	Valley Township	f	t	t	f	f	f
1661	1940	5653	Warwick Township	f	t	t	f	f	f
1662	1940	5715	West Bedford Township	f	t	t	f	f	f
1663	1940	5717	West Brandywine Township	f	t	t	f	f	f
1664	1940	5722	West Caln Township	f	t	t	f	f	f
1665	1930	5725	West Chester	f	f	f	f	f	f
1666	1940	5725	West Chester	f	f	f	f	f	f
1667	1950	5725	West Chester	f	f	f	f	f	f
1668	1920	5725	West Chester	f	t	f	f	f	f
1669	1960	5725	West Chester	f	f	t	f	f	f
1670	1940	5735	West Fallowfield Township	f	t	t	f	f	f
1671	1940	5739	West Goshen Township	f	t	t	f	f	f
1672	1960	5740	West Grove	f	f	f	f	f	f
1673	1950	5740	West Grove	f	t	f	f	f	f
1674	1970	5740	West Grove	f	f	t	f	f	f
1675	1940	5756	West Marlboro Township	f	t	t	f	f	f
1676	1940	5762	West Nantraeal Township	f	t	t	f	f	f
1677	1940	5765	West Nottingham Township	f	t	t	f	f	f
1678	1940	5770	West Pikeland Township	f	t	t	f	f	f
1679	1940	5776	West Sadsbury Township	f	t	t	f	f	f
1680	1940	5784	West Vincent Township	f	t	t	f	f	f
1681	1940	5786	West Whiteland Township	f	t	t	f	f	f
1682	1940	5794	Westtown Township	f	t	t	f	f	f
1683	1940	5825	Willistown Township	f	t	t	f	f	f
1684	1970	2301	Westwood	f	f	f	f	f	f
1685	1960	2301	Westwood	f	f	f	f	f	f
1686	1970	2301	Toughkenamon	f	f	f	f	f	f
1687	1970	2301	Thorndale	f	f	f	f	f	f
1688	1970	2301	South Pottstown	f	f	f	f	f	f
1689	1960	2301	South Pottstown	f	f	f	f	f	f
1690	1950	2301	South Pottstown	f	f	f	f	f	f
1691	1970	2301	Rocky Run	f	f	f	f	f	f
1692	1970	2301	Pomeroy	f	f	f	f	f	f
1693	1960	2301	Pomeroy	f	f	f	f	f	f
1694	1960	2301	Philadelphia, Vicinity of	f	f	f	f	f	f
1695	1950	2301	Philadelphia, Vicinity of	f	f	f	f	f	f
1696	1950	2301	Paoli	f	f	f	f	f	f
1697	1970	2301	Kenilworth	f	f	f	f	f	f
1698	1960	2301	Kenilworth	f	f	f	f	f	f
1699	1970	2301	Hayti	f	f	f	f	f	f
1700	1950	2301	Hayti	f	f	f	f	f	f
1701	1960	2301	Chatwood	f	f	f	f	f	f
1702	1950	2301	Chatwood	f	f	f	f	f	f
1703	1970	2301		f	f	f	f	f	f
1704	1960	2301		f	f	f	f	f	f
1705	1950	2301		f	f	f	f	f	f
1706	1940	2301		f	f	f	f	f	f
1707	1930	2301		f	f	f	f	f	f
1708	1970	3624	Clarion	f	f	t	f	f	f
1709	1940	3624	Clarion	f	t	f	f	f	f
1710	1960	3624	Clarion	f	f	f	f	f	f
1711	1950	3624	Clarion	f	f	f	f	f	f
1712	1970	3527	Callensburg	f	f	t	f	f	f
1713	1950	3527	Callensburg	f	t	f	f	f	f
1714	1960	3527	Callensburg	f	f	f	f	f	f
1715	1940	3457	Brady Township	f	t	t	f	f	f
1716	1940	3358	Beaver Township	f	t	t	f	f	f
1717	1940	3312	Ashland Township	f	t	t	f	f	f
1718	1920	2302		f	f	f	f	f	f
1719	1930	2302		f	f	f	f	f	f
1720	1940	2302		f	f	f	f	f	f
1721	1950	2302		f	f	f	f	f	f
1722	1960	2302		f	f	f	f	f	f
1723	1940	5671	Washington Township	f	t	t	f	f	f
1724	1940	5499	Toby Township	f	t	t	f	f	f
1725	1970	5427	Strattanville	f	f	t	f	f	f
1726	1950	5427	Strattanville	f	t	f	f	f	f
1727	1960	5427	Strattanville	f	f	f	f	f	f
1728	1970	5301	Sligo	f	f	t	f	f	f
1729	1950	5301	Sligo	f	t	f	f	f	f
1730	1960	5301	Sligo	f	f	f	f	f	f
1731	1970	5284	Shippenville	f	f	t	f	f	f
1732	1950	5284	Shippenville	f	t	f	f	f	f
1733	1960	5284	Shippenville	f	f	f	f	f	f
1734	1940	5209	Salem Township	f	t	t	f	f	f
1735	1970	5207	St. Petersburg	f	f	t	f	f	f
1736	1950	5207	St. Petersburg	f	t	f	f	f	f
1737	1960	5207	St. Petersburg	f	f	f	f	f	f
1738	1970	5147	Rimersburg	f	f	t	f	f	f
1739	1950	5147	Rimersburg	f	t	f	f	f	f
1740	1960	5147	Rimersburg	f	f	f	f	f	f
1741	1940	5135	Richland Township	f	t	t	f	f	f
1742	1940	5120	Redbank Township	f	t	t	f	f	f
1743	1940	5075	Porter Township	f	t	t	f	f	f
1744	1940	5027	Piney Township	f	t	t	f	f	f
1745	1940	4988	Perry Township	f	t	t	f	f	f
1746	1940	4937	Paint Township	f	t	t	f	f	f
1747	1970	4781	New Bethlehem	f	f	t	f	f	f
1748	1950	4781	New Bethlehem	f	t	f	f	f	f
1749	1950	6122	Curllsville	f	t	t	f	f	f
1750	1960	4781	New Bethlehem	f	f	f	f	f	f
1751	1940	4709	Monroe Township	f	t	t	f	f	f
1752	1940	4681	Millcreek Township	f	t	t	f	f	f
1753	1940	4561	Madison Township	f	t	t	f	f	f
1754	1940	4478	Limestone Township	f	t	t	f	f	f
1755	1940	4469	Licking Township	f	t	t	f	f	f
1756	1940	4385	Knox Township	f	t	t	f	f	f
1757	1970	4384	Knox	f	f	t	f	f	f
1758	1950	4384	Knox	f	t	f	f	f	f
1759	1960	4384	Knox	f	f	f	f	f	f
1760	1940	4237	Highland Township	f	t	t	f	f	f
1761	1970	4205	Hawthorne	f	f	t	f	f	f
1762	1950	4205	Hawthorne	f	t	f	f	f	f
1763	1960	4205	Hawthorne	f	f	f	f	f	f
1764	1970	4033	Foxburg	f	f	t	f	f	f
1765	1950	4033	Foxburg	f	t	f	f	f	f
1766	1960	4033	Foxburg	f	f	f	f	f	f
1767	1940	3992	Farraington Township	f	t	t	f	f	f
1768	1940	3941	Elk Township	f	t	t	f	f	f
1769	1970	3848	East Brady	f	f	t	f	f	f
1770	1950	3848	East Brady	f	t	f	f	f	f
1771	1960	3848	East Brady	f	f	f	f	f	f
1772	1940	3625	Clarion Township	f	t	t	f	f	f
1773	1960	5793	Westover	f	f	f	f	f	f
1774	1950	5793	Westover	f	t	f	f	f	f
1775	1970	5793	Westover	f	f	t	f	f	f
1776	1940	5853	Woodland Township	f	t	t	f	f	f
1777	1910	2303		f	f	f	f	f	f
1778	1930	2303		f	f	f	f	f	f
1779	1940	2303		f	f	f	f	f	f
1780	1950	2303		f	f	f	f	f	f
1781	1960	2303		f	f	f	f	f	f
1782	1970	2303		f	f	f	f	f	f
1783	1950	2303	Blain City-Rose Bud	f	f	f	f	f	f
1784	1970	2303	Blain City-Rose Bud	f	f	f	f	f	f
1785	1950	2303	Grassflat	f	f	f	f	f	f
1786	1960	2303	Grassflat	f	f	f	f	f	f
1787	1970	2303	Grassflat	f	f	f	f	f	f
1788	1950	2303	Hawk Run	f	f	f	f	f	f
1789	1970	2303	Hawk Run	f	f	f	f	f	f
1790	1970	2303	Hyde	f	f	f	f	f	f
1791	1950	2303	Lanse-Winburne	f	f	f	f	f	f
1792	1960	2303	Lanse-Winburne	f	f	f	f	f	f
1793	1950	2303	Madera	f	f	f	f	f	f
1794	1960	2303	Madera	f	f	f	f	f	f
1795	1970	2303	Madera	f	f	f	f	f	f
1796	1950	2303	Mineral Springs	f	f	f	f	f	f
1797	1970	2303	Mineral Springs-Woodland	f	f	f	f	f	f
1798	1970	2303	Morrisdale	f	f	f	f	f	f
1799	1950	2303	Plymptonville	f	f	f	f	f	f
1800	1960	2303	Plymptonville	f	f	f	f	f	f
1801	1970	2303	Plymptonville	f	f	f	f	f	f
1802	1950	2303	Sandy	f	f	f	f	f	f
1803	1960	2303	Sandy	f	f	f	f	f	f
1804	1970	2303	Sandy	f	f	f	f	f	f
1805	1960	2303	Smithmill	f	f	f	f	f	f
1806	1950	2303	West Moshannon	f	f	f	f	f	f
1807	1960	2303	Woodland	f	f	f	f	f	f
1808	1940	3365	Beccaria Township	f	t	t	f	f	f
1809	1940	3375	Bell Township	f	t	t	f	f	f
1810	1940	3411	Bigler Township	f	t	t	f	f	f
1811	1940	3429	Bloom Township	f	t	t	f	f	f
1812	1940	3453	Bradford Township	f	t	t	f	f	f
1813	1940	3456	Brady Township	f	t	t	f	f	f
1814	1950	3476	Brisbin	f	t	f	f	f	f
1815	1960	3476	Brisbin	f	f	f	f	f	f
1816	1970	3476	Brisbin	f	f	t	f	f	f
1817	1960	3511	Burnside	f	f	f	f	f	f
1818	1950	3511	Burnside	f	t	f	f	f	f
1819	1970	3511	Burnside	f	f	t	f	f	f
1820	1940	3513	Burnside Township	f	t	t	f	f	f
1821	1940	3606	Chest Township	f	t	t	f	f	f
1822	1970	3612	Chester Hill	f	t	t	f	f	f
1823	1930	3634	Clearfield	f	f	f	f	f	f
1824	1940	3634	Clearfield	f	f	f	f	f	f
1825	1910	3634	Clearfield	f	t	f	f	f	f
1826	1950	3634	Clearfield	f	f	f	f	f	f
1827	1960	3634	Clearfield	f	f	f	f	f	f
1828	1970	3634	Clearfield	f	f	t	f	f	f
1829	1960	3657	Coalport	f	f	f	f	f	f
1830	1950	3657	Coalport	f	t	f	f	f	f
1831	1970	3657	Coalport	f	f	t	f	f	f
1832	1940	3713	Cooper Township	f	t	t	f	f	f
1833	1940	3726	Covington Township	f	t	t	f	f	f
1834	1950	3749	Curwensville	f	f	f	f	f	f
1835	1960	3749	Curwensville	f	f	f	f	f	f
1836	1940	3749	Curwensville	f	t	f	f	f	f
1837	1970	3749	Curwensville	f	f	t	f	f	f
1838	1940	3769	Decatur Township	f	t	t	f	f	f
1839	1940	3822	DuBois	f	f	f	f	f	f
1840	1930	3822	DuBois	f	t	f	f	f	f
1841	1970	3822	DuBois	f	f	t	f	f	f
1842	1950	3822	DuBois	f	f	f	f	f	f
1843	1960	3822	DuBois	f	f	f	f	f	f
1844	1950	3989	Falls Creek	f	f	f	f	f	f
1845	1960	3989	Falls Creek	f	f	f	f	f	f
1846	1970	3989	Falls Creek	f	f	f	f	f	f
1847	1940	4003	Ferguson Township	f	t	t	f	f	f
1848	1940	4098	Girard Township	f	t	t	f	f	f
1849	1960	4105	Glen Hope	f	f	f	f	f	f
1850	1950	4105	Glen Hope	f	t	f	f	f	f
1851	1970	4105	Glen Hope	f	f	t	f	f	f
1852	1940	4114	Goshen Township	f	t	t	f	f	f
1853	1940	4115	Graham Township	f	t	t	f	f	f
1854	1960	4116	Grampain	f	f	f	f	f	f
1855	1950	4116	Grampain	f	t	f	f	f	f
1856	1970	4116	Grampain	f	f	t	f	f	f
1857	1940	4145	Greenwood Township	f	t	t	f	f	f
1858	1940	4156	Gulich Township	f	t	t	f	f	f
1859	1960	4266	Houtzdale	f	f	f	f	f	f
1860	1950	4266	Houtzdale	f	t	f	f	f	f
1861	1970	4266	Houtzdale	f	f	t	f	f	f
1862	1940	4284	Huston Township	f	t	t	f	f	f
1863	1960	4297	Irvona	f	f	f	f	f	f
1864	1950	4297	Irvona	f	t	f	f	f	f
1865	1970	4297	Irvona	f	f	t	f	f	f
1866	1940	4352	Jordan Township	f	t	t	f	f	f
1867	1940	4361	Karthaus Township	f	t	t	f	f	f
1868	1940	4386	Knox Township	f	t	t	f	f	f
1869	1940	4426	Lawrence Township	f	t	t	f	f	f
1870	1960	6295	Lumber City	f	f	f	f	f	f
1871	1950	6295	Lumber City	f	t	f	f	f	f
1872	1970	6295	Lumber City	f	f	t	f	f	f
1873	1960	4563	Mahaffey	f	f	f	f	f	f
1874	1950	4563	Mahaffey	f	t	f	f	f	f
1875	1970	4563	Mahaffey	f	f	t	f	f	f
1876	1940	4729	Morris Township	f	t	t	f	f	f
1877	1960	4818	Newburg	f	f	f	f	f	f
1878	1950	4818	Newburg	f	t	f	f	f	f
1879	1970	4818	Newburg	f	f	t	f	f	f
1880	1960	4813	New Washington	f	f	f	f	f	f
1881	1950	4813	New Washington	f	t	f	f	f	f
1882	1970	4813	New Washington	f	f	t	f	f	f
1883	1970	4924	Osceola	f	f	t	f	f	f
1884	1950	4924	Osceola	f	t	f	f	f	f
1885	1960	4924	Osceola	f	f	f	f	f	f
1886	1940	4968	Penn Township	f	t	t	f	f	f
1887	1940	5011	Pike Township	f	t	t	f	f	f
1888	1940	5015	Pine Township	f	t	t	f	f	f
1889	1960	5106	Ramey	f	f	f	f	f	f
1890	1950	5106	Ramey	f	t	f	f	f	f
1891	1970	5106	Ramey	f	f	t	f	f	f
1892	1940	5222	Sandy Township	f	t	t	f	f	f
1893	1960	5518	Troutville	f	f	f	f	f	f
1894	1950	5518	Troutville	f	t	f	f	f	f
1895	1970	5518	Troutville	f	f	t	f	f	f
1896	1940	5553	Union Township	f	t	t	f	f	f
1897	1960	5638	Wallaceton	f	f	f	f	f	f
1898	1950	5638	Wallaceton	f	t	f	f	f	f
1899	1970	5638	Wallaceton	f	f	t	f	f	f
1900	1960	5124	Renovo	f	f	f	f	f	f
1901	1950	5124	Renovo	f	f	f	f	f	f
1902	1940	5855	Woodward Township	f	t	t	f	f	f
1903	1940	5746	West Keating Township	f	t	t	f	f	f
1904	1930	2304		f	f	f	f	f	f
1905	1940	2304		f	f	f	f	f	f
1906	1950	2304		f	f	f	f	f	f
1907	1960	2304		f	f	f	f	f	f
1908	1970	2304		f	f	f	f	f	f
1909	1940	5124	Renovo	f	f	f	f	f	f
1910	1940	5070	Porter Township	f	t	t	f	f	f
1911	1940	5022	Pine Creek Township	f	t	t	f	f	f
1912	1940	4889	Noyes Township	f	t	t	f	f	f
1913	1970	4676	Mill Hall	f	f	t	f	f	f
1914	1950	4676	Mill Hall	f	t	f	f	f	f
1915	1960	4676	Mill Hall	f	f	f	f	f	f
1916	1970	4501	Loganton	f	f	t	f	f	f
1917	1950	4501	Loganton	f	t	f	f	f	f
1918	1960	4501	Loganton	f	f	f	f	f	f
1919	1940	4499	Logan Township	f	t	t	f	f	f
1920	1950	4496	Lock Haven	f	f	t	f	f	f
1921	1930	4496	Lock Haven	f	t	f	f	f	f
1922	1940	4496	Lock Haven	f	f	f	f	f	f
1923	1970	4444	Leidy Township	f	f	t	f	f	f
1924	1940	4444	Leidy Township	f	t	f	f	f	f
1925	1940	4403	Lamar Township	f	t	t	f	f	f
1926	1940	4154	Grugan Township	f	t	t	f	f	f
1927	1940	4131	Green Township	f	t	t	f	f	f
1928	1940	4078	Gallagher Township	f	t	t	f	f	f
1929	1970	4012	Flemington	f	f	t	f	f	f
1930	1950	4012	Flemington	f	t	f	f	f	f
1931	1960	4012	Flemington	f	f	f	f	f	f
1932	1940	3876	East Keating Township	f	t	t	f	f	f
1933	1940	3833	Dunnstable Township	f	t	t	f	f	f
1934	1940	3733	Crawford Township	f	t	t	f	f	f
1935	1940	3667	Colebrook Township	f	t	t	f	f	f
1936	1940	3589	Chapman Township	f	t	t	f	f	f
1937	1950	3561	Castanea	f	f	t	f	f	f
1938	1960	3370	Beech Creek	f	f	f	f	f	f
1939	1950	3370	Beech Creek	f	t	f	f	f	f
1940	1940	3333	Bold Eagle Township	f	t	t	f	f	f
1941	1960	3327	Avis	f	f	t	f	f	f
1942	1950	3327	Avis	f	t	f	f	f	f
1943	1940	3281	Allison Township	f	t	t	f	f	f
1944	1940	3561	Castanea Township	f	t	f	f	f	f
1945	1940	3371	Beech Creek Township	f	t	t	f	f	f
1946	1970	3370	Beech Creek	f	f	t	f	f	f
1947	1970	2304	Castanea Center	f	f	f	f	f	f
