affectedgovernmentgisid	affectedgovernment	governmentshape
36433	28754	2887
36434	28754	2914
36435	28754	3125
36436	28754	3326
36437	28754	3414
36438	28754	3512
36439	28754	3556
36440	28754	3606
36441	28754	3637
36442	28754	3649
36443	28754	3889
36444	28754	3928
36445	28754	3952
36446	28754	4159
36447	28754	4353
36448	28754	4402
36449	28754	4442
36450	28754	4473
36451	28754	4705
36452	28754	4884
36453	28754	5122
36454	28754	5154
36455	28754	5437
36456	28754	5448
36457	28754	5630
36459	28754	5744
36460	28754	5807
36461	28754	5903
36462	28754	6699
36463	28754	6701
36464	28754	6702
36465	28754	11845
36466	28754	11846
36467	28754	11847
36468	28754	11849
36469	28754	11850
36470	28754	11852
36471	28754	11856
36472	28754	11861
36473	28754	11862
36474	28754	11863
36475	28754	11864
36476	28754	11865
36477	28754	11866
36478	28754	11867
36479	28754	11870
36480	28754	11871
36481	28754	11872
36482	28754	11873
36483	28754	11874
36484	28754	11877
36485	28754	11878
36486	28754	11880
36487	28754	11881
36488	28754	11882
36489	28754	11883
36490	28754	11884
36491	28754	11885
36492	28754	11887
36493	28754	11888
36494	28754	11893
36495	28754	11957
36496	28754	11968
36497	28754	11969
36498	28754	11971
36499	28754	11987
36500	28754	11988
36501	28754	11989
36502	28754	11990
36503	28754	11991
36504	28754	11997
36505	28754	11998
36506	28754	11999
36507	28754	12001
36508	28754	12002
36509	28754	12004
36510	28754	12005
36511	28754	12006
36512	28754	12007
36513	28754	12008
36514	28754	12011
36515	28754	12012
36516	28754	12013
36517	28754	32264
36518	28754	32266
36519	28754	32267
36520	28754	32270
36521	28754	32271
36522	28754	33683
36523	28754	33684
36524	28754	33685
36525	28754	34117
36526	28754	34118
36527	28754	34120
36528	28754	34121
36529	28754	34122
37384	28204	34610
37385	29159	34610
37386	28211	34610
37387	54056	34610
37388	28211	34611
37389	54056	34611
37390	29159	34611
37391	28204	34611
37392	54056	34612
37393	29159	34612
37394	28204	34612
37395	28211	34612
37396	28204	34613
37397	29159	34613
37398	54056	34613
37399	28211	34613
37400	29159	34614
37401	28204	34614
37402	28211	34614
37403	54056	34614
37404	28211	34615
37405	54056	34615
37406	29159	34615
37407	28204	34615
37412	28204	34617
37413	54056	34617
37414	29159	34617
37415	28211	34617
37416	28208	268
37417	28208	357
37418	28208	405
37419	28208	528
37420	28208	703
37421	28208	719
37422	28208	746
37423	28208	1001
37424	28208	1369
37425	28208	1384
37426	28208	1407
37427	28208	1429
37428	28208	1583
37429	28208	1627
37430	28208	1745
37431	28208	1765
37432	28208	1967
37433	28208	2056
37434	28208	2211
37435	28208	2278
37436	28208	2576
37437	28208	2592
37438	28208	2638
37439	28208	2766
37440	28208	3078
37441	28208	3134
37442	28208	3321
37443	28208	3515
37444	28208	4211
37445	28208	4310
37446	28208	4318
37447	28208	4367
37448	28208	4589
37449	28208	4695
37450	28208	4699
37451	28208	4880
37452	28208	4980
37453	28208	5071
37454	28208	5092
37455	28208	5203
37456	28208	5217
37457	28208	5438
37458	28208	5492
37459	28208	5723
37460	28208	6637
37461	28208	7665
37462	28208	7666
37463	28208	7669
37464	28208	7675
37465	28208	12098
37466	28208	12343
37467	28208	12344
37468	28208	12345
37469	28208	12346
37470	28208	12347
37471	28208	12348
37472	28208	12349
37473	28208	12352
37474	28208	12353
37475	28208	12355
37476	28208	12356
37477	28208	12357
37478	28208	12358
37479	28208	12359
37480	28208	12661
37481	28208	13159
37482	28208	14102
37483	28208	14107
37484	28208	14476
37485	28208	14477
37486	28208	29154
37487	28208	29179
37488	28208	29180
37489	28208	29181
37490	28208	29182
37491	28208	29523
37492	28208	29524
37493	28208	29525
37494	28208	29526
37495	28208	29527
37496	28208	29528
37497	28208	29529
37498	28208	29530
37499	28208	32116
37500	28208	32117
37501	28208	32951
37502	28208	32952
37503	28208	32953
37504	28208	32955
37505	28208	32956
37506	28208	33157
37507	28208	33158
37508	28208	33159
37509	28208	33163
37510	28208	33164
37511	28208	33165
37512	28208	33167
37513	28208	33198
37514	28208	33199
37515	28208	34599
37516	28208	34600
37517	28208	34601
37518	28208	34602
37519	28208	34603
37520	28208	34604
37521	28208	34605
37522	28208	34606
37523	28208	34607
37524	28208	34608
37525	28208	34609
37526	71387	34618
37527	54054	34618
37528	28205	34618
37529	28754	34618
37530	28205	34619
37531	54054	34619
37532	28754	34619
37533	71387	34619
37534	29159	34620
37535	28204	34620
37536	54056	34620
37537	28754	34620
37538	28205	34620
37539	54056	34621
37540	28204	34621
37541	28754	34621
37542	29159	34621
37543	28205	34621
37544	28205	34622
37545	54054	34622
37546	28754	34622
37547	71387	34622
37548	54054	34623
37549	28754	34623
37550	71387	34623
37551	28205	34623
37552	28204	34624
37553	54056	34624
37554	28205	34624
37555	29159	34624
37556	28754	34624
37557	7516	34624
37558	54056	34625
37559	28754	34625
37560	28205	34625
37561	28204	34625
37562	29159	34625
37563	28204	34626
37564	28205	34626
37565	54056	34626
37566	29159	34626
37567	28754	34626
37568	29374	168
37569	29374	434
37570	29374	1317
37571	29374	1932
37572	29374	2550
37573	29374	2649
37574	29374	3125
37575	29374	3326
37576	29374	5154
37578	29374	11849
37579	29374	11850
37580	29374	11852
37581	29374	11856
37582	29374	11861
37583	29374	11862
37584	29374	11863
37585	29374	11864
37586	29374	11865
37587	29374	12004
37588	29374	12011
37589	29374	12012
37590	29374	12013
37591	29374	32270
37592	29374	32271
37593	29374	33683
37594	29374	34117
37595	29374	34118
37596	29374	34624
37597	29374	34625
37598	29374	34626
37599	29395	94
37600	29395	131
37601	29395	150
37602	29395	491
37603	29395	531
37604	29395	569
37605	29395	693
37606	29395	850
37607	29395	978
37608	29395	1321
37609	29395	2044
37610	29395	2094
37611	29395	2914
37612	29395	3556
37613	29395	3606
37614	29395	3637
37615	29395	3889
37616	29395	3928
37617	29395	4402
37618	29395	4442
37619	29395	4473
37620	29395	5122
37621	29395	5903
37622	29395	11845
37623	29395	11846
37624	29395	11866
37625	29395	11987
37626	29395	11989
37627	29395	11990
37628	29395	12005
37629	29395	12006
37630	29395	12007
37631	29395	12008
37632	29395	34620
37633	29395	34621
37634	29395	34622
37635	29395	34623
37636	85560	704
37637	85560	723
37638	85560	1495
37639	85560	1666
37640	85560	1799
37641	85560	2073
37642	85560	2376
37643	85560	3414
37644	85560	3649
37645	85560	3952
37646	85560	4159
37647	85560	4705
37648	85560	4884
37649	85560	5437
37650	85560	5630
37651	85560	5744
37652	85560	5807
37653	85560	6699
37654	85560	6701
37655	85560	6702
37656	85560	11847
37657	85560	11867
37658	85560	11870
37659	85560	11871
37660	85560	11988
37661	85560	11991
37662	85560	11997
37663	85560	11998
37664	85560	32264
37665	85560	32266
37666	85560	32267
37667	85560	33684
37668	85560	33685
37669	85560	34120
37670	85560	34121
37671	85560	34122
37672	85561	168
37673	85561	2649
37674	85561	3125
37675	85561	11849
37676	85561	11850
37677	85561	11852
37678	85561	11856
37679	85561	11861
37680	85561	11862
37681	85561	11863
37682	85561	11864
37683	85561	11865
37684	85561	32270
37685	85561	32271
37686	85561	34624
37687	85561	34625
37688	85561	34626
37689	29159	34627
37690	28204	34627
37691	54056	34627
37692	28211	34627
37693	54056	34628
37694	28211	34628
37695	29159	34628
37696	28204	34628
37697	77786	34629
37698	1520	34629
37699	1464	34629
37700	54055	34630
37701	77786	34631
37702	77786	34632
37703	77786	34633
37704	16838	34634
37705	16605	34634
37706	16839	34634
37707	16836	34635
37708	16839	34635
37709	16605	34635
37710	1342	593
37711	1342	989
37712	1342	1539
37713	1342	1710
37714	1342	2241
37715	1342	2712
37716	1342	3325
37717	1342	3491
37718	1342	3995
37719	1342	4219
37720	1342	4281
37721	1342	5234
37722	1342	5763
37723	1342	14394
37724	1342	14395
37725	1342	14396
37726	1342	29977
37727	1342	29978
37728	1342	30438
37729	1342	31351
37730	1342	31354
37731	1342	31355
37732	1342	31748
37733	1342	31749
37734	1342	31751
37735	1342	31752
37736	1342	31812
37737	1342	32373
37738	1342	32375
37739	1342	32752
37740	1342	32753
37741	1342	32754
37742	1342	32755
37743	1342	32757
37744	1342	32758
37745	1342	32759
37746	1342	32760
37747	1342	32762
37748	1342	32763
37749	1342	33095
37750	1342	33096
37751	1342	33097
37752	1342	33098
37753	1342	33099
37754	1342	33100
37755	1342	33103
37756	1342	33104
37757	1342	33649
37758	1342	33650
37759	29059	593
37760	29059	989
37761	29059	1539
37762	29059	1710
37763	29059	2241
37764	29059	2712
37765	29059	3325
37766	29059	3491
37767	29059	3995
37768	29059	4219
37769	29059	4281
37770	29059	5234
37771	29059	5763
37772	29059	14394
37773	29059	14395
37774	29059	14396
37775	29059	29977
37776	29059	29978
37777	29059	30438
37778	29059	31351
37779	29059	31354
37780	29059	31355
37781	29059	31748
37782	29059	31749
37783	29059	31751
37784	29059	31752
37785	29059	31812
37786	29059	32373
37787	29059	32375
37788	29059	32752
37789	29059	32753
37790	29059	32754
37791	29059	32755
37792	29059	32757
37793	29059	32758
37794	29059	32759
37795	29059	32760
37796	29059	32762
37797	29059	32763
37798	29059	33095
37799	29059	33096
37800	29059	33097
37801	29059	33098
37802	29059	33099
37803	29059	33100
37804	29059	33103
37805	29059	33104
37806	29059	33649
37807	29059	33650
37808	29937	593
37809	29937	989
37810	29937	1539
37811	29937	1710
37812	29937	2241
37813	29937	2712
37814	29937	3325
37815	29937	3491
37816	29937	3995
37817	29937	4219
37818	29937	4281
37819	29937	5234
37820	29937	5763
37821	29937	14394
37822	29937	14395
37823	29937	14396
37824	29937	29977
37825	29937	29978
37826	29937	30438
37827	29937	31351
37828	29937	31354
37829	29937	31355
37830	29937	31748
37831	29937	31749
37832	29937	31751
37833	29937	31752
37834	29937	31812
37835	29937	32373
37836	29937	32375
37837	29937	32752
37838	29937	32753
37839	29937	32754
37840	29937	32755
37841	29937	32757
37842	29937	32758
37843	29937	32759
37844	29937	32760
37845	29937	32762
37846	29937	32763
37847	29937	33095
37848	29937	33096
37849	29937	33097
37850	29937	33098
37851	29937	33099
37852	29937	33100
37853	29937	33103
37854	29937	33104
37855	29937	33649
37856	29937	33650
37857	29937	333
37858	29937	1448
37859	29937	1950
37860	29937	2232
37861	29937	2868
37862	29937	2905
37863	29937	4738
37864	29937	4928
37865	29937	5318
37866	29937	5574
37867	29937	14267
37868	29937	14269
37869	29937	14270
37870	29937	14272
37871	29937	29799
37872	29937	31352
37873	29937	31353
37874	29937	32960
37875	29937	32962
37876	29937	32964
37877	29937	33101
37878	29937	33102
37879	29059	333
37880	29059	1448
37881	29059	1950
37882	29059	2232
37883	29059	2868
37884	29059	2905
37885	29059	4738
37886	29059	4928
37887	29059	5318
37888	29059	5574
37889	29059	14267
37890	29059	14269
37891	29059	14270
37892	29059	14272
37893	29059	29799
37894	29059	31352
37895	29059	31353
37896	29059	32960
37897	29059	32962
37898	29059	32964
37899	29059	33101
37900	29059	33102
37901	29938	1341
37902	29938	1391
37903	29938	1551
37904	29938	1936
37905	29938	2177
37906	29938	3524
37907	29938	4953
37908	29938	5910
37909	29938	12572
37910	29938	12575
37911	29938	12578
37912	29938	12579
37913	29938	12581
37914	29938	12582
37915	29938	12583
37916	29938	14110
37917	29938	31449
37918	29938	31875
37919	29938	31876
37920	29938	31877
37921	29938	31878
37922	29938	31879
37923	29938	31880
37924	29938	31881
37925	29938	31882
37926	29938	31883
37927	29938	31884
37928	29938	31885
37929	29938	31890
37930	29938	34629
37931	29938	34631
37932	29938	34632
37933	29938	34633
37934	29939	682
37935	29939	1517
37936	29939	3063
37937	29939	4396
37938	29939	4455
37939	29939	5505
37940	29939	5668
37941	29939	6727
37942	29939	14096
37943	29939	29207
37944	29939	29210
37945	29939	29211
37946	29939	29214
37947	29939	29216
37948	29939	29771
37949	29939	29773
37950	29939	29774
37951	29939	29776
37952	29939	31811
37953	29939	34627
37954	29939	34628
37955	29364	122
37956	29364	1139
37957	29364	1288
37958	29364	1357
37959	29364	1510
37960	29364	1818
37961	1514	2340
37962	1514	2582
37963	1514	2600
37964	1514	3672
37965	1514	3800
37966	29364	4511
37967	1514	5028
37968	29364	5039
37969	29364	5856
37970	1514	5861
37971	29364	5883
37972	1514	7649
37973	1514	7650
37974	1514	7651
37975	1514	7654
37976	1514	7655
37977	1514	7656
37978	1514	7657
37979	1514	7658
37980	1514	7660
37981	1514	7661
37982	1514	10339
37983	29364	14092
37984	29364	14093
37985	1514	14094
37986	29364	14095
37987	29364	14164
37988	29364	14165
37989	1514	29203
37990	1514	29205
37991	1514	29206
37992	29364	31738
37993	29364	31739
37994	1514	31740
37995	1514	31741
37996	1514	31742
37997	1514	31743
37998	1514	31744
37999	1514	31745
38000	1514	31746
38001	1514	31747
38002	29364	31750
38003	29364	31753
38004	1514	31755
38005	1514	31886
38006	1514	31887
38007	1514	31888
38008	1514	31889
38009	29364	34630
38010	29937	122
38011	29937	1139
38012	29937	1288
38013	29937	1357
38014	29937	1510
38015	29937	1818
38016	29937	4511
38017	29937	5039
38018	29937	5856
38019	29937	5883
38020	29937	14092
38021	29937	14093
38022	29937	14095
38023	29937	14164
38024	29937	14165
38025	29937	31738
38026	29937	31739
38027	29937	31750
38028	29937	31753
38029	29937	34630
38030	29059	122
38031	29059	1139
38032	29059	1288
38033	29059	1357
38034	29059	1510
38035	29059	1818
38036	29059	4511
38037	29059	5039
38038	29059	5856
38039	29059	5883
38040	29059	14092
38041	29059	14093
38042	29059	14095
38043	29059	14164
38044	29059	14165
38045	29059	31738
38046	29059	31739
38047	29059	31750
38048	29059	31753
38049	29059	34630
38050	29938	2340
38051	29938	2582
38052	29938	2600
38053	29938	3672
38054	29938	3800
38055	29938	5028
38056	29938	5861
38057	29938	7649
38058	29938	7650
38059	29938	7651
38060	29938	7654
38061	29938	7655
38062	29938	7656
38063	29938	7657
38064	29938	7658
38065	29938	7660
38066	29938	7661
38067	29938	10339
38068	29938	14094
38069	29938	29203
38070	29938	29205
38071	29938	29206
38072	29938	31740
38073	29938	31741
38074	29938	31742
38075	29938	31743
38076	29938	31744
38077	29938	31745
38078	29938	31746
38079	29938	31747
38080	29938	31755
38081	29938	31886
38082	29938	31887
38083	29938	31888
38084	29938	31889
38085	1510	1422
38086	1510	1478
38087	1510	1881
38088	1510	3091
38089	1510	4857
38090	1510	5613
38091	1510	5922
38092	1510	29215
38093	1510	29796
38094	1510	29797
38095	1510	29798
38096	1510	30132
38097	1510	31754
38098	29939	1422
38099	29939	1478
38100	29939	3091
38101	29939	5613
38102	29939	29796
38103	29939	29797
38104	29939	30132
38105	29939	31754
38106	29939	1881
38107	29939	4857
38108	29939	5922
38109	29939	29215
38110	29939	29798
38111	77786	34636
38112	1514	34636
38113	1525	34636
38114	29938	34636
38115	29938	34637
38116	1514	34637
38117	77786	34637
38118	77786	34638
38119	77786	34639
38120	4773	34643
38126	54054	34645
38127	71387	34645
38128	29374	34645
38129	28205	34645
38130	28754	34645
38135	54056	34647
38136	28205	34647
38137	85560	34647
38138	29159	34647
38139	28754	34647
38140	28204	34647
38141	28754	34648
38142	28205	34648
38143	54056	34648
38144	29395	34648
38145	29159	34648
38146	28204	34648
38147	7437	34649
38148	28205	34649
38149	7236	34649
38150	54054	34649
38151	29395	34649
38152	28754	34649
38153	71387	34649
38154	54054	34650
38155	29395	34650
38156	71387	34650
38157	28754	34650
38158	28205	34650
38159	414	31
38160	414	2174
38161	414	3876
38162	414	4802
38163	414	5911
38164	414	5924
38165	414	13012
38166	414	13013
38167	414	32345
38168	404	2268
38169	404	2758
38170	404	3225
38171	404	3371
38172	404	3874
38173	404	4133
38174	404	4458
38175	404	5428
38176	404	5815
38177	404	5900
38178	404	12143
38179	404	28810
38180	404	32342
38181	404	32343
38182	404	32346
38183	404	32347
38184	404	32348
38185	404	32349
38186	413	2268
38187	413	2758
38188	413	3225
38189	413	3371
38190	413	3874
38191	413	4133
38192	413	4458
38193	413	5428
38194	413	5815
38195	413	5900
38196	413	12143
38197	413	28810
38198	413	32342
38199	413	32343
38200	413	32346
38201	413	32347
38202	413	32348
38203	413	32349
38204	413	3529
38205	413	30191
38206	413	30192
38207	413	30194
38208	413	30195
38209	52785	14
38210	52785	24
38211	52785	109
38212	52785	173
38213	52785	388
38214	52785	505
38215	52785	536
38216	52785	550
38217	52785	625
38218	52785	832
38219	52785	844
38220	52785	969
38221	52785	980
38222	52785	1096
38223	52785	1169
38224	52785	1260
38225	52785	1305
38226	52785	1359
38227	52785	1427
38228	52785	1579
38229	52785	1821
38230	52785	1839
38231	52785	2035
38232	52785	2037
38233	52785	2164
38234	52785	2186
38235	52785	2235
38236	52785	2295
38237	52785	2310
38238	52785	2420
38239	52785	2495
38240	52785	2502
38241	52785	2555
38242	52785	2558
38243	52785	2569
38244	52785	2728
38245	52785	2805
38246	52785	2874
38247	52785	2976
38248	52785	3218
38249	52785	3310
38250	52785	3406
38251	52785	3434
38252	52785	3570
38253	52785	3605
38254	52785	3803
38255	52785	3937
38256	52785	3964
38257	52785	4046
38258	52785	4117
38259	52785	4222
38260	52785	4236
38261	52785	4267
38262	52785	4320
38263	52785	4354
38264	52785	4484
38265	52785	4503
38266	52785	4786
38267	52785	4835
38268	52785	5126
38269	52785	5278
38270	52785	5281
38271	52785	5338
38272	52785	5429
38273	52785	5443
38274	52785	5561
38275	52785	5599
38276	52785	5662
38277	52785	5671
38278	52785	5746
38279	52785	5780
38280	52785	5939
38281	52785	10449
38282	52785	10456
38283	52785	10464
38284	52785	10465
38285	52785	10466
38286	52785	10467
38287	52785	10468
38288	52785	10469
38289	52785	10475
38290	52785	12244
38291	52785	12245
38292	52785	12328
38293	52785	12330
38294	52785	12331
38295	52785	12332
38296	52785	12333
38297	52785	12334
38298	52785	12336
38299	52785	12339
38300	52785	13125
38301	52785	13126
38302	52785	13127
38303	52785	13128
38304	52785	13172
38305	52785	13173
38306	52785	13174
38307	52785	13175
38308	52785	13176
38309	52785	13177
38310	52785	13178
